Trial_ID,audit_source,audit_type,candidate_id,Original_Trial_ID,outcome_variable,outcome_role,arm,statistic,paper_value,paper_precision,cleaned_value,absolute_diff,tolerance,status,paper_source,notes
119,generated_from_cleaned_data,descriptive_summary_screen,Pain perceived during hysteroscopic morcellation by vaginoscopy vs standard technique in an outpatient setting,,Treatment,allocation,Randomisation arm 1,n,,,29.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
119,generated_from_cleaned_data,descriptive_summary_screen,Pain perceived during hysteroscopic morcellation by vaginoscopy vs standard technique in an outpatient setting,,Treatment,allocation,Randomisation arm 2,n,,,28.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
119,generated_from_cleaned_data,descriptive_summary_screen,Pain perceived during hysteroscopic morcellation by vaginoscopy vs standard technique in an outpatient setting,,YP_pain_score,primary,Randomisation arm 1,mean,,,37.32142857142857,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
119,generated_from_cleaned_data,descriptive_summary_screen,Pain perceived during hysteroscopic morcellation by vaginoscopy vs standard technique in an outpatient setting,,YP_pain_score,primary,Randomisation arm 1,median,,,35.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
119,generated_from_cleaned_data,descriptive_summary_screen,Pain perceived during hysteroscopic morcellation by vaginoscopy vs standard technique in an outpatient setting,,YP_pain_score,primary,Randomisation arm 1,n_nonmissing,,,28.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
119,generated_from_cleaned_data,descriptive_summary_screen,Pain perceived during hysteroscopic morcellation by vaginoscopy vs standard technique in an outpatient setting,,YP_pain_score,primary,Randomisation arm 1,q1,,,27.5,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
119,generated_from_cleaned_data,descriptive_summary_screen,Pain perceived during hysteroscopic morcellation by vaginoscopy vs standard technique in an outpatient setting,,YP_pain_score,primary,Randomisation arm 1,q3,,,50.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
119,generated_from_cleaned_data,descriptive_summary_screen,Pain perceived during hysteroscopic morcellation by vaginoscopy vs standard technique in an outpatient setting,,YP_pain_score,primary,Randomisation arm 1,sd,,,23.153359201810055,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
119,generated_from_cleaned_data,descriptive_summary_screen,Pain perceived during hysteroscopic morcellation by vaginoscopy vs standard technique in an outpatient setting,,YP_pain_score,primary,Randomisation arm 2,mean,,,56.925925925925924,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
119,generated_from_cleaned_data,descriptive_summary_screen,Pain perceived during hysteroscopic morcellation by vaginoscopy vs standard technique in an outpatient setting,,YP_pain_score,primary,Randomisation arm 2,median,,,55.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
119,generated_from_cleaned_data,descriptive_summary_screen,Pain perceived during hysteroscopic morcellation by vaginoscopy vs standard technique in an outpatient setting,,YP_pain_score,primary,Randomisation arm 2,n_nonmissing,,,27.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
119,generated_from_cleaned_data,descriptive_summary_screen,Pain perceived during hysteroscopic morcellation by vaginoscopy vs standard technique in an outpatient setting,,YP_pain_score,primary,Randomisation arm 2,q1,,,45.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
119,generated_from_cleaned_data,descriptive_summary_screen,Pain perceived during hysteroscopic morcellation by vaginoscopy vs standard technique in an outpatient setting,,YP_pain_score,primary,Randomisation arm 2,q3,,,75.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
119,generated_from_cleaned_data,descriptive_summary_screen,Pain perceived during hysteroscopic morcellation by vaginoscopy vs standard technique in an outpatient setting,,YP_pain_score,primary,Randomisation arm 2,sd,,,22.38805644143929,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
120,generated_from_cleaned_data,descriptive_summary_screen,Intermittent BRAF inhibition in advanced BRAF mutated melanoma: results of a phase II randomized trial,,Treatment,allocation,Continuous treatment,n,,,35.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
120,generated_from_cleaned_data,descriptive_summary_screen,Intermittent BRAF inhibition in advanced BRAF mutated melanoma: results of a phase II randomized trial,,Treatment,allocation,Intermittent treatment,n,,,35.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
120,generated_from_cleaned_data,descriptive_summary_screen,Intermittent BRAF inhibition in advanced BRAF mutated melanoma: results of a phase II randomized trial,,YP_pfs_event,primary,Continuous treatment,event_count,,,10.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
120,generated_from_cleaned_data,descriptive_summary_screen,Intermittent BRAF inhibition in advanced BRAF mutated melanoma: results of a phase II randomized trial,,YP_pfs_event,primary,Continuous treatment,mean,,,0.2857142857142857,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
120,generated_from_cleaned_data,descriptive_summary_screen,Intermittent BRAF inhibition in advanced BRAF mutated melanoma: results of a phase II randomized trial,,YP_pfs_event,primary,Continuous treatment,n_nonmissing,,,35.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
120,generated_from_cleaned_data,descriptive_summary_screen,Intermittent BRAF inhibition in advanced BRAF mutated melanoma: results of a phase II randomized trial,,YP_pfs_event,primary,Continuous treatment,rate,,,0.2857142857142857,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
120,generated_from_cleaned_data,descriptive_summary_screen,Intermittent BRAF inhibition in advanced BRAF mutated melanoma: results of a phase II randomized trial,,YP_pfs_event,primary,Continuous treatment,sd,,,0.45834924851410563,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
120,generated_from_cleaned_data,descriptive_summary_screen,Intermittent BRAF inhibition in advanced BRAF mutated melanoma: results of a phase II randomized trial,,YP_pfs_event,primary,Intermittent treatment,event_count,,,10.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
120,generated_from_cleaned_data,descriptive_summary_screen,Intermittent BRAF inhibition in advanced BRAF mutated melanoma: results of a phase II randomized trial,,YP_pfs_event,primary,Intermittent treatment,mean,,,0.2857142857142857,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
120,generated_from_cleaned_data,descriptive_summary_screen,Intermittent BRAF inhibition in advanced BRAF mutated melanoma: results of a phase II randomized trial,,YP_pfs_event,primary,Intermittent treatment,n_nonmissing,,,35.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
120,generated_from_cleaned_data,descriptive_summary_screen,Intermittent BRAF inhibition in advanced BRAF mutated melanoma: results of a phase II randomized trial,,YP_pfs_event,primary,Intermittent treatment,rate,,,0.2857142857142857,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
120,generated_from_cleaned_data,descriptive_summary_screen,Intermittent BRAF inhibition in advanced BRAF mutated melanoma: results of a phase II randomized trial,,YP_pfs_event,primary,Intermittent treatment,sd,,,0.45834924851410563,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
120,generated_from_cleaned_data,descriptive_summary_screen,Intermittent BRAF inhibition in advanced BRAF mutated melanoma: results of a phase II randomized trial,,YP_progression_free_survival_months,primary,Continuous treatment,mean,,,19.068609022556394,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
120,generated_from_cleaned_data,descriptive_summary_screen,Intermittent BRAF inhibition in advanced BRAF mutated melanoma: results of a phase II randomized trial,,YP_progression_free_survival_months,primary,Continuous treatment,median,,,16.151315789473685,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
120,generated_from_cleaned_data,descriptive_summary_screen,Intermittent BRAF inhibition in advanced BRAF mutated melanoma: results of a phase II randomized trial,,YP_progression_free_survival_months,primary,Continuous treatment,n_nonmissing,,,35.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
120,generated_from_cleaned_data,descriptive_summary_screen,Intermittent BRAF inhibition in advanced BRAF mutated melanoma: results of a phase II randomized trial,,YP_progression_free_survival_months,primary,Continuous treatment,q1,,,8.388157894736842,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
120,generated_from_cleaned_data,descriptive_summary_screen,Intermittent BRAF inhibition in advanced BRAF mutated melanoma: results of a phase II randomized trial,,YP_progression_free_survival_months,primary,Continuous treatment,q3,,,28.305921052631582,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
120,generated_from_cleaned_data,descriptive_summary_screen,Intermittent BRAF inhibition in advanced BRAF mutated melanoma: results of a phase II randomized trial,,YP_progression_free_survival_months,primary,Continuous treatment,sd,,,13.19268034262422,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
120,generated_from_cleaned_data,descriptive_summary_screen,Intermittent BRAF inhibition in advanced BRAF mutated melanoma: results of a phase II randomized trial,,YP_progression_free_survival_months,primary,Intermittent treatment,mean,,,12.17763157894737,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
120,generated_from_cleaned_data,descriptive_summary_screen,Intermittent BRAF inhibition in advanced BRAF mutated melanoma: results of a phase II randomized trial,,YP_progression_free_survival_months,primary,Intermittent treatment,median,,,6.217105263157895,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
120,generated_from_cleaned_data,descriptive_summary_screen,Intermittent BRAF inhibition in advanced BRAF mutated melanoma: results of a phase II randomized trial,,YP_progression_free_survival_months,primary,Intermittent treatment,n_nonmissing,,,35.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
120,generated_from_cleaned_data,descriptive_summary_screen,Intermittent BRAF inhibition in advanced BRAF mutated melanoma: results of a phase II randomized trial,,YP_progression_free_survival_months,primary,Intermittent treatment,q1,,,2.6315789473684212,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
120,generated_from_cleaned_data,descriptive_summary_screen,Intermittent BRAF inhibition in advanced BRAF mutated melanoma: results of a phase II randomized trial,,YP_progression_free_survival_months,primary,Intermittent treatment,q3,,,12.335526315789474,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
120,generated_from_cleaned_data,descriptive_summary_screen,Intermittent BRAF inhibition in advanced BRAF mutated melanoma: results of a phase II randomized trial,,YP_progression_free_survival_months,primary,Intermittent treatment,sd,,,14.130718807960767,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
121,generated_from_cleaned_data,descriptive_summary_screen,Acceptance lowers stress reactivity: Dismantling mindfulness training in a randomized controlled trial,,Treatment,allocation,Control,n,,,35.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
121,generated_from_cleaned_data,descriptive_summary_screen,Acceptance lowers stress reactivity: Dismantling mindfulness training in a randomized controlled trial,,Treatment,allocation,Monitor + Accept,n,,,55.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
121,generated_from_cleaned_data,descriptive_summary_screen,Acceptance lowers stress reactivity: Dismantling mindfulness training in a randomized controlled trial,,Treatment,allocation,Monitor Only,n,,,54.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
121,generated_from_cleaned_data,descriptive_summary_screen,Acceptance lowers stress reactivity: Dismantling mindfulness training in a randomized controlled trial,,YP_subjective_stress_overall,primary,Control,mean,,,51.55238095238095,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
121,generated_from_cleaned_data,descriptive_summary_screen,Acceptance lowers stress reactivity: Dismantling mindfulness training in a randomized controlled trial,,YP_subjective_stress_overall,primary,Control,median,,,48.5,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
121,generated_from_cleaned_data,descriptive_summary_screen,Acceptance lowers stress reactivity: Dismantling mindfulness training in a randomized controlled trial,,YP_subjective_stress_overall,primary,Control,n_nonmissing,,,35.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
121,generated_from_cleaned_data,descriptive_summary_screen,Acceptance lowers stress reactivity: Dismantling mindfulness training in a randomized controlled trial,,YP_subjective_stress_overall,primary,Control,q1,,,34.583333333333336,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
121,generated_from_cleaned_data,descriptive_summary_screen,Acceptance lowers stress reactivity: Dismantling mindfulness training in a randomized controlled trial,,YP_subjective_stress_overall,primary,Control,q3,,,66.41666666666667,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
121,generated_from_cleaned_data,descriptive_summary_screen,Acceptance lowers stress reactivity: Dismantling mindfulness training in a randomized controlled trial,,YP_subjective_stress_overall,primary,Control,sd,,,23.69460417563774,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
121,generated_from_cleaned_data,descriptive_summary_screen,Acceptance lowers stress reactivity: Dismantling mindfulness training in a randomized controlled trial,,YP_subjective_stress_overall,primary,Monitor + Accept,mean,,,48.53333333333334,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
121,generated_from_cleaned_data,descriptive_summary_screen,Acceptance lowers stress reactivity: Dismantling mindfulness training in a randomized controlled trial,,YP_subjective_stress_overall,primary,Monitor + Accept,median,,,49.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
121,generated_from_cleaned_data,descriptive_summary_screen,Acceptance lowers stress reactivity: Dismantling mindfulness training in a randomized controlled trial,,YP_subjective_stress_overall,primary,Monitor + Accept,n_nonmissing,,,55.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
121,generated_from_cleaned_data,descriptive_summary_screen,Acceptance lowers stress reactivity: Dismantling mindfulness training in a randomized controlled trial,,YP_subjective_stress_overall,primary,Monitor + Accept,q1,,,33.5,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
121,generated_from_cleaned_data,descriptive_summary_screen,Acceptance lowers stress reactivity: Dismantling mindfulness training in a randomized controlled trial,,YP_subjective_stress_overall,primary,Monitor + Accept,q3,,,64.75,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
121,generated_from_cleaned_data,descriptive_summary_screen,Acceptance lowers stress reactivity: Dismantling mindfulness training in a randomized controlled trial,,YP_subjective_stress_overall,primary,Monitor + Accept,sd,,,22.110026960206763,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
121,generated_from_cleaned_data,descriptive_summary_screen,Acceptance lowers stress reactivity: Dismantling mindfulness training in a randomized controlled trial,,YP_subjective_stress_overall,primary,Monitor Only,mean,,,48.51851851851852,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
121,generated_from_cleaned_data,descriptive_summary_screen,Acceptance lowers stress reactivity: Dismantling mindfulness training in a randomized controlled trial,,YP_subjective_stress_overall,primary,Monitor Only,median,,,45.91666666666667,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
121,generated_from_cleaned_data,descriptive_summary_screen,Acceptance lowers stress reactivity: Dismantling mindfulness training in a randomized controlled trial,,YP_subjective_stress_overall,primary,Monitor Only,n_nonmissing,,,54.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
121,generated_from_cleaned_data,descriptive_summary_screen,Acceptance lowers stress reactivity: Dismantling mindfulness training in a randomized controlled trial,,YP_subjective_stress_overall,primary,Monitor Only,q1,,,30.041666666666668,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
121,generated_from_cleaned_data,descriptive_summary_screen,Acceptance lowers stress reactivity: Dismantling mindfulness training in a randomized controlled trial,,YP_subjective_stress_overall,primary,Monitor Only,q3,,,65.125,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
121,generated_from_cleaned_data,descriptive_summary_screen,Acceptance lowers stress reactivity: Dismantling mindfulness training in a randomized controlled trial,,YP_subjective_stress_overall,primary,Monitor Only,sd,,,25.09064628695592,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
51,outcome_reproducibility_audit.csv,strict_publication_reproducibility,,,YP_sleep_latency_7d,primary,Control,mean,1.91,0.01,1.9136363636363636,0.0036363636363636,0.0955,pass,Trial51 Table 2,"Sleep latency, minutes."
51,outcome_reproducibility_audit.csv,strict_publication_reproducibility,,,YP_sleep_latency_7d,primary,Control,sd,0.98,0.01,0.9766296404192608,0.0033703595807392,0.049,pass,Trial51 Table 2,"Sleep latency, minutes."
51,outcome_reproducibility_audit.csv,strict_publication_reproducibility,,,YP_sleep_latency_7d,primary,Lavender oil,mean,1.34,0.01,1.3444444444444446,0.0044444444444444,0.067,pass,Trial51 Table 2,"Sleep latency, minutes."
51,outcome_reproducibility_audit.csv,strict_publication_reproducibility,,,YP_sleep_latency_7d,primary,Lavender oil,sd,0.4,0.01,0.3971180904690414,0.0028819095309585,0.02,pass,Trial51 Table 2,"Sleep latency, minutes."
51,outcome_reproducibility_audit.csv,strict_publication_reproducibility,,,YP_sleep_latency_7d,primary,Sleep hygiene,mean,0.72,0.01,0.71625,0.0037499999999999,0.036,pass,Trial51 Table 2,"Sleep latency, minutes."
51,outcome_reproducibility_audit.csv,strict_publication_reproducibility,,,YP_sleep_latency_7d,primary,Sleep hygiene,sd,0.15,0.01,0.1518399062923089,0.0018399062923089,0.0075,pass,Trial51 Table 2,"Sleep latency, minutes."
51,outcome_reproducibility_audit.csv,strict_publication_reproducibility,,,YP_sleep_latency_7d,primary,Sleep hygiene + lavender oil,mean,0.98,0.01,0.9844444444444445,0.0044444444444444,0.049,pass,Trial51 Table 2,"Sleep latency, minutes."
51,outcome_reproducibility_audit.csv,strict_publication_reproducibility,,,YP_sleep_latency_7d,primary,Sleep hygiene + lavender oil,sd,0.45,0.01,0.4503085362035432,0.0003085362035432082,0.0225,pass,Trial51 Table 2,"Sleep latency, minutes."
51,outcome_reproducibility_audit.csv,strict_publication_reproducibility,,,YS_sleep_efficiency_7d,secondary,Control,mean,87.27,0.01,87.27454545454546,0.0045454545454646,4.3635,pass,Trial51 Table 2,"Sleep efficiency, percent."
51,outcome_reproducibility_audit.csv,strict_publication_reproducibility,,,YS_sleep_efficiency_7d,secondary,Control,sd,5.02,0.01,5.024458903476797,0.004458903476797,0.251,pass,Trial51 Table 2,"Sleep efficiency, percent."
51,outcome_reproducibility_audit.csv,strict_publication_reproducibility,,,YS_sleep_efficiency_7d,secondary,Lavender oil,mean,85.88,0.01,85.87666666666667,0.0033333333333303,4.294,pass,Trial51 Table 2,"Sleep efficiency, percent."
51,outcome_reproducibility_audit.csv,strict_publication_reproducibility,,,YS_sleep_efficiency_7d,secondary,Lavender oil,sd,3.98,0.01,3.982759721600088,0.0027597216000878,0.199,pass,Trial51 Table 2,"Sleep efficiency, percent."
51,outcome_reproducibility_audit.csv,strict_publication_reproducibility,,,YS_sleep_efficiency_7d,secondary,Sleep hygiene,mean,89.57,0.01,89.56875,0.0012499999999988,4.4784999999999995,pass,Trial51 Table 2,"Sleep efficiency, percent."
51,outcome_reproducibility_audit.csv,strict_publication_reproducibility,,,YS_sleep_efficiency_7d,secondary,Sleep hygiene,sd,3.03,0.01,3.0268769265649733,0.0031230734350264,0.1515,pass,Trial51 Table 2,"Sleep efficiency, percent."
51,outcome_reproducibility_audit.csv,strict_publication_reproducibility,,,YS_sleep_efficiency_7d,secondary,Sleep hygiene + lavender oil,mean,86.93,0.01,86.93111111111111,0.0011111111111006,4.346500000000001,pass,Trial51 Table 2,"Sleep efficiency, percent."
51,outcome_reproducibility_audit.csv,strict_publication_reproducibility,,,YS_sleep_efficiency_7d,secondary,Sleep hygiene + lavender oil,sd,4.8,0.01,4.795102825916365,0.0048971740836352,0.24,pass,Trial51 Table 2,"Sleep efficiency, percent."
