Trial_ID,variable_name,variable_type,brief_explanation
82,X_hypertension,Baseline covariate,Baseline covariate or pre-treatment measurement: hypertension
82,X_left_atrial_size,Baseline covariate,Baseline covariate or pre-treatment measurement: left atrial size
82,X_nyha,Baseline covariate,Baseline covariate or pre-treatment measurement: nyha
82,X_right_atrial_size,Baseline covariate,Baseline covariate or pre-treatment measurement: right atrial size
82,X_smoker,Baseline covariate,Baseline covariate or pre-treatment measurement: smoker
82,YP_postoperative_atrial_fibrillation,Primary outcome,Primary outcome: postoperative atrial fibrillation
82,YS_af_episode_count,Secondary outcome,Secondary outcome: af episode count
82,YS_cicu_stay_days,Secondary outcome,Secondary outcome: cicu stay days
82,YS_hdu_stay_days,Secondary outcome,Secondary outcome: hdu stay days
82,YS_hospital_stay_days,Secondary outcome,Secondary outcome: hospital stay days
82,YS_ventilation_hours,Secondary outcome,Secondary outcome: ventilation hours
83,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
83,X_age_years,Baseline covariate,Baseline covariate or pre-treatment measurement: age years
83,X_bmi_t1,Baseline covariate,Baseline covariate or pre-treatment measurement: bmi t1
83,X_education_level,Baseline covariate,Baseline covariate or pre-treatment measurement: education level
83,X_employment,Baseline covariate,Baseline covariate or pre-treatment measurement: employment
83,X_ethnicity,Baseline covariate,Baseline covariate or pre-treatment measurement: ethnicity
83,X_imd,Baseline covariate,Baseline covariate or pre-treatment measurement: imd
83,X_marital_status,Baseline covariate,Baseline covariate or pre-treatment measurement: marital status
83,X_mvpa_t1,Baseline covariate,Baseline covariate or pre-treatment measurement: mvpa t1
83,X_pal_t1,Baseline covariate,Baseline covariate or pre-treatment measurement: pal t1
83,X_perceived_health,Baseline covariate,Baseline covariate or pre-treatment measurement: perceived health
83,X_saturated_fat_t1,Baseline covariate,Baseline covariate or pre-treatment measurement: saturated fat t1
83,X_sex,Baseline covariate,Baseline covariate or pre-treatment measurement: sex
83,X_smoking_status,Baseline covariate,Baseline covariate or pre-treatment measurement: smoking status
83,X_steps_t1,Baseline covariate,Baseline covariate or pre-treatment measurement: steps t1
83,X_total_energy_intake_t1,Baseline covariate,Baseline covariate or pre-treatment measurement: total energy intake t1
83,YP_delta_pal_t3_t1,Primary outcome,Primary outcome: delta pal t3 t1
83,YP_delta_total_energy_intake_t3_t1,Primary outcome,Primary outcome: delta total energy intake t3 t1
83,YP_pal_t3,Primary outcome,Primary outcome: pal t3
83,YP_total_energy_intake_t3,Primary outcome,Primary outcome: total energy intake t3
83,YS_delta_bmi_t3_t1,Secondary outcome,Secondary outcome: delta bmi t3 t1
83,YS_delta_mvpa_t3_t1,Secondary outcome,Secondary outcome: delta mvpa t3 t1
83,YS_delta_saturated_fat_t3_t1,Secondary outcome,Secondary outcome: delta saturated fat t3 t1
83,YS_delta_steps_t3_t1,Secondary outcome,Secondary outcome: delta steps t3 t1
83,YS_steps_t3,Secondary outcome,Secondary outcome: steps t3
84,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
84,X_dropout_50_percent,Baseline covariate,Baseline covariate or pre-treatment measurement: dropout 50 percent
84,X_gad_0w,Baseline covariate,Baseline covariate or pre-treatment measurement: gad 0w
84,X_madrs_0w,Baseline covariate,Baseline covariate or pre-treatment measurement: madrs 0w
84,X_phq_0w,Baseline covariate,Baseline covariate or pre-treatment measurement: phq 0w
84,X_sphq_0w,Baseline covariate,Baseline covariate or pre-treatment measurement: sphq 0w
84,YP_delta_madrs_post_pre,Primary outcome,Primary outcome: delta madrs post pre
84,YP_delta_phq_post_pre,Primary outcome,Primary outcome: delta phq post pre
84,YP_madrs_post,Primary outcome,Primary outcome: madrs post
84,YP_phq_post,Primary outcome,Primary outcome: phq post
84,YS_gad_post,Secondary outcome,Secondary outcome: gad post
84,YS_phq_followup,Secondary outcome,Secondary outcome: phq followup
85,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
85,X_age_years,Baseline covariate,Baseline covariate or pre-treatment measurement: age years
85,X_bmi,Baseline covariate,Baseline covariate or pre-treatment measurement: bmi
85,X_bpi_average_pain_pre,Baseline covariate,Baseline covariate or pre-treatment measurement: bpi average pain pre
85,X_bpi_total_p1,Baseline covariate,Baseline covariate or pre-treatment measurement: bpi total p1
85,X_education_level,Baseline covariate,Baseline covariate or pre-treatment measurement: education level
85,X_employed_status,Baseline covariate,Baseline covariate or pre-treatment measurement: employed status
85,X_income,Baseline covariate,Baseline covariate or pre-treatment measurement: income
85,X_olbp_total_p1,Baseline covariate,Baseline covariate or pre-treatment measurement: olbp total p1
85,X_pain_duration,Baseline covariate,Baseline covariate or pre-treatment measurement: pain duration
85,X_pcs_total_p1,Baseline covariate,Baseline covariate or pre-treatment measurement: pcs total p1
85,X_promis_anxiety_p1,Baseline covariate,Baseline covariate or pre-treatment measurement: promis anxiety p1
85,X_promis_depression_p1,Baseline covariate,Baseline covariate or pre-treatment measurement: promis depression p1
85,X_sex,Baseline covariate,Baseline covariate or pre-treatment measurement: sex
85,X_sf12_ment_p1,Baseline covariate,Baseline covariate or pre-treatment measurement: sf12 ment p1
85,X_sf12_phys_p1,Baseline covariate,Baseline covariate or pre-treatment measurement: sf12 phys p1
85,X_tsk_total_p1,Baseline covariate,Baseline covariate or pre-treatment measurement: tsk total p1
85,YP_bpi_average_pain_post,Primary outcome,Primary outcome: bpi average pain post
85,YP_delta_bpi_average_pain_post_pre,Primary outcome,Primary outcome: delta bpi average pain post pre
85,YS_bpi_average_pain_followup,Secondary outcome,Secondary outcome: bpi average pain followup
85,YS_bpi_interference_followup,Secondary outcome,Secondary outcome: bpi interference followup
85,YS_bpi_interference_post,Secondary outcome,Secondary outcome: bpi interference post
85,YS_olbp_total_p5,Secondary outcome,Secondary outcome: olbp total p5
85,YS_pcs_total_p5,Secondary outcome,Secondary outcome: pcs total p5
85,YS_promis_anxiety_p5,Secondary outcome,Secondary outcome: promis anxiety p5
85,YS_promis_depression_p5,Secondary outcome,Secondary outcome: promis depression p5
85,YS_sf12_ment_p5,Secondary outcome,Secondary outcome: sf12 ment p5
85,YS_sf12_phys_p5,Secondary outcome,Secondary outcome: sf12 phys p5
85,YS_tsk_total_p5,Secondary outcome,Secondary outcome: tsk total p5
86,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
86,X_age_years,Baseline covariate,Baseline covariate or pre-treatment measurement: age years
86,X_cut_size_meals,Baseline covariate,Baseline covariate or pre-treatment measurement: cut size meals
86,X_eat_less,Baseline covariate,Baseline covariate or pre-treatment measurement: eat less
86,X_ethnicity,Baseline covariate,Baseline covariate or pre-treatment measurement: ethnicity
86,X_hungry_did_not_eat,Baseline covariate,Baseline covariate or pre-treatment measurement: hungry did not eat
86,X_itt,Baseline covariate,Baseline covariate or pre-treatment measurement: itt
86,X_location,Baseline covariate,Baseline covariate or pre-treatment measurement: location
86,X_mitt,Baseline covariate,Baseline covariate or pre-treatment measurement: mitt
86,X_nugent_total_score_baseline,Baseline covariate,Baseline covariate or pre-treatment measurement: nugent total score baseline
86,X_past_week_sex_partner_baseline,Baseline covariate,Baseline covariate or pre-treatment measurement: past week sex partner baseline
86,X_pp,Baseline covariate,Baseline covariate or pre-treatment measurement: pp
86,X_race,Baseline covariate,Baseline covariate or pre-treatment measurement: race
86,X_sexual_partners_lifetime,Baseline covariate,Baseline covariate or pre-treatment measurement: sexual partners lifetime
86,X_sexual_partners_past_month,Baseline covariate,Baseline covariate or pre-treatment measurement: sexual partners past month
86,X_site,Baseline covariate,Baseline covariate or pre-treatment measurement: site
86,YP_colonized_lbp_by_mg_first5w,Primary outcome,Primary outcome: colonized lbp by mg first5w
86,YS_colonized_lbp_at_mg_final,Secondary outcome,Secondary outcome: colonized lbp at mg final
86,YS_colonized_lbp_by_mg_final,Secondary outcome,Secondary outcome: colonized lbp by mg final
86,YS_crispatus_dominance_by_mg_final,Secondary outcome,Secondary outcome: crispatus dominance by mg final
86,YS_nugent_total_score_final,Secondary outcome,Secondary outcome: nugent total score final
87,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
87,X_age_years,Baseline covariate,Baseline covariate or pre-treatment measurement: age years
87,X_anesthesia_time_min,Baseline covariate,Baseline covariate or pre-treatment measurement: anesthesia time min
87,X_asa_class,Baseline covariate,Baseline covariate or pre-treatment measurement: asa class
87,X_bmi,Baseline covariate,Baseline covariate or pre-treatment measurement: bmi
87,X_cormack_lehane_grade,Baseline covariate,Baseline covariate or pre-treatment measurement: cormack lehane grade
87,X_height_cm,Baseline covariate,Baseline covariate or pre-treatment measurement: height cm
87,X_intubation_difficulty,Baseline covariate,Baseline covariate or pre-treatment measurement: intubation difficulty
87,X_mallampati_class,Baseline covariate,Baseline covariate or pre-treatment measurement: mallampati class
87,X_post_intubation_hr_bpm,Baseline covariate,Baseline covariate or pre-treatment measurement: post intubation hr bpm
87,X_pre_induction_hr_bpm,Baseline covariate,Baseline covariate or pre-treatment measurement: pre induction hr bpm
87,X_sex,Baseline covariate,Baseline covariate or pre-treatment measurement: sex
87,X_source_participant_no,Baseline covariate,Baseline covariate or pre-treatment measurement: source participant no
87,X_weight_kg,Baseline covariate,Baseline covariate or pre-treatment measurement: weight kg
87,YP_delta_hr_bpm,Primary outcome,Primary outcome: delta hr bpm
87,YP_delta_mbp_mmHg,Primary outcome,Primary outcome: delta mbp mmHg
87,YP_postoperative_pain_vas,Primary outcome,Primary outcome: postoperative pain vas
87,YS_agitation_3_or_4,Secondary outcome,Secondary outcome: agitation 3 or 4
87,YS_agitation_score,Secondary outcome,Secondary outcome: agitation score
87,YS_awakening_time_sec,Secondary outcome,Secondary outcome: awakening time sec
87,YS_bradycardia,Secondary outcome,Secondary outcome: bradycardia
87,YS_cough,Secondary outcome,Secondary outcome: cough
87,YS_delta_hr_gt20pct,Secondary outcome,Secondary outcome: delta hr gt20pct
87,YS_delta_hr_percent,Secondary outcome,Secondary outcome: delta hr percent
87,YS_delta_mbp_gt40pct,Secondary outcome,Secondary outcome: delta mbp gt40pct
87,YS_delta_mbp_ratio,Secondary outcome,Secondary outcome: delta mbp ratio
87,YS_dizziness,Secondary outcome,Secondary outcome: dizziness
87,YS_hypotension,Secondary outcome,Secondary outcome: hypotension
87,YS_oxygen_saturation_lt92,Secondary outcome,Secondary outcome: oxygen saturation lt92
87,YS_rescue_analgesic,Secondary outcome,Secondary outcome: rescue analgesic
88,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
88,X_age_years,Baseline covariate,Baseline covariate or pre-treatment measurement: age years
88,X_antihypertensive_baseline,Baseline covariate,Baseline covariate or pre-treatment measurement: antihypertensive baseline
88,X_balloon_angioplasty,Baseline covariate,Baseline covariate or pre-treatment measurement: balloon angioplasty
88,X_diabetes,Baseline covariate,Baseline covariate or pre-treatment measurement: diabetes
88,X_dyslipidemia,Baseline covariate,Baseline covariate or pre-treatment measurement: dyslipidemia
88,X_education_years,Baseline covariate,Baseline covariate or pre-treatment measurement: education years
88,X_heart_failure,Baseline covariate,Baseline covariate or pre-treatment measurement: heart failure
88,X_hypertension,Baseline covariate,Baseline covariate or pre-treatment measurement: hypertension
88,X_oral_hypoglycemic_baseline,Baseline covariate,Baseline covariate or pre-treatment measurement: oral hypoglycemic baseline
88,X_pharmacologic_stent,Baseline covariate,Baseline covariate or pre-treatment measurement: pharmacologic stent
88,X_prior_ami,Baseline covariate,Baseline covariate or pre-treatment measurement: prior ami
88,X_prior_cabg,Baseline covariate,Baseline covariate or pre-treatment measurement: prior cabg
88,X_prior_pci,Baseline covariate,Baseline covariate or pre-treatment measurement: prior pci
88,X_sex_code,Baseline covariate,Baseline covariate or pre-treatment measurement: sex code
88,X_smoking_baseline,Baseline covariate,Baseline covariate or pre-treatment measurement: smoking baseline
88,X_source_id,Baseline covariate,Baseline covariate or pre-treatment measurement: source id
88,X_statin_baseline,Baseline covariate,Baseline covariate or pre-treatment measurement: statin baseline
88,X_stent,Baseline covariate,Baseline covariate or pre-treatment measurement: stent
88,YP_death_1y,Primary outcome,Primary outcome: death 1y
88,YS_ami_1y,Secondary outcome,Secondary outcome: ami 1y
88,YS_cabg_1y,Secondary outcome,Secondary outcome: cabg 1y
88,YS_composite_event_1y,Secondary outcome,Secondary outcome: composite event 1y
88,YS_repeat_pci_1y,Secondary outcome,Secondary outcome: repeat pci 1y
89,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
89,X_moca_enrollment,Baseline covariate,Baseline covariate or pre-treatment measurement: moca enrollment
89,X_source_patient_no,Baseline covariate,Baseline covariate or pre-treatment measurement: source patient no
89,YP_delta_moca_3m,Primary outcome,Primary outcome: delta moca 3m
89,YP_moca_3m,Primary outcome,Primary outcome: moca 3m
89,YS_delta_moca_followup_6m,Secondary outcome,Secondary outcome: delta moca followup 6m
89,YS_moca_followup_6m,Secondary outcome,Secondary outcome: moca followup 6m
90,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
90,X_gender,Baseline covariate,Baseline covariate or pre-treatment measurement: gender
90,X_mpr_medication_count,Baseline covariate,Baseline covariate or pre-treatment measurement: mpr medication count
90,X_mpr_percent_sum,Baseline covariate,Baseline covariate or pre-treatment measurement: mpr percent sum
90,X_mpr_percent_sumsq,Baseline covariate,Baseline covariate or pre-treatment measurement: mpr percent sumsq
90,X_source_patient_id,Baseline covariate,Baseline covariate or pre-treatment measurement: source patient id
90,X_study_region,Baseline covariate,Baseline covariate or pre-treatment measurement: study region
90,YP_dppr_percent,Primary outcome,Primary outcome: dppr percent
90,YS_mpr_mean_percent,Secondary outcome,Secondary outcome: mpr mean percent
91,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
91,X_ethnicity,Baseline covariate,Baseline covariate or pre-treatment measurement: ethnicity
91,X_maternal_age_years,Baseline covariate,Baseline covariate or pre-treatment measurement: maternal age years
91,X_operative_delivery,Baseline covariate,Baseline covariate or pre-treatment measurement: operative delivery
91,X_source_research_number,Baseline covariate,Baseline covariate or pre-treatment measurement: source research number
91,YP_vas_sitting_10d,Primary outcome,Primary outcome: vas sitting 10d
91,YS_analgesia_10d,Secondary outcome,Secondary outcome: analgesia 10d
91,YS_analgesia_24h,Secondary outcome,Secondary outcome: analgesia 24h
91,YS_dehiscence_10d,Secondary outcome,Secondary outcome: dehiscence 10d
91,YS_dehiscence_24h,Secondary outcome,Secondary outcome: dehiscence 24h
91,YS_dehiscence_3m,Secondary outcome,Secondary outcome: dehiscence 3m
91,YS_infection_10d,Secondary outcome,Secondary outcome: infection 10d
91,YS_infection_3m,Secondary outcome,Secondary outcome: infection 3m
91,YS_stitches_removed_3m,Secondary outcome,Secondary outcome: stitches removed 3m
91,YS_suture_removal_10d,Secondary outcome,Secondary outcome: suture removal 10d
91,YS_vas_lying_10d,Secondary outcome,Secondary outcome: vas lying 10d
91,YS_vas_lying_24h,Secondary outcome,Secondary outcome: vas lying 24h
91,YS_vas_lying_3m,Secondary outcome,Secondary outcome: vas lying 3m
91,YS_vas_lying_6w,Secondary outcome,Secondary outcome: vas lying 6w
91,YS_vas_sitting_24h,Secondary outcome,Secondary outcome: vas sitting 24h
91,YS_vas_sitting_3m,Secondary outcome,Secondary outcome: vas sitting 3m
91,YS_vas_sitting_6w,Secondary outcome,Secondary outcome: vas sitting 6w
91,YS_vas_walking_10d,Secondary outcome,Secondary outcome: vas walking 10d
91,YS_vas_walking_24h,Secondary outcome,Secondary outcome: vas walking 24h
91,YS_vas_walking_3m,Secondary outcome,Secondary outcome: vas walking 3m
91,YS_vas_walking_6w,Secondary outcome,Secondary outcome: vas walking 6w
92,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
92,X_age_at_marriage,Baseline covariate,Baseline covariate or pre-treatment measurement: age at marriage
92,X_age_years,Baseline covariate,Baseline covariate or pre-treatment measurement: age years
92,X_amenorrhoea_months,Baseline covariate,Baseline covariate or pre-treatment measurement: amenorrhoea months
92,X_education,Baseline covariate,Baseline covariate or pre-treatment measurement: education
92,X_employment,Baseline covariate,Baseline covariate or pre-treatment measurement: employment
92,X_ethnicity,Baseline covariate,Baseline covariate or pre-treatment measurement: ethnicity
92,X_family_type,Baseline covariate,Baseline covariate or pre-treatment measurement: family type
92,X_gravidity,Baseline covariate,Baseline covariate or pre-treatment measurement: gravidity
92,X_income,Baseline covariate,Baseline covariate or pre-treatment measurement: income
92,X_ipt_doses_baseline,Baseline covariate,Baseline covariate or pre-treatment measurement: ipt doses baseline
92,X_itn_use_baseline,Baseline covariate,Baseline covariate or pre-treatment measurement: itn use baseline
92,X_malaria_diagnosis_baseline,Baseline covariate,Baseline covariate or pre-treatment measurement: malaria diagnosis baseline
92,X_marital_status,Baseline covariate,Baseline covariate or pre-treatment measurement: marital status
92,X_miscarriage_history,Baseline covariate,Baseline covariate or pre-treatment measurement: miscarriage history
92,X_parity,Baseline covariate,Baseline covariate or pre-treatment measurement: parity
92,X_pcv_baseline,Baseline covariate,Baseline covariate or pre-treatment measurement: pcv baseline
92,X_preterm_history,Baseline covariate,Baseline covariate or pre-treatment measurement: preterm history
92,X_residency,Baseline covariate,Baseline covariate or pre-treatment measurement: residency
92,X_source_sno,Baseline covariate,Baseline covariate or pre-treatment measurement: source sno
92,YP_ipt_doses_4m,Primary outcome,Primary outcome: ipt doses 4m
92,YP_itn_use_4m,Primary outcome,Primary outcome: itn use 4m
92,YS_birth_weight_kg,Secondary outcome,Secondary outcome: birth weight kg
92,YS_ipt_doses_2m,Secondary outcome,Secondary outcome: ipt doses 2m
92,YS_itn_use_2m,Secondary outcome,Secondary outcome: itn use 2m
92,YS_live_birth,Secondary outcome,Secondary outcome: live birth
92,YS_low_birth_weight,Secondary outcome,Secondary outcome: low birth weight
92,YS_malaria_diagnosis_2m,Secondary outcome,Secondary outcome: malaria diagnosis 2m
92,YS_malaria_diagnosis_4m,Secondary outcome,Secondary outcome: malaria diagnosis 4m
92,YS_pcv_2m,Secondary outcome,Secondary outcome: pcv 2m
93,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
93,X_air_conditioner,Baseline covariate,Baseline covariate or pre-treatment measurement: air conditioner
93,X_any_sms,Baseline covariate,Baseline covariate or pre-treatment measurement: any sms
93,X_drug_code,Baseline covariate,Baseline covariate or pre-treatment measurement: drug code
93,X_household_head_education,Baseline covariate,Baseline covariate or pre-treatment measurement: household head education
93,X_household_head_male,Baseline covariate,Baseline covariate or pre-treatment measurement: household head male
93,X_household_rooms,Baseline covariate,Baseline covariate or pre-treatment measurement: household rooms
93,X_itt_treated,Baseline covariate,Baseline covariate or pre-treatment measurement: itt treated
93,X_message_long,Baseline covariate,Baseline covariate or pre-treatment measurement: message long
93,X_mobile_phones,Baseline covariate,Baseline covariate or pre-treatment measurement: mobile phones
93,X_patient_age_followup,Baseline covariate,Baseline covariate or pre-treatment measurement: patient age followup
93,X_patient_age_proxy,Baseline covariate,Baseline covariate or pre-treatment measurement: patient age proxy
93,X_patient_age_reported,Baseline covariate,Baseline covariate or pre-treatment measurement: patient age reported
93,X_sleep_under_net,Baseline covariate,Baseline covariate or pre-treatment measurement: sleep under net
93,X_source_id,Baseline covariate,Baseline covariate or pre-treatment measurement: source id
93,X_vendor_code,Baseline covariate,Baseline covariate or pre-treatment measurement: vendor code
93,YP_adhered_self_report,Primary outcome,Primary outcome: adhered self report
93,YS_act_stock_in_household,Secondary outcome,Secondary outcome: act stock in household
93,YS_pills_remaining_observed,Secondary outcome,Secondary outcome: pills remaining observed
93,YS_still_sick_followup,Secondary outcome,Secondary outcome: still sick followup
94,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
94,X_age_years,Baseline covariate,Baseline covariate or pre-treatment measurement: age years
94,X_asset_index,Baseline covariate,Baseline covariate or pre-treatment measurement: asset index
94,X_can_read,Baseline covariate,Baseline covariate or pre-treatment measurement: can read
94,X_can_write,Baseline covariate,Baseline covariate or pre-treatment measurement: can write
94,X_children,Baseline covariate,Baseline covariate or pre-treatment measurement: children
94,X_clinic_category,Baseline covariate,Baseline covariate or pre-treatment measurement: clinic category
94,X_days_first_treatment,Baseline covariate,Baseline covariate or pre-treatment measurement: days first treatment
94,X_highest_grade,Baseline covariate,Baseline covariate or pre-treatment measurement: highest grade
94,X_marital_status,Baseline covariate,Baseline covariate or pre-treatment measurement: marital status
94,X_mobile_phone_owner,Baseline covariate,Baseline covariate or pre-treatment measurement: mobile phone owner
94,X_mother_tongue,Baseline covariate,Baseline covariate or pre-treatment measurement: mother tongue
94,X_regimen_type,Baseline covariate,Baseline covariate or pre-treatment measurement: regimen type
94,X_school,Baseline covariate,Baseline covariate or pre-treatment measurement: school
94,X_sex,Baseline covariate,Baseline covariate or pre-treatment measurement: sex
94,X_source_patient_id,Baseline covariate,Baseline covariate or pre-treatment measurement: source patient id
94,X_urdu,Baseline covariate,Baseline covariate or pre-treatment measurement: urdu
94,YP_clinical_treatment_success,Primary outcome,Primary outcome: clinical treatment success
94,YS_clinical_cured,Secondary outcome,Secondary outcome: clinical cured
94,YS_clinical_default,Secondary outcome,Secondary outcome: clinical default
94,YS_clinical_died,Secondary outcome,Secondary outcome: clinical died
94,YS_clinical_failure,Secondary outcome,Secondary outcome: clinical failure
94,YS_clinical_transfer_out,Secondary outcome,Secondary outcome: clinical transfer out
94,YS_clinical_treatment_complete,Secondary outcome,Secondary outcome: clinical treatment complete
94,YS_self_reported_complete,Secondary outcome,Secondary outcome: self reported complete
94,YS_self_reported_success,Secondary outcome,Secondary outcome: self reported success
95,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
95,X_age_group,Baseline covariate,Baseline covariate or pre-treatment measurement: age group
95,X_age_years,Baseline covariate,Baseline covariate or pre-treatment measurement: age years
95,X_anesthesiologist_experience_years,Baseline covariate,Baseline covariate or pre-treatment measurement: anesthesiologist experience years
95,X_asa_status,Baseline covariate,Baseline covariate or pre-treatment measurement: asa status
95,X_dataset_status,Baseline covariate,Baseline covariate or pre-treatment measurement: dataset status
95,X_expected_size,Baseline covariate,Baseline covariate or pre-treatment measurement: expected size
95,X_height_cm,Baseline covariate,Baseline covariate or pre-treatment measurement: height cm
95,X_insertion_time_raw,Baseline covariate,Baseline covariate or pre-treatment measurement: insertion time raw
95,X_mallampati,Baseline covariate,Baseline covariate or pre-treatment measurement: mallampati
95,X_sex_code,Baseline covariate,Baseline covariate or pre-treatment measurement: sex code
95,X_surgical_procedure,Baseline covariate,Baseline covariate or pre-treatment measurement: surgical procedure
95,X_treatment_department,Baseline covariate,Baseline covariate or pre-treatment measurement: treatment department
95,X_used_size,Baseline covariate,Baseline covariate or pre-treatment measurement: used size
95,X_weight_kg,Baseline covariate,Baseline covariate or pre-treatment measurement: weight kg
95,YP_insertion_time_sec,Primary outcome,Primary outcome: insertion time sec
95,YS_attempt_count,Secondary outcome,Secondary outcome: attempt count
95,YS_crossover,Secondary outcome,Secondary outcome: crossover
95,YS_first_pass_success,Secondary outcome,Secondary outcome: first pass success
95,YS_insertion_success_code,Secondary outcome,Secondary outcome: insertion success code
95,YS_leakage_pressure_cmH2O,Secondary outcome,Secondary outcome: leakage pressure cmH2O
95,YS_overall_success,Secondary outcome,Secondary outcome: overall success
95,YS_postop_complication,Secondary outcome,Secondary outcome: postop complication
95,YS_postop_throat_pain,Secondary outcome,Secondary outcome: postop throat pain
96,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
96,X_age_decade_0d,Baseline covariate,Baseline covariate or pre-treatment measurement: age decade 0d
96,X_dominant_hand_0d,Baseline covariate,Baseline covariate or pre-treatment measurement: dominant hand 0d
96,X_handwash_count_0d,Baseline covariate,Baseline covariate or pre-treatment measurement: handwash count 0d
96,X_handwashing_method_0d,Baseline covariate,Baseline covariate or pre-treatment measurement: handwashing method 0d
96,X_inner_glove_0d,Baseline covariate,Baseline covariate or pre-treatment measurement: inner glove 0d
96,X_moisture_0d,Baseline covariate,Baseline covariate or pre-treatment measurement: moisture 0d
96,X_operating_room_experience_years_0d,Baseline covariate,Baseline covariate or pre-treatment measurement: operating room experience years 0d
96,X_skin_ph_0d,Baseline covariate,Baseline covariate or pre-treatment measurement: skin ph 0d
96,X_tewl_0d,Baseline covariate,Baseline covariate or pre-treatment measurement: tewl 0d
96,YP_delta_tewl_7d,Primary outcome,Primary outcome: delta tewl 7d
96,YS_delta_moisture_7d,Secondary outcome,Secondary outcome: delta moisture 7d
96,YS_delta_skin_ph_7d,Secondary outcome,Secondary outcome: delta skin ph 7d
97,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
97,X_caregiver_age,Baseline covariate,Baseline covariate or pre-treatment measurement: caregiver age
97,X_caregiver_sex,Baseline covariate,Baseline covariate or pre-treatment measurement: caregiver sex
97,X_duration_stroke_months,Baseline covariate,Baseline covariate or pre-treatment measurement: duration stroke months
97,X_qol_bref_0m,Baseline covariate,Baseline covariate or pre-treatment measurement: qol bref 0m
97,X_zarit_burden_0m,Baseline covariate,Baseline covariate or pre-treatment measurement: zarit burden 0m
97,YP_zarit_burden_3m,Primary outcome,Primary outcome: zarit burden 3m
97,YS_qol_bref_3m,Secondary outcome,Secondary outcome: qol bref 3m
97,YS_qol_bref_6m,Secondary outcome,Secondary outcome: qol bref 6m
97,YS_zarit_burden_6m,Secondary outcome,Secondary outcome: zarit burden 6m
98,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
98,X_age_years,Baseline covariate,Baseline covariate or pre-treatment measurement: age years
98,X_pvivax_enroll,Baseline covariate,Baseline covariate or pre-treatment measurement: pvivax enroll
98,X_village_group,Baseline covariate,Baseline covariate or pre-treatment measurement: village group
98,YP_pvivax_qpcr_infection_8m,Primary outcome,Primary outcome: pvivax qpcr infection 8m
98,YS_time_to_pvivax_qpcr_days,Secondary outcome,Secondary outcome: time to pvivax qpcr days
99,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
99,X_age_years,Baseline covariate,Baseline covariate or pre-treatment measurement: age years
99,X_days_since_stroke_0m,Baseline covariate,Baseline covariate or pre-treatment measurement: days since stroke 0m
99,X_gender,Baseline covariate,Baseline covariate or pre-treatment measurement: gender
99,X_site,Baseline covariate,Baseline covariate or pre-treatment measurement: site
99,X_stroke_knowledge_0m,Baseline covariate,Baseline covariate or pre-treatment measurement: stroke knowledge 0m
99,YP_stroke_knowledge_3m,Primary outcome,Primary outcome: stroke knowledge 3m
99,YS_hads_anxiety_3m,Secondary outcome,Secondary outcome: hads anxiety 3m
99,YS_hads_depression_3m,Secondary outcome,Secondary outcome: hads depression 3m
99,YS_self_efficacy_3m,Secondary outcome,Secondary outcome: self efficacy 3m
100,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
100,X_platelet_0d,Baseline covariate,Baseline covariate or pre-treatment measurement: platelet 0d
100,YP_death_28d,Primary outcome,Primary outcome: death 28d
100,YS_death_90d,Secondary outcome,Secondary outcome: death 90d
101,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
101,X_age_years,Baseline covariate,Baseline covariate or pre-treatment measurement: age years
101,X_barthel_feed_0m,Baseline covariate,Baseline covariate or pre-treatment measurement: barthel feed 0m
101,X_charlson_0m,Baseline covariate,Baseline covariate or pre-treatment measurement: charlson 0m
101,X_eq5d_pain_0m,Baseline covariate,Baseline covariate or pre-treatment measurement: eq5d pain 0m
101,YP_eq5d_pain_3m,Primary outcome,Primary outcome: eq5d pain 3m
101,YS_dead_3m,Secondary outcome,Secondary outcome: dead 3m
102,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
