district	village	villno	strno	group	hhid	g66	g67_01	g67_02	g67_03	g68	g69	g70	g71	g71u	g72	g73	g74_1	g74_2	g74_3	g75	g76	g77_1	g77_2	g77_3	g78	g79	g80	g80a	g80b	g81	g82	g83	g84
1	17	117.0	1.0	2.0	11768	2	2	5		4	1	3	4	3	0		1			4	0	2			0	0				0			
1	17	117.0	1.0	2.0	11769	2	2	5		2	1	3	3	3	0		1			2	1	2	2		0	0				0			
1	18	118.0	1.0	1.0	11851	2	1			3	1	1	1	2	1	1	4			3	0	4			0	0				0			
1	18	118.0	1.0	1.0	11860	1	1			4	0				0		1			4	0	2			0	0				0			
1	18	118.0	1.0	1.0	11861	2	2	3		3	0				0		1			4	1	2			0	0				0			
1	18	118.0	1.0	1.0	11862	2	1	2		3	0				1	1	1			1	1	2			0	1	1			0			
1	18	118.0	1.0	1.0	11864	1	1			3	0				1	1	2			4	1	5			0	0				0			
1	18	118.0	1.0	1.0	11865	2	5			4	0				1	1	1			13	1	5			0	0				0			
1	18	118.0	1.0	1.0	11866	2	1	4		4	0				0		5			2	0	4			0	0				0			
1	18	118.0	1.0	1.0	11867	2	2			3	0				1	1	9			2	1	4			0	0				0			
1	18	118.0	1.0	1.0	11868	1	4			4	0				1	1	5			1	0	2			0	0				0			
1	18	118.0	1.0	1.0	11869	2	2			3	0				1	1	9			13	0	2			0	0				0			
1	18	118.0	1.0	1.0	11870	2	1	4		3	0				1	1	2			2	0	2			0	1	2			0			
1	18	118.0	1.0	1.0	11871	2	1			1	0				0		1			2	0	4			0	0				0			
1	18	118.0	1.0	1.0	11872	2	1			4	0				1	1	3	1		2	0	2			0	0				0			
2	2	202.0	2.0	3.0	20250	2	2	5		3	0				0		1			13	1				0	0				0			
2	2	202.0	2.0	3.0	20251	1	9			4	0				0		1			4	1				0	0				0			
2	3	203.0	2.0	2.0	20351	1	5			3	0				0		1			13	0	4			1	0				0			
2	3	203.0	2.0	2.0	20360	1	1			4	0				0		2			2	0	5			0	0				0			
2	3	203.0	2.0	2.0	20361	1	5			4	0				0		2			13	1	1			0	0				0			
2	3	203.0	2.0	2.0	20362	1	5			3	1	2	2	2	0		1			13	1	3			0	0				1	2	0	
2	3	203.0	2.0	2.0	20363	1	2			3	0				0		2			2	1	2			0	0				0			
2	3	203.0	2.0	2.0	20364	1	5			3	0				0		1			4	1	3			0	0				0			
2	3	203.0	2.0	2.0	20365	1	9			3	1	1	1	3	0		1			2	1	2			0	0				0			
2	3	203.0	2.0	2.0	20366	1	1			3	1	9	2	2	0		1			13	1	2			0	0				0			
2	3	203.0	2.0	2.0	20367	1	5			3	0				0		2			13	1	4			0	0				0			
2	3	203.0	2.0	2.0	20368	2	1	2		4	0				1	1	1			1	1	2			0	0				1	2	0	
2	4	204.0	2.0	2.0	20450	2	1	9		3	0				0		1			4	0	3			0	0				0			
2	4	204.0	2.0	2.0	20451	1	1			1	0				0		1			2	1	1			0	0				0			
2	4	204.0	2.0	2.0	20452	2	2	4		4	0				0		1			1	0	2			0	0				0			
2	4	204.0	2.0	2.0	20461	2	1	2		3	0				0		2			2	1	2			0	1	1			1	2	0	
2	4	204.0	2.0	2.0	20463	1	9			4	0				0		1			1	1	3			0	0				0			
2	4	204.0	2.0	2.0	20464	1	4			4	0				0		1			1	0	1			0	0				0			
2	4	204.0	2.0	2.0	20465	1	9			3	1	1	6	1	0		1			2	1	2			0	0				0			
2	4	204.0	2.0	2.0	20466	2	1	5		3	0				0		1			4	1	2			0	0				0			
2	4	204.0	2.0	2.0	20467	3	1	5	9	3	0				0		1			13	1	3			0	0				0			
2	4	204.0	2.0	2.0	20468	2	2			3	0				1	1	1			2	1	2			0	1	2			0			
2	4	204.0	2.0	2.0	20469	1	2			2	0				0		2			2	0	2			0	0				0			
2	5	205.0	2.0	1.0	20550	1	9			3	0				0		1			4	1	1			0	0				0			
2	5	205.0	2.0	1.0	20551	1	9			3	0				0		1			4	0	4			0	0				0			
2	5	205.0	2.0	1.0	20560	1	9			3	0				0		1			4	0	4			0	0				0			
2	5	205.0	2.0	1.0	20562	1	2			2	0				0		2			2	1	2			0	0				0			
2	5	205.0	2.0	1.0	20563	2	5			3	1	1	3	2	1	1	1			1	0	2			0	0				0			
2	5	205.0	2.0	1.0	20564	1	9			3	1	3	1	3	1	1	1			1	0	2			0	0				0			
2	5	205.0	2.0	1.0	20565	2	2			3	0				0		2			2	0	2			0	0				0			
2	5	205.0	2.0	1.0	20566	1	1			4	0				0		1			13	0	5			0	0				0			
2	5	205.0	2.0	1.0	20567	1	9			3	0				1	1	1			4	0	3			0	0				0			
2	5	205.0	2.0	1.0	20568	1	2			1	0				0		2			3	1	2			0	0				0			
2	5	205.0	2.0	1.0	20569	1	5			2	0				0		1			13	0	2			0	1	9			0			
2	6	206.0	2.0	1.0	20650	1	1			4	0				0		1			13	0	5			0	1	1			0			
2	6	206.0	2.0	1.0	20651	3	1			3	0				0		1			13	1	1			1	1	1			0			
2	6	206.0	2.0	1.0	20660	1	5			2	0				0		1			13	0	1			0	0				1	2	0	
2	6	206.0	2.0	1.0	20661	2	1			3	0				1	1	1			1	0	2			0	1	9			0			
2	6	206.0	2.0	1.0	20662	1	99			3	1	1	2	3	1	1	1			4	1	1			0	0				0			
2	6	206.0	2.0	1.0	20663	1	1			4	0				0		1			13	0	5			0	0				0			
2	6	206.0	2.0	1.0	20664	1	1			4	0				1	1	2			13	1	1			0	1	1			0			
2	6	206.0	2.0	1.0	20665	1	6			3	0				0		4			13	0	1			0	1	9			0			
2	6	206.0	2.0	1.0	20666	1	1			4	0				0		1			13	0	1			0	0				0			
2	6	206.0	2.0	1.0	20667	1	4			3	1	1	1	3	1	1	1	1		1	1	2			0	0				0			
2	6	206.0	2.0	1.0	20668	1	4			3	1	1	2	3	1	1	1			1	1	2			0	0				0			
2	6	206.0	2.0	1.0	20669	1	1			4	0				0		1			13	1	5			0	1	2			0			
2	7	207.0	2.0	2.0	20750	2	2			3	0				0		1			2	1	5			0	0				0			
2	7	207.0	2.0	2.0	20752	1	1			4	0				1	1	1			1	1	1			0	0				0			
2	7	207.0	2.0	2.0	20753	2	1			3	0				1	1	2	4		2	1	4			0	1	1			0			
2	7	207.0	2.0	2.0	20760	3	5			3	1	3	3	3	1	1	1			2	1	5			1	1	1			1	2	0	
2	7	207.0	2.0	2.0	20761	2	1			3	0				0		1			13	1	5			0	0				0			
2	7	207.0	2.0	2.0	20762	2	1			3	0				0		2			13	1	2			0	0				0			
2	7	207.0	2.0	2.0	20763	3	1			3	1	3	2	2	0		1			13	1	1			0	1	1			0			
2	7	207.0	2.0	2.0	20764	1	5			3	0				0		1			4	0	2			0	0				0			
2	7	207.0	2.0	2.0	20765	1	9			3	0				0		1			4	1	4			0	0				0			
2	7	207.0	2.0	2.0	20766	1	4			3	0				0		2			3	1	2			0	0				0			
2	7	207.0	2.0	2.0	20767	1	1			3	0				1	1	2			2	0	2			0	0				0			
2	7	207.0	2.0	2.0	20768	1	1			3	0				0		1	9		1	1	3			0	0				0			
2	7	207.0	2.0	2.0	20769	2	1			3	0				0		9			13	1	5			0	1	9			0			
2	8	208.0	2.0	1.0	20850	1	1			3	0				0		1			13	0	5			0	0				0			
2	8	208.0	2.0	1.0	20852	1	1			3	0				0		1			13	0	5			0	0				0			
2	8	208.0	2.0	1.0	20853	2	1			3	1	1	1	2	0		2			2	0	2			1	1	1			0			
2	8	208.0	2.0	1.0	20860	3	2			3	1	1	2	2	1	1	1			1	1	3			0	1	9			1	3	0	
2	8	208.0	2.0	1.0	20861	2	6			3	0				0		2			2	1	1			1	1	4			0			
2	8	208.0	2.0	1.0	20862	1	1			4	0				0		2			2	0	2			0	0				0			
2	8	208.0	2.0	1.0	20863	1	1			3	0				0		1			2	1	1			0	0				0			
2	8	208.0	2.0	1.0	20864	1	1			4	0				0		1			13	0	1			0	0				0			
2	8	208.0	2.0	1.0	20865	2	1			3	0				0		1			13	0	5			0	1	1			0			
2	8	208.0	2.0	1.0	20866	1	1			3	0				0		1			13	1	3			0	1	1			0			
2	8	208.0	2.0	1.0	20867	2	1			3	0				0		1			17	1	5			0	1	1			0			
2	8	208.0	2.0	1.0	20868	1	1			3	0				0		2			3	1	2			0	1	2			0			
2	8	208.0	2.0	1.0	20869	1	1			4	0				1	1	1			1	0	5			0	1	1			0			
3	1	301.0	3.0	2.0	30151	2	1			3	0				0		1			13	0	5			0	1	1			0			
3	1	301.0	3.0	2.0	30152	2	2			3	0				0		1			13	1	1			0	0				0			
3	1	301.0	3.0	2.0	30160	3	1			3	0				0		2			1	1	2			0	1	4			0			
3	1	301.0	3.0	2.0	30161	3	1			3	0				0		1	3		1	1	1			0	0				0			
3	1	301.0	3.0	2.0	30162	3	1			3	0				0		1			4	1	3			1	1	4			0			
3	1	301.0	3.0	2.0	30163	2	1			3	0				0		1			13	1	1			0	0				0			
3	1	301.0	3.0	2.0	30164	2	1			3	0				0		1			2	1	1			0	1	1			0			
3	1	301.0	3.0	2.0	30165	3	1			3	0				1	1	1			13	0	2			0	0				0			
3	1	301.0	3.0	2.0	30166	1	1			3	0				0		1			13	1	2			1	0				0			
3	1	301.0	3.0	2.0	30167	1	6			4	0				0		1			13	1	5			0	0				0			
3	1	301.0	3.0	2.0	30168	2	1			3	0				0		1			13	1	5			0	1	1			0			
3	1	103.0	1.0	2.0	30169	1	1			3	0				0		1			13	0	2			0	0				0			
3	2	302.0	3.0	2.0	30250	1	5			2	0				1	1	1			2	1	4			0	0				0			
3	2	302.0	3.0	2.0	30251	1	1			3	1	1	1	2	0		2			4	1	2			0	0				0			
3	2	302.0	3.0	2.0	30260	2	5			4	0				1	1	1			13	1	4			0	0				0			
3	2	302.0	3.0	2.0	30261	1	1			3	1	1	3	2	1	1	1			2	0	1			0	0				0			
3	2	302.0	3.0	2.0	30262	3	1			3	0				0		1			13	0	2			0	0				0			
3	2	302.0	3.0	2.0	30263	1	2			3	0				0		1			13	0	1			1	1	1			0			
3	2	302.0	3.0	2.0	30264	2	1			3	0				0		1			13	1	2			0	1	1			0			
3	2	302.0	3.0	2.0	30265	1	1			4	0				0		1			13	1	4			0	0				0			
3	2	302.0	3.0	2.0	30266	1	5			4	0				0		1			13	1	2			0	0				0			
3	2	302.0	3.0	2.0	30267	1	1			3	0				1	1	1			1	0	2			0	0				0			
3	2	302.0	3.0	2.0	30268	1	1			4	0				0		1			4	1	1			0	0				0			
3	2	302.0	3.0	2.0	30269	2	99			3	0				1	1	1			1	0	2			0	1	1			0			
3	3	303.0	3.0	1.0	30350	1	1			3	1	1	2	2	1	1	1			2	1	4			0	1	1			0			
3	3	303.0	3.0	1.0	30351	2	5			3	0				1	1	2			13	1	1			1	1	9			0			
3	3	303.0	3.0	1.0	30354	1	1			3	1	1	1	2	1	1	1			1	1	1			0	0				0			
3	3	303.0	3.0	1.0	30360	2	1			4	0				1	1	1			13	0	2			0	1	2			0			
3	3	303.0	3.0	1.0	30361	2	1			3	0				1	1	1			13	1	5			0	1	2			0			
3	3	303.0	3.0	1.0	30362	2	1			3	0				1	1	1			13	0	4			1	1	4			0			
3	3	303.0	3.0	1.0	30363	1	1			3	1	1	1	2	1	1	1			13	1	1			1	1	1			0			
3	3	303.0	3.0	1.0	30364	1	1			3	1	1	1	2	0		1			13	1	1			1	1	1			1	2	0	
3	3	303.0	3.0	1.0	30365	1	1			3	0				1	1	1			13	1	4			1	1	1			0			
3	3	303.0	3.0	1.0	30366	1	5			4	1	1	1	2	1	1	1			1	0	2			0	0				0			
3	3	303.0	3.0	1.0	30367	1	9			3	0				1	1	2			1	0	2			0	0				1	2	0	
3	3	303.0	3.0	1.0	30368	2	2			4	0				0		1			3	0	2			1	1	4			0			
3	3	303.0	3.0	1.0	30369	3	1			3	0				0		2			1	1	2			1	1	2			0			
3	4	304.0	3.0	3.0	30454	1	1			2	0				0		2			13	1				0	1	4			0			
3	5	305.0	3.0	3.0	30552	1	5			4	0				0		1			13	1				0	0				0			
4	1	401.0	3.0	3.0	40150	2	1			3	0				0		1			2	1				0	0				0			
4	1	401.0	3.0	3.0	40151	1	1			2	0				0		1			13	1				0	0				0			
4	1	401.0	3.0	3.0	40152	2	1			3	0				0		1			13	0				0	1	4			0			
4	2	402.0	3.0	1.0	40250	1	1			3	1	1	1	3	1	1	1			2	0	2			0	0				1	2	0	
4	2	402.0	3.0	1.0	40251	1	1			2	0				1	1	1			13	1	1			0	0				0			
4	2	402.0	3.0	1.0	40252	2	9			3	0				1	1	1	4		1	0	1			0	0				0			
4	2	402.0	3.0	1.0	40260	1	5			3	0				0		1			4	1	2			0	0				0			
4	2	402.0	3.0	1.0	40261	2	1			4	0				1	1	1			1	0	5			0	0				0			
4	2	402.0	3.0	1.0	40262	1	1			3	0				0		1			1	0	5			0	0				0			
4	2	402.0	3.0	1.0	40263	2	1			3	0				1	1	2			13	1	1			0	0				0			
4	2	402.0	3.0	1.0	40264	1	1			3	1	3	1	2	1	1	1			1	1	2			0	0				0			
4	2	402.0	3.0	1.0	40265	1	1			4	1	1	1	2	0		9			13	1	5			0	0				0			
4	2	402.0	3.0	1.0	40266	1	9			4	0				0		1			13	1	1			0	0				0			
4	2	402.0	3.0	1.0	40267	1	1			1	1	1	1	2	1	1	1			1	1	1			0	1	1			0			
4	2	402.0	3.0	1.0	40268	1	1			3	0				1	1	1			1	1	1			0	0				0			
4	2	402.0	3.0	1.0	40269	1	1			4	0				0		2			13	0	9			0	0				0			
4	3	403.0	3.0	1.0	40350	2	99			4	0				0		1			13	0	2			0	0				0			
4	3	403.0	3.0	1.0	40351	1	1			3	0				0		1			13	1	4			0	0				0			
4	3	403.0	3.0	1.0	40352	1	1			4	0				1	1	9			13	0	5			0	0				0			
4	3	403.0	3.0	1.0	40353	2	1			3	0				1	1	1			1	0	2			0	0				0			
4	3	403.0	3.0	1.0	40354	1	1			3	0				1	1	1			1	0	2			0	0				0			
4	3	403.0	3.0	1.0	40360	1	1			4	0				1	1	1			1	1	3			0	1	4			0			
4	3	403.0	3.0	1.0	40361	1	5			3	1	1	1	2	1	1	1			1	0	3			0	0				1	9	1	9
4	3	403.0	3.0	1.0	40362	2	1			3	0				1	1	1			1	0	3			0	0				1	2	0	
4	3	403.0	3.0	1.0	40363	1	1			3	0				1	1	1			1	1	3			0	0				1	2	0	
4	3	403.0	3.0	1.0	40364	2	6			4	0				1	1	1			1	0	3			0	0				0			
4	3	403.0	3.0	1.0	40365	3	2			3	1	1	1	2	1	1	1			1	0	3			0	1	9			0			
4	3	403.0	3.0	1.0	40366	1	1			3	0				1	1	1			4	0	1			1	1	2			0			
4	3	403.0	3.0	1.0	40367	3	1			3	1	1	1	2	1	1	1			1	0	3			0	0				0			
4	3	403.0	3.0	1.0	40368	1	5			3	0				1	1	1			2	1	1			0	1	2			0			
4	3	403.0	3.0	1.0	40369	1	1			3	0				0		1			4	0	2			0	0				0			
4	4	404.0	3.0	2.0	40450	1	1			2	0				1	1	1			4	1	4			0	0				0			
4	4	404.0	3.0	2.0	40451	1	2			3	0				0		1			13	1	2			0	0				0			
4	4	404.0	3.0	2.0	40460	2	1			3	0				1	1	1			1	1	1			0	1	1			0			
4	4	404.0	3.0	2.0	40461	3	1			3	1	1	1	2	1	1	1			1	0	4			0	0				0			
4	4	404.0	3.0	2.0	40462	1	5			4	0				1	1	1			1	1	2			0	0				0			
4	4	404.0	3.0	2.0	40463	1	2			4	0				0		5			13	1	5			0	1	4			0			
4	4	404.0	3.0	2.0	40464	1	1			4	0				0		1			13	0	2			0	0				0			
4	4	404.0	3.0	2.0	40465	1	1			4	0				0		2			13	0	2			0	0				0			
4	4	404.0	3.0	2.0	40466	1	1			2	0				0		1			13	1	5			0	0				0			
4	4	404.0	3.0	2.0	40467	1	1			3	0				0		1			13	1	1			0	0				0			
4	4	404.0	3.0	2.0	40468	1	1			3	1	3	1	2	1	1	1			1	1	1			0	0				0			
4	4	404.0	3.0	2.0	40469	1	1			3	0				1	1	1			1	0	3			0	0				0			
