district	village	villno	strno	group	hhid	codigo	b01	b02	b03	b04	b05	b06	b07	b08	b09
1	13	113.0	1.0	3.0	11308	102	1			23	2	2	0	2	2
1	13	113.0	1.0	3.0	11309	101	1			44	1	1	0	6	1
1	13	113.0	1.0	3.0	11309	102	1			42	2	2	0	1	1
1	13	113.0	1.0	3.0	11309	104	1			12	3	2	1	1	1
1	13	113.0	1.0	3.0	11309	105	1			10	3	1	1	1	1
1	13	113.0	1.0	3.0	11310	101	1			36	1	1		1	2
1	13	113.0	1.0	3.0	11310	102	1			999	2	2		0	2
1	13	113.0	1.0	3.0	11310	103	1			15	3	1	1	1	2
1	13	113.0	1.0	3.0	11310	104	1			11	3	1	1	0	2
1	13	113.0	1.0	3.0	11310	105	1			19	14	1	1	0	2
1	13	113.0	1.0	3.0	11311	101	1			38	1	1		0	2
1	13	113.0	1.0	3.0	11311	102	1			36	2	2		0	2
1	13	113.0	1.0	3.0	11311	103	1			18	3	1	1	0	2
1	13	113.0	1.0	3.0	11311	104	1			14	3	1	1	1	2
1	13	113.0	1.0	3.0	11311	105	1			11	3	2	1	0	2
1	13	113.0	1.0	3.0	11312	101	1			999	1	1	0	0	2
1	13	113.0	1.0	3.0	11312	102	1			999	2	2	0	0	2
1	13	113.0	1.0	3.0	11313	101	1			40	1	1	0	2	1
1	13	113.0	1.0	3.0	11313	102	1			38	2	2	0	0	1
1	13	113.0	1.0	3.0	11313	103	1			17	3	2	1	2	1
1	13	113.0	1.0	3.0	11313	104	1			14	3	2	1	1	1
1	13	113.0	1.0	3.0	11313	105	1			10	3	1	1	0	1
1	13	113.0	1.0	3.0	11314	101	0	6		999	1	1	0	0	1
1	13	113.0	1.0	3.0	11314	102	1			999	2	2	0	1	1
1	13	113.0	1.0	3.0	11316	101	1			31	1	1		3	1
1	13	113.0	1.0	3.0	11316	102	1			29	2	2	1	1	1
1	13	113.0	1.0	3.0	11316	103	1			9	3	1	1	0	1
1	13	113.0	1.0	3.0	11317	102	1			46	2	2		0	2
1	13	113.0	1.0	3.0	11317	104	1			17	3	1	0	2	2
1	13	113.0	1.0	3.0	11317	105	1			18	3	1	0	2	2
1	13	113.0	1.0	3.0	11317	106	1			14	3	2	1	1	2
1	13	113.0	1.0	3.0	11317	107	1			13	3	1	1	1	2
1	13	113.0	1.0	3.0	11317	108	1			8	3	2	1	0	2
1	13	113.0	1.0	3.0	11318	101	1			26	1	1	0	0	1
1	13	113.0	1.0	3.0	11318	102	1			25	2	2	0	0	1
1	13	113.0	1.0	3.0	11318	103	1			9	3	2	0	0	1
1	14	114.0	1.0	2.0	11401	102	1			25	2	2	0	5	2
1	14	114.0	1.0	2.0	11402	101	1			28	1	1	0	5	2
1	14	114.0	1.0	2.0	11402	102	1			26	2	2	0	0	2
1	14	114.0	1.0	2.0	11402	103	1			10	3	1	1	0	2
1	14	114.0	1.0	2.0	11403	101	1			45	1	1	0	5	1
1	14	114.0	1.0	2.0	11403	102	1			29	2	2	0	0	1
1	14	114.0	1.0	2.0	11403	103	0	9	6						1
1	14	114.0	1.0	2.0	11404	101	1			38	1	1	0	4	2
1	14	114.0	1.0	2.0	11404	102	1			28	2	2	0	1	2
1	14	114.0	1.0	2.0	11404	103	1			9	3	2	1	2	2
1	14	114.0	1.0	2.0	11405	101	1			38	1	1	0	4	2
1	14	114.0	1.0	2.0	11405	102	1			34	2	2	0	4	2
1	14	114.0	1.0	2.0	11405	104	1			15	3	2	1	3	2
1	14	114.0	1.0	2.0	11406	102	1			31	2	2	0	0	2
1	14	114.0	1.0	2.0	11406	103	1			10	3	2	1	1	2
1	14	114.0	1.0	2.0	11406	104	1			9	3	1	1	0	2
1	14	114.0	1.0	2.0	11407	101	1			27	1	2	0	8	2
1	14	114.0	1.0	2.0	11407	102	1			48	6	2	0	0	2
1	14	114.0	1.0	2.0	11408	101	1			30	1	1	0	3	1
1	14	114.0	1.0	2.0	11408	102	1			25	2	2	0	2	1
1	14	114.0	1.0	2.0	11408	103	1			8	3	1	1	1	1
1	14	114.0	1.0	2.0	11409	101	1			26	1	1	0	8	1
1	14	114.0	1.0	2.0	11409	102	1			23	2	2	0	2	1
1	14	114.0	1.0	2.0	11410	101	1			56	1	1	0	5	1
1	14	114.0	1.0	2.0	11410	102	1			47	2	2	0	0	1
1	14	114.0	1.0	2.0	11410	103	0	7		17	3	1			1
1	14	114.0	1.0	2.0	11410	104	1			15	3	2	0	5	1
1	14	114.0	1.0	2.0	11410	105	1			9	3	2	1	2	1
1	14	114.0	1.0	2.0	11411	101	1			31	1	1	0	2	2
1	14	114.0	1.0	2.0	11411	102	1			25	2	2	0	3	2
1	14	114.0	1.0	2.0	11412	101	1			43	1	1	0	7	2
1	14	114.0	1.0	2.0	11412	102	1			34	2	2	0	3	2
1	14	114.0	1.0	2.0	11412	106	1			15	3	1	1	3	2
1	14	114.0	1.0	2.0	11412	107	1			12	3	1	1	2	2
1	14	114.0	1.0	2.0	11412	108	1			9	3	2	1	1	2
1	14	114.0	1.0	2.0	11413	101	0	2	7						2
1	14	114.0	1.0	2.0	11413	102	1			23	3	2	0	4	2
1	14	114.0	1.0	2.0	11413	103	1			10	3	1	1	2	2
1	14	114.0	1.0	2.0	11413	111	0	9	7						2
1	14	114.0	1.0	2.0	11414	101	1			28	1	1	0	3	2
1	14	114.0	1.0	2.0	11414	102	1			23	2	2	0	2	2
1	14	114.0	1.0	2.0	11415	101	1			32	1	2		4	1
1	14	114.0	1.0	2.0	11415	102	1			12	3	2	1	3	1
1	14	114.0	1.0	2.0	11415	103	1			8	3	2	1	2	1
1	14	114.0	1.0	2.0	11415	111	0	6	7	33	2	1	0	5	1
1	14	114.0	1.0	2.0	11416	101	1			31	1	1		3	2
1	14	114.0	1.0	2.0	11416	102	1			999	2	2	0	1	2
1	14	114.0	1.0	2.0	11416	103	1			15	3	2	1	3	2
1	14	114.0	1.0	2.0	11417	101	1			50	1	1		4	1
1	14	114.0	1.0	2.0	11417	102	1			33	2	2		0	1
1	14	114.0	1.0	2.0	11417	103	1			13	3	2	1	1	1
1	14	114.0	1.0	2.0	11417	104	1			10	3	2	1	0	1
1	14	114.0	1.0	2.0	11418	101	1			38	1	1	0	7	2
1	14	114.0	1.0	2.0	11418	102	1			29	2	2	0	4	2
1	14	114.0	1.0	2.0	11418	104	1			10	3	1	1	3	2
1	14	114.0	1.0	2.0	11418	111	0	9							2
1	14	114.0	1.0	2.0	11419	101	1			46	1	1	0	0	2
1	14	114.0	1.0	2.0	11419	102	1			40	2	2	0	0	2
1	14	114.0	1.0	2.0	11419	103	1			22	3	1	0	0	2
1	14	114.0	1.0	2.0	11419	106	1			13	3	1	1	2	2
1	14	114.0	1.0	2.0	11420	101	1			46	1	1	0	0	2
1	14	114.0	1.0	2.0	11420	102	1			39	2	2	0	0	2
1	14	114.0	1.0	2.0	11420	105	0	9	9	18	3	1	0	3	2
1	14	114.0	1.0	2.0	11420	106	1			16	3	1	0	3	2
1	14	114.0	1.0	2.0	11420	107	1			14	3	2	1	2	2
1	14	114.0	1.0	2.0	11420	108	1			12	3	2	1	1	2
1	14	114.0	1.0	2.0	11420	109	1			8	3	2	1	0	2
1	14	114.0	1.0	2.0	11420	110	1			8	3	2	0	0	2
1	15	115.0	1.0	1.0	11502	101	1			999	1	1	0	0	2
1	15	115.0	1.0	1.0	11502	102	1			999	2	2	0	0	2
1	15	115.0	1.0	1.0	11503	101	1			999	1	1	0	4	1
1	15	115.0	1.0	1.0	11503	102	1			999	2	2	0	0	1
1	15	115.0	1.0	1.0	11503	103	1			11	5	2	1	2	1
1	15	115.0	1.0	1.0	11504	101	1			24	1	1	0	6	1
1	15	115.0	1.0	1.0	11504	102	1			21	2	2	0	0	1
1	15	115.0	1.0	1.0	11505	101	1			40	1	1	0	3	1
1	15	115.0	1.0	1.0	11505	102	1			33	2	2	0	0	1
1	15	115.0	1.0	1.0	11505	103	1			12	3	2	1	2	1
1	15	115.0	1.0	1.0	11505	104	1			9	3	1	1	0	1
1	15	115.0	1.0	1.0	11506	101	1			999	1	2	0	0	1
1	15	115.0	1.0	1.0	11506	111	0	6	9	31		1	0	0	1
1	15	115.0	1.0	1.0	11507	101	1			33	1	2	0	0	1
1	15	115.0	1.0	1.0	11507	102	0	9	9	999	3	1	1	3	1
1	15	115.0	1.0	1.0	11507	103	1			12	3	2	1	0	1
1	15	115.0	1.0	1.0	11508	101	1			32	1	1	0	2	1
1	15	115.0	1.0	1.0	11508	102	1			27	2	2	0	2	1
1	15	115.0	1.0	1.0	11508	103	1			17	3	2	1	2	1
1	15	115.0	1.0	1.0	11508	104	1			12	3	1	1	2	1
1	15	115.0	1.0	1.0	11508	105	1			9	3	1	1	1	1
1	15	115.0	1.0	1.0	11510	101	1			999	1	1	0	0	2
1	15	115.0	1.0	1.0	11510	102	1			26	2	2	0	0	2
1	15	115.0	1.0	1.0	11510	103	1			10	3	1	1	0	2
1	15	115.0	1.0	1.0	11510	104	1			9	3	2	1	0	2
1	15	115.0	1.0	1.0	11511	101	1			33	1	1	0	0	2
1	15	115.0	1.0	1.0	11511	102	1			30	2	2	0	0	2
1	15	115.0	1.0	1.0	11511	104	1			16	3	2	1	1	2
1	15	115.0	1.0	1.0	11511	105	1			15	3	1	1	1	2
1	15	115.0	1.0	1.0	11511	106	0	9	6	8	3	1	0	0	2
1	15	115.0	1.0	1.0	11512	101	1			46	1	1	0	2	2
1	15	115.0	1.0	1.0	11512	102	1			38	2	2	0	1	2
1	15	115.0	1.0	1.0	11512	104	1			16	3	2	0	0	2
1	15	115.0	1.0	1.0	11512	105	1			11	3	1	0	0	2
1	15	115.0	1.0	1.0	11512	106	1			10	3	2	0	0	2
1	15	115.0	1.0	1.0	11513	101	1			35	1	1	0	3	2
1	15	115.0	1.0	1.0	11513	102	1			31	2	2	0	0	2
1	15	115.0	1.0	1.0	11513	103	1			19	3	1	0	1	2
1	15	115.0	1.0	1.0	11514	101	1			999	1	1	0	2	2
1	15	115.0	1.0	1.0	11514	102	1			24	2	2	0	2	2
1	15	115.0	1.0	1.0	11515	101	1			23	1	1	0	3	2
1	15	115.0	1.0	1.0	11515	102	1			21	2	2	0	0	2
1	15	115.0	1.0	1.0	11516	101	1			29	1	2	0	0	1
1	15	115.0	1.0	1.0	11516	102	0	1	7	999	3	2	0	0	1
1	15	115.0	1.0	1.0	11517	101	0	6	7						2
1	15	115.0	1.0	1.0	11517	102	1			19	2	2	0	0	2
1	15	115.0	1.0	1.0	11519	101	1			999	1	1	0	0	1
1	15	115.0	1.0	1.0	11519	102	1			999	1	2	0	0	1
1	15	115.0	1.0	1.0	11519	103	0	1	7						1
1	15	115.0	1.0	1.0	11519	104	1			11	3	1	1	1	1
1	15	115.0	1.0	1.0	11519	105	1			9	3	1	1	0	1
1	16	116.0	1.0	1.0	11601	101	1			43	1	1		3	2
1	16	116.0	1.0	1.0	11601	102	1			37	2	2		0	2
1	16	116.0	1.0	1.0	11601	103	1			8	3	2	1	0	2
1	16	116.0	1.0	1.0	11601	104	1			11	3	1	1	0	2
1	16	116.0	1.0	1.0	11601	111	0	1	7	15	3	2	0	1	2
1	16	116.0	1.0	1.0	11602	101	1			28	1	1	0	1	2
1	16	116.0	1.0	1.0	11602	102	1			26	2	2	0	1	2
1	16	116.0	1.0	1.0	11603	101	1			999	1	1	0	0	2
1	16	116.0	1.0	1.0	11603	102	1			999	2	2	0	0	2
1	16	116.0	1.0	1.0	11604	101	1			999	1	1	0	4	2
1	16	116.0	1.0	1.0	11604	102	1			999	2	2	0	0	2
1	16	116.0	1.0	1.0	11606	101	1			64	1	1		2	2
1	16	116.0	1.0	1.0	11606	102	1			40	2	2		1	2
1	16	116.0	1.0	1.0	11606	103	1			12	3	1	1	3	2
1	16	116.0	1.0	1.0	11606	104	1			9	3	1	1	0	2
1	16	116.0	1.0	1.0	11607	101	1			40	1	1		3	2
1	16	116.0	1.0	1.0	11607	102	1			999	2	2		0	2
1	16	116.0	1.0	1.0	11607	104	1			16	3	1	1	2	2
1	16	116.0	1.0	1.0	11607	105	1			13	3	2	1	2	2
1	16	116.0	1.0	1.0	11607	106	1			11	3	1	1	0	2
1	16	116.0	1.0	1.0	11608	101	1			37	1	1		3	6
1	16	116.0	1.0	1.0	11608	102	1			27	2	2	0	0	6
1	16	116.0	1.0	1.0	11609	101	1			32	1	1	0	3	3
1	16	116.0	1.0	1.0	11609	102	1			26	2	2	0	1	3
1	16	116.0	1.0	1.0	11609	202	1			10	3	1	1	3	3
1	16	116.0	1.0	1.0	11610	101	1			31	1	1		0	1
1	16	116.0	1.0	1.0	11610	102	1			999	2	2		0	1
1	16	116.0	1.0	1.0	11612	101	1			999	1	1		0	2
1	16	116.0	1.0	1.0	11612	102	1			999	2	2		1	2
1	16	116.0	1.0	1.0	11612	103	1			16	3	1	1	3	2
1	16	116.0	1.0	1.0	11612	104	1			11	3	1	1	1	2
1	16	116.0	1.0	1.0	11613	102	1			999	2	2		1	2
1	16	116.0	1.0	1.0	11613	103	1			11	3	1	1	0	2
1	16	116.0	1.0	1.0	11613	104	1			9	3	1	0	0	2
1	16	116.0	1.0	1.0	11614	101	1			999	1	2	0	0	2
1	16	116.0	1.0	1.0	11615	101	0	6	6						2
1	16	116.0	1.0	1.0	11615	102	1			28	2	2	0	0	2
1	16	116.0	1.0	1.0	11615	103	1			12	3	1	1	3	2
1	16	116.0	1.0	1.0	11615	104	1			9	3	2	1	2	2
1	16	116.0	1.0	1.0	11616	101	1			37	1	1	0	3	2
1	16	116.0	1.0	1.0	11616	102	1			30	2	2	0	0	2
1	16	116.0	1.0	1.0	11616	103	1			13	3	1	1	1	2
1	16	116.0	1.0	1.0	11616	104	1			11	3	2	1	0	2
1	16	116.0	1.0	1.0	11617	102	1			31	2	2	0	3	2
1	16	116.0	1.0	1.0	11617	103	1			9	3	1	1	1	2
1	16	116.0	1.0	1.0	11618	101	1			24	1	1	0	3	2
1	16	116.0	1.0	1.0	11618	102	1			20	2	2	0	0	2
1	16	116.0	1.0	1.0	11619	101	1			31	1	1	0	0	2
1	16	116.0	1.0	1.0	11619	102	1			999	2	2	0	0	2
1	16	116.0	1.0	1.0	11619	103	1			9	3	1	1	1	2
1	16	116.0	1.0	1.0	11620	101	1			28	1	1	0	4	2
1	16	116.0	1.0	1.0	11620	102	1			23	2	2	0	1	2
1	17	117.0	1.0	2.0	11701	101	1			46	1	1	0	0	1
1	17	117.0	1.0	2.0	11701	102	1			42	2	2	0	0	1
1	17	117.0	1.0	2.0	11701	103	1			24	3	2	0	3	1
1	17	117.0	1.0	2.0	11701	104	1			20	3	1	0	7	1
1	17	117.0	1.0	2.0	11701	105	1			17	3	1	0	6	1
1	17	117.0	1.0	2.0	11701	106	1			14	3	1	1	4	1
1	17	117.0	1.0	2.0	11701	107	1			12	3	1	1	3	1
1	17	117.0	1.0	2.0	11701	108	1			10	3	1	1	2	1
1	17	117.0	1.0	2.0	11701	109	1			9	3	2	1	1	1
1	17	117.0	1.0	2.0	11702	101	1			39	1	1	0	3	6
1	17	117.0	1.0	2.0	11702	102	1			38	2	2	0	0	6
1	17	117.0	1.0	2.0	11702	103	0	1		18	3	2	0	2	6
1	17	117.0	1.0	2.0	11702	104	1			14	3	1	0	6	6
1	17	117.0	1.0	2.0	11702	105	1			12	3	1	1	1	6
1	17	117.0	1.0	2.0	11702	111	1			20	3	2	0	2	6
1	17	117.0	1.0	2.0	11703	101	1			34	1	1	0	6	1
1	17	117.0	1.0	2.0	11703	102	1			30	2	2	0	4	1
1	17	117.0	1.0	2.0	11703	103	1			10	3	1	1	2	1
1	17	117.0	1.0	2.0	11704	101	1			35	1	1	0	6	6
1	17	117.0	1.0	2.0	11704	102	1			30	2	2	0	0	6
1	17	117.0	1.0	2.0	11704	103	1			8	3	2	1	1	6
1	17	117.0	1.0	2.0	11705	101	1			39	1	1	0	2	1
1	17	117.0	1.0	2.0	11705	102	1			37	2	2	0	0	1
1	17	117.0	1.0	2.0	11705	103	1			9	3	1	1	1	1
1	17	117.0	1.0	2.0	11706	101	1			32	1	1	0	6	1
1	17	117.0	1.0	2.0	11706	102	1			28	2	2	0	0	1
1	17	117.0	1.0	2.0	11707	101	1			38	1	1	0	5	1
1	17	117.0	1.0	2.0	11707	102	1			31	2	2	0	11	1
1	17	117.0	1.0	2.0	11707	103	1			13	3	2	1	6	1
1	17	117.0	1.0	2.0	11707	104	1			12	3	2	1	5	1
1	17	117.0	1.0	2.0	11708	101	1			48	1	1	0	2	2
1	17	117.0	1.0	2.0	11708	102	1			40	2	2	0	0	2
1	17	117.0	1.0	2.0	11708	103	1			18	3	2	1	5	2
1	17	117.0	1.0	2.0	11709	101	1			26	1	1	0	3	1
1	17	117.0	1.0	2.0	11709	102	1			25	2	2	0	3	1
1	17	117.0	1.0	2.0	11710	101	1			32	1	1	0	2	1
1	17	117.0	1.0	2.0	11710	102	1			24	2	2	0	0	1
1	17	117.0	1.0	2.0	11710	103	1			13	3	2	1	3	1
1	17	117.0	1.0	2.0	11710	104	1			9	3	2	1	1	1
1	17	117.0	1.0	2.0	11711	101	1			41	1	1	0	8	6
1	17	117.0	1.0	2.0	11711	102	1			39	2	2	0	2	6
1	17	117.0	1.0	2.0	11711	103	1			19	3	2	1	7	6
1	17	117.0	1.0	2.0	11711	104	1			77	6	2	0	0	6
1	17	117.0	1.0	2.0	11711	105	1			13	5	1	1	6	6
1	17	117.0	1.0	2.0	11711	111	1			19	12	1	0	6	6
1	17	117.0	1.0	2.0	11712	101	1			30	1	1	0	0	1
1	17	117.0	1.0	2.0	11712	102	1			25	2	2	0	0	1
1	17	117.0	1.0	2.0	11712	104	1			8	3	1	1	2	1
1	17	117.0	1.0	2.0	11713	101	1			48	1	1	0	2	1
1	17	117.0	1.0	2.0	11713	102	1			45	2	2	0	0	1
1	17	117.0	1.0	2.0	11713	106	1			10	3	1	1	3	1
1	17	117.0	1.0	2.0	11713	107	1			7	3	1	1	0	1
1	17	117.0	1.0	2.0	11714	101	1			32	1	1	0	3	1
1	17	117.0	1.0	2.0	11714	102	1			28	2	2	0	2	1
1	17	117.0	1.0	2.0	11714	103	1			10	3	1	1	1	1
1	17	117.0	1.0	2.0	11714	104	1			9	9	2	0	0	1
1	17	117.0	1.0	2.0	11715	101	1			44	1	1	0	6	1
1	17	117.0	1.0	2.0	11715	102	1			35	2	2	0	3	1
1	17	117.0	1.0	2.0	11715	103	1			14	3	2	1	3	1
1	17	117.0	1.0	2.0	11715	104	1			14	3	2	1	4	1
1	17	117.0	1.0	2.0	11715	105	1			10	3	1	1	1	1
1	17	117.0	1.0	2.0	11716	101	1			32	1	1	0	5	1
1	17	117.0	1.0	2.0	11716	102	1			28	2	2	0	4	1
1	17	117.0	1.0	2.0	11716	103	1			9	3	1	1	2	1
1	17	117.0	1.0	2.0	11717	101	1			32	1	1	0	5	6
1	17	117.0	1.0	2.0	11717	102	1			34	2	2	0	0	6
1	17	117.0	1.0	2.0	11718	101	1			41	1	1	0	2	1
1	17	117.0	1.0	2.0	11718	102	1			38	2	2	0	0	1
1	17	117.0	1.0	2.0	11718	103	1			14	3	2	1	3	1
1	17	117.0	1.0	2.0	11718	104	1			11	3	1	1	2	1
1	17	117.0	1.0	2.0	11719	101	1			40	1	1	0	3	1
1	17	117.0	1.0	2.0	11719	102	1			36	2	2	0	0	1
1	17	117.0	1.0	2.0	11719	103	1			20	3	1	1	5	1
1	17	117.0	1.0	2.0	11719	104	1			17	3	1	1	5	1
1	17	117.0	1.0	2.0	11719	105	1			14	3	1	1	2	1
1	17	117.0	1.0	2.0	11719	106	1			10	3	2	1	0	1
1	17	117.0	1.0	2.0	11719	107	1			12	3	1	1	1	1
1	18	118.0	1.0	1.0	11801	101	0	6	7		1	1			1
1	18	118.0	1.0	1.0	11801	102	1			30	2	2		1	1
1	18	118.0	1.0	1.0	11801	103	1			9	3	1	1	0	1
1	18	118.0	1.0	1.0	11801	111	1			46	1	1		0	1
1	18	118.0	1.0	1.0	11803	101	1			40	1	1	0	7	1
1	18	118.0	1.0	1.0	11803	111	1			30	2	2	0	4	1
1	18	118.0	1.0	1.0	11803	112	1			9	4	2	0	0	1
1	18	118.0	1.0	1.0	11804	102	1			42	1	2		0	1
1	18	118.0	1.0	1.0	11804	103	0	1	7						1
1	18	118.0	1.0	1.0	11804	104	1			12	3	2	0	2	1
1	18	118.0	1.0	1.0	11804	105	1			8	3	2	0	0	1
1	18	118.0	1.0	1.0	11805	101	1			57	1	1		2	1
1	18	118.0	1.0	1.0	11805	102	1			999	2	2		0	1
1	18	118.0	1.0	1.0	11806	101	1			28	1	1	0	5	1
1	18	118.0	1.0	1.0	11806	102	1			23	2	2	0	4	1
1	18	118.0	1.0	1.0	11806	103	1			9	3	2	1	1	1
1	18	118.0	1.0	1.0	11807	101	0			999	2	2			1
1	18	118.0	1.0	1.0	11807	102	1			24	2	2	0	2	1
1	18	118.0	1.0	1.0	11807	111	1			35	1	1		2	1
1	18	118.0	1.0	1.0	11808	101	1			999	1	2	0	0	1
1	18	118.0	1.0	1.0	11808	102	1			15	3	1	0	3	1
1	18	118.0	1.0	1.0	11808	103	1			10	3	1	0	2	1
1	18	118.0	1.0	1.0	11808	201	1			6	3	1	1	1	1
1	18	118.0	1.0	1.0	11811	101	1			30	1	1		2	1
1	18	118.0	1.0	1.0	11811	102	1			25	2	2	0	0	1
1	18	118.0	1.0	1.0	11811	103	1			10	3	2	1	0	1
1	18	118.0	1.0	1.0	11812	101	1			30	1	2		0	1
1	18	118.0	1.0	1.0	11813	101	1			999	1	1	0	0	1
1	18	118.0	1.0	1.0	11813	102	1			999	3	2	0	3	1
1	18	118.0	1.0	1.0	11814	101	1			51	1	1	0	0	1
1	18	118.0	1.0	1.0	11814	102	0	6		999	15	2	0	0	1
1	18	118.0	1.0	1.0	11814	103	0	1	5	18	3	1	0	0	1
1	18	118.0	1.0	1.0	11815	101	1			38	1	1		4	1
1	18	118.0	1.0	1.0	11815	102	1			31	2	2		2	1
1	18	118.0	1.0	1.0	11816	101	1			74	1	1		0	1
1	18	118.0	1.0	1.0	11816	102	1			54	2	2		0	1
1	18	118.0	1.0	1.0	11816	104	1			9	5	2	1	3	1
1	18	118.0	1.0	1.0	11816	201	1			7	5	2	1	0	1
1	18	118.0	1.0	1.0	11817	101	1			50	1	1		2	1
1	18	118.0	1.0	1.0	11817	102	1			34	2	2		0	1
1	18	118.0	1.0	1.0	11817	103	1			12	3	1	1	1	1
2	1	201.0	2.0	3.0	20101	101	1			47	1	1		3	2
2	1	201.0	2.0	3.0	20101	102	1			41	2	2		1	2
2	1	201.0	2.0	3.0	20101	103	1			17	3	2	1	6	2
2	1	201.0	2.0	3.0	20101	104	0	5	5	15	3	2	1	5	2
2	1	201.0	2.0	3.0	20101	105	1			11	3	2	1	2	2
2	1	201.0	2.0	3.0	20102	101	1			28	1	1	0	5	2
2	1	201.0	2.0	3.0	20102	102	1			27	2	2	0	2	2
2	1	201.0	2.0	3.0	20103	101	1			49	1	1			2
2	1	201.0	2.0	3.0	20103	102	1			42	2	2			2
2	1	201.0	2.0	3.0	20103	103	1			16	3	2	0	3	2
2	1	201.0	2.0	3.0	20103	104	1			13	3	1	1	0	2
2	1	201.0	2.0	3.0	20104	101	1			40	1	1		4	2
2	1	201.0	2.0	3.0	20104	102	1			37	2	2		4	2
2	1	201.0	2.0	3.0	20104	103	1			16	3	2	1	4	2
2	1	201.0	2.0	3.0	20104	104	1			14	3	2	1	2	2
2	1	201.0	2.0	3.0	20105	101	1			56	1	1	0	0	2
2	1	201.0	2.0	3.0	20105	102	1			47	2	2	0	0	2
2	1	201.0	2.0	3.0	20105	103	1			21	3	1	1	6	2
2	1	201.0	2.0	3.0	20105	104	1			16	3	1	1	4	2
2	1	201.0	2.0	3.0	20105	105	1			14	3	1	1	1	2
2	1	201.0	2.0	3.0	20105	106	1			12	3	1	0	0	2
2	1	201.0	2.0	3.0	20106	101	1			43	1	1		0	2
2	1	201.0	2.0	3.0	20106	102	1			39	2	2		0	2
2	1	201.0	2.0	3.0	20106	104	1			15	3	1	1	4	2
2	1	201.0	2.0	3.0	20106	105	1			14	3	2	1	2	2
2	1	201.0	2.0	3.0	20106	106	0	9	9						2
2	1	201.0	2.0	3.0	20106	107	1			10	3	2	1	0	2
2	1	201.0	2.0	3.0	20107	101	1			47	1	1		2	2
2	1	201.0	2.0	3.0	20107	102	1			40	2	2		3	2
2	1	201.0	2.0	3.0	20107	103	1			21	3	2	1	1	2
2	1	201.0	2.0	3.0	20107	104	1			12	3	2	1	1	2
2	1	201.0	2.0	3.0	20108	101	1			42	1	1		3	2
2	1	201.0	2.0	3.0	20108	102	1			41	2	2		4	2
2	1	201.0	2.0	3.0	20108	103	1			17	3	1	1	3	2
2	1	201.0	2.0	3.0	20108	104	1			15	3	2	1	2	2
2	1	201.0	2.0	3.0	20108	105	1			11	3	2	1	1	2
2	1	201.0	2.0	3.0	20108	106	0	1	7						2
2	1	201.0	2.0	3.0	20109	101	1			35	1	1		7	2
2	1	201.0	2.0	3.0	20109	102	1			36	2	2		2	2
2	1	201.0	2.0	3.0	20109	103	1			13	3	1	1	2	2
2	1	201.0	2.0	3.0	20109	104	1			10	3	2	1	2	2
2	1	201.0	2.0	3.0	20110	101	1			48	1	1		4	2
2	1	201.0	2.0	3.0	20110	102	1			34	2	2		2	2
2	1	201.0	2.0	3.0	20110	103	1			16	3	1	1	5	2
2	1	201.0	2.0	3.0	20110	104	1			14	3	2	1	2	2
2	1	201.0	2.0	3.0	20110	105	1			11	3	2	1	1	2
2	1	201.0	2.0	3.0	20111	101	1			33	1	1		2	2
2	1	201.0	2.0	3.0	20111	102	1			28	2	2	0	2	2
2	1	201.0	2.0	3.0	20112	101	1			29	1	1	0	4	2
2	1	201.0	2.0	3.0	20112	102	1			24	2	2	0	3	2
2	1	201.0	2.0	3.0	20113	101	1			43	1	1	0	0	2
2	1	201.0	2.0	3.0	20113	102	1			38	2	2	0	0	2
2	1	201.0	2.0	3.0	20113	103	1			18	3	2	1	4	2
2	1	201.0	2.0	3.0	20113	104	1			16	3	2	1	2	2
2	1	201.0	2.0	3.0	20113	105	1			13	3	2	1	2	2
2	1	201.0	2.0	3.0	20113	106	1			11	3	2	1	0	2
2	1	201.0	2.0	3.0	20114	101	1			35	1	1	0	4	2
2	1	201.0	2.0	3.0	20114	102	1			31	2	2	0	4	2
2	1	201.0	2.0	3.0	20114	103	1			16	3	1	1	3	2
2	1	201.0	2.0	3.0	20114	104	1			14	3	2	1	3	2
2	1	201.0	2.0	3.0	20114	105	1			10	3	2	1	2	2
2	1	201.0	2.0	3.0	20115	101	1			29	1	1	1	4	2
2	1	201.0	2.0	3.0	20115	102	1			24	2	2	1	1	2
2	1	201.0	2.0	3.0	20115	103	0	9	5						2
2	1	201.0	2.0	3.0	20116	101	1			28	1	1	1	4	2
2	1	201.0	2.0	3.0	20116	102	1			24	2	2	1	3	2
2	1	201.0	2.0	3.0	20117	102	1			32	1	2	0	0	2
2	1	201.0	2.0	3.0	20117	104	1			15	3	2	1	2	2
2	1	201.0	2.0	3.0	20117	105	1			12	3	1	1	0	2
2	1	201.0	2.0	3.0	20118	101	1			23	1	1	0	4	2
2	1	201.0	2.0	3.0	20118	102	1			20	2	2	1	1	2
2	1	201.0	2.0	3.0	20119	101	1			48	1	1		5	2
2	1	201.0	2.0	3.0	20119	102	1			38	2	2		2	2
2	1	201.0	2.0	3.0	20119	103	1			16	3	2	1	2	2
2	1	201.0	2.0	3.0	20119	104	1			14	3	2	1	1	2
2	1	201.0	2.0	3.0	20119	105	1			11	3	2	0	0	2
2	1	201.0	2.0	3.0	20120	101	1			47	1	1		4	2
2	1	201.0	2.0	3.0	20120	102	1			42	2	2		2	2
