hhid	line	district	village	villno	strno	group	k01	k02	k03	k03u	k04	k05	k05u
20217	4	2	2	202.0	2.0	3.0	4	1	5	1	0		
20217	24	2	2	202.0	2.0	3.0	24	0			0		
20217	5	2	2	202.0	2.0	3.0	5	1	6	1	0		
20217	9	2	2	202.0	2.0	3.0	9	0			0		
20217	2	2	2	202.0	2.0	3.0	2	1	35	1	0		
20217	11	2	2	202.0	2.0	3.0	11	0			0		
20217	16	2	2	202.0	2.0	3.0	16	0			0		
20217	18	2	2	202.0	2.0	3.0	18	0			0		
20217	1	2	2	202.0	2.0	3.0	1	0			1	70	1
20217	12	2	2	202.0	2.0	3.0	12	0			0		
20217	23	2	2	202.0	2.0	3.0	23	0			0		
20217	13	2	2	202.0	2.0	3.0	13	0			0		
20217	15	2	2	202.0	2.0	3.0	15	0			0		
20217	8	2	2	202.0	2.0	3.0	8	0			0		
20217	21	2	2	202.0	2.0	3.0	21	0			0		
20217	3	2	2	202.0	2.0	3.0	3	0			0		
20217	17	2	2	202.0	2.0	3.0	17	0			0		
20218	20	2	2	202.0	2.0	3.0	20	0			0		
20218	16	2	2	202.0	2.0	3.0	16	0			0		
20218	24	2	2	202.0	2.0	3.0	24	0			0		
20218	25	2	2	202.0	2.0	3.0	25	0			0		
20218	2	2	2	202.0	2.0	3.0	2	1	105	1	0		
20218	23	2	2	202.0	2.0	3.0	23	1	5	1	0		
20218	21	2	2	202.0	2.0	3.0	21	0			0		
20218	19	2	2	202.0	2.0	3.0	19	0			0		
20218	17	2	2	202.0	2.0	3.0	17	0			0		
20218	5	2	2	202.0	2.0	3.0	5	0			0		
20218	9	2	2	202.0	2.0	3.0	9	0			0		
20218	14	2	2	202.0	2.0	3.0	14	0			0		
20218	4	2	2	202.0	2.0	3.0	4	1	10	1	0		
20218	1	2	2	202.0	2.0	3.0	1	0			0		
20218	10	2	2	202.0	2.0	3.0	10	0			0		
20218	22	2	2	202.0	2.0	3.0	22	0			0		
20218	18	2	2	202.0	2.0	3.0	18	1	5	1	0		
20218	15	2	2	202.0	2.0	3.0	15	0			0		
20218	26	2	2	202.0	2.0	3.0	26	0			0		
20218	8	2	2	202.0	2.0	3.0	8	1	30	1	0		
20218	6	2	2	202.0	2.0	3.0	6	0			0		
20218	7	2	2	202.0	2.0	3.0	7	0			0		
20218	12	2	2	202.0	2.0	3.0	12	0			0		
20218	3	2	2	202.0	2.0	3.0	3	0			0		
20218	11	2	2	202.0	2.0	3.0	11	0			0		
20218	13	2	2	202.0	2.0	3.0	13	1	100	1	0		
20219	17	2	2	202.0	2.0	3.0	17	0			0		
20219	24	2	2	202.0	2.0	3.0	24	0			0		
20219	22	2	2	202.0	2.0	3.0	22	1	50	1	0		
20219	12	2	2	202.0	2.0	3.0	12	0			0		
20219	5	2	2	202.0	2.0	3.0	5	0			0		
20219	25	2	2	202.0	2.0	3.0	25	0			0		
20219	18	2	2	202.0	2.0	3.0	18	0			0		
20219	9	2	2	202.0	2.0	3.0	9	1	10	1	0		
20219	3	2	2	202.0	2.0	3.0	3	0			0		
20219	10	2	2	202.0	2.0	3.0	10	0			0		
20219	16	2	2	202.0	2.0	3.0	16	0			0		
20219	19	2	2	202.0	2.0	3.0	19	0			0		
20219	11	2	2	202.0	2.0	3.0	11	0			0		
20219	15	2	2	202.0	2.0	3.0	15	0			0		
20219	21	2	2	202.0	2.0	3.0	21	0			0		
20219	20	2	2	202.0	2.0	3.0	20	0			0		
20219	8	2	2	202.0	2.0	3.0	8	1	9	1	0		
20219	2	2	2	202.0	2.0	3.0	2	1	140	1	0		
20219	4	2	2	202.0	2.0	3.0	4	1	15	1	0		
20219	23	2	2	202.0	2.0	3.0	23	1	30	1	0		
20219	26	2	2	202.0	2.0	3.0	26	0			0		
20219	14	2	2	202.0	2.0	3.0	14	0			0		
20219	13	2	2	202.0	2.0	3.0	13	0			0		
20219	1	2	2	202.0	2.0	3.0	1	1	150	1	0		
20219	6	2	2	202.0	2.0	3.0	6	0			0		
20219	7	2	2	202.0	2.0	3.0	7	0			0		
20220	9	2	2	202.0	2.0	3.0	9	1	15	1	1	4	1
20220	22	2	2	202.0	2.0	3.0	22	0			0		
20220	8	2	2	202.0	2.0	3.0	8	1	24	1	1	15	1
20220	20	2	2	202.0	2.0	3.0	20	0			0		
20220	13	2	2	202.0	2.0	3.0	13	0			0		
20220	18	2	2	202.0	2.0	3.0	18	0			0		
20220	25	2	2	202.0	2.0	3.0	25	0			0		
20220	4	2	2	202.0	2.0	3.0	4	1	10	1	0		
20220	11	2	2	202.0	2.0	3.0	11	0			0		
20220	16	2	2	202.0	2.0	3.0	16	0			0		
20220	23	2	2	202.0	2.0	3.0	23	0			0		
20220	12	2	2	202.0	2.0	3.0	12	0			0		
20220	7	2	2	202.0	2.0	3.0	7	0			0		
20220	3	2	2	202.0	2.0	3.0	3	1	200	1	0		
20220	6	2	2	202.0	2.0	3.0	6	1	5	1	0		
20220	15	2	2	202.0	2.0	3.0	15	0			0		
20220	14	2	2	202.0	2.0	3.0	14	0			0		
20220	17	2	2	202.0	2.0	3.0	17	0			0		
20220	21	2	2	202.0	2.0	3.0	21	0			0		
20220	10	2	2	202.0	2.0	3.0	10	1	5	1	1	3	1
20220	19	2	2	202.0	2.0	3.0	19	1	150	1	0		
20220	26	2	2	202.0	2.0	3.0	26	0			0		
20220	24	2	2	202.0	2.0	3.0	24	0			0		
20220	1	2	2	202.0	2.0	3.0	1	1	660	1	0		
20220	5	2	2	202.0	2.0	3.0	5	0			0		
20220	2	2	2	202.0	2.0	3.0	2	1	140	1	0		
20301	23	2	3	203.0	2.0	2.0	23	0			0		
20301	21	2	3	203.0	2.0	2.0	21	0			0		
20301	12	2	3	203.0	2.0	2.0	12	0			0		
20301	17	2	3	203.0	2.0	2.0	17	0			0		
20301	5	2	3	203.0	2.0	2.0	5	1	12	1	0		
20301	26	2	3	203.0	2.0	2.0	26	0			0		
20301	24	2	3	203.0	2.0	2.0	24	0			0		
20301	7	2	3	203.0	2.0	2.0	7	0			0		
20301	4	2	3	203.0	2.0	2.0	4	1	20	1	0		
20301	15	2	3	203.0	2.0	2.0	15	0			0		
20301	20	2	3	203.0	2.0	2.0	20	0			0		
20301	18	2	3	203.0	2.0	2.0	18	1	15	1	0		
20301	1	2	3	203.0	2.0	2.0	1	1	150	1	0		
20301	13	2	3	203.0	2.0	2.0	13	0			0		
20301	14	2	3	203.0	2.0	2.0	14	0			0		
20301	9	2	3	203.0	2.0	2.0	9	1	40	1	0		
20301	3	2	3	203.0	2.0	2.0	3	1	50	1	0		
20301	22	2	3	203.0	2.0	2.0	22	0			0		
20301	6	2	3	203.0	2.0	2.0	6	0			0		
20301	2	2	3	203.0	2.0	2.0	2	1	75	1	0		
20301	8	2	3	203.0	2.0	2.0	8	1	30	1	0		
20301	11	2	3	203.0	2.0	2.0	11	1	150	1	0		
20301	16	2	3	203.0	2.0	2.0	16	0			0		
20301	19	2	3	203.0	2.0	2.0	19	0			0		
20301	25	2	3	203.0	2.0	2.0	25	0			0		
20301	10	2	3	203.0	2.0	2.0	10	1	10	1	0		
20302	4	2	3	203.0	2.0	2.0	4	1	10	1	0		
20302	9	2	3	203.0	2.0	2.0	9	0			0		
20302	16	2	3	203.0	2.0	2.0	16	0			0		
20302	12	2	3	203.0	2.0	2.0	12	0			0		
20302	10	2	3	203.0	2.0	2.0	10	0			0		
20302	8	2	3	203.0	2.0	2.0	8	0			0		
20302	2	2	3	203.0	2.0	2.0	2	0			0		
20302	19	2	3	203.0	2.0	2.0	19	1	5	1	0		
20302	11	2	3	203.0	2.0	2.0	11	0			0		
20302	13	2	3	203.0	2.0	2.0	13	0			0		
20302	14	2	3	203.0	2.0	2.0	14	0			0		
20302	25	2	3	203.0	2.0	2.0	25	0			0		
20302	6	2	3	203.0	2.0	2.0	6	0			0		
20302	18	2	3	203.0	2.0	2.0	18	0			0		
20302	24	2	3	203.0	2.0	2.0	24	0			0		
20302	7	2	3	203.0	2.0	2.0	7	0			0		
20302	20	2	3	203.0	2.0	2.0	20	0			0		
20302	23	2	3	203.0	2.0	2.0	23	0			0		
20302	3	2	3	203.0	2.0	2.0	3	0			0		
20302	21	2	3	203.0	2.0	2.0	21	0			0		
20302	15	2	3	203.0	2.0	2.0	15	0			0		
20302	22	2	3	203.0	2.0	2.0	22	0			0		
20302	17	2	3	203.0	2.0	2.0	17	0			0		
20302	26	2	3	203.0	2.0	2.0	26	0			0		
20302	5	2	3	203.0	2.0	2.0	5	0			0		
20302	1	2	3	203.0	2.0	2.0	1	0			0		
20303	24	2	3	203.0	2.0	2.0	24	0			0		
20303	21	2	3	203.0	2.0	2.0	21	0			0		
20303	14	2	3	203.0	2.0	2.0	14	0			0		
20303	23	2	3	203.0	2.0	2.0	23	0			0		
20303	20	2	3	203.0	2.0	2.0	20	0			0		
20303	19	2	3	203.0	2.0	2.0	19	0			0		
20303	6	2	3	203.0	2.0	2.0	6	0			0		
20303	8	2	3	203.0	2.0	2.0	8	1	21	1	0		
20303	11	2	3	203.0	2.0	2.0	11	0			0		
20303	15	2	3	203.0	2.0	2.0	15	0			0		
20303	4	2	3	203.0	2.0	2.0	4	1	30	1	0		
20303	13	2	3	203.0	2.0	2.0	13	0			0		
20303	25	2	3	203.0	2.0	2.0	25	0			0		
20303	16	2	3	203.0	2.0	2.0	16	0			0		
20303	1	2	3	203.0	2.0	2.0	1	0			0		
20303	18	2	3	203.0	2.0	2.0	18	0			0		
20303	5	2	3	203.0	2.0	2.0	5	1	15	1	0		
20303	3	2	3	203.0	2.0	2.0	3	0			0		
20303	17	2	3	203.0	2.0	2.0	17	0			0		
20303	12	2	3	203.0	2.0	2.0	12	0			0		
20303	26	2	3	203.0	2.0	2.0	26	0			0		
20303	22	2	3	203.0	2.0	2.0	22	0			0		
20303	9	2	3	203.0	2.0	2.0	9	0			0		
20303	7	2	3	203.0	2.0	2.0	7	0			0		
20303	10	2	3	203.0	2.0	2.0	10	1	5	1	0		
20303	2	2	3	203.0	2.0	2.0	2	0			0		
20304	10	2	3	203.0	2.0	2.0	10	1	1.5	1	0		
20304	12	2	3	203.0	2.0	2.0	12	0			0		
20304	18	2	3	203.0	2.0	2.0	18	0			0		
20304	17	2	3	203.0	2.0	2.0	17	0			0		
20304	11	2	3	203.0	2.0	2.0	11	0			0		
20304	24	2	3	203.0	2.0	2.0	24	0			0		
20304	25	2	3	203.0	2.0	2.0	25	0			0		
20304	9	2	3	203.0	2.0	2.0	9	0			0		
20304	8	2	3	203.0	2.0	2.0	8	0			0		
20304	2	2	3	203.0	2.0	2.0	2	1	70	1	0		
20304	26	2	3	203.0	2.0	2.0	26	0			0		
20304	20	2	3	203.0	2.0	2.0	20	0			0		
20304	7	2	3	203.0	2.0	2.0	7	0			0		
20304	16	2	3	203.0	2.0	2.0	16	0			0		
20304	23	2	3	203.0	2.0	2.0	23	0			0		
20304	14	2	3	203.0	2.0	2.0	14	0			0		
20304	15	2	3	203.0	2.0	2.0	15	0			0		
20304	22	2	3	203.0	2.0	2.0	22	0			0		
20304	5	2	3	203.0	2.0	2.0	5	1	5	1	0		
20304	4	2	3	203.0	2.0	2.0	4	1	30	1	0		
20304	19	2	3	203.0	2.0	2.0	19	1	5	1	0		
20304	1	2	3	203.0	2.0	2.0	1	1	50	1	0		
20304	6	2	3	203.0	2.0	2.0	6	1	3	1	0		
20304	13	2	3	203.0	2.0	2.0	13	0			0		
20304	21	2	3	203.0	2.0	2.0	21	0			0		
20304	3	2	3	203.0	2.0	2.0	3	0			0		
20305	19	2	3	203.0	2.0	2.0	19	0			0		
20305	4	2	3	203.0	2.0	2.0	4	1	14	1	0		
20305	11	2	3	203.0	2.0	2.0	11	0			0		
20305	21	2	3	203.0	2.0	2.0	21	0			0		
20305	10	2	3	203.0	2.0	2.0	10	1	5	1	0		
20305	14	2	3	203.0	2.0	2.0	14	0			0		
20305	18	2	3	203.0	2.0	2.0	18	0			0		
20305	24	2	3	203.0	2.0	2.0	24	0			0		
20305	5	2	3	203.0	2.0	2.0	5	0			0		
20305	1	2	3	203.0	2.0	2.0	1	1	120	1	0		
20305	16	2	3	203.0	2.0	2.0	16	0			0		
20305	6	2	3	203.0	2.0	2.0	6	0			0		
20305	7	2	3	203.0	2.0	2.0	7	0			0		
20305	12	2	3	203.0	2.0	2.0	12	0			0		
20305	22	2	3	203.0	2.0	2.0	22	1	2	1	0		
20305	2	2	3	203.0	2.0	2.0	2	1	60	1	0		
20305	8	2	3	203.0	2.0	2.0	8	1	15	1	0		
20305	9	2	3	203.0	2.0	2.0	9	1	10	1	0		
20305	17	2	3	203.0	2.0	2.0	17	0			0		
20305	23	2	3	203.0	2.0	2.0	23	0			0		
20305	25	2	3	203.0	2.0	2.0	25	0			0		
20305	15	2	3	203.0	2.0	2.0	15	0			0		
20305	13	2	3	203.0	2.0	2.0	13	0			0		
20305	20	2	3	203.0	2.0	2.0	20	0			0		
20305	26	2	3	203.0	2.0	2.0	26	0			0		
20305	3	2	3	203.0	2.0	2.0	3	0			0		
20306	8	2	3	203.0	2.0	2.0	8	0			0		
20306	1	2	3	203.0	2.0	2.0	1	0			0		
20306	18	2	3	203.0	2.0	2.0	18	0			0		
20306	11	2	3	203.0	2.0	2.0	11	0			0		
20306	13	2	3	203.0	2.0	2.0	13	0			0		
20306	24	2	3	203.0	2.0	2.0	24	0			0		
20306	14	2	3	203.0	2.0	2.0	14	0			0		
20306	26	2	3	203.0	2.0	2.0	26	0			0		
20306	9	2	3	203.0	2.0	2.0	9	1	50	1	0		
20306	23	2	3	203.0	2.0	2.0	23	0			0		
20306	4	2	3	203.0	2.0	2.0	4	1	20	1	0		
20306	3	2	3	203.0	2.0	2.0	3	0			0		
20306	2	2	3	203.0	2.0	2.0	2	0			0		
20306	19	2	3	203.0	2.0	2.0	19	0			0		
20306	22	2	3	203.0	2.0	2.0	22	0			0		
20306	10	2	3	203.0	2.0	2.0	10	1	50	1	0		
20306	17	2	3	203.0	2.0	2.0	17	0			0		
20306	12	2	3	203.0	2.0	2.0	12	0			0		
20306	16	2	3	203.0	2.0	2.0	16	0			0		
20306	7	2	3	203.0	2.0	2.0	7	0			0		
20306	15	2	3	203.0	2.0	2.0	15	0			0		
20306	25	2	3	203.0	2.0	2.0	25	0			0		
20306	20	2	3	203.0	2.0	2.0	20	0			0		
20306	21	2	3	203.0	2.0	2.0	21	0			0		
20306	6	2	3	203.0	2.0	2.0	6	0			0		
20306	5	2	3	203.0	2.0	2.0	5	1	10	1	0		
20307	20	2	3	203.0	2.0	2.0	20	0			0		
20307	1	2	3	203.0	2.0	2.0	1	0			0		
20307	11	2	3	203.0	2.0	2.0	11	0			0		
20307	12	2	3	203.0	2.0	2.0	12	0			0		
20307	14	2	3	203.0	2.0	2.0	14	0			0		
20307	13	2	3	203.0	2.0	2.0	13	1	25	1	0		
20307	25	2	3	203.0	2.0	2.0	25	0			0		
20307	2	2	3	203.0	2.0	2.0	2	0			0		
20307	8	2	3	203.0	2.0	2.0	8	0			0		
20307	24	2	3	203.0	2.0	2.0	24	0			0		
20307	15	2	3	203.0	2.0	2.0	15	0			0		
20307	26	2	3	203.0	2.0	2.0	26	0			0		
20307	5	2	3	203.0	2.0	2.0	5	0			0		
20307	10	2	3	203.0	2.0	2.0	10	0			0		
20307	7	2	3	203.0	2.0	2.0	7	0			0		
20307	6	2	3	203.0	2.0	2.0	6	0			0		
20307	16	2	3	203.0	2.0	2.0	16	0			0		
20307	3	2	3	203.0	2.0	2.0	3	0			0		
20307	9	2	3	203.0	2.0	2.0	9	0			0		
20307	17	2	3	203.0	2.0	2.0	17	0			0		
20307	21	2	3	203.0	2.0	2.0	21	0			0		
20307	19	2	3	203.0	2.0	2.0	19	0			0		
20307	4	2	3	203.0	2.0	2.0	4	1	5	1	0		
20307	22	2	3	203.0	2.0	2.0	22	0			0		
20307	23	2	3	203.0	2.0	2.0	23	0			0		
20307	18	2	3	203.0	2.0	2.0	18	0			0		
20308	8	2	3	203.0	2.0	2.0	8	1	80	1	0		
20308	11	2	3	203.0	2.0	2.0	11	0			0		
20308	10	2	3	203.0	2.0	2.0	10	0			0		
20308	6	2	3	203.0	2.0	2.0	6	0			0		
20308	17	2	3	203.0	2.0	2.0	17	0			0		
20308	4	2	3	203.0	2.0	2.0	4	1	10	1	0		
20308	5	2	3	203.0	2.0	2.0	5	0			0		
20308	14	2	3	203.0	2.0	2.0	14	0			0		
20308	9	2	3	203.0	2.0	2.0	9	0			0		
20308	2	2	3	203.0	2.0	2.0	2	0			0		
20308	22	2	3	203.0	2.0	2.0	22	0			0		
20308	15	2	3	203.0	2.0	2.0	15	0			0		
20308	1	2	3	203.0	2.0	2.0	1	1	50	1	0		
20308	21	2	3	203.0	2.0	2.0	21	0			0		
20308	13	2	3	203.0	2.0	2.0	13	0			0		
20308	24	2	3	203.0	2.0	2.0	24	0			0		
20308	3	2	3	203.0	2.0	2.0	3	0			0		
20308	23	2	3	203.0	2.0	2.0	23	0			0		
20308	16	2	3	203.0	2.0	2.0	16	0			0		
20308	26	2	3	203.0	2.0	2.0	26	0			0		
20308	7	2	3	203.0	2.0	2.0	7	0			0		
20308	20	2	3	203.0	2.0	2.0	20	0			0		
20308	19	2	3	203.0	2.0	2.0	19	0			0		
20308	25	2	3	203.0	2.0	2.0	25	0			0		
20308	18	2	3	203.0	2.0	2.0	18	0			0		
20308	12	2	3	203.0	2.0	2.0	12	0			0		
20309	4	2	3	203.0	2.0	2.0	4	1	24	1	0		
20309	10	2	3	203.0	2.0	2.0	10	0			0		
20309	18	2	3	203.0	2.0	2.0	18	0			0		
20309	26	2	3	203.0	2.0	2.0	26	0			0		
20309	21	2	3	203.0	2.0	2.0	21	0			0		
20309	1	2	3	203.0	2.0	2.0	1	0			0		
20309	15	2	3	203.0	2.0	2.0	15	1	60	1	0		
20309	25	2	3	203.0	2.0	2.0	25	0			0		
20309	11	2	3	203.0	2.0	2.0	11	0			0		
20309	17	2	3	203.0	2.0	2.0	17	0			0		
20309	7	2	3	203.0	2.0	2.0	7	0			0		
20309	6	2	3	203.0	2.0	2.0	6	0			0		
20309	20	2	3	203.0	2.0	2.0	20	0			0		
20309	24	2	3	203.0	2.0	2.0	24	0			0		
20309	16	2	3	203.0	2.0	2.0	16	0			0		
20309	19	2	3	203.0	2.0	2.0	19	1	10	1	0		
20309	8	2	3	203.0	2.0	2.0	8	1	15	1	0		
20309	23	2	3	203.0	2.0	2.0	23	0			0		
20309	22	2	3	203.0	2.0	2.0	22	1	1	1	0		
20309	12	2	3	203.0	2.0	2.0	12	0			0		
20309	5	2	3	203.0	2.0	2.0	5	1	5	1	0		
20309	14	2	3	203.0	2.0	2.0	14	0			0		
20309	2	2	3	203.0	2.0	2.0	2	0			0		
20309	3	2	3	203.0	2.0	2.0	3	0			0		
20309	9	2	3	203.0	2.0	2.0	9	0			0		
20309	13	2	3	203.0	2.0	2.0	13	0			0		
20310	2	2	3	203.0	2.0	2.0	2	0			0		
20310	13	2	3	203.0	2.0	2.0	13	0			0		
20310	9	2	3	203.0	2.0	2.0	9	0			0		
20310	3	2	3	203.0	2.0	2.0	3	1	50	1	0		
20310	24	2	3	203.0	2.0	2.0	24	0			0		
20310	7	2	3	203.0	2.0	2.0	7	0			0		
20310	23	2	3	203.0	2.0	2.0	23	0			0		
20310	20	2	3	203.0	2.0	2.0	20	0			0		
20310	22	2	3	203.0	2.0	2.0	22	1	20	1	0		
20310	8	2	3	203.0	2.0	2.0	8	1	30	1	0		
20310	10	2	3	203.0	2.0	2.0	10	0			0		
20310	19	2	3	203.0	2.0	2.0	19	0			0		
20310	11	2	3	203.0	2.0	2.0	11	0			0		
20310	15	2	3	203.0	2.0	2.0	15	0			0		
20310	18	2	3	203.0	2.0	2.0	18	0			0		
20310	4	2	3	203.0	2.0	2.0	4	1	10	1	0		
20310	21	2	3	203.0	2.0	2.0	21	0			0		
20310	6	2	3	203.0	2.0	2.0	6	0			0		
20310	25	2	3	203.0	2.0	2.0	25	0			0		
20310	16	2	3	203.0	2.0	2.0	16	0			0		
20310	1	2	3	203.0	2.0	2.0	1	0			0		
20310	26	2	3	203.0	2.0	2.0	26	0			0		
20310	5	2	3	203.0	2.0	2.0	5	0			0		
20310	12	2	3	203.0	2.0	2.0	12	0			0		
20310	17	2	3	203.0	2.0	2.0	17	0			0		
20310	14	2	3	203.0	2.0	2.0	14	0			0		
20311	23	2	3	203.0	2.0	2.0	23	0			0		
20311	4	2	3	203.0	2.0	2.0	4	1	30	1	0		
20311	5	2	3	203.0	2.0	2.0	5	0			0		
20311	18	2	3	203.0	2.0	2.0	18	0			0		
20311	3	2	3	203.0	2.0	2.0	3	0			0		
20311	1	2	3	203.0	2.0	2.0	1	1	360	1	0		
20311	13	2	3	203.0	2.0	2.0	13	0			0		
20311	2	2	3	203.0	2.0	2.0	2	1	90	1	0		
20311	14	2	3	203.0	2.0	2.0	14	0			0		
20311	17	2	3	203.0	2.0	2.0	17	0			0		
20311	10	2	3	203.0	2.0	2.0	10	1	5	1	0		
20311	25	2	3	203.0	2.0	2.0	25	0			0		
20311	11	2	3	203.0	2.0	2.0	11	0			0		
20311	22	2	3	203.0	2.0	2.0	22	0			0		
20311	9	2	3	203.0	2.0	2.0	9	0			0		
20311	24	2	3	203.0	2.0	2.0	24	0			0		
20311	6	2	3	203.0	2.0	2.0	6	0			0		
20311	26	2	3	203.0	2.0	2.0	26	0			0		
20311	16	2	3	203.0	2.0	2.0	16	0			0		
20311	7	2	3	203.0	2.0	2.0	7	0			0		
20311	12	2	3	203.0	2.0	2.0	12	0			0		
20311	19	2	3	203.0	2.0	2.0	19	0			0		
20311	15	2	3	203.0	2.0	2.0	15	0			0		
20311	20	2	3	203.0	2.0	2.0	20	0			0		
20311	8	2	3	203.0	2.0	2.0	8	1	15	1	0		
20311	21	2	3	203.0	2.0	2.0	21	0			0		
20312	1	2	3	203.0	2.0	2.0	1	1	800	1	0		
20312	8	2	3	203.0	2.0	2.0	8	1	30	1	0		
20312	26	2	3	203.0	2.0	2.0	26	0			0		
20312	19	2	3	203.0	2.0	2.0	19	0			0		
20312	17	2	3	203.0	2.0	2.0	17	0			0		
20312	24	2	3	203.0	2.0	2.0	24	1	2.5	1	0		
20312	13	2	3	203.0	2.0	2.0	13	1	50	1	0		
20312	3	2	3	203.0	2.0	2.0	3	1	250	1	0		
20312	11	2	3	203.0	2.0	2.0	11	0			0		
20312	18	2	3	203.0	2.0	2.0	18	0			0		
20312	25	2	3	203.0	2.0	2.0	25	0			0		
20312	10	2	3	203.0	2.0	2.0	10	0			0		
20312	5	2	3	203.0	2.0	2.0	5	0			0		
20312	2	2	3	203.0	2.0	2.0	2	1	200	1	0		
20312	7	2	3	203.0	2.0	2.0	7	0			0		
20312	23	2	3	203.0	2.0	2.0	23	1	25	1	0		
20312	20	2	3	203.0	2.0	2.0	20	0			0		
20312	14	2	3	203.0	2.0	2.0	14	0			0		
20312	6	2	3	203.0	2.0	2.0	6	0			0		
20312	12	2	3	203.0	2.0	2.0	12	0			0		
20312	9	2	3	203.0	2.0	2.0	9	1	20	1	0		
20312	15	2	3	203.0	2.0	2.0	15	1	80	1	0		
20312	21	2	3	203.0	2.0	2.0	21	0			0		
20312	16	2	3	203.0	2.0	2.0	16	0			0		
20312	22	2	3	203.0	2.0	2.0	22	1	20	1	0		
20312	4	2	3	203.0	2.0	2.0	4	1	20	1	0		
20313	16	2	3	203.0	2.0	2.0	16	0			0		
20313	26	2	3	203.0	2.0	2.0	26	0			0		
20313	15	2	3	203.0	2.0	2.0	15	1	420	1	0		
20313	2	2	3	203.0	2.0	2.0	2	0			0		
20313	11	2	3	203.0	2.0	2.0	11	0			0		
20313	5	2	3	203.0	2.0	2.0	5	1	15	1	0		
20313	9	2	3	203.0	2.0	2.0	9	0			0		
20313	8	2	3	203.0	2.0	2.0	8	1	50	1	0		
20313	25	2	3	203.0	2.0	2.0	25	0			0		
20313	22	2	3	203.0	2.0	2.0	22	0			0		
20313	10	2	3	203.0	2.0	2.0	10	0			0		
20313	3	2	3	203.0	2.0	2.0	3	0			0		
20313	17	2	3	203.0	2.0	2.0	17	0			0		
20313	1	2	3	203.0	2.0	2.0	1	1	230	1	0		
20313	21	2	3	203.0	2.0	2.0	21	0			0		
20313	12	2	3	203.0	2.0	2.0	12	0			0		
20313	20	2	3	203.0	2.0	2.0	20	0			0		
20313	24	2	3	203.0	2.0	2.0	24	0			0		
20313	4	2	3	203.0	2.0	2.0	4	1	50	1	0		
20313	23	2	3	203.0	2.0	2.0	23	0			0		
20313	7	2	3	203.0	2.0	2.0	7	0			0		
20313	13	2	3	203.0	2.0	2.0	13	0			0		
20313	18	2	3	203.0	2.0	2.0	18	0			0		
20313	14	2	3	203.0	2.0	2.0	14	0			0		
20313	19	2	3	203.0	2.0	2.0	19	0			0		
20313	6	2	3	203.0	2.0	2.0	6	0			0		
20314	12	2	3	203.0	2.0	2.0	12	0			0		
20314	13	2	3	203.0	2.0	2.0	13	0			0		
20314	24	2	3	203.0	2.0	2.0	24	0			0		
20314	14	2	3	203.0	2.0	2.0	14	0			0		
20314	7	2	3	203.0	2.0	2.0	7	0			0		
20314	20	2	3	203.0	2.0	2.0	20	0			0		
20314	18	2	3	203.0	2.0	2.0	18	0			0		
20314	19	2	3	203.0	2.0	2.0	19	0			0		
20314	23	2	3	203.0	2.0	2.0	23	1	25	1	0		
20314	8	2	3	203.0	2.0	2.0	8	1	30	1	0		
20314	2	2	3	203.0	2.0	2.0	2	0			0		
20314	22	2	3	203.0	2.0	2.0	22	1	20	1	0		
20314	5	2	3	203.0	2.0	2.0	5	0			0		
20314	10	2	3	203.0	2.0	2.0	10	0			0		
20314	16	2	3	203.0	2.0	2.0	16	0			0		
20314	3	2	3	203.0	2.0	2.0	3	0			0		
20314	26	2	3	203.0	2.0	2.0	26	0			0		
20314	25	2	3	203.0	2.0	2.0	25	0			0		
20314	6	2	3	203.0	2.0	2.0	6	0			0		
20314	15	2	3	203.0	2.0	2.0	15	0			0		
20314	11	2	3	203.0	2.0	2.0	11	0			0		
20314	17	2	3	203.0	2.0	2.0	17	0			0		
20314	21	2	3	203.0	2.0	2.0	21	0			0		
20314	1	2	3	203.0	2.0	2.0	1	1	80	1	0		
20314	9	2	3	203.0	2.0	2.0	9	1	10	1	1	3	1
20314	4	2	3	203.0	2.0	2.0	4	1	15	1	0		
20315	10	2	3	203.0	2.0	2.0	10	0			0		
20315	21	2	3	203.0	2.0	2.0	21	0			0		
20315	5	2	3	203.0	2.0	2.0	5	0			0		
20315	2	2	3	203.0	2.0	2.0	2	0			1	30	1
20315	25	2	3	203.0	2.0	2.0	25	0			0		
20315	24	2	3	203.0	2.0	2.0	24	0			0		
20315	14	2	3	203.0	2.0	2.0	14	0			0		
20315	1	2	3	203.0	2.0	2.0	1	0			0		
20315	13	2	3	203.0	2.0	2.0	13	0			0		
20315	20	2	3	203.0	2.0	2.0	20	0			0		
20315	7	2	3	203.0	2.0	2.0	7	0			0		
20315	15	2	3	203.0	2.0	2.0	15	1	200	1	0		
20315	23	2	3	203.0	2.0	2.0	23	0			0		
20315	6	2	3	203.0	2.0	2.0	6	0			0		
20315	9	2	3	203.0	2.0	2.0	9	0			0		
20315	16	2	3	203.0	2.0	2.0	16	0			0		
20315	4	2	3	203.0	2.0	2.0	4	1	10	1	0		
20315	22	2	3	203.0	2.0	2.0	22	0			0		
20315	3	2	3	203.0	2.0	2.0	3	0			0		
20315	18	2	3	203.0	2.0	2.0	18	0			0		
20315	19	2	3	203.0	2.0	2.0	19	0			0		
20315	17	2	3	203.0	2.0	2.0	17	0			0		
20315	12	2	3	203.0	2.0	2.0	12	0			0		
20315	8	2	3	203.0	2.0	2.0	8	0			0		
