district	village	villno	strno	group	hhid	q08	q09_1	q09_2	q09_3	q10_1	q10_2	q10_3	q11	q12	q13	q14	q15	q16	q17	q18	q19
3	2	302.0	3.0	2.0	30266	0															
3	2	302.0	3.0	2.0	30267	0															
3	2	302.0	3.0	2.0	30268	0															
3	2	302.0	3.0	2.0	30269	1	1			4			1	2	0						3
3	3	303.0	3.0	1.0	30350	1	1			4			1	2	1	0	0	0	0	0	3
3	3	303.0	3.0	1.0	30351	1	1			4			1	2	1	0	0	0	1	1	3
3	3	303.0	3.0	1.0	30352	1	1			4			1	2	1	0	0	0	1	0	3
3	3	303.0	3.0	1.0	30354	1	1			4			1	9	1	0	1	0	1	1	1
3	3	303.0	3.0	1.0	30360	0															
3	3	303.0	3.0	1.0	30361	1	1			4			1	3	1	0	0	0	0	0	3
3	3	303.0	3.0	1.0	30362	1	1			4			1	2	0						3
3	3	303.0	3.0	1.0	30363	0															
3	3	303.0	3.0	1.0	30364	0															
3	3	303.0	3.0	1.0	30365	0															
3	3	303.0	3.0	1.0	30366	3	1			3			1	2	1	0	0	0	0	0	3
3	3	303.0	3.0	1.0	30367	1	1			4			1	2	0						3
3	3	303.0	3.0	1.0	30368	1	1			3			1	2	1	0	0	0	1	0	3
3	3	303.0	3.0	1.0	30369	2	1			3			1	2	1	0	1	1	1	0	3
3	4	304.0	3.0	3.0	30450	1	1			4			1	9	0						1
3	4	304.0	3.0	3.0	30451	0															
3	4	304.0	3.0	3.0	30452	0															
3	4	304.0	3.0	3.0	30453	0															
3	4	304.0	3.0	3.0	30454	1	7			4			1	3	0						3
3	5	305.0	3.0	3.0	30550	0															
3	5	305.0	3.0	3.0	30551	0															
3	5	305.0	3.0	3.0	30552	2	1			2			1	3	0						3
4	1	401.0	3.0	3.0	40150	3	1			2			1	9	1	0	1	0	1	1	3
4	1	401.0	3.0	3.0	40151	0															
4	1	401.0	3.0	3.0	40152	2	1			2			1	2	1	0	0	0	1	0	1
4	2	402.0	3.0	1.0	40251	0															
4	2	402.0	3.0	1.0	40252	1	1			3			1	3	1	0	1	0	1	0	3
4	2	402.0	3.0	1.0	40260	4	1			1			1	2	1	0	0	0	0	1	3
4	2	402.0	3.0	1.0	40261	0															
4	2	402.0	3.0	1.0	40262	0															
4	2	402.0	3.0	1.0	40263	0															
4	2	402.0	3.0	1.0	40264	1	1			4			1	3	1	1	1	0	0	1	1
4	2	402.0	3.0	1.0	40265	0															
4	2	402.0	3.0	1.0	40266	0															
4	2	402.0	3.0	1.0	40267	1	1			4			1	3	1	0	0	0	0	0	3
4	2	402.0	3.0	1.0	40268	2	1			2			1	9	1	0	0	1	1	0	1
4	2	402.0	3.0	1.0	40269	1	1			4			0								1
4	3	403.0	3.0	1.0	40350	4	1			2			1	9	0						3
4	3	403.0	3.0	1.0	40351	2	1			4			1	2	0						3
4	3	403.0	3.0	1.0	40352	4	1			3			1	9	1	0	0	0	0	0	3
4	3	403.0	3.0	1.0	40353	4	1			2			1	3	0						3
4	3	403.0	3.0	1.0	40354	3	1			2			1	9	1	0	1	0	1	1	3
4	3	403.0	3.0	1.0	40360	1	1			1			1	2	1	0	0	0	1	0	1
4	3	403.0	3.0	1.0	40361	1	1			4			1	2	1	0	0	0	1	1	1
4	3	403.0	3.0	1.0	40362	1	1			4			1	2	1	0	0	0	0	0	3
4	3	403.0	3.0	1.0	40363	4	1			2			1	3	1	0	0	0	1	0	3
4	3	403.0	3.0	1.0	40364	1	1			2			1	1	1	0	0	0	0	1	3
4	3	403.0	3.0	1.0	40365	4	1	3		1	3		1	4	1	0	0	0	0	0	3
4	3	403.0	3.0	1.0	40366	1	1			4			1	2	1	0	0	0	0	0	3
4	3	403.0	3.0	1.0	40367	4	1	3		2			1	3	1	0	0	0	0	0	3
4	3	403.0	3.0	1.0	40368	4	1			2			1	9	1	1	0	0	0	0	3
4	3	403.0	3.0	1.0	40369	1	1			3			1	9	1	0	0	1	1	1	1
4	4	404.0	3.0	2.0	40450	4	1			4			1	2	1	0	0	0	0	0	3
4	4	404.0	3.0	2.0	40451	4	1			4			0								3
4	4	404.0	3.0	2.0	40453	1	1			4			1	2	0						2
4	4	404.0	3.0	2.0	40460	1	1			2			1	3	1	0	0	0	0	0	1
4	4	404.0	3.0	2.0	40461	4	1			3			1	3	1	0	1	0	0	1	3
4	4	404.0	3.0	2.0	40462	4	1			4			1	2	1	0	0	0	0	1	3
4	4	404.0	3.0	2.0	40463	1	1			2	3		1	2	1	0	0	0	1	0	1
4	4	404.0	3.0	2.0	40464	4	1			4			1	9	1	0	0	0	0	0	1
4	4	404.0	3.0	2.0	40465	4	9			4			0								3
4	4	404.0	3.0	2.0	40466	4	1			4			1	9	1	0	0	0	0	0	3
4	4	404.0	3.0	2.0	40467	4	1			4			1	2	0						3
4	4	404.0	3.0	2.0	40468	1	1			4			1	3	1	1	1	0	1	1	3
4	4	404.0	3.0	2.0	40469	1	1			4			1	9	1	0	1	1	0	1	3
