district	village	villno	strno	group	hhid	codigo	m01	m02	m03	m04_1	m04_2	m04_3	m05	m06a	m06b	m06c	m06d	m07	m07a	m07b	m07c	m08a	m08b	m08c	m08d	m08e	m08f	m08g	m08h	m08i	m08j	m08k	m08l	m08m	m08n	m08o	m08oc	m08p	m08q	m08r	m08s	m08t	m08u	m08v	m08w	m08x	m08y	m08z	m08la	m08ma	m08na	m08oa	m08ob
3	1	301.0	3.0	2.0	30106	101	1	2	2008	5	9		1	0	1	0	0	1	6			0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1
3	1	301.0	3.0	2.0	30108	101	0						1	1	0	0	0	1	19			0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3	1	301.0	3.0	2.0	30111	101	0						1	1	0	0	0	3	7			0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1
3	1	301.0	3.0	2.0	30115	101	0						1	1	0	0	0	1	4			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
3	1	301.0	3.0	2.0	30117	101	0						1	1	0	0	0	1				0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	0	0	1	1	0	0	0	0
3	1	301.0	3.0	2.0	30118	101	1	2	2009	3			1	1	1	1	0	9	1			0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	1	301.0	3.0	2.0	30119	101	0						1	0	0	0	0	4				0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	0	0	0	1	0	1	0	0	1
3	1	301.0	3.0	2.0	30120	101	0						1	1	0	1	0	3				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	1	1	1
3	2	302.0	3.0	2.0	30203	101	1	1	2008	9			1	1	0	0	0	6				0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1
3	2	302.0	3.0	2.0	30204	101	1	2	2008	3	5		1	1	0	1	0	1	10			0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
3	2	302.0	3.0	2.0	30205	101	0						1	1	1	1	0	9	4	1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1
3	2	302.0	3.0	2.0	30207	101	1	1	2008	4	5		1	1	1	1	0	1	5	4		1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
3	2	302.0	3.0	2.0	30208	101	1	2	2008	4	4	2	1	1	1	0	0	2	5			1	1	0	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	1
3	2	302.0	3.0	2.0	30210	101	1	3	2009	9			1	1	0	0	0	5				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
3	2	302.0	3.0	2.0	30213	101	1	1	2008	5			1	1	1	1	0	1	6	10		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
3	2	302.0	3.0	2.0	30214	101	0						1	1	0	0	0	1				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1
3	2	302.0	3.0	2.0	30216	101	0						1	0	0	1	0	6				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1
3	3	303.0	3.0	1.0	30301	101	1	3	2009	4	1		1	1	0	0	1	1	6	4		0	1	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1
3	3	303.0	3.0	1.0	30302	101	1	2	2008	9			1	0	1	1	0	10	2	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	3	303.0	3.0	1.0	30303	101	1	4	2008	4	3		1	0	1	1	0	4	6			0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1
3	3	303.0	3.0	1.0	30305	101	1	4	2008	5	1	4	1	1	0	0	0	6				0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1
3	3	303.0	3.0	1.0	30308	101	0						1	1	0	0	0	2	6			0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	3	303.0	3.0	1.0	30311	101	1	4	2008	5			1	1	1	0	0	4	5			0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
3	3	303.0	3.0	1.0	30317	101	1	1	2008	2	3		1	1	0	0	0	6				1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1
3	4	304.0	3.0	3.0	30404	101	0						1	1	0	0	1	1	9			0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3	4	304.0	3.0	3.0	30405	101	0						1	1	0	0	0	1				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
3	4	304.0	3.0	3.0	30406	101	0						1	1	0	0	0	1	4			0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1
3	4	304.0	3.0	3.0	30407	101	0						1	1	0	0	0	4				0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
3	4	304.0	3.0	3.0	30409	101	0						1	1	0	0	0	1	4			0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0
3	4	304.0	3.0	3.0	30411	101	0						1	0	0	1	0	1				0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	4	304.0	3.0	3.0	30413	101	0						1	0	0	1	0	1	4			0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1
3	4	304.0	3.0	3.0	30414	101	0						1	1	0	0	0	4				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
3	4	304.0	3.0	3.0	30415	101	0						1	0	1	0	0	4	23			0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3	4	304.0	3.0	3.0	30416	101	0						1	1	0	0	0	1				0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1
3	4	304.0	3.0	3.0	30419	101	0						1	1	0	1	0	1				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1
3	5	305.0	3.0	3.0	30502	101	1	1	2007	5			1	1	0	0	0	1	5			0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1
3	5	305.0	3.0	3.0	30503	101	0						1	1	0	0	1	1				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
3	5	305.0	3.0	3.0	30506	101	0						1	0	0	0	0	4				0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1
3	5	305.0	3.0	3.0	30507	101	0						1	0	1	0	0	1	4			0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1
3	5	305.0	3.0	3.0	30508	101	0						1	1	0	0	0	1				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
3	5	305.0	3.0	3.0	30509	101	0						1	1	0	0	0	4				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0
3	5	305.0	3.0	3.0	30512	111	0						1	1	0	0	0	1				0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0
3	5	305.0	3.0	3.0	30513	101	0						1	0	1	0	0	3				0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1
3	5	305.0	3.0	3.0	30516	101	0						1	1	0	0	0	4				0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0
3	5	305.0	3.0	3.0	30517	101	0						1	1	1	0	0	1	3	4		0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1
3	5	305.0	3.0	3.0	30519	101	0						1	1	0	1	0	4	9			0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1
4	1	401.0	3.0	3.0	40101	101	0						1	0	1	0	1	1	4	2		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0
4	1	401.0	3.0	3.0	40104	101	0						1	1	0	0	0	9				1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1	4	101.0	1.0	3.0	40105	121	0						1	1	0	0	0	4				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0
4	1	401.0	3.0	3.0	40106	101	0						1	1	0	0	0	1	4			0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1
4	1	401.0	3.0	3.0	40108	101	0						1	1	0	0	0	1	4			0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
4	1	401.0	3.0	3.0	40110	101	0						1	1	0	0	0	4				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
4	1	401.0	3.0	3.0	40111	101	0						1	0	0	0	1	3				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
4	1	401.0	3.0	3.0	40113	101	0						1	1	0	0	1	2	1	9		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
4	1	401.0	3.0	3.0	40114	101	0						1	1	0	0	1	4				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0
4	1	401.0	3.0	3.0	40115	102	0						1	1	0	0	1	1				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0
4	1	401.0	3.0	3.0	40116	101	0						1	1	0	0	0	4				0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1
4	1	401.0	3.0	3.0	40119	111	0						1	1	0	0	0	1				0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
4	1	401.0	3.0	3.0	40120	101	0						1	0	0	0	0	9				0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0
4	2	402.0	3.0	1.0	40201	101	1	4	2008	4	9		1	1	0	1	0	5	6			0	1	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4	2	402.0	3.0	1.0	40205	101	0						1	0	0	0	0	3				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1
4	2	402.0	3.0	1.0	40206	101	0						1	0	1	0	1	4				0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1
4	2	402.0	3.0	1.0	40207	101	1	1	2007	5	4		1	1	0	0	0	2	6			0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	1	0	0	0	1
4	2	402.0	3.0	1.0	40209	101	0						1	1	0	0	1	4				0	1	0	0	0	1	1	0	1	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1
4	2	402.0	3.0	1.0	40210	101	1	2	2009	9			1	1	0	0	0	2	1			1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1
4	2	402.0	3.0	1.0	40212	109	0						1	1	0	0	0	6				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1
4	2	402.0	3.0	1.0	40213	101	0						1	1	0	0	0	1	4			0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0
4	2	402.0	3.0	1.0	40214	101	1	2	2008	4	1		1	1	0	0	0	10				0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
4	2	402.0	3.0	1.0	40215	101	0						0																																								
4	2	402.0	3.0	1.0	40216	101	0						1	1	0	0	0	6				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1
4	2	402.0	3.0	1.0	40217	101	0						1	1	1	0	0	5	1			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1
4	2	402.0	3.0	1.0	40218	101	1	3	2009	5			1	1	1	0	0	2	6	10		0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
4	2	402.0	3.0	1.0	40219	101	0						1	1	0	0	0	1				0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4	3	403.0	3.0	1.0	40301	101	1	1	2008	9			1	1	0	0	0	5	1			0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
4	3	403.0	3.0	1.0	40302	101	1	2	2008	5			1	1	1	0	0	1				1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1
4	3	403.0	3.0	1.0	40303	101	1	2	2008	9			1	1	0	0	0	1	9			0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
4	3	403.0	3.0	1.0	40304	101	0						1	0	0	0	0	1				1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	1
4	3	403.0	3.0	1.0	40305	101	1	1	2008	5	1		1	0	0	0	0	4				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0
4	3	403.0	3.0	1.0	40306	101	0						1	1	0	0	0	7				0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4	3	403.0	3.0	1.0	40307	101	1	1	2008	4			1	0	0	0	1	5				1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
4	3	403.0	3.0	1.0	40308	101	1	2	2008	4			1	1	0	0	0	1	2	5		0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4	3	403.0	3.0	1.0	40309	101	1	1	2008	5	4		1	1	0	0	0	1	5			0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1
4	3	403.0	3.0	1.0	40310	101	1	3	2009	1	3		1	1	0	0	0	1				0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
4	3	403.0	3.0	1.0	40312	101	1	3	2008	5	1	2	1	1	0	0	0	6				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
4	3	403.0	3.0	1.0	40313	101	0						1	1	0	0	0	1				1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1
4	3	403.0	3.0	1.0	40315	101	1	1	2008	1			1	0	0	1	0	3				0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1
4	3	403.0	3.0	1.0	40316	101	0						1	1	1	0	0	1				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	3	403.0	3.0	1.0	40318	101	1	1	2009	4			1	1	0	0	1	5				0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
4	3	403.0	3.0	1.0	40319	101	0						1	0	0	0	0	1	6			0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4	3	403.0	3.0	1.0	40320	101	0						1	1	0	0	0	4				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1
4	4	404.0	3.0	2.0	40403	101	1	5	2008	4	5		1	1	0	0	0	2	5			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1
4	4	404.0	3.0	2.0	40405	101	1	4	2008	5	4		1	1	0	0	0	5				0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1
4	4	404.0	3.0	2.0	40406	101	1	1	2008	2	5		1	0	1	0	1	4				0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1
4	4	404.0	3.0	2.0	40409	101	0						1	0	0	1	0	4	9			0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	4	404.0	3.0	2.0	40410	101	0						1	1	1	0	0	4				0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1
4	4	404.0	3.0	2.0	40411	101	0						1	0	0	1	0	4				0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1
4	4	404.0	3.0	2.0	40415	101	0						1	1	1	1	1	4				0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1
4	4	404.0	3.0	2.0	40417	102	0						1	1	0	0	0	4				0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1
4	4	404.0	3.0	2.0	40419	101	1	3	2008	5			1	1	0	0	0	1				0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0
