hhid	strno	villno	group	district	size	line	village	j01	j02	j03	j04	j04u	j05	j06	j06u	j07	j07u
11701	1.0	117.0	2.0	1.0	13	61	17	61	0								
11701	1.0	117.0	2.0	1.0	13	62	17	62	0								
11701	1.0	117.0	2.0	1.0	13	29	17	29	1	1	2.0	5	1	2.0	5	100	2
11701	1.0	117.0	2.0	1.0	13	67	17	67	0								
11701	1.0	117.0	2.0	1.0	13	40	17	40	0								
11701	1.0	117.0	2.0	1.0	13	22	17	22	0								
11701	1.0	117.0	2.0	1.0	13	68	17	68	1	1	1.0	27	1	1.0	27	60	2
11701	1.0	117.0	2.0	1.0	13	12	17	12	0								
11701	1.0	117.0	2.0	1.0	13	13	17	13	0								
11701	1.0	117.0	2.0	1.0	13	23	17	23	0								
11701	1.0	117.0	2.0	1.0	13	26	17	26	0								
11701	1.0	117.0	2.0	1.0	13	43	17	43	0								
11701	1.0	117.0	2.0	1.0	13	69	17	69	0								
11701	1.0	117.0	2.0	1.0	13	70	17	70	0								
11701	1.0	117.0	2.0	1.0	13	37	17	37	0								
11701	1.0	117.0	2.0	1.0	13	45	17	45	0								
11701	1.0	117.0	2.0	1.0	13	60	17	60	0								
11701	1.0	117.0	2.0	1.0	13	14	17	14	0								
11701	1.0	117.0	2.0	1.0	13	1	17	1	0								
11701	1.0	117.0	2.0	1.0	13	54	17	54	0								
11701	1.0	117.0	2.0	1.0	13	41	17	41	0								
11701	1.0	117.0	2.0	1.0	13	6	17	6	0								
11701	1.0	117.0	2.0	1.0	13	25	17	25	0								
11701	1.0	117.0	2.0	1.0	13	38	17	38	0								
11701	1.0	117.0	2.0	1.0	13	51	17	51	0								
11701	1.0	117.0	2.0	1.0	13	11	17	11	0								
11701	1.0	117.0	2.0	1.0	13	24	17	24	0								
11701	1.0	117.0	2.0	1.0	13	21	17	21	1	2	1.0	27	1	2.0	27	20	2
11701	1.0	117.0	2.0	1.0	13	64	17	64	0								
11701	1.0	117.0	2.0	1.0	13	33	17	33	0								
11701	1.0	117.0	2.0	1.0	13	65	17	65	0								
11701	1.0	117.0	2.0	1.0	13	35	17	35	0								
11701	1.0	117.0	2.0	1.0	13	49	17	49	0								
11701	1.0	117.0	2.0	1.0	13	2	17	2	1	7	7.0	27	0				
11702	1.0	117.0	2.0	1.0	7	24	17	24	0								
11702	1.0	117.0	2.0	1.0	7	38	17	38	1	3	2.0	3	0				
11702	1.0	117.0	2.0	1.0	7	66	17	66	0								
11702	1.0	117.0	2.0	1.0	7	44	17	44	1	3	3.0	5	1	9.0	5	270	2
11702	1.0	117.0	2.0	1.0	7	31	17	31	0								
11702	1.0	117.0	2.0	1.0	7	34	17	34	0								
11702	1.0	117.0	2.0	1.0	7	22	17	22	0								
11702	1.0	117.0	2.0	1.0	7	63	17	63	0								
11702	1.0	117.0	2.0	1.0	7	56	17	56	0								
11702	1.0	117.0	2.0	1.0	7	12	17	12	0								
11702	1.0	117.0	2.0	1.0	7	50	17	50	0								
11702	1.0	117.0	2.0	1.0	7	4	17	4	1	3	5.0	27	0				
11702	1.0	117.0	2.0	1.0	7	13	17	13	0								
11702	1.0	117.0	2.0	1.0	7	3	17	3	0								
11702	1.0	117.0	2.0	1.0	7	14	17	14	0								
11702	1.0	117.0	2.0	1.0	7	9	17	9	0								
11702	1.0	117.0	2.0	1.0	7	28	17	28	0								
11702	1.0	117.0	2.0	1.0	7	52	17	52	1	2	6.0	3	1	2.0	5	20	2
11702	1.0	117.0	2.0	1.0	7	37	17	37	0								
11702	1.0	117.0	2.0	1.0	7	11	17	11	1	3	2.0	5	0				
11702	1.0	117.0	2.0	1.0	7	29	17	29	1	1	1.0	5	1	1.0	5	50	2
11702	1.0	117.0	2.0	1.0	7	41	17	41	0								
11702	1.0	117.0	2.0	1.0	7	51	17	51	0								
11702	1.0	117.0	2.0	1.0	7	5	17	5	0								
11702	1.0	117.0	2.0	1.0	7	59	17	59	0								
11702	1.0	117.0	2.0	1.0	7	17	17	17	1	5	1.5	27	0				
11702	1.0	117.0	2.0	1.0	7	69	17	69	0								
11702	1.0	117.0	2.0	1.0	7	65	17	65	0								
11702	1.0	117.0	2.0	1.0	7	39	17	39	0		1.0						
11702	1.0	117.0	2.0	1.0	7	25	17	25	0								
11702	1.0	117.0	2.0	1.0	7	21	17	21	1	3	0.5	25	1	6.0	25	70	2
11702	1.0	117.0	2.0	1.0	7	20	17	20	0								
11702	1.0	117.0	2.0	1.0	7	30	17	30	0								
11702	1.0	117.0	2.0	1.0	7	64	17	64	0								
11702	1.0	117.0	2.0	1.0	7	36	17	36	0								
11702	1.0	117.0	2.0	1.0	7	1	17	1	1	3	1.5	27	0				
11702	1.0	117.0	2.0	1.0	7	6	17	6	0								
11702	1.0	117.0	2.0	1.0	7	32	17	32	0								
11702	1.0	117.0	2.0	1.0	7	15	17	15	0								
11702	1.0	117.0	2.0	1.0	7	53	17	53	0								
11702	1.0	117.0	2.0	1.0	7	55	17	55	1	3	1.0	3	0				
11702	1.0	117.0	2.0	1.0	7	42	17	42	0								
11702	1.0	117.0	2.0	1.0	7	62	17	62	0								
11702	1.0	117.0	2.0	1.0	7	43	17	43	0								
11702	1.0	117.0	2.0	1.0	7	57	17	57	0								
11702	1.0	117.0	2.0	1.0	7	8	17	8	1	3	11.0	3	0				
11702	1.0	117.0	2.0	1.0	7	48	17	48	0								
11702	1.0	117.0	2.0	1.0	7	54	17	54	0								
11702	1.0	117.0	2.0	1.0	7	46	17	46	0								
11702	1.0	117.0	2.0	1.0	7	68	17	68	0								
11702	1.0	117.0	2.0	1.0	7	7	17	7	0								
11702	1.0	117.0	2.0	1.0	7	70	17	70	0								
11702	1.0	117.0	2.0	1.0	7	40	17	40	0								
11702	1.0	117.0	2.0	1.0	7	60	17	60	0								
11702	1.0	117.0	2.0	1.0	7	10	17	10	0								
11702	1.0	117.0	2.0	1.0	7	2	17	2	1	7	4.0	27	0				
11702	1.0	117.0	2.0	1.0	7	47	17	47	0								
11702	1.0	117.0	2.0	1.0	7	49	17	49	0								
11702	1.0	117.0	2.0	1.0	7	18	17	18	0								
11702	1.0	117.0	2.0	1.0	7	58	17	58	0								
11702	1.0	117.0	2.0	1.0	7	26	17	26	0								
11702	1.0	117.0	2.0	1.0	7	67	17	67	0								
11702	1.0	117.0	2.0	1.0	7	72	17	72	0								
11702	1.0	117.0	2.0	1.0	7	45	17	45	0								
11702	1.0	117.0	2.0	1.0	7	35	17	35	0								
11702	1.0	117.0	2.0	1.0	7	19	17	19	0								
11702	1.0	117.0	2.0	1.0	7	61	17	61	1	3	4.0	3	1	12.0	3	240	2
11702	1.0	117.0	2.0	1.0	7	27	17	27	0								
11702	1.0	117.0	2.0	1.0	7	33	17	33	0								
11702	1.0	117.0	2.0	1.0	7	23	17	23	0								
11702	1.0	117.0	2.0	1.0	7	71	17	71	0								
11703	1.0	117.0	2.0	1.0	7	19	17	19	1	7	1.0	28	1	1.0	4	300	2
11703	1.0	117.0	2.0	1.0	7	6	17	6	0								
11703	1.0	117.0	2.0	1.0	7	4	17	4	0								
11703	1.0	117.0	2.0	1.0	7	15	17	15	1	4	2.0	27	1	8.0	27	400	2
11703	1.0	117.0	2.0	1.0	7	7	17	7	0								
11703	1.0	117.0	2.0	1.0	7	3	17	3	1	2	7.0	3	0				
11703	1.0	117.0	2.0	1.0	7	64	17	64	0								
11703	1.0	117.0	2.0	1.0	7	55	17	55	0								
11703	1.0	117.0	2.0	1.0	7	10	17	10	0								
11703	1.0	117.0	2.0	1.0	7	61	17	61	1	2	3.0	3	1	6.0	3	120	2
11703	1.0	117.0	2.0	1.0	7	41	17	41	0								
11703	1.0	117.0	2.0	1.0	7	13	17	13	0								
11703	1.0	117.0	2.0	1.0	7	9	17	9	0								
11703	1.0	117.0	2.0	1.0	7	18	17	18	0								
11703	1.0	117.0	2.0	1.0	7	72	17	72	0								
11703	1.0	117.0	2.0	1.0	7	48	17	48	0								
11703	1.0	117.0	2.0	1.0	7	42	17	42	0								
11703	1.0	117.0	2.0	1.0	7	32	17	32	0								
11703	1.0	117.0	2.0	1.0	7	27	17	27	0								
11703	1.0	117.0	2.0	1.0	7	70	17	70	0								
11703	1.0	117.0	2.0	1.0	7	40	17	40	0								
11703	1.0	117.0	2.0	1.0	7	69	17	69	0								
11703	1.0	117.0	2.0	1.0	7	23	17	23	0								
11703	1.0	117.0	2.0	1.0	7	49	17	49	0								
11703	1.0	117.0	2.0	1.0	7	62	17	62	0								
11703	1.0	117.0	2.0	1.0	7	39	17	39	0		1.0						
11703	1.0	117.0	2.0	1.0	7	57	17	57	0								
11703	1.0	117.0	2.0	1.0	7	63	17	63	0								
11703	1.0	117.0	2.0	1.0	7	26	17	26	0								
11703	1.0	117.0	2.0	1.0	7	65	17	65	0								
11703	1.0	117.0	2.0	1.0	7	17	17	17	1	3	2.0	27	0				
11703	1.0	117.0	2.0	1.0	7	28	17	28	0								
11703	1.0	117.0	2.0	1.0	7	50	17	50	0								
11703	1.0	117.0	2.0	1.0	7	31	17	31	0								
11703	1.0	117.0	2.0	1.0	7	33	17	33	0								
11703	1.0	117.0	2.0	1.0	7	29	17	29	1	2	2.0	5	1	4.0	5	200	2
11703	1.0	117.0	2.0	1.0	7	54	17	54	0								
11703	1.0	117.0	2.0	1.0	7	46	17	46	0								
11703	1.0	117.0	2.0	1.0	7	38	17	38	1	3	8.0	3	1	24.0	3	150	2
11703	1.0	117.0	2.0	1.0	7	11	17	11	1	3	1.0	24	0				
11703	1.0	117.0	2.0	1.0	7	36	17	36	0								
11703	1.0	117.0	2.0	1.0	7	59	17	59	0								
11703	1.0	117.0	2.0	1.0	7	37	17	37	1	1	500.0	2	1	500.0	2	70	2
11703	1.0	117.0	2.0	1.0	7	56	17	56	0								
11703	1.0	117.0	2.0	1.0	7	44	17	44	1	1	3.0	5	1	3.0	5	30	2
11703	1.0	117.0	2.0	1.0	7	71	17	71	0								
11703	1.0	117.0	2.0	1.0	7	67	17	67	0								
11703	1.0	117.0	2.0	1.0	7	58	17	58	0								
11703	1.0	117.0	2.0	1.0	7	25	17	25	0								
11703	1.0	117.0	2.0	1.0	7	53	17	53	0								
11703	1.0	117.0	2.0	1.0	7	14	17	14	0								
11703	1.0	117.0	2.0	1.0	7	60	17	60	0								
11703	1.0	117.0	2.0	1.0	7	52	17	52	1	7	4.0	3	0				
11703	1.0	117.0	2.0	1.0	7	66	17	66	0								
11703	1.0	117.0	2.0	1.0	7	12	17	12	0								
11703	1.0	117.0	2.0	1.0	7	35	17	35	0								
11703	1.0	117.0	2.0	1.0	7	5	17	5	0								
11703	1.0	117.0	2.0	1.0	7	43	17	43	0								
11703	1.0	117.0	2.0	1.0	7	51	17	51	1	3	1.0	3	0				
11703	1.0	117.0	2.0	1.0	7	30	17	30	0								
11703	1.0	117.0	2.0	1.0	7	47	17	47	0								
11703	1.0	117.0	2.0	1.0	7	20	17	20	0								
11703	1.0	117.0	2.0	1.0	7	2	17	2	1	7	5.0	27	0				
11703	1.0	117.0	2.0	1.0	7	21	17	21	0								
11703	1.0	117.0	2.0	1.0	7	8	17	8	1	2	5.0	3	0				
11703	1.0	117.0	2.0	1.0	7	45	17	45	0								
11703	1.0	117.0	2.0	1.0	7	1	17	1	0								
11703	1.0	117.0	2.0	1.0	7	24	17	24	0								
11703	1.0	117.0	2.0	1.0	7	22	17	22	0								
11703	1.0	117.0	2.0	1.0	7	68	17	68	0								
11703	1.0	117.0	2.0	1.0	7	34	17	34	0								
11704	1.0	117.0	2.0	1.0	7	27	17	27	0								
11704	1.0	117.0	2.0	1.0	7	52	17	52	1	3	3.0	3	0				
11704	1.0	117.0	2.0	1.0	7	46	17	46	1	1	1.0	5	0				
11704	1.0	117.0	2.0	1.0	7	63	17	63	0								
11704	1.0	117.0	2.0	1.0	7	39	17	39	0		1.0						
11704	1.0	117.0	2.0	1.0	7	29	17	29	1	4	2.0	5	1	8.0	5	160	2
11704	1.0	117.0	2.0	1.0	7	30	17	30	0								
11704	1.0	117.0	2.0	1.0	7	26	17	26	0								
11704	1.0	117.0	2.0	1.0	7	12	17	12	0								
11704	1.0	117.0	2.0	1.0	7	21	17	21	0								
11704	1.0	117.0	2.0	1.0	7	25	17	25	0								
11704	1.0	117.0	2.0	1.0	7	14	17	14	0								
11704	1.0	117.0	2.0	1.0	7	56	17	56	0								
11704	1.0	117.0	2.0	1.0	7	42	17	42	0								
11704	1.0	117.0	2.0	1.0	7	48	17	48	0								
11704	1.0	117.0	2.0	1.0	7	43	17	43	0								
11704	1.0	117.0	2.0	1.0	7	32	17	32	0								
11704	1.0	117.0	2.0	1.0	7	49	17	49	0								
11704	1.0	117.0	2.0	1.0	7	41	17	41	0								
11704	1.0	117.0	2.0	1.0	7	1	17	1	0								
11704	1.0	117.0	2.0	1.0	7	70	17	70	0								
11704	1.0	117.0	2.0	1.0	7	33	17	33	0								
11704	1.0	117.0	2.0	1.0	7	24	17	24	0								
11704	1.0	117.0	2.0	1.0	7	9	17	9	0								
11704	1.0	117.0	2.0	1.0	7	20	17	20	0								
11704	1.0	117.0	2.0	1.0	7	65	17	65	0								
11704	1.0	117.0	2.0	1.0	7	59	17	59	0								
11704	1.0	117.0	2.0	1.0	7	31	17	31	0								
11704	1.0	117.0	2.0	1.0	7	13	17	13	1	2	7.0	3	0				
11704	1.0	117.0	2.0	1.0	7	11	17	11	0								
11704	1.0	117.0	2.0	1.0	7	72	17	72	1	2	2.0	28	1	1.0	1	20	1
11704	1.0	117.0	2.0	1.0	7	5	17	5	0								
11704	1.0	117.0	2.0	1.0	7	19	17	19	1	2	2.0	28	1	4.0	28	40	2
11704	1.0	117.0	2.0	1.0	7	18	17	18	0								
11704	1.0	117.0	2.0	1.0	7	64	17	64	0								
11704	1.0	117.0	2.0	1.0	7	62	17	62	0								
11704	1.0	117.0	2.0	1.0	7	69	17	69	0								
11704	1.0	117.0	2.0	1.0	7	55	17	55	1	1	1.0	3	0				
11704	1.0	117.0	2.0	1.0	7	54	17	54	0								
11704	1.0	117.0	2.0	1.0	7	8	17	8	0								
11704	1.0	117.0	2.0	1.0	7	3	17	3	0								
11704	1.0	117.0	2.0	1.0	7	60	17	60	0								
11704	1.0	117.0	2.0	1.0	7	66	17	66	0								
11704	1.0	117.0	2.0	1.0	7	35	17	35	0								
11704	1.0	117.0	2.0	1.0	7	68	17	68	0								
11704	1.0	117.0	2.0	1.0	7	50	17	50	0								
11704	1.0	117.0	2.0	1.0	7	40	17	40	0								
11704	1.0	117.0	2.0	1.0	7	38	17	38	0								
11704	1.0	117.0	2.0	1.0	7	7	17	7	0								
11704	1.0	117.0	2.0	1.0	7	57	17	57	0								
11704	1.0	117.0	2.0	1.0	7	28	17	28	0								
11704	1.0	117.0	2.0	1.0	7	47	17	47	0								
11704	1.0	117.0	2.0	1.0	7	22	17	22	0								
11704	1.0	117.0	2.0	1.0	7	45	17	45	0								
11704	1.0	117.0	2.0	1.0	7	53	17	53	0								
11704	1.0	117.0	2.0	1.0	7	37	17	37	0								
11704	1.0	117.0	2.0	1.0	7	10	17	10	0								
11704	1.0	117.0	2.0	1.0	7	67	17	67	0								
11704	1.0	117.0	2.0	1.0	7	36	17	36	0								
11704	1.0	117.0	2.0	1.0	7	2	17	2	1	7	7.0	27	0				
11704	1.0	117.0	2.0	1.0	7	58	17	58	0								
11704	1.0	117.0	2.0	1.0	7	34	17	34	0								
11704	1.0	117.0	2.0	1.0	7	17	17	17	1	1	2.0	27	0				
11704	1.0	117.0	2.0	1.0	7	23	17	23	0								
11704	1.0	117.0	2.0	1.0	7	71	17	71	0								
11704	1.0	117.0	2.0	1.0	7	15	17	15	0								
11704	1.0	117.0	2.0	1.0	7	51	17	51	1	3	1.0	3	0				
11704	1.0	117.0	2.0	1.0	7	6	17	6	0								
11704	1.0	117.0	2.0	1.0	7	4	17	4	1	2	3.5	27	0				
11704	1.0	117.0	2.0	1.0	7	61	17	61	0								
11704	1.0	117.0	2.0	1.0	7	44	17	44	1	3	3.0	5	1	9.0	5	90	2
11705	1.0	117.0	2.0	1.0	6	48	17	48	0								
11705	1.0	117.0	2.0	1.0	6	50	17	50	0								
11705	1.0	117.0	2.0	1.0	6	43	17	43	0								
11705	1.0	117.0	2.0	1.0	6	8	17	8	0								
11705	1.0	117.0	2.0	1.0	6	37	17	37	0								
11705	1.0	117.0	2.0	1.0	6	54	17	54	0								
11705	1.0	117.0	2.0	1.0	6	49	17	49	0								
11705	1.0	117.0	2.0	1.0	6	72	17	72	0								
11705	1.0	117.0	2.0	1.0	6	68	17	68	0								
11705	1.0	117.0	2.0	1.0	6	12	17	12	0								
11705	1.0	117.0	2.0	1.0	6	5	17	5	0								
11705	1.0	117.0	2.0	1.0	6	15	17	15	1	1	3.0	27	0				
11705	1.0	117.0	2.0	1.0	6	21	17	21	1	3	1.0	27	0				
11705	1.0	117.0	2.0	1.0	6	67	17	67	0								
11705	1.0	117.0	2.0	1.0	6	20	17	20	0								
11705	1.0	117.0	2.0	1.0	6	29	17	29	1	4	2.0	5	1	8.0	5	400	2
11705	1.0	117.0	2.0	1.0	6	44	17	44	1	5	1.0	5	0				
11705	1.0	117.0	2.0	1.0	6	13	17	13	1	5	15.0	3	0				
11705	1.0	117.0	2.0	1.0	6	70	17	70	0								
11705	1.0	117.0	2.0	1.0	6	56	17	56	0								
11705	1.0	117.0	2.0	1.0	6	34	17	34	0								
11705	1.0	117.0	2.0	1.0	6	14	17	14	0								
11705	1.0	117.0	2.0	1.0	6	6	17	6	1	4	4.0	27	0				
11705	1.0	117.0	2.0	1.0	6	25	17	25	0								
11705	1.0	117.0	2.0	1.0	6	63	17	63	0								
11705	1.0	117.0	2.0	1.0	6	26	17	26	0								
11705	1.0	117.0	2.0	1.0	6	47	17	47	1	4	2.0	3	1	8.0	3	320	2
11705	1.0	117.0	2.0	1.0	6	66	17	66	1	1	7.0	3	0				
11705	1.0	117.0	2.0	1.0	6	4	17	4	1	2	3.0	27	0				
11705	1.0	117.0	2.0	1.0	6	71	17	71	0								
11705	1.0	117.0	2.0	1.0	6	42	17	42	1	2	2.0	27	0				
11705	1.0	117.0	2.0	1.0	6	32	17	32	0								
11705	1.0	117.0	2.0	1.0	6	23	17	23	1	1	3.0	3	0				
11705	1.0	117.0	2.0	1.0	6	7	17	7	0								
11705	1.0	117.0	2.0	1.0	6	40	17	40	0								
11705	1.0	117.0	2.0	1.0	6	41	17	41	0								
11705	1.0	117.0	2.0	1.0	6	38	17	38	1	6	5.0	3	0				
11705	1.0	117.0	2.0	1.0	6	27	17	27	0								
11705	1.0	117.0	2.0	1.0	6	28	17	28	0								
11705	1.0	117.0	2.0	1.0	6	22	17	22	0								
11705	1.0	117.0	2.0	1.0	6	52	17	52	1	4	3.0	3	0				
11705	1.0	117.0	2.0	1.0	6	2	17	2	1	7	4.0	27	0				
11705	1.0	117.0	2.0	1.0	6	36	17	36	0								
11705	1.0	117.0	2.0	1.0	6	61	17	61	0								
11705	1.0	117.0	2.0	1.0	6	69	17	69	0								
11705	1.0	117.0	2.0	1.0	6	18	17	18	0								
11705	1.0	117.0	2.0	1.0	6	53	17	53	0								
11705	1.0	117.0	2.0	1.0	6	46	17	46	0								
11705	1.0	117.0	2.0	1.0	6	19	17	19	1	4	2.0	28	1	8.0	28	320	2
11705	1.0	117.0	2.0	1.0	6	58	17	58	0								
11705	1.0	117.0	2.0	1.0	6	51	17	51	1	3	2.0	3	0				
11705	1.0	117.0	2.0	1.0	6	64	17	64	0								
11705	1.0	117.0	2.0	1.0	6	55	17	55	0								
11705	1.0	117.0	2.0	1.0	6	31	17	31	1	2	1.0	3	0				
11705	1.0	117.0	2.0	1.0	6	62	17	62	0								
11705	1.0	117.0	2.0	1.0	6	65	17	65	0								
11705	1.0	117.0	2.0	1.0	6	60	17	60	0								
11705	1.0	117.0	2.0	1.0	6	35	17	35	0								
11705	1.0	117.0	2.0	1.0	6	1	17	1	0								
11705	1.0	117.0	2.0	1.0	6	10	17	10	0								
11705	1.0	117.0	2.0	1.0	6	33	17	33	0								
11705	1.0	117.0	2.0	1.0	6	30	17	30	0								
11705	1.0	117.0	2.0	1.0	6	45	17	45	0								
11705	1.0	117.0	2.0	1.0	6	3	17	3	0								
11705	1.0	117.0	2.0	1.0	6	59	17	59	0								
11705	1.0	117.0	2.0	1.0	6	9	17	9	0								
11705	1.0	117.0	2.0	1.0	6	39	17	39	0		1.0						
11705	1.0	117.0	2.0	1.0	6	17	17	17	0								
11705	1.0	117.0	2.0	1.0	6	57	17	57	0								
11705	1.0	117.0	2.0	1.0	6	11	17	11	0								
11705	1.0	117.0	2.0	1.0	6	24	17	24	0								
11706	1.0	117.0	2.0	1.0	5	40	17	40	0								
11706	1.0	117.0	2.0	1.0	5	71	17	71	0								
11706	1.0	117.0	2.0	1.0	5	14	17	14	0								
11706	1.0	117.0	2.0	1.0	5	67	17	67	0								
11706	1.0	117.0	2.0	1.0	5	52	17	52	1	3	4.0	3	1	6.0	3	20	2
11706	1.0	117.0	2.0	1.0	5	39	17	39	0		1.0						
11706	1.0	117.0	2.0	1.0	5	1	17	1	1	1	0.5	27	0				
11706	1.0	117.0	2.0	1.0	5	22	17	22	0								
11706	1.0	117.0	2.0	1.0	5	26	17	26	0								
11706	1.0	117.0	2.0	1.0	5	3	17	3	1	2	1.0	3	0				
11706	1.0	117.0	2.0	1.0	5	58	17	58	0								
11706	1.0	117.0	2.0	1.0	5	63	17	63	0								
11706	1.0	117.0	2.0	1.0	5	53	17	53	0								
11706	1.0	117.0	2.0	1.0	5	31	17	31	0								
11706	1.0	117.0	2.0	1.0	5	11	17	11	1	1	5.0	3	0				
11706	1.0	117.0	2.0	1.0	5	29	17	29	1	1	3.0	5	1	3.0	5	150	2
11706	1.0	117.0	2.0	1.0	5	8	17	8	0								
11706	1.0	117.0	2.0	1.0	5	10	17	10	0								
11706	1.0	117.0	2.0	1.0	5	54	17	54	1	2	3.0	3	0				
11706	1.0	117.0	2.0	1.0	5	17	17	17	0								
11706	1.0	117.0	2.0	1.0	5	42	17	42	0								
11706	1.0	117.0	2.0	1.0	5	43	17	43	0								
11706	1.0	117.0	2.0	1.0	5	13	17	13	1	1	3.0	3	0				
11706	1.0	117.0	2.0	1.0	5	7	17	7	0								
11706	1.0	117.0	2.0	1.0	5	47	17	47	0								
11706	1.0	117.0	2.0	1.0	5	37	17	37	1	1	1.5	1	1	0.5	1	120	2
11706	1.0	117.0	2.0	1.0	5	5	17	5	0								
11706	1.0	117.0	2.0	1.0	5	18	17	18	0								
11706	1.0	117.0	2.0	1.0	5	56	17	56	0								
11706	1.0	117.0	2.0	1.0	5	45	17	45	0								
11706	1.0	117.0	2.0	1.0	5	36	17	36	1	2	0.5	1	1	1.0	1	250	2
11706	1.0	117.0	2.0	1.0	5	48	17	48	0								
11706	1.0	117.0	2.0	1.0	5	68	17	68	0								
11706	1.0	117.0	2.0	1.0	5	32	17	32	0								
11706	1.0	117.0	2.0	1.0	5	21	17	21	1	1	1.0	27	0				
11706	1.0	117.0	2.0	1.0	5	51	17	51	1	3	2.0	5	1	4.0	3	20	2
11706	1.0	117.0	2.0	1.0	5	57	17	57	0								
11706	1.0	117.0	2.0	1.0	5	23	17	23	0								
11706	1.0	117.0	2.0	1.0	5	27	17	27	0								
11706	1.0	117.0	2.0	1.0	5	46	17	46	0								
11706	1.0	117.0	2.0	1.0	5	33	17	33	0								
11706	1.0	117.0	2.0	1.0	5	28	17	28	0								
11706	1.0	117.0	2.0	1.0	5	49	17	49	0								
11706	1.0	117.0	2.0	1.0	5	25	17	25	0								
11706	1.0	117.0	2.0	1.0	5	44	17	44	1	1	4.0	5	1	5.0	5	40	2
11706	1.0	117.0	2.0	1.0	5	38	17	38	0								
11706	1.0	117.0	2.0	1.0	5	66	17	66	1	1	5.0	3	0				
11706	1.0	117.0	2.0	1.0	5	69	17	69	0								
11706	1.0	117.0	2.0	1.0	5	41	17	41	0								
11706	1.0	117.0	2.0	1.0	5	30	17	30	0								
11706	1.0	117.0	2.0	1.0	5	64	17	64	0								
11706	1.0	117.0	2.0	1.0	5	15	17	15	0								
11706	1.0	117.0	2.0	1.0	5	9	17	9	1	2	2.0	3	0				
11706	1.0	117.0	2.0	1.0	5	65	17	65	0								
11706	1.0	117.0	2.0	1.0	5	72	17	72	0								
11706	1.0	117.0	2.0	1.0	5	50	17	50	0								
11706	1.0	117.0	2.0	1.0	5	34	17	34	0								
11706	1.0	117.0	2.0	1.0	5	59	17	59	0								
11706	1.0	117.0	2.0	1.0	5	12	17	12	0								
11706	1.0	117.0	2.0	1.0	5	4	17	4	1	2	4.0	27	0				
11706	1.0	117.0	2.0	1.0	5	24	17	24	0								
11706	1.0	117.0	2.0	1.0	5	70	17	70	0								
11706	1.0	117.0	2.0	1.0	5	19	17	19	1	4	1.0	28	1	1.0	27	100	2
11706	1.0	117.0	2.0	1.0	5	60	17	60	0								
11706	1.0	117.0	2.0	1.0	5	62	17	62	0								
11706	1.0	117.0	2.0	1.0	5	20	17	20	0								
11706	1.0	117.0	2.0	1.0	5	2	17	2	1	7	4.0	27	0				
11706	1.0	117.0	2.0	1.0	5	55	17	55	1	1	1.0	3	0				
11706	1.0	117.0	2.0	1.0	5	35	17	35	0								
11706	1.0	117.0	2.0	1.0	5	61	17	61	1	1	2.0	3	1	2.0	3	40	2
11706	1.0	117.0	2.0	1.0	5	6	17	6	0								
11707	1.0	117.0	2.0	1.0	7	72	17	72	1	6	0.5	27	1	1.0	1	120	2
11707	1.0	117.0	2.0	1.0	7	8	17	8	1	1	7.0	3	0				
11707	1.0	117.0	2.0	1.0	7	44	17	44	1	1	2.0	5	0				
11707	1.0	117.0	2.0	1.0	7	5	17	5	0								
11707	1.0	117.0	2.0	1.0	7	59	17	59	0								
11707	1.0	117.0	2.0	1.0	7	55	17	55	1	2	2.0	3	0				
11707	1.0	117.0	2.0	1.0	7	2	17	2	1	7	5.0	27	0				
11707	1.0	117.0	2.0	1.0	7	45	17	45	0								
11707	1.0	117.0	2.0	1.0	7	60	17	60	0								
11707	1.0	117.0	2.0	1.0	7	68	17	68	0								
11707	1.0	117.0	2.0	1.0	7	53	17	53	0								
11707	1.0	117.0	2.0	1.0	7	61	17	61	1	2	6.0	3	1	12.0	3	140	2
11707	1.0	117.0	2.0	1.0	7	42	17	42	1	3	1.0	27	0				
11707	1.0	117.0	2.0	1.0	7	10	17	10	0								
11707	1.0	117.0	2.0	1.0	7	70	17	70	0								
11707	1.0	117.0	2.0	1.0	7	43	17	43	0								
11707	1.0	117.0	2.0	1.0	7	25	17	25	0								
11707	1.0	117.0	2.0	1.0	7	52	17	52	1	7	3.0	3	1	2.0	5	80	2
11707	1.0	117.0	2.0	1.0	7	19	17	19	1	7	0.5	28	1	1.0	4	55	1
11707	1.0	117.0	2.0	1.0	7	24	17	24	0								
11707	1.0	117.0	2.0	1.0	7	37	17	37	0								
11707	1.0	117.0	2.0	1.0	7	29	17	29	1	1	1.0	5	1	1.0	5	50	2
11707	1.0	117.0	2.0	1.0	7	18	17	18	0								
11707	1.0	117.0	2.0	1.0	7	48	17	48	0								
11707	1.0	117.0	2.0	1.0	7	47	17	47	0								
11707	1.0	117.0	2.0	1.0	7	71	17	71	0								
11707	1.0	117.0	2.0	1.0	7	20	17	20	0								
11707	1.0	117.0	2.0	1.0	7	67	17	67	0								
11707	1.0	117.0	2.0	1.0	7	62	17	62	0								
11707	1.0	117.0	2.0	1.0	7	12	17	12	0								
11707	1.0	117.0	2.0	1.0	7	23	17	23	0								
11707	1.0	117.0	2.0	1.0	7	57	17	57	0								
11707	1.0	117.0	2.0	1.0	7	65	17	65	0								
11707	1.0	117.0	2.0	1.0	7	64	17	64	0								
11707	1.0	117.0	2.0	1.0	7	36	17	36	0								
