district	village	villno	strno	group	hhid	codigo	c02	c03	c04	c05	c06	c07	c08	c09
1	17	117.0	1.0	2.0	11763	104	2	3	14	2	1	1	0	1
1	17	117.0	1.0	2.0	11763	105	1	3	10	1	1	0	1	1
1	17	117.0	1.0	2.0	11763	106	1	3	7	1	1	1	0	0
1	17	117.0	1.0	2.0	11763	107	2	3	6	1	1	0	0	0
1	17	117.0	1.0	2.0	11764	101	1	1	999	2	2		1	2
1	17	117.0	1.0	2.0	11764	102	2	2	20	3	2	0	0	0
1	17	117.0	1.0	2.0	11764	103	2	14	40	3	3		0	0
1	17	117.0	1.0	2.0	11764	104	2	10	22	3	2	0	0	3
1	17	117.0	1.0	2.0	11764	105	2	10	17	3	2	0	1	3
1	17	117.0	1.0	2.0	11764	106	2	10	15	2	1	1	1	4
1	17	117.0	1.0	2.0	11764	107	1	10	12	2	1	1	1	3
1	17	117.0	1.0	2.0	11764	108	2	10	10	3	1	1	0	1
1	17	117.0	1.0	2.0	11764	109	2	10	7	3	1	1	0	0
1	17	117.0	1.0	2.0	11764	110	1	14	999	1	2		1	5
1	17	117.0	1.0	2.0	11766	101	2	1	32	1	2		1	2
1	17	117.0	1.0	2.0	11766	102	1	3	11	3	1	1	1	3
1	17	117.0	1.0	2.0	11766	103	1	2	8	3	1	1	0	0
1	17	117.0	1.0	2.0	11767	101	1	1	47	3	2		0	1
1	17	117.0	1.0	2.0	11767	102	2	2	44	3	2		0	0
1	17	117.0	1.0	2.0	11767	103	1	3	13	2	1	1	0	2
1	17	117.0	1.0	2.0	11767	104	1	3	10	3	1	1	0	0
1	17	117.0	1.0	2.0	11767	105	2	3	8	3	1	0	0	0
1	17	117.0	1.0	2.0	11767	106	1	3	6	3	1	0	0	0
1	17	117.0	1.0	2.0	11768	101	1	1	39	1	3		1	4
1	17	117.0	1.0	2.0	11768	102	2	2	24	3	3	0	0	0
1	17	117.0	1.0	2.0	11768	103	2	14	11	3	1	1	0	1
1	17	117.0	1.0	2.0	11768	104	1	14	9	3	1	1	0	1
1	17	117.0	1.0	2.0	11769	101	1	1	37	3	3		0	1
1	17	117.0	1.0	2.0	11769	102	2	2	34	3	3		0	0
1	17	117.0	1.0	2.0	11769	103	1	3	12	3	1	1	1	4
1	17	117.0	1.0	2.0	11769	104	2	3	10	3	1	1	0	2
1	17	117.0	1.0	2.0	11769	105	2	3	7	3	1	1	0	0
1	18	118.0	1.0	1.0	11851	101	1	1	30	2	2	0	1	5
1	18	118.0	1.0	1.0	11851	102	2	2	24	3	2	0	0	0
1	18	118.0	1.0	1.0	11852	101	1	1	33	2	2		1	2
1	18	118.0	1.0	1.0	11852	102	2	2	20	3	2	0	0	0
1	18	118.0	1.0	1.0	11852	103	1	3	9	3	1	1	0	0
1	18	118.0	1.0	1.0	11852	104	2	3	7	3	1	1	0	0
1	18	118.0	1.0	1.0	11853	101	1	1	40	2	3		1	2
1	18	118.0	1.0	1.0	11853	102	2	2	33	3	3		0	0
1	18	118.0	1.0	1.0	11853	103	1	3	5	3	1	0	0	0
1	18	118.0	1.0	1.0	11860	101	1	1	999	3	2		0	0
1	18	118.0	1.0	1.0	11860	102	2	2	999	3	2		0	0
1	18	118.0	1.0	1.0	11860	103	1	3	19	3	1	0	1	3
1	18	118.0	1.0	1.0	11860	104	1	3	10	3	1	1	0	0
1	18	118.0	1.0	1.0	11860	105	1	3	8	3	1	0	0	0
1	18	118.0	1.0	1.0	11861	101	1	1	999	3	2		0	0
1	18	118.0	1.0	1.0	11861	102	2	2	28	1	2	0	0	5
1	18	118.0	1.0	1.0	11861	103	1	3	12	3	1	1	0	1
1	18	118.0	1.0	1.0	11861	104	2	3	10	3	1	1	0	1
1	18	118.0	1.0	1.0	11861	105	1	3	7	3	1	0	1	0
1	18	118.0	1.0	1.0	11862	101	1	1	36	3	2		1	3
1	18	118.0	1.0	1.0	11862	102	2	2	34	2	2		1	1
1	18	118.0	1.0	1.0	11862	103	1	3	11	3	1	0	0	2
1	18	118.0	1.0	1.0	11862	104	2	3	8	3	1	0	0	0
1	18	118.0	1.0	1.0	11862	105	2	3	6	3	1	0	0	0
1	18	118.0	1.0	1.0	11863	101	1	1	26	2	3	0	1	4
1	18	118.0	1.0	1.0	11863	102	2	2	23	3	3	0	0	2
1	18	118.0	1.0	1.0	11863	103	2	3	6	3	1	1	0	0
1	18	118.0	1.0	1.0	11864	101	1	1	35	2	2		0	0
1	18	118.0	1.0	1.0	11864	102	2	2	25	3	2	0	0	0
1	18	118.0	1.0	1.0	11864	103	2	3	10	3	1	1	0	0
1	18	118.0	1.0	1.0	11864	104	2	3	8	3	1	1	0	1
1	18	118.0	1.0	1.0	11864	105	2	3	6	3	1	0	0	0
1	18	118.0	1.0	1.0	11865	101	1	1	39	3	2		1	12
1	18	118.0	1.0	1.0	11865	102	2	2	34	3	2		0	2
1	18	118.0	1.0	1.0	11865	103	1	3	12	3	1	1	0	1
1	18	118.0	1.0	1.0	11865	104	2	3	10	3	1	1	0	1
1	18	118.0	1.0	1.0	11865	105	2	3	8	3	1	1	0	0
1	18	118.0	1.0	1.0	11866	101	2	1	22	3	1	0	0	0
1	18	118.0	1.0	1.0	11866	102	1	7	19	2	1	0	1	4
1	18	118.0	1.0	1.0	11867	101	1	1	999	1	3		0	0
1	18	118.0	1.0	1.0	11867	102	2	2	999	1	3		1	6
1	18	118.0	1.0	1.0	11867	103	1	3	12	3	1	0	0	0
1	18	118.0	1.0	1.0	11867	104	1	3	9	3	1	1	0	0
1	18	118.0	1.0	1.0	11868	101	1	1	45	2	2		1	3
1	18	118.0	1.0	1.0	11868	102	2	2	30	3	2	0	0	0
1	18	118.0	1.0	1.0	11868	103	1	3	19	2	1	0	1	6
1	18	118.0	1.0	1.0	11868	104	1	3	16	2	1	0	0	4
1	18	118.0	1.0	1.0	11868	105	2	3	13	3	1	0	0	1
1	18	118.0	1.0	1.0	11868	106	1	3	9	3	1	1	1	2
1	18	118.0	1.0	1.0	11868	107	1	3	7	3	1	1	0	1
1	18	118.0	1.0	1.0	11868	108	2	7	5	3	1	0	0	0
1	18	118.0	1.0	1.0	11868	109	1	7	17	2	1	0	1	6
1	18	118.0	1.0	1.0	11869	101	1	1	22	3	2	0	1	6
1	18	118.0	1.0	1.0	11869	102	2	2	22	3	2	0	0	0
1	18	118.0	1.0	1.0	11870	101	1	1	27	3	2	0	1	3
1	18	118.0	1.0	1.0	11870	102	2	2	999	3	2		0	0
1	18	118.0	1.0	1.0	11870	103	2	3	9	3	1	1	0	0
1	18	118.0	1.0	1.0	11871	101	1	1	27	1	2	0	1	2
1	18	118.0	1.0	1.0	11871	102	2	2	25	1	2	0	1	3
1	18	118.0	1.0	1.0	11871	103	2	3	11	3	1	1	0	0
1	18	118.0	1.0	1.0	11871	104	2	3	7	3	1	0	0	0
1	18	118.0	1.0	1.0	11871	105	1	3	5	3	1	0	0	0
1	18	118.0	1.0	1.0	11872	101	1	1	999	3	3		1	5
1	18	118.0	1.0	1.0	11872	102	2	2	32	3	3		0	2
1	18	118.0	1.0	1.0	11872	103	1	3	7	3	1	1	1	0
1	18	118.0	1.0	1.0	11872	104	2	3	5	3	1	0	0	0
2	1	201.0	2.0	3.0	20150	101	1	1	42	2	2		0	0
2	1	201.0	2.0	3.0	20150	102	2	2	33	2	2		0	0
2	1	201.0	2.0	3.0	20151	101	1	1	24	2	2	0	1	4
2	1	201.0	2.0	3.0	20151	102	2	2	21	2	2	0	0	1
2	1	201.0	2.0	3.0	20153	101	1	1	34	1	2		1	3
2	1	201.0	2.0	3.0	20153	102	2	2	29	3	2	0	0	0
2	1	201.0	2.0	3.0	20153	103	1	3	6	3	1	1	0	0
2	2	202.0	2.0	3.0	20250	101	1	1	41	1	3		1	5
2	2	202.0	2.0	3.0	20250	102	2	2	37	2	3		1	5
2	2	202.0	2.0	3.0	20250	103	2	3	17	1	1	1	1	5
2	2	202.0	2.0	3.0	20250	104	1	3	14	1	1	1	1	3
2	2	202.0	2.0	3.0	20250	105	1	3	12	1	1	1	1	3
2	2	202.0	2.0	3.0	20250	106	2	3	7	2	1	1	0	1
2	2	202.0	2.0	3.0	20251	101	2	1	54	1	6		1	5
2	2	202.0	2.0	3.0	20251	102	2	6	63	3	6		0	0
2	2	202.0	2.0	3.0	20251	103	2	3	23	1	2	0	1	4
2	2	202.0	2.0	3.0	20251	104	1	4	36	1	2		1	5
2	2	202.0	2.0	3.0	20251	105	2	3	27	1	2	0	1	4
2	2	202.0	2.0	3.0	20251	106	1	3	7	2	1	1	0	1
2	3	203.0	2.0	2.0	20350	101	1	1	35	1	3		1	2
2	3	203.0	2.0	2.0	20350	102	2	2	32	2	3		0	1
2	3	203.0	2.0	2.0	20350	103	2	2	13	1	1	1	1	3
2	3	203.0	2.0	2.0	20350	104	2	3	10	2	1	1	0	1
2	3	203.0	2.0	2.0	20350	105	2	3	7	2	1	1	0	0
2	3	203.0	2.0	2.0	20351	101	1	1	48	2	3		1	4
2	3	203.0	2.0	2.0	20351	102	2	2	45	2	3		1	2
2	3	203.0	2.0	2.0	20351	103	1	3	8	3	1	1	0	0
2	3	203.0	2.0	2.0	20351	104	1	3	8	3	1	1	1	1
2	3	203.0	2.0	2.0	20351	105	1	3	17	1	1	1	1	5
2	3	203.0	2.0	2.0	20351	106	1	3	14	1	1	1	1	3
2	3	203.0	2.0	2.0	20351	107	2	3	20	1	1	0	1	5
2	3	203.0	2.0	2.0	20352	101	1	2	999	3	1		0	0
2	3	203.0	2.0	2.0	20352	102	2	1	19	2	5	1	0	4
2	3	203.0	2.0	2.0	20360	101	1	1	32	1	3		1	3
2	3	203.0	2.0	2.0	20360	102	2	2	23	1	3	1	0	2
2	3	203.0	2.0	2.0	20360	103	1	3	18	1	5	1	1	6
2	3	203.0	2.0	2.0	20360	104	1	3	16	1	1	1	1	5
2	3	203.0	2.0	2.0	20360	105	2	3	15	1	1	1	0	4
2	3	203.0	2.0	2.0	20360	106	2	3	12	1	1	1	0	3
2	3	203.0	2.0	2.0	20360	107	2	3	10	1	1	1	0	1
2	3	203.0	2.0	2.0	20361	101	1	1	22	2	2	0	1	3
2	3	203.0	2.0	2.0	20361	102	2	2	20	2	2	0	0	2
2	3	203.0	2.0	2.0	20362	101	1	1	44	1	2		1	4
2	3	203.0	2.0	2.0	20362	102	2	2	38	1	2		1	1
2	3	203.0	2.0	2.0	20362	103	1	3	13	2	1	1	1	5
2	3	203.0	2.0	2.0	20362	104	1	3	10	1	1	1	0	1
2	3	203.0	2.0	2.0	20362	105	2	3	8	2	1	1	0	1
2	3	203.0	2.0	2.0	20362	106	2	3	6	2	1	1	0	0
2	3	203.0	2.0	2.0	20363	101	2	1	23	1	5	1	0	1
2	3	203.0	2.0	2.0	20363	102	2	7	18	1	1	1	1	4
2	3	203.0	2.0	2.0	20363	103	2	3	6	3	1	1	0	0
2	3	203.0	2.0	2.0	20364	101	1	1	54	1	3		1	2
2	3	203.0	2.0	2.0	20364	102	2	2	48	2	3		0	0
2	3	203.0	2.0	2.0	20364	103	2	3	16	2	1	1	1	4
2	3	203.0	2.0	2.0	20364	104	2	3	13	2	1	1	1	3
2	3	203.0	2.0	2.0	20364	105	1	3	10	2	1	1	0	0
2	3	203.0	2.0	2.0	20364	106	1	3	8	2	1	1	0	0
2	3	203.0	2.0	2.0	20365	101	1	1	40	2	3		0	3
2	3	203.0	2.0	2.0	20365	102	2	2	39	2	3		0	2
2	3	203.0	2.0	2.0	20365	103	2	3	19	2	2	1	1	5
2	3	203.0	2.0	2.0	20365	104	2	3	17	1	1	1	1	5
2	3	203.0	2.0	2.0	20365	105	2	3	13	1	1	1	1	4
2	3	203.0	2.0	2.0	20365	106	2	3	11	1	1	1	1	4
2	3	203.0	2.0	2.0	20365	107	1	3	9	1	1	1	1	3
2	3	203.0	2.0	2.0	20365	108	1	3	5	1	1	0	0	0
2	3	203.0	2.0	2.0	20366	101	1	1	46	1	2		1	7
2	3	203.0	2.0	2.0	20366	102	2	2	42	1	2		1	4
2	3	203.0	2.0	2.0	20366	103	2	2	18	1	1	0	1	7
2	3	203.0	2.0	2.0	20366	104	2	3	12	1	1	1	1	4
2	3	203.0	2.0	2.0	20366	105	1	3	8	1	1	1	1	2
2	3	203.0	2.0	2.0	20366	106	2	3	6	1	1	0	0	0
2	3	203.0	2.0	2.0	20367	101	1	1	37	1	2		0	2
2	3	203.0	2.0	2.0	20367	102	2	2	32	3	2		0	0
2	3	203.0	2.0	2.0	20367	103	1	3	14	1	1	1	1	5
2	3	203.0	2.0	2.0	20367	104	1	3	11	1	1	1	1	4
2	3	203.0	2.0	2.0	20367	105	2	3	10	1	1	1	1	3
2	3	203.0	2.0	2.0	20367	106	2	3	8	2	1	1	1	1
2	3	203.0	2.0	2.0	20368	101	1	1	999	2	3		1	3
2	3	203.0	2.0	2.0	20368	102	2	2	24	2	3	0	0	2
2	3	203.0	2.0	2.0	20368	103	1	8	11	2	1	1	0	3
2	3	203.0	2.0	2.0	20369	101	1	1	40	1	3		0	2
2	3	203.0	2.0	2.0	20369	102	2	2	35	1	3		1	3
2	3	203.0	2.0	2.0	20369	103	1	3	16	1	1	1	1	6
2	3	203.0	2.0	2.0	20369	104	1	3	14	1	1	1	1	4
2	3	203.0	2.0	2.0	20369	105	2	3	11	1	1	1	0	2
2	3	203.0	2.0	2.0	20369	106	1	3	9	2	1	1	0	0
2	4	204.0	2.0	2.0	20450	101	2	1	41	2	2		0	2
2	4	204.0	2.0	2.0	20450	102	2	3	12	2	1	1	0	3
2	4	204.0	2.0	2.0	20450	103	2	3	9	3	1	1	0	3
2	4	204.0	2.0	2.0	20450	104	2	3	7	3	1	1	0	0
2	4	204.0	2.0	2.0	20450	105	1	3	14	2	1	1	1	5
2	4	204.0	2.0	2.0	20451	101	1	1	23	1	1	0	0	4
2	4	204.0	2.0	2.0	20451	102	2	2	19	3	3	0	0	0
2	4	204.0	2.0	2.0	20452	101	1	1	49	1	3		1	1
2	4	204.0	2.0	2.0	20452	102	2	2	999	2	3		0	0
2	4	204.0	2.0	2.0	20452	103	2	3	12	2	1	1	1	3
2	4	204.0	2.0	2.0	20452	104	2	3	10	2	1	1	0	2
2	4	204.0	2.0	2.0	20452	105	1	3	8	2	1	1	0	0
2	4	204.0	2.0	2.0	20460	101	1	1	37	1	2		1	5
2	4	204.0	2.0	2.0	20460	102	2	2	30	2	2	0	0	0
2	4	204.0	2.0	2.0	20461	101	1	1	999	1	4		1	0
2	4	204.0	2.0	2.0	20461	102	2	2	34	2	2		0	2
2	4	204.0	2.0	2.0	20461	103	1	3	12	2	1	1	1	4
2	4	204.0	2.0	2.0	20461	104	1	3	7	2	1	1	0	0
2	4	204.0	2.0	2.0	20462	101	1	1	33	1	3		1	5
2	4	204.0	2.0	2.0	20462	102	2	2	20	1	3	0	0	2
2	4	204.0	2.0	2.0	20463	101	1	1	42	2	2		0	0
2	4	204.0	2.0	2.0	20463	102	2	2	38	2	2		0	1
2	4	204.0	2.0	2.0	20463	103	2	3	12	3	1	0	0	2
2	4	204.0	2.0	2.0	20463	104	2	3	9	3	1	1	0	1
2	4	204.0	2.0	2.0	20463	105	1	6	6	3	1	1	0	0
2	4	204.0	2.0	2.0	20464	101	1	1	25	3	2	0	0	1
2	4	204.0	2.0	2.0	20464	102	2	2	24	3	2	0	0	0
2	4	204.0	2.0	2.0	20464	103	1	3	6	3	1	1	0	1
2	4	204.0	2.0	2.0	20464	104	1	10	5	3	1	0	0	0
2	4	204.0	2.0	2.0	20465	101	1	1	25	1	1	0	1	7
2	4	204.0	2.0	2.0	20465	102	2	2	19	2	2	0	0	0
2	4	204.0	2.0	2.0	20466	101	1	1	28	1	2	0	1	3
2	4	204.0	2.0	2.0	20466	102	2	2	27	2	2	0	0	1
2	4	204.0	2.0	2.0	20466	103	2	3	9	2	1	1	0	2
2	4	204.0	2.0	2.0	20466	104	2	3	6	3	1	0	0	0
2	4	204.0	2.0	2.0	20467	101	1	1	26	2	2	0	0	2
2	4	204.0	2.0	2.0	20467	102	2	2	24	3	2	0	0	2
2	4	204.0	2.0	2.0	20467	103	2	3	6	3	1	0	0	0
2	4	204.0	2.0	2.0	20468	101	1	1	40	1	3		1	4
2	4	204.0	2.0	2.0	20468	102	2	2	32	2	3		0	1
2	4	204.0	2.0	2.0	20468	103	1	3	13	3	1	1	0	3
2	4	204.0	2.0	2.0	20468	104	1	3	7	3	1	1	0	0
2	4	204.0	2.0	2.0	20469	101	1	1	23	2	2	1	1	4
2	4	204.0	2.0	2.0	20469	102	2	2	20	2	2	1	0	2
2	5	205.0	2.0	1.0	20550	101	1	1	29	2	2	0	0	0
2	5	205.0	2.0	1.0	20550	102	2	2	22	3	2	0	0	0
2	5	205.0	2.0	1.0	20551	101	1	1	22	1	2	0	1	4
2	5	205.0	2.0	1.0	20551	102	2	2	19	1	2	0	0	1
2	5	205.0	2.0	1.0	20552	101	1	1	28	1	3	0	1	6
2	5	205.0	2.0	1.0	20552	102	2	2	22	2	3	0	1	5
2	5	205.0	2.0	1.0	20560	101	1	1	21	1	3	0	1	4
2	5	205.0	2.0	1.0	20560	102	2	2	20	1	3	0	1	8
2	5	205.0	2.0	1.0	20561	101	1	1	29	2	3	1	1	2
2	5	205.0	2.0	1.0	20561	102	2	2	28	3	3	0	1	1
2	5	205.0	2.0	1.0	20561	103	1	3	6	3	1	0	0	0
2	5	205.0	2.0	1.0	20562	101	1	1	999	3	3		0	0
2	5	205.0	2.0	1.0	20562	102	2	2	999	3	3		0	0
2	5	205.0	2.0	1.0	20562	103	2	3	17	2	5	1	0	3
2	5	205.0	2.0	1.0	20563	101	2	1	30	2	5	0	0	0
2	5	205.0	2.0	1.0	20563	102	2	3	13	2	1	1	1	3
2	5	205.0	2.0	1.0	20563	103	1	3	10	2	1	0	0	2
2	5	205.0	2.0	1.0	20563	104	1	3	8	2	1	1	0	2
2	5	205.0	2.0	1.0	20564	101	1	1	29	1	2	0	1	4
2	5	205.0	2.0	1.0	20564	102	2	2	27	3	2	0	0	0
2	5	205.0	2.0	1.0	20564	103	2	3	19	2	2	0	0	0
2	5	205.0	2.0	1.0	20564	104	2	3	9	2	1	1	0	1
2	5	205.0	2.0	1.0	20564	105	1	3	6	3	1	0	0	0
2	5	205.0	2.0	1.0	20565	101	1	1	20	2	2	1	0	3
2	5	205.0	2.0	1.0	20565	102	2	2	19	2	2	1	0	3
2	5	205.0	2.0	1.0	20566	101	1	1	39	1	2		1	5
2	5	205.0	2.0	1.0	20566	102	2	2	27	2	2	0	0	1
2	5	205.0	2.0	1.0	20566	103	2	3	8	2	1	1	0	0
2	5	205.0	2.0	1.0	20566	104	1	3	6	3	1	1	0	0
2	5	205.0	2.0	1.0	20567	101	1	1	38	3	2		0	0
2	5	205.0	2.0	1.0	20567	102	2	2	40	3	2		0	0
2	5	205.0	2.0	1.0	20567	103	2	3	11	1	1	1	1	2
2	5	205.0	2.0	1.0	20567	104	1	3	6	3	1	1	0	1
2	5	205.0	2.0	1.0	20568	101	1	1	63	2	3		1	1
2	5	205.0	2.0	1.0	20568	102	2	2	45	3	3		0	0
2	5	205.0	2.0	1.0	20568	103	2	3	18	1	1	1	1	6
2	5	205.0	2.0	1.0	20568	104	1	3	15	3	1	0	0	0
2	5	205.0	2.0	1.0	20568	105	1	3	11	3	1	1	0	3
2	5	205.0	2.0	1.0	20568	106	2	3	7	3	1	1	0	1
2	5	205.0	2.0	1.0	20569	101	1	1	46	1	3		1	5
2	5	205.0	2.0	1.0	20569	102	2	2	39	2	3		0	3
2	5	205.0	2.0	1.0	20569	103	2	3	1	2	1	1	1	3
2	5	205.0	2.0	1.0	20569	104	2	3	8	2	1	1	0	0
2	6	206.0	2.0	1.0	20650	101	1	1	999	1	3		1	0
2	6	206.0	2.0	1.0	20650	102	2	2	20	2	3	0	1	4
2	6	206.0	2.0	1.0	20651	101	1	1	34	1	2		1	4
2	6	206.0	2.0	1.0	20651	102	2	2	30	2	2	0	0	2
2	6	206.0	2.0	1.0	20651	103	1	3	11	2	1	1	1	3
2	6	206.0	2.0	1.0	20651	104	2	3	9	2	1	1	0	0
2	6	206.0	2.0	1.0	20651	105	2	3	7	3	1	0	0	0
2	6	206.0	2.0	1.0	20660	101	1	1	28	1	3	0	1	4
2	6	206.0	2.0	1.0	20660	102	2	2	27	2	3	0	0	0
2	6	206.0	2.0	1.0	20660	103	1	3	18	2	1	0	0	1
2	6	206.0	2.0	1.0	20660	104	2	3	12	2	1	1	1	4
2	6	206.0	2.0	1.0	20660	105	2	3	10	2	1	1	1	3
2	6	206.0	2.0	1.0	20660	106	1	3	8	2	1	1	0	1
2	6	206.0	2.0	1.0	20661	101	1	1	26	1	3	0	1	5
2	6	206.0	2.0	1.0	20661	102	2	2	23	1	3	0	1	4
2	6	206.0	2.0	1.0	20662	101	1	1	28	1	2	0	1	5
2	6	206.0	2.0	1.0	20662	102	2	2	20	1	2	0	1	6
2	6	206.0	2.0	1.0	20663	101	1	1	45	1	2		0	0
2	6	206.0	2.0	1.0	20663	102	2	2	36	1	2		0	0
2	6	206.0	2.0	1.0	20663	103	1	3	6	1	1	1	1	2
2	6	206.0	2.0	1.0	20663	104	1	3	10	1	1	1	1	4
2	6	206.0	2.0	1.0	20664	101	1	1	22	1	2	0	1	4
2	6	206.0	2.0	1.0	20664	102	2	2	20	2	2	0	1	4
2	6	206.0	2.0	1.0	20665	101	1	1	30	1	2	0	1	4
2	6	206.0	2.0	1.0	20665	102	2	2	26	1	2	0	1	4
2	6	206.0	2.0	1.0	20665	103	2	3	12	2	1	1	1	3
2	6	206.0	2.0	1.0	20665	104	1	3	5	1	1	0	0	0
2	6	206.0	2.0	1.0	20666	101	1	1	28	2	2	0	0	2
2	6	206.0	2.0	1.0	20666	102	2	2	29	3	2	0	0	0
2	6	206.0	2.0	1.0	20666	103	1	3	9	1	1	0	0	0
2	6	206.0	2.0	1.0	20666	104	1	3	7	1	1	0	0	0
2	6	206.0	2.0	1.0	20666	105	2	3	5	1	1	0	0	0
2	6	206.0	2.0	1.0	20667	101	1	1	22	1	3	0	1	2
2	6	206.0	2.0	1.0	20667	102	2	2	21	1	3	0	0	0
2	6	206.0	2.0	1.0	20668	101	1	1	30	1	3	0	1	4
2	6	206.0	2.0	1.0	20668	102	2	2	25	1	3	0	0	2
2	6	206.0	2.0	1.0	20668	103	2	3	9	1	1	1	0	1
2	6	206.0	2.0	1.0	20668	104	2	3	7	3	1	0	0	0
2	6	206.0	2.0	1.0	20668	105	1	3	5	3	1	0	0	0
2	6	206.0	2.0	1.0	20669	101	1	1	31	1	3		1	4
2	6	206.0	2.0	1.0	20669	102	2	2	25	1	3	0	1	5
2	7	207.0	2.0	2.0	20750	101	1	1	32	2	3		0	0
2	7	207.0	2.0	2.0	20750	102	2	2	25	2	3	0	0	0
2	7	207.0	2.0	2.0	20750	103	2	3	10	2	1	1	0	2
2	7	207.0	2.0	2.0	20750	104	2	3	9	2	1	1	0	3
2	7	207.0	2.0	2.0	20750	105	2	3	8	2	1	1	0	2
2	7	207.0	2.0	2.0	20752	101	1	1	3	1	3	0	1	4
2	7	207.0	2.0	2.0	20752	102	2	2	23	1	3	0	0	1
2	7	207.0	2.0	2.0	20752	103	1	3	9	1	1	1	0	1
2	7	207.0	2.0	2.0	20752	104	1	3	7	1	1	0	0	0
2	7	207.0	2.0	2.0	20753	101	1	1	49	2	2		0	1
2	7	207.0	2.0	2.0	20753	102	2	2	39	3	2		0	0
2	7	207.0	2.0	2.0	20753	103	1	3	16	2	1	0	0	0
2	7	207.0	2.0	2.0	20753	104	2	3	6	3	1	0	0	0
2	7	207.0	2.0	2.0	20760	101	1	1	36	1	3		1	6
2	7	207.0	2.0	2.0	20760	102	2	2	33	2	3		0	2
2	7	207.0	2.0	2.0	20760	103	2	3	11	2	1	1	1	3
2	7	207.0	2.0	2.0	20760	104	2	3	8	2	1	1	1	2
2	7	207.0	2.0	2.0	20760	105	1	3	6	2	1	1	0	0
2	7	207.0	2.0	2.0	20761	101	1	1	36	1	3		1	7
2	7	207.0	2.0	2.0	20761	102	2	2	28	1	3	0	0	3
2	7	207.0	2.0	2.0	20761	103	1	3	11	2	1	1	1	4
2	7	207.0	2.0	2.0	20761	104	1	3	8	2	1	0	1	0
2	7	207.0	2.0	2.0	20762	101	1	1	49	2	2		0	3
2	7	207.0	2.0	2.0	20762	102	2	2	40	2	2		0	2
2	7	207.0	2.0	2.0	20763	101	1	1	33	1	2		1	7
2	7	207.0	2.0	2.0	20763	102	2	2	32	1	2		1	7
2	7	207.0	2.0	2.0	20763	103	1	3	10	2	1	1	1	3
2	7	207.0	2.0	2.0	20763	104	2	3	10	2	1	1	1	3
2	7	207.0	2.0	2.0	20763	105	2	3	7	2	1	1	0	0
2	7	207.0	2.0	2.0	20764	101	1	1	41	1	2		1	5
2	7	207.0	2.0	2.0	20764	102	2	2	38	1	2		1	4
2	7	207.0	2.0	2.0	20764	103	1	3	14	1	1	1	1	5
2	7	207.0	2.0	2.0	20764	104	2	8	1	1	1	0	0	3
2	7	207.0	2.0	2.0	20764	105	2	3	5	3	1	0	0	0
2	7	207.0	2.0	2.0	20765	101	1	1	52	1	2		0	0
2	7	207.0	2.0	2.0	20765	102	2	2	40	2	2		0	0
2	7	207.0	2.0	2.0	20765	103	2	3	33	1	1		0	2
2	7	207.0	2.0	2.0	20765	104	1	3	26	1	1	1	1	6
2	7	207.0	2.0	2.0	20765	105	2	3	14	1	1	0	1	3
2	7	207.0	2.0	2.0	20765	106	2	3	9	1	1	1	0	2
2	7	207.0	2.0	2.0	20765	107	2	3	7	2	1	1	0	1
2	7	207.0	2.0	2.0	20766	101	1	1	38	2	3		0	2
2	7	207.0	2.0	2.0	20766	102	2	2	37	2	3		0	1
2	7	207.0	2.0	2.0	20766	103	2	3	9	3	1	1	0	2
2	7	207.0	2.0	2.0	20766	104	1	3	7	3	1	0	0	0
2	7	207.0	2.0	2.0	20767	101	1	1	39	1	3		1	7
2	7	207.0	2.0	2.0	20767	102	2	2	35	2	3		0	4
2	7	207.0	2.0	2.0	20767	103	2	3	17	1	1	1	1	6
2	7	207.0	2.0	2.0	20767	104	1	3	15	2	1	1	1	6
2	7	207.0	2.0	2.0	20767	105	1	3	12	2	1	1	1	4
2	7	207.0	2.0	2.0	20768	101	1	1	29	1	2	0	1	4
2	7	207.0	2.0	2.0	20768	102	2	2	28	2	2	0	0	2
2	7	207.0	2.0	2.0	20768	103	1	3	8	2	1	1	0	2
2	7	207.0	2.0	2.0	20768	104	2	3	5	2	1	0	0	0
2	7	207.0	2.0	2.0	20769	101	1	1	31	1	2		1	6
2	7	207.0	2.0	2.0	20769	102	2	2	27	1	2	1	1	4
2	7	207.0	2.0	2.0	20769	103	1	3	8	2	1	1	0	1
2	7	207.0	2.0	2.0	20769	104	1	3	6	2	1	0	0	0
2	8	208.0	2.0	1.0	20850	101	1	1	32	1	2		1	5
2	8	208.0	2.0	1.0	20850	102	2	2	28	1	2	1	0	0
2	8	208.0	2.0	1.0	20850	103	2	3	9	1	1	1	0	1
2	8	208.0	2.0	1.0	20850	104	2	3	7	2	1	1	0	0
2	8	208.0	2.0	1.0	20852	101	1	1	34	1	2		1	6
2	8	208.0	2.0	1.0	20852	102	2	2	22	1	2	0	0	2
2	8	208.0	2.0	1.0	20852	103	2	3	9	2	1	1	0	0
2	8	208.0	2.0	1.0	20852	104	2	3	7	2	1	1	0	0
2	8	208.0	2.0	1.0	20853	101	1	1	42	1	2		1	4
2	8	208.0	2.0	1.0	20853	102	2	2	29	1	2	1	1	5
2	8	208.0	2.0	1.0	20853	103	2	3	8	2	1	1	0	1
2	8	208.0	2.0	1.0	20860	101	1	1	39	1	3		1	5
