hhid	district	village	villno	strno	group	g50	g51	g52a	g52b	g52c	g52d	g52e	g52f	g52g	g52h	g52i	g52j	g52k	g52l	g53	g53u	g54	g54u	g55	g55u	g56	g56u	g57	g57u	g58	g59	g60	g60u	g61	g62	g62u	g63	g64	g65	g66a	g66u
11808	1	18	118.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	2	1	0	0	3	2	1.0	24	1	2	1.0	24	150	2	0	0								1	2.0	24
11811	1	18	118.0	1.0	1.0	13	1	0	0	0	0	0	0	0	2	2	1	0	0	12	3	1.0	22	4	3	1.0	23	730	2	0	1	2.0	15		650	2	1	2	1	1.0	23
11812	1	18	118.0	1.0	1.0	13	1	0	0	0	0	0	0	2	0	0	0	0	0	8	3	1.0	22					400	2	0	0								1	1.0	22
11813	1	18	118.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	1	0	0	0					3	2	1.0	24	900	2	0	0								1	1.0	21
11815	1	18	118.0	1.0	1.0	14	3	0	0	0	0	0	0	0	0	2	2	0	0	3	2	1.0	24					1420	2	1	1	2.0	15	500		2	3	3	0		
11816	1	18	118.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	2	0	0	0	6	3	1.0	24					80	2	0	0								0		
11817	1	18	118.0	1.0	1.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	8	3	1.0	21					600	2	1	0								1	1.0	22
20103	2	1	201.0	2.0	3.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	1	1	3.0	1					40	2	0	0								0		
20107	2	1	201.0	2.0	3.0	13	1	0	0	0	0	0	0	0	0	0	2	0	0	3	3	3.0	15					2500	2	0	1	3.0	15		650	1	1	4	1	9.0	1
20107	2	1	201.0	2.0	3.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	7	3	1.0	23					42	2	0	0								1	1.0	24
20109	2	1	201.0	2.0	3.0	14	1	0	0	0	0	0	0	0	0	2	1	0	0	8	3	1.0	23	3	3	1.0	23	200	2	1	0								1	1.0	23
20113	2	1	201.0	2.0	3.0	14	3	0	0	0	0	0	0	0	0	0	2	0	0	2	1	1.0	23					50	2	0	0								1	1.0	23
20114	2	1	201.0	2.0	3.0	14	3	0	0	0	0	0	0	2	0	2	0	0	0	4	2	1.0	23					20	2	0	1	3.0	23	45		1	2	3	1	2.0	23
20118	2	1	201.0	2.0	3.0	14	3	0	0	0	0	0	0	0	0	0	0	0	0									30	2	0	0								0		
20119	2	1	201.0	2.0	3.0	14	2	0	0	0	0	0	0	0	0	2	1	0	0	3	3	1.0	22	3	3	1.0	23	450	2	0	0								1	1.0	23
20201	2	2	202.0	2.0	3.0	14	1	0	0	0	0	0	0	0	0	2	1	0	0	2	2	3.0	23	2	2	2.0	23	3200	2	1	0								0		
20203	2	2	202.0	2.0	3.0	14	2	0	0	0	0	0	0	0	0	1	0	0	0					1	1	1.0	21	10	2	0	0								1	2.0	24
20204	2	2	202.0	2.0	3.0	14	1	0	0	0	0	0	0	2	0	0	0	0	0	8	3	10.0	1					195	2	1	0								0		
20207	2	2	202.0	2.0	3.0	13	2	0	0	0	0	0	0	0	0	2	1	0	0	12	3	1.0	23	4	3	1.0	24	500	2	1	1	1.0	15		100	1	2	3	1	2.0	24
20207	2	2	202.0	2.0	3.0	14	2	0	0	0	0	0	0	0	0	1	2	0	0	8	3	1.0	23	3	3	1.0	24	250	2	1	0								0		
20208	2	2	202.0	2.0	3.0	14	1	0	0	0	0	0	0	0	0	1	0	0	0					2	3	2.0	21	50	2	1	0								1	1.0	23
20209	2	2	202.0	2.0	3.0	13	2	0	0	0	0	0	0	0	0	1	2	0	0	8	3	1.0	23	3	3	1.0	24	300	2	1	0								1	1.0	24
20209	2	2	202.0	2.0	3.0	14	2	0	0	0	0	0	0	0	0	2	1	0	0	6	3	1.0	23	4	3	1.0	25	150	2	1	0								0		
20210	2	2	202.0	2.0	3.0	14	1	0	0	0	0	0	0	0	2	1	0	0	0	7	3	1.0	15	3	3	1.0	22	150	2	0	0								1	1.0	1
20211	2	2	202.0	2.0	3.0	14	1	0	0	0	0	0	0	0	0	1	0	0	0					1	2	1.0	24	40	2	1	0								1	1.0	24
20212	2	2	202.0	2.0	3.0	14	2	0	0	0	0	0	0	0	0	0	0	0	0									80	2	0	0								0		
20214	2	2	202.0	2.0	3.0	14	2	0	0	0	0	0	0	0	0	2	0	0	0	6	3	1.0	23					200	2	0	0								0		
20215	2	2	202.0	2.0	3.0	14	3	0	0	0	0	0	0	0	0	2	1	0	0	2	2	1.0	22	1	3	4.0	1	50	2	0	0								1	1.0	22
20217	2	2	202.0	2.0	3.0	13	1	0	0	0	0	0	0	0	0	2	0	0	0	9	3	1.0	24					33	2	1	0								0		
20217	2	2	202.0	2.0	3.0	14	1	0	0	0	0	0	0	0	0	2	0	0	0	4	1	1.0	24					55	2	1	0								0		
20219	2	2	202.0	2.0	3.0	14	2	0	0	0	0	0	0	0	1	1	0	0	0					2	2	1.0	24	10	2	1	0								1	1.0	24
20220	2	2	202.0	2.0	3.0	14	1	0	0	0	0	0	0	0	1	2	1	0	0	10	3	2.0	22	4	3	1.0	22	200	2	1	0								1	2.0	1
20301	2	3	203.0	2.0	2.0	13	2	0	0	0	0	0	0	0	0	2	1	0	0	2	2	2.0	23	1	2	0.5	23	100	2	1	1	2.0	22		150	1	2	4	1	2.0	24
20302	2	3	203.0	2.0	2.0	13	1	0	0	0	0	0	0	2	0	0	0	0	0	1	1	1.0	22					100	2	0	0								1	1.0	23
20303	2	3	203.0	2.0	2.0	13	2	0	0	0	0	0	0	0	0	2	1	0	0	4	3	1.0	23	3	3	1.0	23	150	2	0	0								0		
20304	2	3	203.0	2.0	2.0	13	1	0	0	0	0	0	0	0	2	0	0	0	0	3	3	3.0	21					350	2	0	0								1	2.0	22
20306	2	3	203.0	2.0	2.0	13	1	0	0	0	0	0	0	0	2	0	0	0	0	1	3	1.0	22					350	2	0	0								1	1.0	1
20308	2	3	203.0	2.0	2.0	13	2	0	0	0	0	0	0	0	0	0	2	0	0	6	3	1.0	23					180	2	1	0								0		
20309	2	3	203.0	2.0	2.0	13	2	0	0	0	0	0	0	0	0	0	2	0	0	4	3	1.0	23					60	2	0	0								0		
20310	2	3	203.0	2.0	2.0	13	1	0	0	0	0	0	0	0	2	2	1	0	0	6	3	1.0	22	4	3	1.0	24	100	2	1	0								0		
20311	2	3	203.0	2.0	2.0	13	3	0	0	0	0	0	0	0	0	2	1	0	0	2	3	1.0	22	1	2	1.0	24	50	2	1	0								1	2.0	22
20312	2	3	203.0	2.0	2.0	13	1	0	0	0	0	0	0	0	0	0	2	0	0	20	3	4.0	1					200	2	0	0								1	4.0	1
20316	2	3	203.0	2.0	2.0	13	1	0	0	0	0	0	0	0	2	1	1	0	0	7	2	1.0	24	2	2	1.0	24	200	2	1	1	1.0	15	100		1	1	1	1	4.0	24
20317	2	3	203.0	2.0	2.0	13	1	0	0	0	0	0	0	0	0	1	2	0	0	12	3	1.0	23	2	3	1.0	24	900	2	1	0								1	1.0	23
20318	2	3	203.0	2.0	2.0	13	1	0	0	0	0	0	0	0	0	0	2	0	0	2	2	1.0	21					400	2	0	0								1	1.0	23
20319	2	3	203.0	2.0	2.0	13	1	0	0	0	0	0	0	0	0	0	2	0	0	1	2	1.0	22					300	2	0	0								1	1.0	23
20320	2	3	203.0	2.0	2.0	13	2	0	0	0	0	0	0	0	0	1	1	0	0					2	2	1.0	24	24	2	0	0								1	1.0	23
20401	2	4	204.0	2.0	2.0	13	1	0	0	0	0	0	0	0	2	1	0	0	0	4	3	1.0	22	3	3	1.0	23	200	2	0	0								1	2.0	1
20402	2	4	204.0	2.0	2.0	13	3	0	0	0	0	0	0	0	1	2	0	0	0	4	3	1.0	22	8	3	1.0	24	350	2	1	0								0		
20402	2	4	204.0	2.0	2.0	14	3	0	0	0	0	0	0	0	0	2	0	0	0	5	3	1.0	22					250	2	1	0								1	1.0	23
20403	2	4	204.0	2.0	2.0	13	1	0	0	0	0	0	0	0	0	0	2	0	0	2	2	1.0	22					30	2	0	0								1	1.0	24
20404	2	4	204.0	2.0	2.0	13	1	0	0	0	0	0	0	2	1	0	0	0	0	15	3	1.0	24	8	3	2.0	1	60	2	1	1	50.0	1	5		1	1	2	1	1.0	24
20405	2	4	204.0	2.0	2.0	13	3	0	0	0	0	0	0	0	0	0	1	0	0					1	1	1.0	24	75	2	0	0								0		
20407	2	4	204.0	2.0	2.0	13	3	0	0	0	0	0	0	0	0	2	1	0	0	12	3	1.0	23	5	3	1.0	24	500	2	0	0								0		
20408	2	4	204.0	2.0	2.0	13	2	0	0	0	0	0	0	0	0	1	0	0	0					4	3	1.0	23	150	2	1	0								0		
20408	2	4	204.0	2.0	2.0	14	2	0	0	0	0	0	0	0	0	1	1	0	0					4	3	1.0	23	150	2	1	0								0		
20409	2	4	204.0	2.0	2.0	13	3	0	0	0	0	0	0	0	0	2	1	0	0	7	3	1.0	23	1	2	1.0	24	450	2	1	0								1	1.0	23
20409	2	4	204.0	2.0	2.0	14	3	0	0	0	0	0	0	0	0	0	1	0	0					3	3	1.0	23	300	2	1	0								0		
20410	2	4	204.0	2.0	2.0	13	1	0	0	0	0	0	0	1	0	2	0	0	0	5	3	1.0	24	1	3	5.0	2	50	2	1	0								1	1.0	1
20410	2	4	204.0	2.0	2.0	14	1	0	0	0	0	0	0	1	0	2	0	0	0	3	3	3.0	22	1	3	7.0	2	100	2	1	0								1	2.0	1
20412	2	4	204.0	2.0	2.0	13	2	0	0	0	0	0	0	0	2	0	0	0	0	8	3	1.0	23					160	2	0	0								0		
20412	2	4	204.0	2.0	2.0	14	2	0	0	0	0	0	0	0	0	0	0	0	0									16	2	0	0								0		
20414	2	4	204.0	2.0	2.0	14	3	0	0	0	0	0	0	0	0	2	1	0	0	8	3	1.0	23	4	3	1.0	24	600	2	0	0								0		
20415	2	4	204.0	2.0	2.0	14	1	0	0	0	0	0	0	0	1	2	0	0	0	4	3	2.0	23	2	2	1.0	24	28	2	0	0								1	1.0	24
20416	2	4	204.0	2.0	2.0	13	3	0	0	0	0	0	0	0	0	1	2	0	0	8	3	1.0	23	3	3	1.0	24	70	2	0	0								0		
20416	2	4	204.0	2.0	2.0	14	3	0	0	0	0	0	0	0	0	1	2	0	0	8	3	1.0	24	3	3	1.0	24	70	2	0	0								1	4.0	1
20417	2	4	204.0	2.0	2.0	13	2	0	0	0	0	0	0	0	0	2	1	0	0	12	3	1.0	23	6	3	1.0	24	200	2	1	0								0		
20417	2	4	204.0	2.0	2.0	14	2	0	0	0	0	0	0	0	0	0	2	0	0	6	3	1.0	23					200	2	1	0								0		
20418	2	4	204.0	2.0	2.0	13	3	0	0	0	0	0	0	1	2	1	0	0	0	8	3	1.0	23	6	3	1.0	24	130	2	1	0								1	1.0	22
20418	2	4	204.0	2.0	2.0	14	3	0	0	0	0	0	0	1	2	0	0	0	0	7	3	1.0	23	4	3	1.0	24	120	2	1	0								1	1.0	23
20419	2	4	204.0	2.0	2.0	13	1	0	0	0	0	0	0	0	1	0	0	0	0					1	3	1.0	24	40	2	0	0								0		
20501	2	5	205.0	2.0	1.0	13	1	0	0	0	0	0	0	0	1	0	0	0	0					1	2	1.0	24	50	2	1	0								1	7.0	23
20501	2	5	205.0	2.0	1.0	14	2	0	0	0	0	0	0	0	0	0	1	0	0					1	2	1.0	23	70	2	1	0								1	1.0	24
20502	2	5	205.0	2.0	1.0	13	1	0	0	0	0	0	0	0	2	0	0	0	0	1	2	1.0	22					50	2	0	0								1	1.0	22
20503	2	5	205.0	2.0	1.0	13	1	0	0	0	0	0	0	0	0	1	2	0	0	3	2	1.0	23	2	2	1.0	23	500	2	1	0								0		
20504	2	5	205.0	2.0	1.0	13	2	0	0	0	0	0	0	0	0	0	2	0	0	10	3	2.0	24					500	2	1	0								1	8.0	1
20504	2	5	205.0	2.0	1.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	5	3	2.0	23					300	2	1	0								0		
20505	2	5	205.0	2.0	1.0	13	3	0	0	0	0	0	0	0	0	2	1	0	0	3	2	1.0	23	2	2	1.0	24	54	2	1	1	1.0	22	40		1	1	1	1	1.0	1
20505	2	5	205.0	2.0	1.0	14	2	0	0	0	0	0	0	0	0	0	1	0	0					2	2	1.0	24	50	2	1	0								1	1.0	1
20506	2	5	205.0	2.0	1.0	13	1	0	0	0	0	0	0	0	2	0	0	0	0	1	2	1.0	22					50	2	0	0								1	0.5	22
20507	2	5	205.0	2.0	1.0	13	1	0	0	0	0	0	0	0	0	0	2	1	0	3	3	1.0	23	1	3	1.0	24	400	2	0	0								0		
20509	2	5	205.0	2.0	1.0	13	1	0	0	0	0	0	0	0	0	0	1	0	0					2	3	2.0	21	250	2	1	0								0		
20509	2	5	205.0	2.0	1.0	14	1	0	0	0	0	0	0	0	0	0	1	2	0	4	3	1.0	24	6	3	1.0	25	350	2	1	0								1	1.0	24
20510	2	5	205.0	2.0	1.0	13	1	0	0	0	0	0	0	0	0	0	0	0	0									250	2	1	0								0		
20511	2	5	205.0	2.0	1.0	13	1	0	0	0	0	0	0	0	0	2	1	1	0	3	2	1.0	23	2	2	1.0	23	200	2	0	0								0		
20512	2	5	205.0	2.0	1.0	13	1	0	0	0	0	0	0	0	0	2	0	0	0	7	3	2.0	1					200	2	1	0								0		
20515	2	5	205.0	2.0	1.0	13	2	0	0	0	0	0	0	0	0	0	0	2	0	2	3	1.0	22					350	2	1	0								1	1.0	1
20516	2	5	205.0	2.0	1.0	13	1	0	0	0	0	0	0	0	0	0	1	0	0					2	2	1.0	23	250	2	1	0								0		
20517	2	5	205.0	2.0	1.0	13	3	0	0	0	0	0	0	0	2	0	0	0	0	3	2	1.0	24					200	2	1	0								1	4.0	24
20517	2	5	205.0	2.0	1.0	14	3	0	0	0	0	0	0	0	0	0	0	1	0									150	2	1	0								0		
20518	2	5	205.0	2.0	1.0	13	3	0	0	0	0	0	0	0	0	1	2	0	0	4	3	1.0	17	8	3	1.0	24	400	2	1	0								1	1.0	23
20518	2	5	205.0	2.0	1.0	14	3	0	0	0	0	0	0	0	0	0	0	1	0					1	2	1.0	25	300	2	1	0								0		
20519	2	5	205.0	2.0	1.0	13	3	0	0	0	0	0	0	0	0	2	0	0	0	2	2	1.0	23					40	2	0	1	3.0	23	15		1	1	1	1	1.0	24
20520	2	5	205.0	2.0	1.0	13	1	0	0	0	0	0	0	0	0	0	1	0	0					8	3	1.0	24	150	2	0	0								0		
20602	2	6	206.0	2.0	1.0	13	3	0	0	0	0	0	0	0	0	2	1	0	0	4	3	1.0	23	4	3	1.0	24	150	2	1	1	1.0	15		80	1	3	2	1	5.0	23
20603	2	6	206.0	2.0	1.0	14	1	0	0	0	0	0	0	0	0	0	2	1	0	7	3	1.0	23	4	3	1.0	24	200	2	1	0								1	1.0	22
20604	2	6	206.0	2.0	1.0	13	1	0	0	0	0	0	0	0	0	2	1	0	0	14	3	3.0	1	7	3	3.0	1	300	2	1	0								0		
20604	2	6	206.0	2.0	1.0	14	1	0	0	0	0	0	0	0	0	0	2	1	0	7	3	1.0	22	4	3	2.0	1	300	2	1	1	3.0	15		255	1	3	5	0		
20607	2	6	206.0	2.0	1.0	14	3	0	0	0	0	0	0	0	2	2	0	0	0	12	3	1.0	23					900	2	1	0								1	1.0	22
20609	2	6	206.0	2.0	1.0	13	3	0	0	0	0	0	0	0	1	2	0	0	0	5	2	1.0	24	4	2	0.5	24	150	2	1	0								0		
20610	2	6	206.0	2.0	1.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	6	3	3.0	1					300	2	1	0								0		
20611	2	6	206.0	2.0	1.0	13	3	0	0	0	0	0	0	0	0	2	0	0	0	1	3	2.0	22					300	2	0	0								1	2.0	23
20612	2	6	206.0	2.0	1.0	13	3	0	0	0	0	0	0	0	0	1	2	0	0	3	3	1.0	22	2	3	1.0	23	600	2	1	0								1	1.0	17
20615	2	6	206.0	2.0	1.0	13	2	0	0	0	0	0	0	0	0	2	1	0	0	6	3	1.0	23	4	3	1.0	24	200	2	1	1	1.0	15	100		1	3	4	1	1.0	23
20616	2	6	206.0	2.0	1.0	13	1	0	0	0	0	0	0	1	2	0	0	0	0	8	3	1.0	23	4	3	1.0	24	350	2	1	0								0		
20616	2	6	206.0	2.0	1.0	14	1	0	0	0	0	0	0	0	1	2	0	0	0	6	3	1.0	23	7	3	1.0	24	500	2	1	0								1	1.0	24
20617	2	6	206.0	2.0	1.0	13	2	0	0	0	0	0	0	0	0	2	1	0	0	4	3	1.0	23	6	3	0.5	24	300	2	1	1	3.0	1		30	1	1	6	1	1.0	23
20618	2	6	206.0	2.0	1.0	13	2	0	0	0	0	0	0	0	0	2	1	0	0	4	2	1.0	22	2	2	1.0	24	300	2	1	0								0		
20619	2	6	206.0	2.0	1.0	13	1	0	0	0	0	0	0	0	0	2	0	0	0	1	2	2.0	21					200	2	0	0								0		
20620	2	6	206.0	2.0	1.0	13	1	0	0	0	0	0	0	0	0	1	1	0	0					2	2	0.5	24	65	2	0	0								0		
20620	2	6	206.0	2.0	1.0	14	1	0	0	0	0	0	0	0	0	0	0	1	0					2	2	0.5	24	55	2	0	0								0		
20701	2	7	207.0	2.0	2.0	13	1	0	0	0	0	0	0	0	0	2	1	0	0	2	2	1.0	23	4	2	2.0	1	600	2	1	1	0.5	1	10		1	1	6	0		
20701	2	7	207.0	2.0	2.0	14	1	0	0	0	0	0	0	0	0	2	1	0	0	2	2	1.0	24	3	2	2.0	1	600	2	1	0								0		
20702	2	7	207.0	2.0	2.0	13	1	0	0	0	0	0	0	0	0	2	1	0	0	2	2	1.0	23	3	2	1.0	24	200	2	1	0								1	2.0	24
20703	2	7	207.0	2.0	2.0	13	3	0	0	0	0	0	0	0	2	1	1	0	0	4	3	1.0	22	8	3	1.0	23	4	1	0	0								1	1.0	22
20704	2	7	207.0	2.0	2.0	13	1	0	0	0	0	0	0	0	0	0	2	0	0	1	2	2.0	22					144	2	0	0								0		
20705	2	7	207.0	2.0	2.0	13	2	0	0	0	0	0	0	0	0	1	2	1	0	5	2	1.0	23	1	2	1.0	23	250	2	1	0								1	1.0	24
20706	2	7	207.0	2.0	2.0	13	3	0	0	0	0	0	0	0	0	2	1	0	0	8	3	1.0	23	1	2	1.0	23	200	2	0	0								0		
20707	2	7	207.0	2.0	2.0	13	1	0	0	0	0	0	0	0	0	0	1	0	0					8	3	1.0	24	150	2	1	0								0		
20707	2	7	207.0	2.0	2.0	14	1	0	0	0	0	0	0	0	0	0	1	0	0					4	3	1.0	24	200	2	1	0								0		
20708	2	7	207.0	2.0	2.0	13	1	0	0	0	0	0	0	0	0	2	1	0	0	4	2	1.0	24	4	3	1.0	24	150	2	1	0								0		
20709	2	7	207.0	2.0	2.0	14	2	0	0	0	0	0	0	0	0	2	0	0	0	4	3	1.0	23					200	2	1	0								0		
20711	2	7	207.0	2.0	2.0	13	2	0	0	0	0	0	0	0	0	0	2	1	0	3	2	1.0	23	2	2	1.0	23	200	2	1	0								0		
20712	2	7	207.0	2.0	2.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	7	3	1.0	23					400	2	0	0								1	1.0	22
20713	2	7	207.0	2.0	2.0	13	2	0	0	0	0	0	0	0	0	1	2	0	0	8	3	1.0	24	1	2	1.0	24	200	2	1	0								0		
20714	2	7	207.0	2.0	2.0	13	1	0	0	0	0	0	0	0	0	0	2	0	0	1	2	1.0	21					150	2	0	0								1	1.0	23
20715	2	7	207.0	2.0	2.0	13	2	0	0	0	0	0	0	0	0	1	2	0	0	5	2	1.0	23	3	2	1.0	23	400	2	1	0								1	2.0	23
20716	2	7	207.0	2.0	2.0	13	3	0	0	0	0	0	0	0	2	1	0	0	0	4	3	1.0	23	8	3	1.0	24	350	2	0	0								1	1.0	23
20717	2	7	207.0	2.0	2.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	1	2	1.0	22					150	2	0	0								1	1.0	22
20718	2	7	207.0	2.0	2.0	13	1	0	0	0	0	0	0	0	0	0	2	0	0	2	3	2.0	21					130	2	1	0								1	1.0	23
20801	2	8	208.0	2.0	1.0	13	2	0	0	0	0	0	0	0	2	1	0	0	0	6	2	1.0	23	4	3	1.0	24	250	2	0	0								1	1.0	24
20802	2	8	208.0	2.0	1.0	13	1	0	0	0	0	0	0	0	0	2	0	0	0	2	2	2.0	23					150	2	0	0								1	1.0	24
20803	2	8	208.0	2.0	1.0	13	1	0	0	0	0	0	0	0	2	1	0	0	0	2	2	1.0	22	3	2	1.0	24	200	2	1	1	4.0	23	50		1	2	4	1	1.0	23
20803	2	8	208.0	2.0	1.0	14	1	0	0	0	0	0	0	0	1	0	0	0	0					3	2	0.5	24	200	2	1	0								1	2.0	24
20804	2	8	208.0	2.0	1.0	13	1	0	0	0	0	0	0	0	0	2	0	0	0	8	3	1.0	17					72	2	1	0								1	1.0	23
20805	2	8	208.0	2.0	1.0	13	2	0	0	0	0	0	0	0	0	1	2	1	0	2	2	1.5	22	2	2	23.0	1	300	2	0	0								1	1.0	22
20806	2	8	208.0	2.0	1.0	13	2	0	0	0	0	0	0	0	0	0	2	0	0	2	3	1.0	21					400	2	1	0								0		
20807	2	8	208.0	2.0	1.0	13	2	0	0	0	0	0	0	0	0	0	2	0	0	8	3	1.0	23					100	2	1	0								0		
20808	2	8	208.0	2.0	1.0	13	1	0	0	0	0	0	0	0	2	1	0	0	0	1	2	1.5	24	2	2	1.0	24	150	2	1	0								1	2.0	1
20809	2	8	208.0	2.0	1.0	13	1	0	0	0	0	0	0	0	2	0	0	0	0	1	3	1.0	22					100	2	0	0								0		
20810	2	8	208.0	2.0	1.0	13	1	0	0	0	0	0	0	0	1	2	1	0	0	2	2	1.0	22	3	2	1.0	23	0.5	1	1	1	5.0	15	150		1	2	4	1	2.0	22
20811	2	8	208.0	2.0	1.0	13	1	0	0	0	0	0	0	0	2	0	0	0	0	1	3	2.0	21					300	2	0	0								1	1.0	23
20813	2	8	208.0	2.0	1.0	13	1	0	0	0	0	0	0	0	2	1	0	0	0	5	3	1.0	23	3	3	1.0	24	250	2	1	0								1	3.0	1
20814	2	8	208.0	2.0	1.0	13	3	0	0	0	0	0	0	0	0	1	2	1	0	12	3	1.0	17	4	3	1.0	24	300	2	1	1	4.0	22		100	1	1	3	0		
20814	2	8	208.0	2.0	1.0	14	3	0	0	0	0	0	0	0	0	0	2	1	0	8	3	1.0	23	6	3	1.0	24	150	2	1	0								0		
20815	2	8	208.0	2.0	1.0	13	3	0	0	0	0	0	0	0	0	0	1	2	0	13	3	1.0	22	19	3	1.0	23	1600	2	0	1	7.0	15	60		1	1	3	0		
20816	2	8	208.0	2.0	1.0	13	1	0	0	0	0	0	0	0	0	0	2	0	0	6	3	1.0	23					300	2	1	0								1	3.0	1
20817	2	8	208.0	2.0	1.0	13	2	0	0	0	0	0	0	0	0	1	2	0	0	4	2	1.0	23	2	2	1.0	23	250	2	1	1	1.0	15	100		1	1	1	1	1.0	24
20817	2	8	208.0	2.0	1.0	14	2	0	0	0	0	0	0	0	0	2	0	0	0	6	3	1.0	23					150	2	1	0								0		
20818	2	8	208.0	2.0	1.0	13	3	0	0	0	0	0	0	0	0	1	2	0	0	8	3	1.0	23	3	3	1.0	24	250	2	0	1	1.0	22		50	1	1	2	1	1.0	24
20818	2	8	208.0	2.0	1.0	14	3	0	0	0	0	0	0	0	0	1	2	0	0	6	3	1.0	22	4	3	1.0	24	300	2	0	0								1	1.0	23
20820	2	8	208.0	2.0	1.0	13	1	0	0	0	0	0	0	0	0	0	2	0	0	1	3	1.0	22					200	2	0	0								0		
20902	2	9	209.0	2.0	3.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	2	2	2.0	21					300	2	0	0								1	1.0	22
20903	2	9	209.0	2.0	3.0	14	1	0	0	0	0	0	0	0	0	0	2	1	0	4	3	1.0	23	2	3	1.0	23	300	2	0	0								1	1.0	1
20905	2	9	209.0	2.0	3.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	6	3	1.0	23					200	2	1	0								0		
20914	2	9	209.0	2.0	3.0	14	1	0	0	0	0	0	0	0	0	0	0	0	0									170	2	0	0								0		
20916	2	9	209.0	2.0	3.0	14	3	0	0	0	0	0	0	0	0	0	0	0	0									500	2	0	0								0		
20917	2	9	209.0	2.0	3.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	1	3	2.0	21					250	2	0	0								0		
20918	2	9	209.0	2.0	3.0	13	3	0	0	0	0	0	0	0	0	1	0	0	0					10	3	1.0	23	150	2	0	0								0		
20919	2	9	209.0	2.0	3.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	2	3	2.0	21					350	2	0	0								0		
30101	3	1	301.0	3.0	2.0	13	3	0	0	0	0	0	0	0	0	0	2	0	0	2	2	1.0	17					400	2	1	0								0		
30101	3	1	301.0	3.0	2.0	14	3	0	0	0	0	0	0	0	0	0	2	0	0	2	2	1.0	23					250	2	1	0								1	1.0	24
30102	3	1	301.0	3.0	2.0	13	1	0	0	0	0	0	0	1	0	2	0	0	0	1	1	15.0	1	2	1	1.0	23	120	2	0	0								1	1.0	23
30103	3	1	301.0	3.0	2.0	13	3	0	0	0	0	0	0	0	0	1	2	0	0	8	3	1.0	22	12	3	1.0	23	350	2	1	1	2.0	15	150		1	2	3	0		
30103	3	1	301.0	3.0	2.0	14	3	0	0	0	0	0	0	0	0	1	2	0	0	6	3	1.0	22	8	3	1.0	24	250	2	1	1	1.0	15	100		1	2	3	0		
30104	3	1	301.0	3.0	2.0	13	2	0	0	0	0	0	0	0	0	0	0	0	0									350	2	1	0								0		
30105	3	1	301.0	3.0	2.0	13	3	0	0	0	0	0	0	0	0	1	2	0	0	7	3	1.0	22	9	3	1.0	24	550	2	0	1	1.0	15		300	1	2	4	1	1.0	24
30106	3	1	301.0	3.0	2.0	13	3	0	0	0	0	0	0	0	0	1	2	1	0	6	3	1.0	17	8	3	1.0	23	650	2	1	0								0		
30106	3	1	301.0	3.0	2.0	14	3	0	0	0	0	0	0	0	0	1	2	2	0	6	3	1.0	22	12	3	1.0	23	850	2	1	1	3.0	15		300	1	1	3	1	1.0	15
30107	3	1	301.0	3.0	2.0	13	3	0	0	0	0	0	0	0	0	0	0	0	0									200	2	1	0								0		
30107	3	1	301.0	3.0	2.0	14	3	0	0	0	0	0	0	0	0	0	0	0	0									200	2	1	0								0		
30109	3	1	301.0	3.0	2.0	13	2	0	0	0	0	0	0	0	0	2	0	0	0	1	3	1.0	21					100	2	0	0								0		
30110	3	1	301.0	3.0	2.0	13	2	0	0	0	0	0	0	0	0	0	1	2	0	3	2	1.0	23	8	3	1.0	23	600	2	0	0								0		
30111	3	1	301.0	3.0	2.0	13	2	0	0	0	0	0	0	0	0	0	0	0	0									25	2	0	0								0		
30111	3	1	301.0	3.0	2.0	14	2	0	0	0	0	0	0	0	0	0	2	0	0	5	3	1.0	23					200	2	0	1	1.5	23		50	1	2	3	1	1.0	23
30112	3	1	301.0	3.0	2.0	13	3	0	0	0	0	0	0	0	0	1	2	1	0	8	3	1.0	23	11	3	1.0	24	450	2	0	0								1	1.0	24
30113	3	1	301.0	3.0	2.0	13	2	0	0	0	0	0	0	0	0	0	2	1	0	2	2	1.0	23	2	2	1.0	24	100	2	1	0								1	1.0	23
30113	3	1	301.0	3.0	2.0	14	2	0	0	0	0	0	0	0	0	0	2	1	0	3	2	1.0	23	2	2	1.0	24	180	2	1	0								1	1.0	22
30115	3	1	301.0	3.0	2.0	13	3	0	0	0	0	0	0	0	0	0	0	0	0									50	2	0	0								0		
30115	3	1	301.0	3.0	2.0	14	3	0	0	0	0	0	0	0	0	0	2	2	0	4	3	1.0	22					70	2	1	0								0		
