district	village	villno	strno	group	hhid	g09	g10	g11	g12a	g12b	g12c	g12d	g13	g13a	g14	g14a	g15	g30	g40
1	12	112.0	1.0	2.0	11260	1	4	1	0	0	0	1		0			1	0	0
1	12	112.0	1.0	2.0	11261	1	4	1	0	0	1	1	1	0			1	1	0
1	12	112.0	1.0	2.0	11262	1	4	1	0	0	0	1		0			1	0	0
1	12	112.0	1.0	2.0	11263	1	4	1	0	0	1	0		1	11		0	1	0
1	12	112.0	1.0	2.0	11264	1	4	1	0	0	1	0		1	2		0	1	0
1	12	112.0	1.0	2.0	11265	1	4	1	0	1	0	0		1	19		0	0	1
1	12	112.0	1.0	2.0	11266	1	4	0										0	0
1	12	112.0	1.0	2.0	11267	1	4	1	0	1	0	0		1	4		0	0	1
1	12	112.0	1.0	2.0	11268	1	4	1	0	1	1	1	2	0			1	1	1
1	12	112.0	1.0	2.0	11269	1	4	1	0	0	0	1		0			1	0	0
1	13	113.0	1.0	3.0	11350	1	4	0										0	0
1	13	113.0	1.0	3.0	11351	1	4	0										0	0
1	13	113.0	1.0	3.0	11352	1	4	0										0	0
1	14	114.0	1.0	2.0	11450	1	4	1	0	0	0	1		0			1	0	0
1	14	114.0	1.0	2.0	11451	1	4	1	0	0	0	1		0			1	0	0
1	14	114.0	1.0	2.0	11452	1	4	1	0	1	0	0		1	19		0	0	1
1	14	114.0	1.0	2.0	11460	1	4	1	0	0	0	1		0			1	0	0
1	14	114.0	1.0	2.0	11461	1	4	1	0	1	1	1	1	0			1	1	1
1	14	114.0	1.0	2.0	11462	1	4	1	0	0	0	1		0			1	0	0
1	14	114.0	1.0	2.0	11463	1	4	1	0	1	0	0		1	1		0	0	1
1	14	114.0	1.0	2.0	11464	1	4	1	0	0	0	1		0			1	0	0
1	14	114.0	1.0	2.0	11465	1	3	1	0	0	0	1		0			1	0	0
1	14	114.0	1.0	2.0	11466	1	4	1	0	0	1	1	2	0			1	1	0
1	14	114.0	1.0	2.0	11467	1	4	1	0	0	0	1		0			1	0	0
1	14	114.0	1.0	2.0	11468	1	3	1	0	0	1	1	1	0			1	0	0
1	14	114.0	1.0	2.0	11469	1	3	1	0	0	0	1		0			1	0	0
1	14	114.0	1.0	2.0	11470	1	3	1	0	0	0	1		0			1	0	0
1	15	115.0	1.0	1.0	11550	1	4	1	0	0	1	0		1	4		0	1	0
1	15	115.0	1.0	1.0	11551	1	4	1	0	0	0	1		0			1	0	0
1	15	115.0	1.0	1.0	11552	1	4	0										0	0
1	15	115.0	1.0	1.0	11553	1	4	1	0	0	0	1		0			1	0	0
1	15	115.0	1.0	1.0	11560	1	4	1	0	1	0	0		1	2		0	0	1
1	15	115.0	1.0	1.0	11561	1	4	1	0	1	1	1	1	0			1	1	1
1	15	115.0	1.0	1.0	11562	1	4	1	0	0	1	0		1	4		0	1	0
1	15	115.0	1.0	1.0	11563	1	4	1	0	1	1	1	1	0			1	1	1
1	15	115.0	1.0	1.0	11564	1	4	1	0	0	1	0		1	1		0	1	0
1	15	115.0	1.0	1.0	11565	1	4	1	0	1	0	0		1	2		0	0	1
1	15	115.0	1.0	1.0	11566	1	4	1	0	1	0	0		1	2		0	0	1
1	15	115.0	1.0	1.0	11567	1	4	1	0	1	0	0		1	2		0	0	1
1	15	115.0	1.0	1.0	11568	1	4	1	0	1	1	0		1	4		0	1	1
1	15	115.0	1.0	1.0	11569	1	4	1	0	0	0	1		0			1	0	0
1	16	116.0	1.0	1.0	11650	1	4	1	0	0	1	0		1	19		0	1	0
1	16	116.0	1.0	1.0	11652	1	4	1	0	0	1	0		1	5		0	1	0
1	16	116.0	1.0	1.0	11653	1	4	1	0	0	0	1		0			1	0	0
1	16	116.0	1.0	1.0	11660	1	4	0											
1	16	116.0	1.0	1.0	11661	1	4	1	0	0	1	1	2	0			1	1	0
1	16	116.0	1.0	1.0	11662	1	4	1	0	1	0	0		1	2		0	0	1
1	16	116.0	1.0	1.0	11663	1	4	1	0	0	1	1	1	0			1	1	0
1	16	116.0	1.0	1.0	11664	1	4	1	0	1	1	1	1	0			1	1	1
1	16	116.0	1.0	1.0	11665	1	4	1	0	0	0	1		0			1	0	0
1	16	116.0	1.0	1.0	11666	1	4	1	0	0	0	1		0			1	0	0
1	16	116.0	1.0	1.0	11667	1	4	1	0	0	1	0		1	4		0	1	0
1	16	116.0	1.0	1.0	11668	1	4	1	0	1	0	0		1	2		0	0	1
1	16	116.0	1.0	1.0	11669	1	4	0										0	0
1	17	117.0	1.0	2.0	11750	1	4	1	0	0	1	0		1	2		0	1	0
1	17	117.0	1.0	2.0	11751	1	4	1	0	0	1	0		1	19		0	1	0
1	17	117.0	1.0	2.0	11752	1	4	0											
1	17	117.0	1.0	2.0	11753	1	4	0											
1	17	117.0	1.0	2.0	11760	1	4	1	0	1	1	1	1	0			1	1	1
1	17	117.0	1.0	2.0	11761	1	4	1	0	0	1	1	2	0			1	1	0
1	17	117.0	1.0	2.0	11762	1	4	0										0	0
1	17	117.0	1.0	2.0	11763	1	4	0											
1	17	117.0	1.0	2.0	11764	1	4	0										0	0
1	17	117.0	1.0	2.0	11766	1	4	1	0	0	1	1	1	0			1	1	0
1	17	117.0	1.0	2.0	11767	1	4	0										0	0
1	17	117.0	1.0	2.0	11768	1	4	1	0	0	0	1		0			1	0	0
1	17	117.0	1.0	2.0	11769	1	4	1	0	1	1	1	2	0			1	1	1
1	18	118.0	1.0	1.0	11851	1	3	1	0	1	1	1	3	0			1	1	1
1	18	118.0	1.0	1.0	11852	1	4	0											
1	18	118.0	1.0	1.0	11853	1	4	0										0	0
1	18	118.0	1.0	1.0	11860	1	4	1	0	0	1	0		1	2		0	1	0
1	18	118.0	1.0	1.0	11861	1	4	1	0	0	1	1	1	0			1	1	0
1	18	118.0	1.0	1.0	11862	1	4	1	0	0	1	1	1	0			1	1	0
1	18	118.0	1.0	1.0	11863	1	4	0										0	0
1	18	118.0	1.0	1.0	11864	1	4	1	0	0	0	1		0			1	0	0
1	18	118.0	1.0	1.0	11865	1	4	1	0	1	0	1	1	1	4		1	0	1
1	18	118.0	1.0	1.0	11866	1	4	1	0	0	0	1		0			1	0	0
1	18	118.0	1.0	1.0	11867	1	4	1	0	1	1	1	1	0			1	1	1
1	18	118.0	1.0	1.0	11868	1	4	1	0	0	0	1		0			1	0	0
1	18	118.0	1.0	1.0	11869	1	3	1	0	0	1	1	1	0			1	0	0
1	18	118.0	1.0	1.0	11870	1	4	1	0	0	1	1	1	0			1	1	0
1	18	118.0	1.0	1.0	11871	1	4	1	0	0	0	1		0			1	0	0
1	18	118.0	1.0	1.0	11872	1	4	1	0	0	0	1		0			1	0	0
2	1	201.0	2.0	3.0	20150	1	4	0										0	0
2	1	201.0	2.0	3.0	20151	1	4	0										0	0
2	1	201.0	2.0	3.0	20153	1	1	0										0	0
2	2	202.0	2.0	3.0	20250	1	4	1	0	1	1	0		1	4		0	1	1
2	2	202.0	2.0	3.0	20251	1	4	1	1	0	0	0		1	2		0	0	0
2	3	203.0	2.0	2.0	20350	1	4	1	0	0	0	1		0			1	0	0
2	3	203.0	2.0	2.0	20351	1	4	1	0	0	1	1	2	0			1	1	0
2	3	203.0	2.0	2.0	20352	0													
2	3	203.0	2.0	2.0	20360	1	1	1	0	1	0	0		1	12		0	0	1
2	3	203.0	2.0	2.0	20361	1	3	1	0	0	1	1	3	0			1	1	0
2	3	203.0	2.0	2.0	20362	1	4	1	0	0	1	1	1	0			1	1	0
2	3	203.0	2.0	2.0	20363	1	2	1	0	0	1	1	2	0			1	1	0
2	3	203.0	2.0	2.0	20364	1	4	1	0	1	1	1	2	0			1	1	1
2	3	203.0	2.0	2.0	20365	1	3	1	0	1	1	1	1	0			1	1	1
2	3	203.0	2.0	2.0	20366	1	4	1	0	0	1	1	1	0			1	1	0
2	3	203.0	2.0	2.0	20367	1	4	1	0	0	1	1	2	0			1	1	0
2	3	203.0	2.0	2.0	20368	1	4	1	0	0	1	1	1	0			1	1	0
2	3	203.0	2.0	2.0	20369	1	4	1	0	0	0	1		0			1	0	0
2	4	204.0	2.0	2.0	20450	1	4	1	1	1	1	1	3	0			1	1	1
2	4	204.0	2.0	2.0	20451	1	3	1	0	0	1	0		1	1		0	1	0
2	4	204.0	2.0	2.0	20452	1	4	1	0	0	1	0		1	2		0	1	0
2	4	204.0	2.0	2.0	20460	1	4	0											
2	4	204.0	2.0	2.0	20461	1	4	1	0	1	1	1	2	0			1	1	1
2	4	204.0	2.0	2.0	20462	1	4	1	0	0	0	1		0			1	0	0
2	4	204.0	2.0	2.0	20463	1	3	1	0	0	1	0		1	1		0	1	0
2	4	204.0	2.0	2.0	20464	1	2	1	0	0	0	1		0			1	0	0
2	4	204.0	2.0	2.0	20465	1	3	1	0	0	1	1	3	0			1	1	0
2	4	204.0	2.0	2.0	20466	1	4	1	0	0	1	1	3	0			1	1	0
2	4	204.0	2.0	2.0	20467	1	4	1	0	0	1	1	2	0			1	1	0
2	4	204.0	2.0	2.0	20468	1	4	1	0	1	1	1	2	0			1	1	1
2	4	204.0	2.0	2.0	20469	1	2	1	0	0	1	1	1	0			1	1	0
2	5	205.0	2.0	1.0	20550	1	3	1	0	0	1	1	2	0			1	1	0
2	5	205.0	2.0	1.0	20551	1	4	1	0	0	1	1	1	0			1	1	0
2	5	205.0	2.0	1.0	20552	1	3	0											
2	5	205.0	2.0	1.0	20560	1	4	1	0	0	1	1	1	0			1	1	0
2	5	205.0	2.0	1.0	20561	1	4	1	0	0	0	1		0			1	0	0
2	5	205.0	2.0	1.0	20562	1	2	1	0	1	1	0		1	2		0	1	1
2	5	205.0	2.0	1.0	20563	1	4	1	0	1	1	1	2	0			1	1	1
2	5	205.0	2.0	1.0	20564	1	4	1	0	0	1	1	1	0			1	1	0
2	5	205.0	2.0	1.0	20565	1	3	1	0	0	1	1	1	0			1	1	0
2	5	205.0	2.0	1.0	20566	1	4	1	0	0	1	0		1	4		0	1	0
2	5	205.0	2.0	1.0	20567	1	4	1	0	0	1	1	1	0			1	1	0
2	5	205.0	2.0	1.0	20568	1	3	1	0	0	1	1	2	0			1	1	0
2	5	205.0	2.0	1.0	20569	1	4	1	0	0	1	0		1	4		0	1	0
2	6	206.0	2.0	1.0	20650	1	4	1	0	0	0	1		0			1	0	0
2	6	206.0	2.0	1.0	20651	1	4	1	0	1	1	1	1	0			1	1	1
2	6	206.0	2.0	1.0	20660	1	4	1	0	0	0	1		0			1	0	0
2	6	206.0	2.0	1.0	20661	1	3	1	0	0	1	0		1	4		0	1	0
2	6	206.0	2.0	1.0	20662	1	3	1	0	1	1	1	1	0			1	1	1
2	6	206.0	2.0	1.0	20663	1	4	1	0	0	1	0		1	4		0	1	0
2	6	206.0	2.0	1.0	20664	1	3	1	0	0	1	0		1	1		0	1	0
2	6	206.0	2.0	1.0	20665	1	4	1	0	0	1	1	1	0			1	1	0
2	6	206.0	2.0	1.0	20666	1	3	1	0	0	0	1		0			1	0	0
2	6	206.0	2.0	1.0	20667	1	4	1	0	0	1	1	1	0			1	1	0
2	6	206.0	2.0	1.0	20668	1	4	1	0	0	1	1	1	0			1	1	0
2	6	206.0	2.0	1.0	20669	1	4	1	0	1	1	1	1	0			1	1	1
2	7	207.0	2.0	2.0	20750	1	4	1	0	0	1	0		1	4		0	1	0
2	7	207.0	2.0	2.0	20752	1	4	1	0	0	0	1		0			1	0	0
2	7	207.0	2.0	2.0	20753	1	4	1	0	1	1	1	1	0			1	1	1
2	7	207.0	2.0	2.0	20760	1	4	1	0	1	1	1	2	0			1	1	1
2	7	207.0	2.0	2.0	20761	1	4	1	0	0	1	1	1	0			1	1	0
2	7	207.0	2.0	2.0	20762	1	4	1	0	0	1	1	2	0			1	1	0
2	7	207.0	2.0	2.0	20763	1	4	1	0	1	1	1	1	0			1	1	1
2	7	207.0	2.0	2.0	20764	1	3	1	0	0	1	1	2	0			1	1	0
2	7	207.0	2.0	2.0	20765	1	3	1	0	0	1	1	2	0			1	1	0
2	7	207.0	2.0	2.0	20766	1	4	1	0	1	1	1	1	0			1	1	1
2	7	207.0	2.0	2.0	20767	1	4	1	0	0	0	1		0			1	0	0
2	7	207.0	2.0	2.0	20768	1	4	1	0	0	0	1		0			1	0	0
2	7	207.0	2.0	2.0	20769	1	3	1	0	0	1	1	1	0			1	1	0
2	8	208.0	2.0	1.0	20850	1	4	1	0	0	0	1		0			1	0	0
2	8	208.0	2.0	1.0	20852	1	4	1	0	0	0	1		0			1	0	0
2	8	208.0	2.0	1.0	20853	1	3	1	0	0	1	1	1	0			1	1	0
2	8	208.0	2.0	1.0	20860	1	4	1	0	1	1	1	1	0			1	1	1
2	8	208.0	2.0	1.0	20861	1	4	1	0	0	1	1	3	0			1	1	0
2	8	208.0	2.0	1.0	20862	1	3	1	0	1	0	0		1	11		0	0	1
2	8	208.0	2.0	1.0	20863	1	4	1	0	0	1	1	1	0			1	1	0
2	8	208.0	2.0	1.0	20864	1	3	1	0	0	1	0		1	2		0	1	0
2	8	208.0	2.0	1.0	20865	1	4	1	0	0	1	1	2	0			1	1	0
2	8	208.0	2.0	1.0	20866	1	3	1	0	0	1	1	1	0			1	1	0
2	8	208.0	2.0	1.0	20867	1	4	1	0	0	1	0		1	19		0	1	0
2	8	208.0	2.0	1.0	20868	1	2	1	0	0	1	1	1	0			1	1	0
2	8	208.0	2.0	1.0	20869	1	4	1	0	0	1	1	1	0			1	1	0
2	9	209.0	2.0	3.0	20950	0												0	0
3	1	301.0	3.0	2.0	30150	1	4	1	0	0	0	1		0			1	0	0
3	1	301.0	3.0	2.0	30151	1	4	1	0	0	1	1	2	0			1	1	0
3	1	301.0	3.0	2.0	30152	1	3	1	0	0	1	1	2	0			1	1	0
3	1	301.0	3.0	2.0	30160	1	4	1	0	1	1	1	1	0			1	1	1
3	1	301.0	3.0	2.0	30161	1	4	1	0	1	1	1	1	0			1	1	1
3	1	301.0	3.0	2.0	30162	1	4	1	0	1	1	1	1	0			1	1	1
3	1	301.0	3.0	2.0	30163	1	3	1	1	1	1	1	1	0			1	1	1
3	1	301.0	3.0	2.0	30164	1	4	1	0	1	1	1	1	0			1	1	1
3	1	301.0	3.0	2.0	30165	1	4	1	0	1	1	1	1	0			1	1	1
3	1	301.0	3.0	2.0	30166	1	3	1	0	0	1	1	3	0			1	1	0
3	1	301.0	3.0	2.0	30167	1	4	1	0	0	1	0		1	1		0	1	0
3	1	301.0	3.0	2.0	30168	1	4	1	0	0	0	1		0			1	0	0
3	1	103.0	1.0	2.0	30169	1	4	1	0	0	0	1		0			1	0	0
3	2	302.0	3.0	2.0	30250	1	4	1	0	0	1	1	2	0			1	1	0
3	2	302.0	3.0	2.0	30251	1	4	1	0	0	1	1	1	0			1	1	0
3	2	302.0	3.0	2.0	30260	1	4	1	0	1	0	1	2	1	4		1	0	1
3	2	302.0	3.0	2.0	30261	1	4	1	0	0	1	1	1	0			1	1	0
3	2	302.0	3.0	2.0	30262	1	4	1	0	0	1	1	1	0			1	1	0
3	2	302.0	3.0	2.0	30263	1	4	1	0	0	1	1	1	0			1	1	0
3	2	302.0	3.0	2.0	30264	1	4	1	0	0	1	1	1	0			1	1	0
3	2	302.0	3.0	2.0	30265	1	4	1	0	1	0	0		1	19		0	0	1
3	2	302.0	3.0	2.0	30266	1	4	1	0	0	1	1	1	0			1	1	0
3	2	302.0	3.0	2.0	30267	1	3	1	0	0	1	1	1	0			1	1	0
3	2	302.0	3.0	2.0	30268	1	2	1	0	0	0	1		0			1	0	0
3	2	302.0	3.0	2.0	30269	1	4	1	0	0	1	1	1	0			1	1	0
3	3	303.0	3.0	1.0	30350	1	4	1	0	0	1	1	2	0			1	1	0
3	3	303.0	3.0	1.0	30351	1	4	1	0	1	1	1	1	0			1	1	1
3	3	303.0	3.0	1.0	30352	1	4	0											
3	3	303.0	3.0	1.0	30354	1	4	1	0	0	1	1	1	0			1	1	0
3	3	303.0	3.0	1.0	30360	1	3	1	0	1	1	1	2	0			1	1	1
3	3	303.0	3.0	1.0	30361	1	4	1	0	0	1	1	3	0			1	1	0
3	3	303.0	3.0	1.0	30362	1	4	1	0	0	1	1	1	0			1	1	0
3	3	303.0	3.0	1.0	30363	1	4	1	0	0	1	1	1	0			1	1	0
3	3	303.0	3.0	1.0	30364	1	4	1	0	1	1	1	1	0			1	1	1
3	3	303.0	3.0	1.0	30365	1	4	1	0	0	1	1	1	0			1	1	0
3	3	303.0	3.0	1.0	30366	1	4	1	0	1	1	1	2	0			1	1	1
3	3	303.0	3.0	1.0	30367	1	4	1	0	1	0	0		1	8		0	0	1
3	3	303.0	3.0	1.0	30368	1	3	1	0	0	1	1	1	0			1	1	0
3	3	303.0	3.0	1.0	30369	1	4	1	0	1	1	1	1	0			1	1	1
3	4	304.0	3.0	3.0	30450	1	3	0										0	0
3	4	304.0	3.0	3.0	30451	1	3	0										0	0
3	4	304.0	3.0	3.0	30452	1	4	0										0	0
3	4	304.0	3.0	3.0	30453	1	3	0										0	0
3	4	304.0	3.0	3.0	30454	1	4	1	0	0	1	1	2	0			1	1	0
3	5	305.0	3.0	3.0	30550	0												0	0
3	5	305.0	3.0	3.0	30551	1	2	0										0	0
3	5	305.0	3.0	3.0	30552	1	2	1	0	0	0	1		0			1	0	
4	1	401.0	3.0	3.0	40150	1	4	1	0	0	1	1	1	0			1	1	0
4	1	401.0	3.0	3.0	40151	1	4	1	0	0	0	1		0			1	0	0
4	1	401.0	3.0	3.0	40152	1	3	1	0	0	1	1	1	0			1	1	0
4	2	402.0	3.0	1.0	40250	1	4	1	0	1	1	1	1	0			1	1	1
4	2	402.0	3.0	1.0	40251	1	4	1	0	0	0	1		0			1	0	0
4	2	402.0	3.0	1.0	40252	1	4	1	0	0	1	1	1	0			1	1	0
4	2	402.0	3.0	1.0	40260	1	2	1	0	0	1	1	3	0			1	1	0
4	2	402.0	3.0	1.0	40261	1	4	1	0	0	0	1		0			1	0	0
4	2	402.0	3.0	1.0	40262	1	3	1	0	0	1	1	2	0			1	1	0
4	2	402.0	3.0	1.0	40263	1	4	1	0	0	1	1	1	0			1	1	0
4	2	402.0	3.0	1.0	40264	1	4	1	0	0	1	1	1	0			1	1	0
4	2	402.0	3.0	1.0	40265	1	4	1	0	0	0	1		0			1	0	0
4	2	402.0	3.0	1.0	40266	1	4	1	0	0	0	1		0			1	0	0
4	2	402.0	3.0	1.0	40267	1	4	1	0	0	0	1		0			1	0	0
4	2	402.0	3.0	1.0	40268	1	4	1	0	0	1	1	1	0			1	1	0
4	2	402.0	3.0	1.0	40269	1	4	1	0	0	1	1	1	0			1	1	0
4	3	403.0	3.0	1.0	40350	1	4	1	0	0	1	0		1	2		0	1	0
4	3	403.0	3.0	1.0	40351	1	4	1	0	0	1	1	1	0			1	1	0
4	3	403.0	3.0	1.0	40352	1	4	1	0	0	1	0		1	4		0	1	0
4	3	403.0	3.0	1.0	40353	1	3	1	0	1	1	1	1	0			1	1	1
4	3	403.0	3.0	1.0	40354	1	4	1	0	1	1	1	1	0			1	1	1
4	3	403.0	3.0	1.0	40360	1	3	1	0	0	1	1	1	0			1	1	0
4	3	403.0	3.0	1.0	40361	1	3	1	0	1	1	1	1	0			1	1	1
4	3	403.0	3.0	1.0	40362	1	3	1	0	0	1	1	1	0			1	1	0
4	3	403.0	3.0	1.0	40363	1	4	1	0	0	1	1	2	0			1	1	0
4	3	403.0	3.0	1.0	40364	1	3	1	0	0	1	1	2	0			1	1	0
4	3	403.0	3.0	1.0	40365	1	3	1	0	0	1	1	3	0			1	1	0
4	3	403.0	3.0	1.0	40366	1	4	1	0	1	1	1	1	0			1	1	1
4	3	403.0	3.0	1.0	40367	1	3	1	0	1	1	1	4	0			1	1	1
4	3	403.0	3.0	1.0	40368	1	4	1	0	1	1	1	3	0			1	1	1
4	3	403.0	3.0	1.0	40369	1	4	1	0	0	1	1	1	0			1	1	0
4	4	404.0	3.0	2.0	40450	1	4	1	0	0	0	1		0			1	0	0
4	4	404.0	3.0	2.0	40451	1	4	1	0	0	0	1		0			1	0	0
4	4	404.0	3.0	2.0	40453	1	4	0										0	0
4	4	404.0	3.0	2.0	40460	1	4	1	0	1	1	1	2	0			1	1	1
4	4	404.0	3.0	2.0	40461	1	3	1	0	0	1	1	1	0			1	1	0
4	4	404.0	3.0	2.0	40462	1	3	1	0	0	0	1		0			1	0	0
4	4	404.0	3.0	2.0	40463	1	3	1	0	0	0	1		0			1	0	0
4	4	404.0	3.0	2.0	40464	1	4	1	0	1	0	0		1	1		0	0	1
4	4	404.0	3.0	2.0	40465	1	4	1	0	1	0	0		1	19		0	0	1
4	4	404.0	3.0	2.0	40466	1	3	1	0	0	0	1		0			1	0	0
4	4	404.0	3.0	2.0	40467	1	4	1	0	0	1	0		1	1		0	1	0
4	4	404.0	3.0	2.0	40468	1	4	1	0	0	1	1	1	0			1	1	0
4	4	404.0	3.0	2.0	40469	1	4	1	0	0	1	1	1	0			1	1	0
