district	village	villno	strno	group	hhid	i01	i02	i03	i04	i05	i06	i07	i07a	i07b	i08	i10	i11	i12	i13	i14	i15	i16	i17	i18	i19	i20	i21	i22	i23	i24	i25	i26	i27	i28	i29	i30
3	1	301.0	3.0	2.0	30118	0		0		2	0				1	1	8	3				1	1	2	0	1	0	0	1	0	0	2	1	1	0	0
3	1	301.0	3.0	2.0	30119	0		0		1	0				0	1	9	1	1	1	4	0											1	0	0	0
3	1	301.0	3.0	2.0	30120	0		0		2	0				0	1	9	1	1	1	3	1	0	2	1	0	0	1	1	1	1	1	1	0	0	0
3	2	302.0	3.0	2.0	30201	0		1	2	2	0				0	1	9	1	0			1	1	5	1	0	1	1	1	0	1	1	1	1	0	0
3	2	302.0	3.0	2.0	30202	0		0		9	0				0	1	9	1	0			0											1	0	0	0
3	2	302.0	3.0	2.0	30203	0		1	2	1	0				0	1	9	1	0			1	1	5	1	1	0	0	1	1	1	1	1	0	0	0
3	2	302.0	3.0	2.0	30204	0		0		2	0				0	0		1	1	1	5	0											9	0	0	0
3	2	302.0	3.0	2.0	30205	0		1	9	2	0				0	1	9	1	1	1	2	1	1	3	0	1	1	0	0	0	0	1	2	0	0	0
3	2	302.0	3.0	2.0	30206	1	4	0		9	0				1	1	8	1	0			1	1	3	1	1	1	0	0	0	1	2	1	0	0	0
3	2	302.0	3.0	2.0	30207	1	3	0		2	0				1	1	9	1	1	1	2	1	1	3	0	0	1	0	1	0	0	1	1	0	0	0
3	2	302.0	3.0	2.0	30208	1	6	0		8	1	2			1	1	10	1	0			1	1	4	1	1	1	0	0	0	0	1	1	1	1	0
3	2	302.0	3.0	2.0	30209	0		1	8	8	0				1	1	8	1	1	1	1	1	1	4	0	1	1	0	0	0	1	1	1	1	0	0
3	2	302.0	3.0	2.0	30210	0		1	1	1	1	1			1	1	9	1	0			1	1	2	1	0	1	0	0	0	0	2	3	0	0	0
3	2	302.0	3.0	2.0	30212	0		0		2	0				0	1	9	1	0			1	1	3	1	1	1	0	1	0	1	1	1	1	0	0
3	2	302.0	3.0	2.0	30213	0		0		9	0				0	1	9	1	1	0		1	1	4	0	1	1	0	0	0	0	2	2	0	0	0
3	2	302.0	3.0	2.0	30214	0		0		1	0				1	1	8	1	0			1	1	5	1	1	0	0	0	0	0	1	1	0	0	0
3	2	302.0	3.0	2.0	30215	0		1	1	1	0				0	1	9	1	0			1	1	1	0	1	0	0	0	0	0	1	1	0	0	0
3	2	302.0	3.0	2.0	30216	0		0		2	1	1			1	1	8	1	1	1	2	1	1	2	1	1	1	0	0	0	0	2	2	0	0	0
3	2	302.0	3.0	2.0	30217	1	3	0		2	0				0	1	8	1	1	1	1	1	1	2	1	1	1	0	0	0	0	2	2	0	0	0
3	2	302.0	3.0	2.0	30218	0		0		4	1	3			0	1	9	1	1	0		0											3	0	0	0
3	2	302.0	3.0	2.0	30219	0		1	4	2	1	1			1	1	5	1	0			0											9	0	0	0
3	2	302.0	3.0	2.0	30220	0		1	2	2	0				0	1	9	1	0			1	1	6	1	0	1	0	1	0	1	1	1	0	0	0
3	3	303.0	3.0	1.0	30301	1	5	0		8	1	2			1	1	8	1	0			1	1	4	2	1	1	0	1	1	1	1	1	1	1	0
3	3	303.0	3.0	1.0	30302	1	4	1	1	4	0				1	1	9	1	1	1	1	1	1	3	1	1	1	0	0	0	0	2	1	1	0	0
3	3	303.0	3.0	1.0	30303	1	6	0		1	1	2			1	1	8	1	1	1	2	1	1	6	1	1	1	0	1	0	0	1	1	1	0	0
3	3	303.0	3.0	1.0	30304	0		0		1	0				1	1	9	1	0			1	1	5	1	0	1	1	1	0	1	1	1	1	0	0
3	3	303.0	3.0	1.0	30305	1	3	0		1	0				0	1	9	1	1	1	4	1	1	6	1	1	1	1	1	0	1	1	1	1	0	0
3	3	303.0	3.0	1.0	30306	1	3	0		2	0				1	1	9	1	1	0		1	1	3	0	1	1	0	0	0	0	1	1	0	0	0
3	3	303.0	3.0	1.0	30307	0		0		1	0				1	1	9	1	1	1	2	1	1	2	0	1	1	0	0	0	0	1	1	0	0	0
3	3	303.0	3.0	1.0	30308	0		1	9	2	1	3			0	1	9	1	0			1	1	4	1	1	1	0	0	0	0	2	1	1	1	0
3	3	303.0	3.0	1.0	30309	0		1	4	4	1	3			0	1	8	1	1	1	1	1	1	1	0	1	1	0	0	0	0	2	3	1	0	0
3	3	303.0	3.0	1.0	30310	0		1	2	2	1	3			0	1	8	1	0			1	1	2	1	1	1	0	0	0	0	2	1	1	0	0
3	3	303.0	3.0	1.0	30311	1	4	0		8	0				1	1	8	1	1	1	1	1	1	4	0	1	1	0	0	0	1	2	2	1	0	0
3	3	303.0	3.0	1.0	30312	0		0		9	0				0	1	9	1	1	0		1	1	3	0	1	1	0	0	0	0	1	1	0	0	0
3	3	303.0	3.0	1.0	30313	1	3	0		2	1	2			0	1	8	1	1	1	4	1	1	5	1	1	1	1	0	0	0	1	1	0	0	0
3	3	303.0	3.0	1.0	30315	0		0		4	1	1	3		1	0		1	0			0											3	0	0	0
3	3	303.0	3.0	1.0	30316	0		0		2	0				0	1	8	1	0			1	1	1	0	0	0	0	0	0	0	2	2	0	0	0
3	3	303.0	3.0	1.0	30317	0		0		2	0				0	1	9	1	1	1	3	1	1	6	2	0	1	0	1	0	1	1	1	1	1	0
3	3	303.0	3.0	1.0	30318	0		1	1	1	0				0	1	9	1	1	1	1	1	1	5	1	0	1	1	0	0	1	1	1	0	0	0
3	3	303.0	3.0	1.0	30319	0		0		1	0				0	1	9	1	0			1	1	4	1	0	1	0	0	0	1	1	1	0	0	0
3	4	304.0	3.0	3.0	30401	0		0		2	1	1			1	0																				
3	4	304.0	3.0	3.0	30402	0		0		99	1	2			1	0																				
3	4	304.0	3.0	3.0	30403	0		1	1	1	0				0	0																				
3	4	304.0	3.0	3.0	30404	0		1	6	2	1	2			1	0																				
3	4	304.0	3.0	3.0	30405	0		0		1	0				0	0																				
3	4	304.0	3.0	3.0	30406	0		0		2	0				0	0																				
3	4	304.0	3.0	3.0	30407	1	5	0		2	1	1			1	0																				
3	4	304.0	3.0	3.0	30408	0		0		2	0				0	0																				
3	4	304.0	3.0	3.0	30409	0		0		5	0				1	0																				
3	4	304.0	3.0	3.0	30410	1	3	0		1	1	1			1	0																				
3	4	304.0	3.0	3.0	30411	1	2	0		4	0				0	0																				
3	4	304.0	3.0	3.0	30412	0		1	1	1	1	1			1	0																				
3	4	304.0	3.0	3.0	30413	1	5	1	11	11	1	2			1	0																				
3	4	304.0	3.0	3.0	30414	0		0		1	0				0	0																				
3	4	304.0	3.0	3.0	30415	0		1	2	2	0				0	0																				
3	4	304.0	3.0	3.0	30416	0		0		2	0				1	0																				
3	4	304.0	3.0	3.0	30417	0		0		1	0				1	0																				
3	4	304.0	3.0	3.0	30419	0		0		1	1	1			1	0																				
3	4	304.0	3.0	3.0	30420	0		0		4	0				1	0																				
3	5	305.0	3.0	3.0	30501	0		0		4	0				0	0																				
3	5	305.0	3.0	3.0	30502	1	2	1	2	1	0				0	1	10																			
3	5	305.0	3.0	3.0	30503	1	3	0		2	0				0	0																				
3	5	305.0	3.0	3.0	30504	0		0		2	0				0	0																				
3	5	305.0	3.0	3.0	30505	0		0		2	0				1	1	6																			
3	5	305.0	3.0	3.0	30506	1	2	0		1	0				0	0																				
3	5	305.0	3.0	3.0	30507	0		0		2	0				1	0																				
3	5	305.0	3.0	3.0	30508	0		0		1	0				1	0																				
3	5	305.0	3.0	3.0	30509	0		0		1	0				0	0																				
3	5	305.0	3.0	3.0	30510	0		1	1	1	0				1	0																				
3	5	305.0	3.0	3.0	30512	1	3	0		1	0				0	0																				
3	5	305.0	3.0	3.0	30513	0		0		1	0				0	0																				
3	5	305.0	3.0	3.0	30515	0		0		2	0				0	0																				
3	5	305.0	3.0	3.0	30516	0		0		2	0				1	0																				
3	5	305.0	3.0	3.0	30517	0		0		2	0				1	0																				
3	5	305.0	3.0	3.0	30518	1	3	0		2	0				1	0																				
3	5	305.0	3.0	3.0	30519	0		0		6	0				1	0																				
3	5	305.0	3.0	3.0	30520	0		0		2	1	1			1	0																				
4	1	401.0	3.0	3.0	40101	0		0		5	1	1			1	0																				
4	1	401.0	3.0	3.0	40104	1	3	0		1	1	1			1	0																				
1	4	101.0	1.0	3.0	40105	0		0		2	0				0	0																				
4	1	401.0	3.0	3.0	40106	0		0		2	0				0	0																				
4	1	401.0	3.0	3.0	40107	1	3	0		1	0				0	0																				
4	1	401.0	3.0	3.0	40108	1	6	1	4	4	0				0	1	10																			
4	1	401.0	3.0	3.0	40110	0		0		5	0				0	1	10																			
4	1	401.0	3.0	3.0	40111	1	3	0		2	0				0	1	10																			
4	1	401.0	3.0	3.0	40112	1	3	1	1	1	0				0	0																				
4	1	401.0	3.0	3.0	40113	1	5	0		99	1	1			1	0																				
4	1	401.0	3.0	3.0	40114	0		0		1	0				0	0																				
4	1	401.0	3.0	3.0	40115	0		0		6	0				1	0																				
4	1	401.0	3.0	3.0	40116	0		0		2	0				0	1	10																			
4	1	401.0	3.0	3.0	40117	1	3	0		2	0				0	0																				
4	1	401.0	3.0	3.0	40118	1	6	0		1	0				0	0																				
4	1	401.0	3.0	3.0	40119	1	3	0		1	0				0	0																				
4	1	401.0	3.0	3.0	40120	0		0		2	1	1			1	0																				
4	2	402.0	3.0	1.0	40201	0		0		2	0				0	1	8	1	1	1	7	1	1	3	0	1	1	0	0	1	1	1	1	1	0	0
4	2	402.0	3.0	1.0	40202	1	3	0		2	0				0	1	5	1	0			0											1	0	0	0
4	2	402.0	3.0	1.0	40203	0		1	8	1	0				1	1	8	1	0			1	1	2	1	1	1	0	0	0	0	1	1	0	0	0
4	2	402.0	3.0	1.0	40204	0		1	8	1	1	3			0	1	8	1	0			1	1	3	1	1	1	0	1	0	0	2	1	1	0	0
4	2	402.0	3.0	1.0	40205	0		0		2	0				0	1	9	1	1	1	3	1	0	8	3	0	1	0	1	0	1	1	1	0	0	0
4	2	402.0	3.0	1.0	40206	1	5	1	8	9	1	3			0	1	9	1	1	1	1	1	1	6	2	0	1	0	1	0	1	1	1	1	1	0
4	2	402.0	3.0	1.0	40207	0		0		2	0				1	1	8	1	1	0		1	1	3	0	1	1	0	0	0	1	2	2	0	0	0
4	2	402.0	3.0	1.0	40208	0		0		2	0				0	1	8	1	1	0		0											1	0	0	0
4	2	402.0	3.0	1.0	40209	1	3	1	1	1	0				0	1	9	1	1	1	3	1	0	7	3	1	0	1	1	1	1	1	1	0	0	0
4	2	402.0	3.0	1.0	40210	1	3	1	5	1	0				0	1	10	1	1	1	4	1	1	3	1	1	1	0	0	0	0	1	2	0	0	0
4	2	402.0	3.0	1.0	40211	1	3	0		99	0				0	1	8	1	1	0		1	1	2	0	1	1	0	0	0	0	2	9	0	0	0
4	2	402.0	3.0	1.0	40212	0		0		1	0				0	1	9	1	1	1	1	1	1	3	1	1	1	1	0	0	0	1	1	0	0	0
4	2	402.0	3.0	1.0	40213	0		0		9	0				1	0		1	0			0											2	0	0	0
4	2	402.0	3.0	1.0	40214	0		0		2	0				0	1	8	1	0			1	1	2	1	1	1	1	0	0	1	2	9	1	0	0
4	2	402.0	3.0	1.0	40215	0		0		2	0				0	1	8	1	1	1	1	1	1	2	0	1	1	0	0	0	0	2	1	1	0	0
4	2	402.0	3.0	1.0	40216	1	3	0		2	0				1	1	8	1	1	0		1	1	3	0	1	1	0	0	0	0	2	1	0	0	0
4	2	402.0	3.0	1.0	40217	1	2	0		4	0				1	1	8	1	0			1	1	3	0	1	1	0	1	0	0	1	1	0	0	0
4	2	402.0	3.0	1.0	40218	0		0		4	1	1	3		1	1	8	1	0			1	1	3	1	1	1	0	0	0	0	2	3	1	0	0
4	2	402.0	3.0	1.0	40219	0		0		2	0				0	1	9	1	0			1	0	2	0	1	0	0	0	0	1	1	1	0	0	0
4	3	403.0	3.0	1.0	40301	0		0		2	0				0	1	10	1	1	1	1	1	1	2	0	1	1	1	0	0	0	1	1	0	0	0
4	3	403.0	3.0	1.0	40302	0		0		9	0				1	1	9	1	1	0		1	1	2	0	1	1	0	0	0	1	2	1	1	1	0
4	3	403.0	3.0	1.0	40303	1	5	0		9	0				1	1	9	1	1	0		1	1	4	0	1	1	0	0	0	1	1	2	1	0	0
4	3	403.0	3.0	1.0	40304	0		0		2	1	1			1	1	9	1	1	0		1	1	2	0	1	1	0	0	0	1	2	9	1	1	0
4	3	403.0	3.0	1.0	40305	1	6	1	1	1	0				0	1	9	1	0			1	0	7	2	0	1	0	1	0	1	1	1	0	0	0
4	3	403.0	3.0	1.0	40306	0		0		2	0				0	1	9	1	1	0		1	1	1	0	1	1	0	0	0	0	1	2	0	0	0
4	3	403.0	3.0	1.0	40307	1	6	1	9	1	0				1	1	8	1	0			1	1	2	0	1	1	0	0	0	0	1	1	0	0	0
4	3	403.0	3.0	1.0	40308	0		0		1	0				1	1	8	1	1	0		1	1	5	3	1	1	0	0	0	0	1	2	0	0	0
4	3	403.0	3.0	1.0	40309	0		0		2	0				0	1	9	1	1	1	1	1	1	4	1	1	1	0	0	0	0	2	1	1	0	0
4	3	403.0	3.0	1.0	40310	0		0		9	0				0	1	9	1	1	1	6	1	1	5	2	1	1	0	1	0	1	1	1	1	0	0
4	3	403.0	3.0	1.0	40311	0		1	2	1	0				0	1	9	1	0			1	0	4	1	0	1	0	1	0	1	1	1	0	0	0
4	3	403.0	3.0	1.0	40312	0		0		1	0				0	1	9	1	1	1	5	1	0	9	5	0	1	1	1	1	1	1	1	1	0	0
4	3	403.0	3.0	1.0	40313	1	5	0		7	0				0	1	9	1	1	1	2	1	0	4	2	0	1	0	0	0	1	1	1	0	0	0
4	3	403.0	3.0	1.0	40314	0		1	2	2	0				0	1	9	1	0			0											1	0	0	0
4	3	403.0	3.0	1.0	40315	0		0		2	0				0	1	9	1	0			1	1	3	1	1	0	0	0	0	1	2	1	1	0	0
4	3	403.0	3.0	1.0	40316	0		0		1	0				0	1	9	1	0			1	1	3	2	1	1	0	0	0	1	1	1	0	0	0
4	3	403.0	3.0	1.0	40318	0		0		1	0				0	1	9	1	1	0		1	1	2	0	0	1	1	0	0	0	1	2	0	0	0
4	3	403.0	3.0	1.0	40319	0		0		9	1	3			0	1	8	1	1	0		0											1	0	0	0
4	3	403.0	3.0	1.0	40320	0		1	2	2	0				0	1	9	1	1	1	3	1	0	3	2	0	1	0	1	0	1	1	1	0	0	0
4	4	404.0	3.0	2.0	40401	1	5	1	9	1	1	1	3		1	1	8	1	1	1	1	1	1	2	1	1	1	0	0	0	0	2	3	1	1	0
4	4	404.0	3.0	2.0	40402	0		0		6	0				0	1	10	1	1	0		1	1	2	0	1	0	0	0	0	0	1	2	1	0	0
4	4	404.0	3.0	2.0	40403	1	6	1	8	4	1	1	3		1	1	8	3				1	1	3	1	1	1	0	0	0	0	1	1	1	1	0
4	4	404.0	3.0	2.0	40405	0		0		1	0				1	1	8	1	0			1	1	3	1	1	1	0	0	0	1	1	1	1	1	0
4	4	404.0	3.0	2.0	40406	0		1	5	5	0				1	1	8	1	0			1	1	5	2	1	1	1	0	0	0	1	1	1	1	0
4	4	404.0	3.0	2.0	40408	0		0		2	0				0	1	9	1	1	0		1	1	3	0	1	1	0	0	0	0	2	1	1	0	0
4	4	404.0	3.0	2.0	40409	0		0		4	0				1	0		1	0			0											2	0	0	0
4	4	404.0	3.0	2.0	40410	0		0		1	0				0	1	9	1	0			1	0	6	2	0	1	1	1	1	1	1	1	0	0	0
4	4	404.0	3.0	2.0	40411	0		0		1	1	2			1	1	8	1	0			1	1	3	0	1	1	1	0	0	0	1	1	0	0	0
4	4	404.0	3.0	2.0	40413	1	4	0		2	0				1	1	9	1	0			1	1	5	3	1	1	0	0	1	1	2	1	1	0	0
4	4	404.0	3.0	2.0	40414	0		1	2	2	0				0	1	9	1	1	0		1	0	4	1	0	1	1	1	0	1	1	1	0	0	0
4	4	404.0	3.0	2.0	40415	1	3	1	8	1	0				0	1	8	1	0			1	1	3	1	0	1	1	1	1	1	1	1	1	0	0
4	4	404.0	3.0	2.0	40416	0		0		1	0				0	1	8	1	0			1	1	3	0	1	1	0	0	0	1	2	1	0	0	0
4	4	404.0	3.0	2.0	40417	0		1	8	9	0				1	1	8	1	0			1	1	3	1	1	1	0	0	0	1	1	1	1	1	0
4	4	404.0	3.0	2.0	40419	1	5	1	8	9	0				0	1	8	1	0			1	1	4	0	1	1	0	0	0	1	1	1	1	0	0
1	1	101.0	1.0	3.0	10150	1	3	1	2	1	1	1			1	0																				
1	1	101.0	1.0	3.0	10151	0		1	2	1	1	1			0	0																				
1	1	101.0	1.0	3.0	10152	1	3	1	1	1	1	1			0	0																				
1	2	102.0	1.0	2.0	10250	0		1	9	9	1	1			1	1	9	1	1	1	2	1	1	4	1	1	1	0	1	1	0	1	1	0	0	0
1	2	102.0	1.0	2.0	10251	0		1	9	9	1	1			1	1	9	1	1	0		1	1	1	0	1	1	0	0	0	1	2	1	0	0	0
1	2	102.0	1.0	2.0	10260	0		1	9	9	0				0	1	9	1	1	1	1	1	1	2	1	1	1	0	1	0	0	2	1	1	1	0
1	2	102.0	1.0	2.0	10261	0		0		2	1	3			0	1	8	1	1	0		1	1	1	0	1	1	0	0	0	1	1	1	0	0	0
1	2	102.0	1.0	2.0	10262	0		1	8	8	1	1			1	1	8	1	0			1	1	4	2	1	1	0	0	0	0	2	1	0	0	0
1	2	102.0	1.0	2.0	10263	0		1	9	9	0				0	1	9	1	1	1	1	1	1	3	1	1	1	0	1	1	1	2	1	1	0	0
1	2	102.0	1.0	2.0	10264	0		1	1	1	1	1			0	1	9	1	0			0											1	0	0	0
1	2	102.0	1.0	2.0	10265	1	3	1	2	2	1	1			0	1	9	0				1	1	1	1	1	0	0	0	0	0	3	1	0	0	0
1	2	102.0	1.0	2.0	10266	0		0		2	1	1			1	0		1	0			1	0	1	0	1	0	1	0	1	0	2	1	0	0	0
1	2	102.0	1.0	2.0	10267	0		1	9	1	0				0	1	9	1	1	1	2	1	0	1	1	1	1	0	1	0	1	2	1	1	0	0
1	2	102.0	1.0	2.0	10268	0		1	6	4	1	1			0	1	8	1	1	1	1	0											3	0	0	0
1	2	102.0	1.0	2.0	10269	0		1	9	9	1	1			1	1	9	1	1	1	1	1	1	3	1	1	1	1	1	0	0	1	1	0	0	0
1	2	102.0	1.0	2.0	10270	1	3	0		3	1	1			1	0		1	0			0											2	0	0	0
1	3	103.0	1.0	2.0	10350	0		1	9	9	1	1			0	1	9	1	0			1	0	2	1	1	0	1	0	0	1	1	1	0	0	0
1	3	103.0	1.0	2.0	10351	0		1	5	5	1	1			1	1	9	1	0			1	0	1	0	1	0	0	1	0	0	1	1	0	0	0
1	3	103.0	1.0	2.0	10352	0		0		2	1	1			0	0		1	0			0											1	0	0	0
1	3	103.0	1.0	2.0	10360	0		1	1	1	1	1			1	0		1	0			1	1	1	1	0	0	0	0	0	1	2	1	0	0	0
1	3	103.0	1.0	2.0	10361	0		0		9	1	1			0	0		1	0			0											1	0	0	0
1	3	103.0	1.0	2.0	10362	0		1	9	9	1	1			1	1	9	1	0			1	0	1	1	1	0	0	1	0	0	1	1	0	0	0
1	3	103.0	1.0	2.0	10363	0		1	9	9	1	1			0	1	9	1	1	1	1	1	1	3	1	1	1	0	1	1	1	1	1	1	0	0
1	3	103.0	1.0	2.0	10364	0		1	4	4	1	1			0	0		1	1	0		1	1	3	0	1	1	0	0	0	0	2	1	0	0	0
1	3	103.0	1.0	2.0	10365	0		1	4	4	1	1			1	0		1	0			0											3	0	0	0
1	3	103.0	1.0	2.0	10366	0		1	1	1	1	3			0	1	8	1	1	1	2	1	1	3	1	1	0	0	0	0	1	2	1	1	0	0
1	3	103.0	1.0	2.0	10367	0		1	2	9	1	3			0	1	9	1	0			0											1	1	0	0
1	3	103.0	1.0	2.0	10368	0		0		6	0				0	1	9	1	0			1	0	1	0	1	1	0	0	0	0	2	1	0	0	0
1	3	103.0	1.0	2.0	10369	0		1	9	9	1	1			1	1	9	1	1	0		1	1	4	0	1	1	0	0	0	0	2	3	0	0	0
1	4	104.0	1.0	3.0	10450	1	1	1	4	1	1	1			1	0																				
1	4	104.0	1.0	3.0	10451	0		1	4	4	1	1			0	0																				
1	4	104.0	1.0	3.0	10452	0		1	6	6	1	1			1	0																				
1	5	105.0	1.0	3.0	10550	0		0		1	1	1			1	0																				
1	8	108.0	1.0	2.0	10551	1	5	1	1	9	1	1			0	1	9	1	0			0											1	0	0	0
1	5	105.0	1.0	3.0	10552	0		0		5	0				0	0																				
1	6	106.0	1.0	3.0	10650	0		0		99	0				0	0																				
1	6	106.0	1.0	3.0	10651	0		0		99	1	1			1	0																				
1	6	106.0	1.0	3.0	10652	0		0		2	0				0	0																				
1	7	107.0	1.0	3.0	10750	1	4	1	1	1	1	1			0	0																				
1	7	107.0	1.0	3.0	10751	0		1	10	10	1	1			1	0																				
1	7	107.0	1.0	3.0	10752	0		0		1	1	1			0	0																				
1	8	108.0	1.0	2.0	10850	0		1	8	1	1	3			0	1	8	1	0			1	1	4	1	1	1	1	1	1	1	1	1	1	0	0
1	8	108.0	1.0	2.0	10852	0		1	4	4	1	1			1	0		1	0			0											9	0	0	0
1	8	108.0	1.0	2.0	10860	0		1	1	9	1	1			1	1	9	1	0			1	0	1	1	1	1	0	0	0	0	1	9	0	0	0
1	8	108.0	1.0	2.0	10861	0		1	6	6	1	1			0	0		1	0			0											1	0	0	0
1	8	108.0	1.0	2.0	10862	0		1	9	9	0				0	1	9	1	0			1	0	1	0	1	1	0	0	0	0	2	1	0	0	0
1	8	108.0	1.0	2.0	10863	0		1	8	8	1	3			0	1	8	1	0			1	1	5	3	1	1	1	0	0	0	2	1	0	0	0
1	8	108.0	1.0	2.0	10864	0		1	1	1	1	1			1	1	9	1	0			0											1	0	0	0
1	8	108.0	1.0	2.0	10865	0		1	4	4	1	1			1	0		0				0											9	0	0	0
1	8	108.0	1.0	2.0	10866	0		1	9	1	1	1			1	1	9	1	0			0											1	0	0	0
1	8	108.0	1.0	2.0	10867	0		1	1	1	1	1			1	1	1	1	1	1	2	1	1	3	2	1	1	0	0	0	1	1	1	0	0	0
1	8	108.0	1.0	2.0	10868	0		1	9	9	1	1			1	1	9	1	0			1	0	1	1	1	1	0	0	0	0	1	1	0	0	0
1	8	108.0	1.0	2.0	10869	0		1	4	4	1	1			0	0		1	0			0											9	0	0	0
1	9	109.0	1.0	1.0	10950	0		0		2	0				0	1	9	1	0			0											9	0	0	0
1	9	109.0	1.0	1.0	10951	1	2	1	9	9	0				0	1	9	1	1	1	1	1	0	1	1	1	1	0	0	0	1	2	1	0	0	0
1	9	109.0	1.0	1.0	10952	0		1	10	10	0				0	1	10	0				0											9	0	0	0
1	9	109.0	1.0	1.0	10953	1	2	1	9	9	1	1			1	1	9	1	1	1	1	1	1	1	1	1	0	0	0	0	0	2	1	0	0	0
1	9	109.0	1.0	1.0	10960	0		1	8	8	1	1			1	1	8	1	0			1	1	5	2	1	1	0	0	0	1	2	1	0	0	0
1	9	109.0	1.0	1.0	10961	1	5	1	8	8	1	1			1	1	8	1	0			1	1	3	1	1	1	0	0	0	1	2	1	0	0	0
1	9	109.0	1.0	1.0	10962	1	4	1	9	9	1	1			0	1	9	1	0			0											1	0	0	0
1	9	109.0	1.0	1.0	10963	1	3	1	1	1	0				0	1	9	1	0			1	1	1	1	1	0	1	0	0	0	1	3	0	0	0
1	9	109.0	1.0	1.0	10964	1	2	1	9	9	1	1			1	1	9	1	1	1	1	1	1	1	1	1	1	0	0	0	1	2	1	0	0	0
1	9	109.0	1.0	1.0	10965	0		0		11	1	1			0	1	9	1	0			1	0	2	1	1	1	0	0	0	0	2	1	0	0	0
1	9	109.0	1.0	1.0	10966	1	2	1	6	1	0				0	1	9	1	0			1	1	1	1	1	1	0	0	0	0	1	2	1	1	0
1	9	109.0	1.0	1.0	10967	1	4	1	9	9	1	1			0	1	9	1	1	0		0											1	0	0	0
1	9	109.0	1.0	1.0	10968	1	5	1	9	8	1	1			1	1	9	1	1	0		1	1	4	0	1	1	1	1	0	1	1	1	0	0	0
1	9	109.0	1.0	1.0	10969	0		0		2	0				0	0		1	0			0											9	0	0	0
1	10	110.0	1.0	1.0	11050	0		1	9	9	0				0	1	9	1	1	1	1	1	1	1	1	0	1	0	0	0	0	2	2	0	0	0
1	10	110.0	1.0	1.0	11051	0		0		1	1	1			1	0		0				0											9	0	0	0
1	10	110.0	1.0	1.0	11052	0		0		2	1	1			1	0		1	0			0											9	0	0	0
1	10	110.0	1.0	1.0	11053	0		0		11	0				0	0		1	0			0											3	0	0	0
1	10	110.0	1.0	1.0	11054	0		1	1	1	1	1			1	0		1	0			0											9	0	0	0
1	10	110.0	1.0	1.0	11060	1	8	1	8	8	1	1			1	1	8	1	1	1	1	1	1	4	0	1	1	0	0	0	1	2	1	0	0	0
1	10	110.0	1.0	1.0	11061	1	8	1	8	8	1	1			1	1	8	1	0			1	1	4	1	1	1	0	0	0	1	2	1	0	0	0
1	10	110.0	1.0	1.0	11062	1	2	1	9	9	0				0	1	9	1	0			1	1	1	1	1	0	1	1	0	0	2	2	0	0	0
1	10	110.0	1.0	1.0	11063	0		1	9	5	1	1			1	1	9	1	1	1	1	1	1	1	1	1	1	0	0	0	0	2	3	1	0	0
1	10	110.0	1.0	1.0	11064	0		0		9	1	1			1	1	9	1	1	0		1	1	1	1	0	0	0	0	0	0	2	2	0	0	0
1	10	110.0	1.0	1.0	11065	1	3	1	9	8	0				0	0		1	1	1	3	0											1	0	0	0
1	10	110.0	1.0	1.0	11066	0		1	8	8	1	1			1	1	8	1	0			1	1	3	0	1	1	0	0	0	1	2	1	0	0	0
1	10	110.0	1.0	1.0	11067	0		1	9	9	1	3			1	1	9	1	0			1	1	1	0	1	1	0	0	0	1	2	9	0	0	0
1	10	110.0	1.0	1.0	11068	0		1	9	9	0				0	0		1	0			0											1	0	0	0
1	10	110.0	1.0	1.0	11069	1	4	1	1	1	0				0	1	9	1	1	1	1	0											1	0	0	0
1	10	110.0	1.0	1.0	11070	0		0		2	1	1			1	1	8	1	0			1	1	1	0	1	1	0	0	0	0	2	3	0	0	0
1	10	110.0	1.0	1.0	11071	0		1	9	9	0				0	1	9	1	1	1	1	1	0	2	1	1	0	0	0	0	0	2	9	0	0	0
1	10	110.0	1.0	1.0	11072	1	4	1	9	9	1	1			1	1	9	1	1	1	1	1	1	7	3	1	1	0	1	0	0	2	1	1	0	0
1	11	111.0	1.0	1.0	11150	0		0		9	1	1			1	0		1	1	1	3	0											1	0	0	0
1	11	111.0	1.0	1.0	11151	0		1	9	9	1	3			1	1	9	1	1	1	1	1	1	4	1	1	1	0	0	0	0	2	1	0	0	0
1	11	111.0	1.0	1.0	11152	0		1	5	1	1	3			1	1	9	1	1	1	1	1	1	2	1	1	1	0	0	0	0	2	1	1	0	0
1	11	111.0	1.0	1.0	11153	1	5	1	4	4	1	1			1	1	8	1	1	0		1	0	2	0	1	1	0	0	0	0	1	3	1	1	0
1	11	111.0	1.0	1.0	11154	0		0		6	1	1			0	0		1	0			0											1	0	0	0
1	11	111.0	1.0	1.0	11160	0		1	6	6	1	1			1	0		1	0			0											9	0	0	0
1	11	111.0	1.0	1.0	11161	1	4	1	9	4	1	1			1	1	9	1	0			1	1	10	2	1	1	0	1	0	1	1	1	1	0	0
1	11	111.0	1.0	1.0	11162	0		0		1	0				0	0		0				0											9	0	0	0
1	11	111.0	1.0	1.0	11163	0		0		4	1	1			1	1	9	1	1	1	1	1	1	2	1	1	1	0	0	0	0	2	1	1	0	0
1	11	111.0	1.0	1.0	11164	0		1	9	4	1	1			1	1	9	1	1	1	2	1	0	2	1	1	0	0	0	0	1	2	1	0	0	0
