district	village	villno	strno	group	hhid	codigo	d01	d02	d03	d04	d05	d06
2	8	208.0	2.0	1.0	20804	202	1		1	5	0	
2	8	208.0	2.0	1.0	20804	211	1		2	1	0	
2	8	208.0	2.0	1.0	20806	201	1		2	8	1	0
2	8	208.0	2.0	1.0	20806	202	1		2	6	0	
2	8	208.0	2.0	1.0	20806	211	1		1	1	0	
2	8	208.0	2.0	1.0	20807	201	1		2	3	0	
2	8	208.0	2.0	1.0	20807	211	1		2	2	0	
2	8	208.0	2.0	1.0	20808	201	1		2	6	0	
2	8	208.0	2.0	1.0	20808	202	1		1	3	0	
2	8	208.0	2.0	1.0	20809	201	1		2	5	0	
2	8	208.0	2.0	1.0	20809	202	1		2	2	0	
2	8	208.0	2.0	1.0	20809	211	1		2	1	0	
2	8	208.0	2.0	1.0	20810	201	1		1	5	0	
2	8	208.0	2.0	1.0	20810	202	1		2	3	0	
2	8	208.0	2.0	1.0	20810	211	1		1	2	0	
2	8	208.0	2.0	1.0	20811	201	1		2	5	0	
2	8	208.0	2.0	1.0	20811	202	1		1	3	0	
2	8	208.0	2.0	1.0	20811	211	1		2	1	0	
2	8	208.0	2.0	1.0	20813	201	1		2	6	1	0
2	8	208.0	2.0	1.0	20813	211	1		1	2	0	
2	8	208.0	2.0	1.0	20814	201	1		1	7	0	
2	8	208.0	2.0	1.0	20815	201	1		1	8	0	
2	8	208.0	2.0	1.0	20815	202	1		2	6	0	
2	8	208.0	2.0	1.0	20815	211	1		2	1	0	
2	8	208.0	2.0	1.0	20816	201	1		1	9	1	0
2	8	208.0	2.0	1.0	20816	202	1		1	7	0	
2	8	208.0	2.0	1.0	20816	211	1		1	2	0	
2	8	208.0	2.0	1.0	20817	201	1		2	5	0	
2	8	208.0	2.0	1.0	20817	211	0	3	2	1		
2	8	208.0	2.0	1.0	20818	201	1		2	5	0	
2	8	208.0	2.0	1.0	20818	202	1		1	7	0	
2	8	208.0	2.0	1.0	20818	211	1		2	1	0	
2	8	208.0	2.0	1.0	20819	201	1		2	5	0	
2	8	208.0	2.0	1.0	20819	211	1		2	1	0	
2	8	208.0	2.0	1.0	20820	201	1		1	8	0	
2	8	208.0	2.0	1.0	20820	202	1		2	5	0	
2	9	209.0	2.0	3.0	20902	201	1		2	7	0	
2	9	209.0	2.0	3.0	20902	202	1		2	9	0	
2	9	209.0	2.0	3.0	20902	211	1		1	1	0	
2	9	209.0	2.0	3.0	20902	212	1		2	1	0	
2	9	209.0	2.0	3.0	20903	201	1		1	9	1	0
2	9	209.0	2.0	3.0	20903	202	1		1	6	0	
2	9	209.0	2.0	3.0	20903	211	1		1	1	0	
2	9	209.0	2.0	3.0	20904	201	1		1	9	1	0
2	9	209.0	2.0	3.0	20904	202	1		2	7	0	
2	9	209.0	2.0	3.0	20904	203	1		2	6	0	
2	9	209.0	2.0	3.0	20905	201	1		1	9	1	1
2	9	209.0	2.0	3.0	20905	202	1		1	6	0	
2	9	209.0	2.0	3.0	20907	201	1		1	6	0	
2	9	209.0	2.0	3.0	20908	201	1		2	9	1	0
2	9	209.0	2.0	3.0	20908	203	1		1	5	0	
2	9	209.0	2.0	3.0	20909	201	1		2	8	1	0
2	9	209.0	2.0	3.0	20909	202	1		1	6	0	
2	9	209.0	2.0	3.0	20909	211	1		2	1	0	
2	9	209.0	2.0	3.0	20910	201	1		1	4	0	
2	9	209.0	2.0	3.0	20910	202	1		1	4	0	
2	9	209.0	2.0	3.0	20914	201	1		1	7	0	
2	9	209.0	2.0	3.0	20915	201	1		1	3	0	
2	9	209.0	2.0	3.0	20916	201	1		1	8	1	1
2	9	209.0	2.0	3.0	20916	202	1		1	4	0	
2	9	209.0	2.0	3.0	20916	211	1		2	1	0	
2	9	209.0	2.0	3.0	20917	201	1		1	6	0	
2	9	209.0	2.0	3.0	20918	201	1		1	5	0	
2	9	209.0	2.0	3.0	20918	202	1		1	2	0	
2	9	209.0	2.0	3.0	20919	201	1		1	6	1	1
2	9	209.0	2.0	3.0	20919	202	1		2	3	0	
2	9	209.0	2.0	3.0	20919	211	1		2	1	0	
2	9	209.0	2.0	3.0	20920	201	1		2	6	0	
2	9	209.0	2.0	3.0	20921	201	1		1	7	1	0
2	9	209.0	2.0	3.0	20921	202	1		1	4	0	
2	9	209.0	2.0	3.0	20921	211	1		2	1	0	
3	1	301.0	3.0	2.0	30101	201	1		2	3	0	
3	1	301.0	3.0	2.0	30102	201	1		2	4	0	
3	1	301.0	3.0	2.0	30102	211	1		2	3	0	
3	1	301.0	3.0	2.0	30103	201	1		2	8	0	
3	1	301.0	3.0	2.0	30103	202	1		1	5	0	
3	1	301.0	3.0	2.0	30103	211	1		1	1	0	
3	1	301.0	3.0	2.0	30104	201	1		2	7	1	0
3	1	301.0	3.0	2.0	30104	211	1		1	1	0	
3	1	301.0	3.0	2.0	30105	201	1		2	7	0	
3	1	301.0	3.0	2.0	30106	201	1		2	7	0	
3	1	301.0	3.0	2.0	30106	211	1		2	2	0	
3	1	301.0	3.0	2.0	30107	201	1		2	6	1	0
3	1	301.0	3.0	2.0	30107	202	1		1	3	0	
3	1	301.0	3.0	2.0	30107	211	1		2	1	0	
3	1	301.0	3.0	2.0	30108	201	1		1	7	0	
3	1	301.0	3.0	2.0	30108	202	1		2	5	0	
3	1	301.0	3.0	2.0	30108	211	1		2	1	0	
3	1	301.0	3.0	2.0	30109	201	1		1	6	1	0
3	1	301.0	3.0	2.0	30109	202	1		2	5	0	
3	1	301.0	3.0	2.0	30109	203	1		1	3	0	
3	1	301.0	3.0	2.0	30110	201	1		2	5	0	
3	1	301.0	3.0	2.0	30110	202	1		2	3	0	
3	1	301.0	3.0	2.0	30111	201	1		2	5	0	
3	1	301.0	3.0	2.0	30111	211	1		2	2	0	
3	1	301.0	3.0	2.0	30112	201	1		2	7	1	0
3	1	301.0	3.0	2.0	30112	202	1		2	5	0	
3	1	301.0	3.0	2.0	30112	211	1		2	2	0	
3	1	301.0	3.0	2.0	30113	201	1		2	3	0	
3	1	301.0	3.0	2.0	30115	201	1		2	6	1	0
3	1	301.0	3.0	2.0	30115	202	1		1	4	0	
3	1	301.0	3.0	2.0	30115	211	1		1	1	0	
3	1	301.0	3.0	2.0	30116	201	1		1	5	0	
3	1	301.0	3.0	2.0	30116	211	1		1	1	0	
3	1	301.0	3.0	2.0	30117	201	1		2	8	1	0
3	1	301.0	3.0	2.0	30117	202	1		2	5	0	
3	1	301.0	3.0	2.0	30118	201	1		2	5	0	
3	1	301.0	3.0	2.0	30118	211	1		1	2	0	
3	1	301.0	3.0	2.0	30119	201	1		1	7	0	
3	1	301.0	3.0	2.0	30119	211	1		1	2	0	
3	1	301.0	3.0	2.0	30120	201	1		1	8	0	
3	1	301.0	3.0	2.0	30120	202	1		1	6	0	
3	2	302.0	3.0	2.0	30201	201	1		1	7	0	
3	2	302.0	3.0	2.0	30201	202	1		1	5	0	
3	2	302.0	3.0	2.0	30202	201	1		1	7	0	
3	2	302.0	3.0	2.0	30202	202	1		1	4	0	
3	2	302.0	3.0	2.0	30202	211	1		2	1	0	
3	2	302.0	3.0	2.0	30203	201	1		2	5	0	
3	2	302.0	3.0	2.0	30203	211	1		2	1	0	
3	2	302.0	3.0	2.0	30204	201	1		1	8	0	
3	2	302.0	3.0	2.0	30204	202	1		1	6	0	
3	2	302.0	3.0	2.0	30205	201	1		2	7	0	
3	2	302.0	3.0	2.0	30206	201	1		1	7	0	
3	2	302.0	3.0	2.0	30206	202	1		1	5	0	
3	2	302.0	3.0	2.0	30207	201	1		2	8	0	
3	2	302.0	3.0	2.0	30208	201	1		1	5	0	
3	2	302.0	3.0	2.0	30208	202	1		1	3	0	
3	2	302.0	3.0	2.0	30209	201	1		2	9	0	
3	2	302.0	3.0	2.0	30209	202	1		2	7	0	
3	2	302.0	3.0	2.0	30209	211	1		1	2	0	
3	2	302.0	3.0	2.0	30210	211	1		2	1	0	
3	2	302.0	3.0	2.0	30212	201	1		2	6	0	
3	2	302.0	3.0	2.0	30212	211	1		2	1	0	
3	2	302.0	3.0	2.0	30213	201	1		2	9	0	
3	2	302.0	3.0	2.0	30213	202	1		1	7	0	
3	2	302.0	3.0	2.0	30213	211	1		2	2	0	
3	2	302.0	3.0	2.0	30214	201	1		2	8	0	
3	2	302.0	3.0	2.0	30214	202	1		2	6	0	
3	2	302.0	3.0	2.0	30214	211	1		1	1	0	
3	2	302.0	3.0	2.0	30215	201	1		2	4	0	
3	2	302.0	3.0	2.0	30216	201	1		1	7	1	0
3	2	302.0	3.0	2.0	30216	202	1		1	4	0	
3	2	302.0	3.0	2.0	30217	201	0	3	2			
3	2	302.0	3.0	2.0	30217	202	1		1	5	0	
3	2	302.0	3.0	2.0	30217	211	1		2	2	0	
3	2	302.0	3.0	2.0	30218	201	1		2	7	0	
3	2	302.0	3.0	2.0	30219	201	1		2	7	0	
3	2	302.0	3.0	2.0	30219	211	1		1	2	0	
3	2	302.0	3.0	2.0	30220	201	1		2	8	1	1
3	2	302.0	3.0	2.0	30220	202	1		2	6	0	
3	2	302.0	3.0	2.0	30220	211	1		2	2	0	
3	3	303.0	3.0	1.0	30301	201	1		1	8	1	2
3	3	303.0	3.0	1.0	30301	202	1		1	5	0	
3	3	303.0	3.0	1.0	30302	201	1		1	2	0	
3	3	303.0	3.0	1.0	30303	202	1		1	5	0	
3	3	303.0	3.0	1.0	30304	201	1		2	2	0	
3	3	303.0	3.0	1.0	30304	211	1		1	1	0	
3	3	303.0	3.0	1.0	30305	201	1		2	2	0	
3	3	303.0	3.0	1.0	30306	201	1		2	4	0	
3	3	303.0	3.0	1.0	30307	201	1		2	3	0	
3	3	303.0	3.0	1.0	30308	201	1		1	5	0	
3	3	303.0	3.0	1.0	30308	202	1		1	3	0	
3	3	303.0	3.0	1.0	30308	211	1		2	1	0	
3	3	303.0	3.0	1.0	30309	201	1		2	4	0	
3	3	303.0	3.0	1.0	30309	211	1		2	2	0	
3	3	303.0	3.0	1.0	30310	201	1		1	4	0	
3	3	303.0	3.0	1.0	30310	211	1		2	1	0	
3	3	303.0	3.0	1.0	30311	201	1		1	5	0	
3	3	303.0	3.0	1.0	30311	202	1		2	4	0	
3	3	303.0	3.0	1.0	30313	201	1		1	7	0	
3	3	303.0	3.0	1.0	30313	202	1		2	4	0	
3	3	303.0	3.0	1.0	30315	201	1		2	4	0	
3	3	303.0	3.0	1.0	30315	211	1		1	2	0	
3	3	303.0	3.0	1.0	30316	201	1		2	3	0	
3	3	303.0	3.0	1.0	30317	201	1		1	7	1	1
3	3	303.0	3.0	1.0	30317	202	1		1	5	0	
3	3	303.0	3.0	1.0	30317	211	1		1	2	0	
3	3	303.0	3.0	1.0	30318	201	1		2	3	0	
3	3	303.0	3.0	1.0	30319	201	1		2	5	0	
3	4	304.0	3.0	3.0	30401	201	1		1	5	0	
3	4	304.0	3.0	3.0	30401	202	1		1	3	0	
3	4	304.0	3.0	3.0	30402	201	1		2	6	0	
3	4	304.0	3.0	3.0	30402	202	1		1	4	0	
3	4	304.0	3.0	3.0	30403	201	1		2	2	0	
3	4	304.0	3.0	3.0	30403	211	1		2	1	0	
3	4	304.0	3.0	3.0	30404	201	1		1	5	0	
3	4	304.0	3.0	3.0	30404	211	1		2	1	0	
3	4	304.0	3.0	3.0	30405	201	1		2	4	0	
3	4	304.0	3.0	3.0	30405	211	1		2	2	0	
3	4	304.0	3.0	3.0	30406	201	1		1	4	0	
3	4	304.0	3.0	3.0	30406	202	1		2	2	0	
3	4	304.0	3.0	3.0	30407	201	1		2	7	0	
3	4	304.0	3.0	3.0	30407	202	1		2	6	0	
3	4	304.0	3.0	3.0	30407	211	1		2	2	0	
3	4	304.0	3.0	3.0	30408	201	1		1	4	0	
3	4	304.0	3.0	3.0	30408	211	1		1	2	0	
3	4	304.0	3.0	3.0	30409	201	1		2	6	1	
3	4	304.0	3.0	3.0	30409	211	1		2	2	0	
3	4	304.0	3.0	3.0	30410	201	1		1	5	0	
3	4	304.0	3.0	3.0	30411	201	1		2	9	1	3
3	4	304.0	3.0	3.0	30411	202	1		1	3	0	
3	4	304.0	3.0	3.0	30412	201	1		1	5	0	
3	4	304.0	3.0	3.0	30412	202	1		1	6	1	0
3	4	304.0	3.0	3.0	30413	201	1		1	6	0	
3	4	304.0	3.0	3.0	30413	202	1		2	4	0	
3	4	304.0	3.0	3.0	30414	201	1		1	5	1	0
3	4	304.0	3.0	3.0	30414	202	1		2	3	0	
3	4	304.0	3.0	3.0	30414	211	1		1	2	0	
3	4	304.0	3.0	3.0	30415	201	1		1	6	1	0
3	4	304.0	3.0	3.0	30415	202	1		2	4	0	
3	4	304.0	3.0	3.0	30416	201	1		2	6	1	0
3	4	304.0	3.0	3.0	30416	202	1		1	4	0	
3	4	304.0	3.0	3.0	30416	203	1		1	2	0	
3	4	304.0	3.0	3.0	30417	201	1		1	4	0	
3	4	304.0	3.0	3.0	30417	211	1		1	1	0	
3	4	304.0	3.0	3.0	30419	201	1		1	6	1	1
3	4	304.0	3.0	3.0	30419	202	1		1	3	0	
3	4	304.0	3.0	3.0	30419	211	1		2	1	0	
3	4	304.0	3.0	3.0	30420	201	1		2	5	1	0
3	5	305.0	3.0	3.0	30501	201	1		2	5	0	
3	5	305.0	3.0	3.0	30501	202	1		2	3	0	
3	5	305.0	3.0	3.0	30502	201	1		1	5	0	
3	5	305.0	3.0	3.0	30502	202	1		2	3	0	
3	5	305.0	3.0	3.0	30503	201	1		1	5	0	
3	5	305.0	3.0	3.0	30504	201	1		2	7	1	1
3	5	305.0	3.0	3.0	30504	202	1		2	4	0	
3	5	305.0	3.0	3.0	30504	211	1		1	2	0	
3	5	305.0	3.0	3.0	30505	201	0	2				
3	5	305.0	3.0	3.0	30505	202	1		1	6	0	
3	5	305.0	3.0	3.0	30505	203	1		1	4	0	
3	5	305.0	3.0	3.0	30505	211	1		1	2	0	
3	5	305.0	3.0	3.0	30506	201	0	3	1	4	0	
3	5	305.0	3.0	3.0	30506	211	1		2	2	0	
3	5	305.0	3.0	3.0	30507	201	1		1	6	0	
3	5	305.0	3.0	3.0	30507	202	1		1	3	0	
3	5	305.0	3.0	3.0	30508	201	1		2	7	1	0
3	5	305.0	3.0	3.0	30508	202	1		2	5	0	
3	5	305.0	3.0	3.0	30509	201	1		2	7	0	
3	5	305.0	3.0	3.0	30509	202	1		2	5	0	
3	5	305.0	3.0	3.0	30509	203	1		2	3	0	
3	5	305.0	3.0	3.0	30509	211	1		1	1	0	
3	5	305.0	3.0	3.0	30510	201	1		1	7	0	
3	5	305.0	3.0	3.0	30510	202	1		1	5	0	
3	5	305.0	3.0	3.0	30510	211	1		1	2	0	
3	5	305.0	3.0	3.0	30512	201	1		2	3	0	
3	5	305.0	3.0	3.0	30512	211	1		1	1	0	
3	5	305.0	3.0	3.0	30513	201	1		1	5	1	1
3	5	305.0	3.0	3.0	30513	202	1		1	3	0	
3	5	305.0	3.0	3.0	30513	211	1		2	1	0	
3	5	305.0	3.0	3.0	30515	201	1		1	6	0	
3	5	305.0	3.0	3.0	30515	202	1		1	3	0	
3	5	305.0	3.0	3.0	30515	211	1		2	1	0	
3	5	305.0	3.0	3.0	30516	201	1		1	5	0	
3	5	305.0	3.0	3.0	30516	202	1		1	2	0	
3	5	305.0	3.0	3.0	30517	201	1		1	6	1	0
3	5	305.0	3.0	3.0	30517	202	1		2	4	0	
3	5	305.0	3.0	3.0	30517	203	1		2	2	0	
3	5	305.0	3.0	3.0	30518	201	1		2	9	1	1
3	5	305.0	3.0	3.0	30518	202	1		2	3	0	
3	5	305.0	3.0	3.0	30518	211	1		1	1	0	
3	5	305.0	3.0	3.0	30519	201	1		1	2	0	
3	5	305.0	3.0	3.0	30520	201	1		1	6	0	
4	1	401.0	3.0	3.0	40101	201	1		2	6	0	
4	1	401.0	3.0	3.0	40101	202	1		1	3	0	
4	1	401.0	3.0	3.0	40101	211	1		1	2	0	
4	1	401.0	3.0	3.0	40104	201	1		1	3	0	
4	1	401.0	3.0	3.0	40104	211	1		1	1	0	
1	4	101.0	1.0	3.0	40105	201	1		1	6	1	0
1	4	101.0	1.0	3.0	40105	202	1		2	3	0	
4	1	401.0	3.0	3.0	40106	201	1		1	2	0	
4	1	401.0	3.0	3.0	40106	211	1		2	1	0	
4	1	401.0	3.0	3.0	40107	201	1		1	4	0	
4	1	401.0	3.0	3.0	40107	202	1		2	2	0	
4	1	401.0	3.0	3.0	40108	201	1		1	5	0	
4	1	401.0	3.0	3.0	40108	202	1		2	3	0	
4	1	401.0	3.0	3.0	40108	211	1		2	1	0	
4	1	401.0	3.0	3.0	40110	201	1		1	7	1	0
4	1	401.0	3.0	3.0	40110	202	1		2	4	0	
4	1	401.0	3.0	3.0	40110	211	1		1	2	0	
4	1	401.0	3.0	3.0	40111	201	1		2	5	0	
4	1	401.0	3.0	3.0	40111	202	1		2	3	0	
4	1	401.0	3.0	3.0	40112	201	1		2	4	0	
4	1	401.0	3.0	3.0	40112	211	1		2	2	0	
4	1	401.0	3.0	3.0	40113	201	1		1	5	1	0
4	1	401.0	3.0	3.0	40113	211	1		1	1	0	
4	1	401.0	3.0	3.0	40114	201	1		2	5	0	
4	1	401.0	3.0	3.0	40115	201	1		1	6	1	0
4	1	401.0	3.0	3.0	40115	202	1		2	3	0	
4	1	401.0	3.0	3.0	40115	211	1		2	1	0	
4	1	401.0	3.0	3.0	40116	201	1		1	3	0	
4	1	401.0	3.0	3.0	40117	201	1		1	7	0	
4	1	401.0	3.0	3.0	40117	202	1		1	5	0	
4	1	401.0	3.0	3.0	40117	203	1		2	3	0	
4	1	401.0	3.0	3.0	40118	201	1		2	3	0	
4	1	401.0	3.0	3.0	40119	201	1		2	7	1	0
4	1	401.0	3.0	3.0	40119	202	1		2	5	0	
4	1	401.0	3.0	3.0	40120	201	1		2	6	1	0
4	1	401.0	3.0	3.0	40120	202	1		1	5	0	
4	1	401.0	3.0	3.0	40120	211	1		2	2	0	
4	2	402.0	3.0	1.0	40201	201	1		2	5	0	
4	2	402.0	3.0	1.0	40201	211	1		2	2	0	
4	2	402.0	3.0	1.0	40202	201	1		2	5	0	
4	2	402.0	3.0	1.0	40202	202	1		2	2	0	
4	2	402.0	3.0	1.0	40203	201	1		2	5	0	
4	2	402.0	3.0	1.0	40203	211	1		1	3	0	
4	2	402.0	3.0	1.0	40204	201	1		2	4	0	
4	2	402.0	3.0	1.0	40204	211	1		2	2	0	
4	2	402.0	3.0	1.0	40205	201	1		2	4	0	
4	2	402.0	3.0	1.0	40205	202	1		2	2	0	
4	2	402.0	3.0	1.0	40206	201	1		2	4	0	
4	2	402.0	3.0	1.0	40206	202	1		1	2	0	
4	2	402.0	3.0	1.0	40207	201	1		1	5	0	
4	2	402.0	3.0	1.0	40207	202	1		1	2	0	
4	2	402.0	3.0	1.0	40208	201	1		2	4	0	
4	2	402.0	3.0	1.0	40209	201	1		1	4	0	
4	2	402.0	3.0	1.0	40210	201	1		1	6	1	0
4	2	402.0	3.0	1.0	40210	202	1		1	3	0	
4	2	402.0	3.0	1.0	40210	211	1		1	2	0	
4	2	402.0	3.0	1.0	40211	201	1		1	4	1	0
4	2	402.0	3.0	1.0	40212	201	1		1	5	0	
4	2	402.0	3.0	1.0	40212	202	1		2	3	0	
4	2	402.0	3.0	1.0	40213	211	1		1	2	0	
4	2	402.0	3.0	1.0	40214	201	1		1	6	0	
4	2	402.0	3.0	1.0	40214	211	1		2	2	0	
4	2	402.0	3.0	1.0	40215	201	1		2	5	1	0
4	2	402.0	3.0	1.0	40215	202	1		1	2	0	
4	2	402.0	3.0	1.0	40216	201	1		1	3	0	
4	2	402.0	3.0	1.0	40217	201	1		1	5	0	
4	2	402.0	3.0	1.0	40217	211	1		2	1	0	
4	2	402.0	3.0	1.0	40218	201	1		1	2	0	
4	2	402.0	3.0	1.0	40218	202	1		1	3	0	
4	2	402.0	3.0	1.0	40219	201	1		2	4	0	
4	2	402.0	3.0	1.0	40219	202	1		2	2	0	
4	3	403.0	3.0	1.0	40301	201	1		2	5	0	
4	3	403.0	3.0	1.0	40301	202	1		1	3	0	
4	3	403.0	3.0	1.0	40302	201	1		1	5	0	
4	3	403.0	3.0	1.0	40303	201	1		2	5	0	
4	3	403.0	3.0	1.0	40303	202	1		2	4	0	
4	3	403.0	3.0	1.0	40303	211	1		1	2	0	
4	3	403.0	3.0	1.0	40304	201	1		2	4	0	
4	3	403.0	3.0	1.0	40304	211	1		1	1	0	
4	3	403.0	3.0	1.0	40305	201	1		1	6	0	
4	3	403.0	3.0	1.0	40305	202	1		1	4	0	
4	3	403.0	3.0	1.0	40306	201	1		1	6	0	
4	3	403.0	3.0	1.0	40308	201	1		2	5	0	
4	3	403.0	3.0	1.0	40308	202	1		1	3	0	
4	3	403.0	3.0	1.0	40309	201	1		1	3	0	
4	3	403.0	3.0	1.0	40309	202	1		1	2	0	
4	3	403.0	3.0	1.0	40310	201	1		2	6	0	
4	3	403.0	3.0	1.0	40310	202	0	1	1	3	0	
4	3	403.0	3.0	1.0	40311	201	1		1	4	0	
4	3	403.0	3.0	1.0	40311	211	1		1	2	0	
4	3	403.0	3.0	1.0	40312	201	1		2	8	0	
4	3	403.0	3.0	1.0	40312	202	1		2	4	0	
4	3	403.0	3.0	1.0	40313	211	1		2	1	0	
4	3	403.0	3.0	1.0	40314	202	1		1	4	0	
4	3	403.0	3.0	1.0	40315	201	1		1	7	1	0
4	3	403.0	3.0	1.0	40315	202	1		2	5	0	
4	3	403.0	3.0	1.0	40315	203	1		2	6	0	
4	3	403.0	3.0	1.0	40315	211	1		2	2	0	
4	3	403.0	3.0	1.0	40316	201	1		1	7	0	
4	3	403.0	3.0	1.0	40316	202	1		1	6	0	
4	3	403.0	3.0	1.0	40318	201	1		2	2	0	
4	3	403.0	3.0	1.0	40319	201	0	1				
4	3	403.0	3.0	1.0	40319	202	0	3				
4	3	403.0	3.0	1.0	40320	201	1		1	5	0	
4	3	403.0	3.0	1.0	40320	202	1		1	3	0	
4	4	404.0	3.0	2.0	40401	201	1		1	4	0	
4	4	404.0	3.0	2.0	40401	211	1		2	2	0	
4	4	404.0	3.0	2.0	40402	201	1		2	5	1	0
4	4	404.0	3.0	2.0	40402	202	1		2	2	0	
4	4	404.0	3.0	2.0	40403	201	1		1	5	0	
4	4	404.0	3.0	2.0	40403	202	1		1	3	0	
4	4	404.0	3.0	2.0	40403	211	1		1	1	0	
4	4	404.0	3.0	2.0	40405	201	1		1	5	0	
4	4	404.0	3.0	2.0	40406	201	1		1	5	0	
4	4	404.0	3.0	2.0	40406	202	1		1	6	1	0
4	4	404.0	3.0	2.0	40408	201	1		1	7	1	0
4	4	404.0	3.0	2.0	40408	202	1		2	4	0	
4	4	404.0	3.0	2.0	40408	211	1		1	9	0	
4	4	404.0	3.0	2.0	40409	201	1		1	6	1	0
4	4	404.0	3.0	2.0	40409	202	1		1	3	0	
4	4	404.0	3.0	2.0	40410	201	1		2	3	0	
4	4	404.0	3.0	2.0	40410	211	1		1	2	0	
4	4	404.0	3.0	2.0	40411	201	1		2	6	1	0
4	4	404.0	3.0	2.0	40413	201	1		2	5	0	
4	4	404.0	3.0	2.0	40413	202	1		2	3	0	
4	4	404.0	3.0	2.0	40414	202	1		2	2	0	
4	4	404.0	3.0	2.0	40415	201	1		1	5	0	
4	4	404.0	3.0	2.0	40416	201	1		1	8	1	1
4	4	404.0	3.0	2.0	40416	202	1		2	6	0	
4	4	404.0	3.0	2.0	40417	201	1		2	5	0	
4	4	404.0	3.0	2.0	40419	201	1		1	6	0	
