district	village	villno	strno	group	hhid	plot	f03a	f03b	f03c	f03d	f04	f05	f06	f07	f07a	f08	f09
1	13	113.0	1.0	3.0	11313	2	1	14			4	3000	2	0		0	1
1	13	113.0	1.0	3.0	11313	3	1	9	3	12	4	2000	2	0		0	1
1	13	113.0	1.0	3.0	11314	1	1	9			4	1800	2	0		0	1
1	13	113.0	1.0	3.0	11314	2	1	12	9	16	4	800	2	0		0	1
1	13	113.0	1.0	3.0	11316	1	90				4	8000	2	0		0	1
1	13	113.0	1.0	3.0	11316	2	1	9			4	2000	2	0		0	1
1	13	113.0	1.0	3.0	11316	3	14				4	400	2	0		0	1
1	13	113.0	1.0	3.0	11317	1	1	9	24	12	1	1	1	0		0	1
1	13	113.0	1.0	3.0	11317	2	9	16			1	3800	2	0		0	1
1	13	113.0	1.0	3.0	11317	3	2	1			1	2100	2	1	1	0	1
1	13	113.0	1.0	3.0	11317	4	4	9			1	1600	2	0		0	1
1	13	113.0	1.0	3.0	11318	1	1	9	3	14	1	7000	2	0		0	1
1	13	113.0	1.0	3.0	11318	2	30				1	3500	2	0		0	1
1	14	114.0	1.0	2.0	11401	1	1	3	9		1	6375	2	0		0	1
1	14	114.0	1.0	2.0	11401	2	2				1	3170	2	1	1	0	1
1	14	114.0	1.0	2.0	11401	3	13	14			1	550	2	0		0	1
1	14	114.0	1.0	2.0	11402	1	1	9	12	90	2	10000	2	0		0	1
1	14	114.0	1.0	2.0	11402	2	9	24			2	7500	2	0		0	1
1	14	114.0	1.0	2.0	11402	3	4				2	3670	2	0		0	1
1	14	114.0	1.0	2.0	11402	4	2				2	2450	2	1	1	0	1
1	14	114.0	1.0	2.0	11402	5	13	16				1760	2				
1	14	114.0	1.0	2.0	11403	1	1	12			1	10000	2	0		0	1
1	14	114.0	1.0	2.0	11403	2	4				1	8000	2	0		0	1
1	14	114.0	1.0	2.0	11403	3	2				1	5100	2	1	1	0	1
1	14	114.0	1.0	2.0	11403	4	30	90			1	2200	2	1	1	0	1
1	14	114.0	1.0	2.0	11403	5	13	16				4050	2				
1	14	114.0	1.0	2.0	11404	1	1	9	13	14	1	10000	2	0		0	1
1	14	114.0	1.0	2.0	11404	2	12	90	3		1	5000	2	0		0	1
1	14	114.0	1.0	2.0	11404	3	1	2			1	2700	2	1	1	0	1
1	14	114.0	1.0	2.0	11405	1	1	9	90		2	8200	2	0		0	1
1	14	114.0	1.0	2.0	11405	2	1	12			2	4100	2	0		0	1
1	14	114.0	1.0	2.0	11405	3	1	4	90		2	2400	2	0		0	1
1	14	114.0	1.0	2.0	11405	4	13	16			2	2350	2	0		0	1
1	14	114.0	1.0	2.0	11405	5	2	9				1800	2				
1	14	114.0	1.0	2.0	11406	1	1	9	12		1	4000	2	0		0	1
1	14	114.0	1.0	2.0	11406	2	1	13	3		1	2000	2	0		0	1
1	14	114.0	1.0	2.0	11406	3	2				1	900	2	1	1	0	1
1	14	114.0	1.0	2.0	11407	1	1	3	9		1	2420	2	0		0	1
1	14	114.0	1.0	2.0	11407	2	2				1	1820	2	1	1	0	1
1	14	114.0	1.0	2.0	11407	3	12				1	1740	2	0		0	1
1	14	114.0	1.0	2.0	11407	4	13				1	820	2	1	1	0	1
1	14	114.0	1.0	2.0	11408	1	1	9	90		2	9600	2	0		0	1
1	14	114.0	1.0	2.0	11408	2	13	14			2	2125	2	0		0	1
1	14	114.0	1.0	2.0	11409	1	1	9			1	1	1	0		0	1
1	14	114.0	1.0	2.0	11409	2	1				3	5500	2	0		0	1
1	14	114.0	1.0	2.0	11409	3	30	14			3	3700	2	0		0	1
1	14	114.0	1.0	2.0	11409	4	2				1	2800	2	1	1	0	1
1	14	114.0	1.0	2.0	11409	5	24					1900	2				
1	14	114.0	1.0	2.0	11410	1	1	9	12	13	3	1	1	0		0	1
1	14	114.0	1.0	2.0	11410	2	1	9	3	14	3	6000	2	0		0	1
1	14	114.0	1.0	2.0	11410	3	1	9	3		3	4500	2	0		0	1
1	14	114.0	1.0	2.0	11410	4	9	24			3	3600	2	0		0	1
1	14	114.0	1.0	2.0	11410	5	2					3000	2				
1	14	114.0	1.0	2.0	11411	1	1	9			2	10000	2	0		0	1
1	14	114.0	1.0	2.0	11411	2	9				2	6000	2	0		0	1
1	14	114.0	1.0	2.0	11411	3	14				2	600	2	0		0	1
1	14	114.0	1.0	2.0	11412	1	1	9			2	12000	2	0		0	1
1	14	114.0	1.0	2.0	11412	2	1	9			2	500	2	0		0	1
1	14	114.0	1.0	2.0	11412	3	12	16			2	4800	2	0		0	2
1	14	114.0	1.0	2.0	11412	4	2				2	3250	2	1	1	0	2
1	14	114.0	1.0	2.0	11412	5	13					2500	2				
1	14	114.0	1.0	2.0	11413	1	1	3	9	30	5	4550	2	0		0	1
1	14	114.0	1.0	2.0	11413	2	2				1	2700	2	1	1	0	1
1	14	114.0	1.0	2.0	11413	3	16	12			1	1500	2	0		0	1
1	14	114.0	1.0	2.0	11414	1	1	9			2	12000	2	0		0	1
1	14	114.0	1.0	2.0	11414	2	14	13			2	1755	2	0		0	1
1	14	114.0	1.0	2.0	11414	3	2				2	1700	2	1	1	0	1
1	14	114.0	1.0	2.0	11414	4	3				2	400	2	0		0	1
1	14	114.0	1.0	2.0	11415	1	1	2	9		1	3450	2	1	0	0	1
1	14	114.0	1.0	2.0	11415	2	1	9	12		1	2000	2	0		0	2
1	14	114.0	1.0	2.0	11415	3	9	90	13	14	1	1750	2	0		0	2
1	14	114.0	1.0	2.0	11416	1	1	3	14		3	5450	2	0		0	1
1	14	114.0	1.0	2.0	11416	2	9	90			3	3240	2	0		0	2
1	14	114.0	1.0	2.0	11417	1	1	3	9	13	4	9150	2	0		0	1
1	14	114.0	1.0	2.0	11417	2	2				4	2775	2	1	1	0	1
1	14	114.0	1.0	2.0	11417	3	30	40			4	700	2	0		0	1
1	14	114.0	1.0	2.0	11417	4	4	12	24		4	700	2	0		0	1
1	14	114.0	1.0	2.0	11418	1	1	9	13	14	1	4800	2	0		0	2
1	14	114.0	1.0	2.0	11418	2	1	9	3	12	1	3000	2	0		0	1
1	14	114.0	1.0	2.0	11418	3	1	2			1	2200	2	1	1	0	1
1	14	114.0	1.0	2.0	11419	1	1	9			1	6500	2	0		0	1
1	14	114.0	1.0	2.0	11419	2	2	9			1	4000	2	1	1	0	1
1	14	114.0	1.0	2.0	11419	3	3	12			1	3500	2	0		0	2
1	14	114.0	1.0	2.0	11419	4	13				1	400	2	0		0	2
1	14	114.0	1.0	2.0	11420	1	1	12	3	13	1	7000	2	0		0	1
1	14	114.0	1.0	2.0	11420	2	30	9			1	0.5	1	0		0	1
1	14	114.0	1.0	2.0	11420	3	2				1	2000	2	1	1	0	1
1	15	115.0	1.0	1.0	11502	1	1	9	12	24	1	1	1	0		0	1
1	15	115.0	1.0	1.0	11502	2	13	14	9		1	2000	2	0		0	1
1	15	115.0	1.0	1.0	11503	1	1				1	6000	2	0		0	1
1	15	115.0	1.0	1.0	11503	2	1	3			1	4500	2	0		0	1
1	15	115.0	1.0	1.0	11503	3	2				1	500	2	1	1	0	1
1	15	115.0	1.0	1.0	11503	4	13				1	400	2	0		0	1
1	15	115.0	1.0	1.0	11504	1	1	9	12		1	0.5	1	0		0	1
1	15	115.0	1.0	1.0	11504	2	1	3	4	9	1	3200	2	0		0	1
1	15	115.0	1.0	1.0	11504	3	2				1	800	2	1	1	0	1
1	15	115.0	1.0	1.0	11504	4	13				1	300	2	0		0	1
1	15	115.0	1.0	1.0	11505	1	1	90	9	14	1	5450	2	0		0	1
1	15	115.0	1.0	1.0	11505	2	2	90	40		1	1250	2	1	1	0	2
1	15	115.0	1.0	1.0	11505	3	90	13			1	680	2	0		0	2
1	15	115.0	1.0	1.0	11506	1	1				1	3500	2	0		0	1
1	15	115.0	1.0	1.0	11506	2	2				1	900	2	1	1	0	1
1	15	115.0	1.0	1.0	11506	3	13				1	200	2	0		0	1
1	15	115.0	1.0	1.0	11507	1	1	12			1	3000	2	0		0	1
1	15	115.0	1.0	1.0	11507	2	2				1	1200	2	1	1	0	1
1	15	115.0	1.0	1.0	11508	1	1	9	3		2	8100	2	0		0	1
1	15	115.0	1.0	1.0	11508	2	1	3			2	4200	2	0		0	1
1	15	115.0	1.0	1.0	11508	3	2				2	2980	2	1	1	0	2
1	15	115.0	1.0	1.0	11508	4	13	14	30		1	2800	2	0		0	1
1	15	115.0	1.0	1.0	11508	5	12					600	2				
1	15	115.0	1.0	1.0	11510	1	1	9			1	1	1	0		0	1
1	15	115.0	1.0	1.0	11510	2	1	9	13		1	7000	2	0		0	1
1	15	115.0	1.0	1.0	11510	3	24	9			1	5000	2	0		0	2
1	15	115.0	1.0	1.0	11510	4	2				1	3800	2	1	1	0	1
1	15	115.0	1.0	1.0	11510	5	12	30	4	3		0.5	1				
1	15	115.0	1.0	1.0	11511	1	1	9			1	4550	2	0		0	2
1	15	115.0	1.0	1.0	11511	2	1	90	13		1	2450	2	0		0	2
1	15	115.0	1.0	1.0	11512	1	1	9	90		3	5410	2	1	0	0	1
1	15	115.0	1.0	1.0	11512	2	1	9	90		3	3000	2	1	0	0	2
1	15	115.0	1.0	1.0	11512	3	12	2			3	2850	2	1	0	0	2
1	15	115.0	1.0	1.0	11512	4	90	14	13		3	2600	2	0		0	2
1	15	115.0	1.0	1.0	11512	5	4	9				1300	2				
1	15	115.0	1.0	1.0	11513	1	1	9	14		1	3800	2	0		0	1
1	15	115.0	1.0	1.0	11513	2	90				1	2300	2	0		0	1
1	15	115.0	1.0	1.0	11514	1	1	3	9	24	1	1	1	0		0	1
1	15	115.0	1.0	1.0	11514	2	2				1	3500	2	1	1	0	1
1	15	115.0	1.0	1.0	11514	3	9				1	3000	2	1	1	0	1
1	15	115.0	1.0	1.0	11514	4	13	16			1	3000	2	1	0	0	1
1	15	115.0	1.0	1.0	11515	1	1	4	24		2	1.5	1	0		0	1
1	15	115.0	1.0	1.0	11515	2	30				2	1	1	0		0	1
1	15	115.0	1.0	1.0	11515	3	3	9			2	4750	2	0		0	1
1	15	115.0	1.0	1.0	11515	4	2				2	1740	2	1	1	0	1
1	15	115.0	1.0	1.0	11515	5	13	16				1400	2				
1	15	115.0	1.0	1.0	11516	1	1				1	2420	2	0		0	1
1	15	115.0	1.0	1.0	11516	2	1	12	14		1	1850	2	0		0	1
1	15	115.0	1.0	1.0	11517	1	1	9	24		4	4650	2	0		0	1
1	15	115.0	1.0	1.0	11517	2	1	3			4	2700	2	0		0	1
1	15	115.0	1.0	1.0	11517	3	2				4	1200	2	1	1	0	1
1	15	115.0	1.0	1.0	11519	1	1	9			1	4600	2	0		0	2
1	15	115.0	1.0	1.0	11519	2	1				1	1050	2	0		0	3
1	15	115.0	1.0	1.0	11519	3	2				1	120	2	1	1	0	2
1	15	115.0	1.0	1.0	11519	4	13				1	115	2	0		0	2
1	16	116.0	1.0	1.0	11601	1	1	9			1	7400	2	1	0	0	1
1	16	116.0	1.0	1.0	11601	2	9	24			1	4700	2	1	0	0	1
1	16	116.0	1.0	1.0	11601	3	12				1	2200	2	0		0	1
1	16	116.0	1.0	1.0	11601	4	1	9	4		1	1800	2	0		0	1
1	16	116.0	1.0	1.0	11601	5	2					900	2				
1	16	116.0	1.0	1.0	11602	1	1	9			1	4350	2	0		0	2
1	16	116.0	1.0	1.0	11602	2	90	13	12		1	2540	2	0		0	2
1	16	116.0	1.0	1.0	11603	1	1	9	13		4	3000	2	0		0	1
1	16	116.0	1.0	1.0	11603	2	9	12	1	12	4	1200	2	0		0	2
1	16	116.0	1.0	1.0	11603	3	2				4	800	2	1	1	0	1
1	16	116.0	1.0	1.0	11604	1	1				2	7500	2	0		0	1
1	16	116.0	1.0	1.0	11604	2	1				2	3800	2	0		0	1
1	16	116.0	1.0	1.0	11604	3	14				2	1720	2	0		0	1
1	16	116.0	1.0	1.0	11604	4	9				2	1580	2	0		0	1
1	16	116.0	1.0	1.0	11604	5	2					1400	2				
1	16	116.0	1.0	1.0	11606	1	1	9	12	3	3	5400	2	0		0	1
1	16	116.0	1.0	1.0	11606	2	9	24	14		3	3350	2	0		0	1
1	16	116.0	1.0	1.0	11606	3	2				3	2100	2	1	1	0	1
1	16	116.0	1.0	1.0	11606	4	4				3	1800	2	0		0	1
1	16	116.0	1.0	1.0	11606	5	13					400	2				
1	16	116.0	1.0	1.0	11607	1	9	24	16	12	1	8000	2	0		0	1
1	16	116.0	1.0	1.0	11607	2	1	9	12	13	1	6300	2	0		0	1
1	16	116.0	1.0	1.0	11607	3	2				1	2200	2	1	1	0	1
1	16	116.0	1.0	1.0	11607	4	4	3			1	800	2	0		0	1
1	16	116.0	1.0	1.0	11608	1	1	9	12		1	2450	2	0		0	2
1	16	116.0	1.0	1.0	11608	2	9	90	13		1	1300	2	0		0	2
1	16	116.0	1.0	1.0	11608	3	2				1	880	2	1	1	0	2
1	16	116.0	1.0	1.0	11609	1	1	9			4	6000	2	0		0	1
1	16	116.0	1.0	1.0	11609	2	4				4	3000	2	0		0	1
1	16	116.0	1.0	1.0	11609	3	2				4	1000	2	1	1	0	1
1	16	116.0	1.0	1.0	11609	4	12	13	9		4	800	2	0		0	2
1	16	116.0	1.0	1.0	11610	1	9	1			4	4000	2	0		0	1
1	16	116.0	1.0	1.0	11610	2	9				4	2000	2	0		0	1
1	16	116.0	1.0	1.0	11610	3	4	13	14		3	400	2	0		0	1
1	16	116.0	1.0	1.0	11610	4	2				3	200	2	1	1	0	1
1	16	116.0	1.0	1.0	11612	1	1	13			2	7300	2	1	0	0	1
1	16	116.0	1.0	1.0	11612	2	2	30	40		3	3200	2	1	1	0	1
1	16	116.0	1.0	1.0	11612	3	12				3	1700	2	0		0	1
1	16	116.0	1.0	1.0	11613	1	1	9	3		1	6200	2	0		0	1
1	16	116.0	1.0	1.0	11613	2	2				3	3100	2	1	1	0	1
1	16	116.0	1.0	1.0	11613	3	9	40			1	2200	2	0		0	1
1	16	116.0	1.0	1.0	11613	4	13				1	400	2	0		0	1
1	16	116.0	1.0	1.0	11614	1	1				3	2400	2	0		0	1
1	16	116.0	1.0	1.0	11614	2	1	12			3	1500	2	0		0	2
1	16	116.0	1.0	1.0	11614	3	9				3	1200	2	0		0	2
1	16	116.0	1.0	1.0	11614	4	4				3	340	2	0		0	2
1	16	116.0	1.0	1.0	11614	5	13					150	2				
1	16	116.0	1.0	1.0	11615	1	9	90			4	4500	2	0		0	1
1	16	116.0	1.0	1.0	11615	2	1	9			4	3200	2	0		0	1
1	16	116.0	1.0	1.0	11615	3	1	13			4	1400	2	0		0	1
1	16	116.0	1.0	1.0	11615	4	2				4	1000	2	1	1	0	1
1	16	116.0	1.0	1.0	11616	1	1	9			1	3430	2	0		0	1
1	16	116.0	1.0	1.0	11616	2	4	90	3		1	1100	2	0		0	2
1	16	116.0	1.0	1.0	11616	3	2	13			1	1250	2	0		0	2
1	16	116.0	1.0	1.0	11616	4	9				3	780	2	1	1	0	2
1	16	116.0	1.0	1.0	11617	1	1	9			3	4300	2	0		0	1
1	16	116.0	1.0	1.0	11617	2	9				3	2800	2	0		0	1
1	16	116.0	1.0	1.0	11617	3	2				3	1200	2	1	1	0	1
1	16	116.0	1.0	1.0	11617	4	12	16	13		3	800	2	0		0	1
1	16	116.0	1.0	1.0	11618	1	1				1	6500	2	0		0	1
1	16	116.0	1.0	1.0	11618	2	12				1	2800	2	0		0	1
1	16	116.0	1.0	1.0	11618	3	13	14			1	300	2	0		0	1
1	16	116.0	1.0	1.0	11619	1	1	12			1	4000	2	0		0	1
1	16	116.0	1.0	1.0	11619	2	1	13			1	2900	2	0		0	1
1	16	116.0	1.0	1.0	11619	3	9				1	1000	2	0		0	1
1	16	116.0	1.0	1.0	11620	1	9	24			1	7300	2	0		0	1
1	16	116.0	1.0	1.0	11620	2	1	9			1	4800	2	1	0	0	1
1	16	116.0	1.0	1.0	11620	3	2				1	2000	2	1	1	0	1
1	16	116.0	1.0	1.0	11620	4	14				1	600	2	0		0	1
1	16	116.0	1.0	1.0	11620	5	13					400	2				
1	17	117.0	1.0	2.0	11701	1	1	9			1	0.5	1	0		0	3
1	17	117.0	1.0	2.0	11701	2	12	9			1	2500	2	0		0	3
1	17	117.0	1.0	2.0	11701	3	2				1	1900	2	1	1	0	3
1	17	117.0	1.0	2.0	11701	4	9	1			1	1500	2	0		0	2
1	17	117.0	1.0	2.0	11702	1	1	9			1	5250	2	0		0	2
1	17	117.0	1.0	2.0	11702	2	1	12	9		2	3830	2	0		0	2
1	17	117.0	1.0	2.0	11702	3	2				1	1750	2	1	1	0	1
1	17	117.0	1.0	2.0	11702	4	13				2	800	2	1	0	0	1
1	17	117.0	1.0	2.0	11703	1	1	9	12		1	8250	2	0		0	1
1	17	117.0	1.0	2.0	11703	2	1	9			1	4340	2	0		0	1
1	17	117.0	1.0	2.0	11703	3	1	9			1	2732	2	0		0	2
1	17	117.0	1.0	2.0	11703	4	2	14	13		1	1300	2	1	1	0	2
1	17	117.0	1.0	2.0	11704	1	1	9			1	4900	2	0		0	2
1	17	117.0	1.0	2.0	11704	2	1	9			1	2600	2	0		0	2
1	17	117.0	1.0	2.0	11704	3	13	40			1	620	2	1	1	1	2
1	17	117.0	1.0	2.0	11705	1	1	9			2	8550	2	0		0	1
1	17	117.0	1.0	2.0	11705	2	1	9	30		2	8000	2	0		0	1
1	17	117.0	1.0	2.0	11705	3	1	9	12	30	1	5000	2	0		0	1
1	17	117.0	1.0	2.0	11705	4	30				2	1500	2	0		0	1
1	17	117.0	1.0	2.0	11705	5	13					600	2				
1	17	117.0	1.0	2.0	11706	1	1	12	9		1	12000	2	0		0	1
1	17	117.0	1.0	2.0	11706	2	3	1	4	9	1	7560	2	0		0	1
1	17	117.0	1.0	2.0	11706	3	9				2	4200	2	0		0	2
1	17	117.0	1.0	2.0	11706	4	2				2	410	2	1	1	0	1
1	17	117.0	1.0	2.0	11706	5	13	14				225	2				
1	17	117.0	1.0	2.0	11707	1	1	9			2	1	1	0		0	2
1	17	117.0	1.0	2.0	11707	2	1	9	12		2	5000	2	0		0	2
1	17	117.0	1.0	2.0	11707	3	2				2	3000	2	1	1	0	1
1	17	117.0	1.0	2.0	11707	4	1	9	30	14	7	2100	2	0		0	2
1	17	117.0	1.0	2.0	11707	5	1	4	9	24		1700	2				
1	17	117.0	1.0	2.0	11708	1	1	9			2	8350	2	1	0	0	1
1	17	117.0	1.0	2.0	11708	2	1	9			5	4200	2	0		0	1
1	17	117.0	1.0	2.0	11708	3	1	4	9		5	3500	2	1	0	0	1
1	17	117.0	1.0	2.0	11708	4	2				2	2250	2	1	1	0	1
1	17	117.0	1.0	2.0	11708	5	13	16				300	2				
1	17	117.0	1.0	2.0	11709	1	1				1	3850	2	0		0	2
1	17	117.0	1.0	2.0	11709	2	1	9			5	2100	2	0		0	2
1	17	117.0	1.0	2.0	11709	3	1	9			1	1300	2	0		0	2
1	17	117.0	1.0	2.0	11709	4	2				1	900	2	0		0	2
1	17	117.0	1.0	2.0	11709	5	14	40				350	2				
1	17	117.0	1.0	2.0	11710	1	1	9			1	1500	2	0		0	1
1	17	117.0	1.0	2.0	11710	2	1	9			1	130	2	0		0	2
1	17	117.0	1.0	2.0	11710	3	1	3	13	14	2	910	2	0		0	1
1	17	117.0	1.0	2.0	11710	4	1	9	4		2	800	2	0		0	2
1	17	117.0	1.0	2.0	11710	5	2					560	2				
1	17	117.0	1.0	2.0	11711	1	1	9	12		1	4000	2	0		1	2
1	17	117.0	1.0	2.0	11711	2	1	9	60		1	3000	2	0		1	1
1	17	117.0	1.0	2.0	11711	3	1	13	90		1	2800	2	1	1	1	1
1	17	117.0	1.0	2.0	11711	4	9	1	12		1	1125	2	1	1	0	1
1	17	117.0	1.0	2.0	11711	5	1	9	90	2		2000	2				
1	17	117.0	1.0	2.0	11712	1	1	12	13	3	2	6000	2	1	0	0	1
1	17	117.0	1.0	2.0	11712	2	1	9	12	14	2	1500	2	0		0	2
1	17	117.0	1.0	2.0	11712	3	9	12	1		2	1350	2	0		0	2
1	17	117.0	1.0	2.0	11712	4	2				2	1000	2	1	1	0	2
1	17	117.0	1.0	2.0	11713	1	1	9	13		1	7500	2	1	0	0	2
1	17	117.0	1.0	2.0	11713	2	1	9			1	4500	2	0		0	2
1	17	117.0	1.0	2.0	11713	3	2				1	1575	2	1	1	0	2
1	17	117.0	1.0	2.0	11714	1	1	12			1	4300	2	0		0	2
1	17	117.0	1.0	2.0	11714	2	1	9			1	1600	2	0		0	2
1	17	117.0	1.0	2.0	11714	3	1	9	12	13	4	1250	2	0		0	2
1	17	117.0	1.0	2.0	11714	4	2				4	600	2	1	1	0	2
1	17	117.0	1.0	2.0	11715	1	1	9	12	3	1	6000	2	0		0	2
1	17	117.0	1.0	2.0	11715	2	30	9	1		6	4800	2	1	0	1	2
1	17	117.0	1.0	2.0	11715	3	9	1	90	90	1	3500	2	1	0	0	2
1	17	117.0	1.0	2.0	11715	4	2	13			6	2800	2	1	1	0	1
1	17	117.0	1.0	2.0	11715	5	9	1				2400	2				
1	17	117.0	1.0	2.0	11716	1	1	9	12		1	4000	2	0		0	2
1	17	117.0	1.0	2.0	11716	2	1	90	9	13	1	3500	2	0		0	2
1	17	117.0	1.0	2.0	11716	3	2				1	1500	2	0		1	1
1	17	117.0	1.0	2.0	11717	1	1	90	9		1	5500	2	1	0	0	1
1	17	117.0	1.0	2.0	11717	2	9	13	30		1	3750	2	0		0	2
1	17	117.0	1.0	2.0	11718	1	1	9			2	6600	2	0		0	1
1	17	117.0	1.0	2.0	11718	2	1	9			2	5620	2	0		0	2
1	17	117.0	1.0	2.0	11718	3	2				2	140	2	1	1	0	1
1	17	117.0	1.0	2.0	11718	4	13				2	930	2	0		0	1
1	17	117.0	1.0	2.0	11719	1	1	12	9		2	7250	2	0		0	1
1	17	117.0	1.0	2.0	11719	2	1	9	90		2	4200	2	1	0	0	1
1	17	117.0	1.0	2.0	11719	3	2	14			2	3500	2	1	0	0	2
1	17	117.0	1.0	2.0	11719	4	9				1	1500	2	0		0	1
1	17	117.0	1.0	2.0	11719	5	13					968	2				
1	18	118.0	1.0	1.0	11801	1	1	9	12	14	1	3750	2	0		0	1
1	18	118.0	1.0	1.0	11801	2	1	3	9	13	1	3250	2	0		0	1
1	18	118.0	1.0	1.0	11801	3	2				1	1780	2	1	1	0	1
1	18	118.0	1.0	1.0	11803	1	1				1	10000	2	0		0	1
1	18	118.0	1.0	1.0	11803	2	1	9			1	4000	2	0		0	1
1	18	118.0	1.0	1.0	11803	3	2				1	3000	2	1	1	0	1
1	18	118.0	1.0	1.0	11803	4	12				1	2400	2	0		0	1
1	18	118.0	1.0	1.0	11803	5	13	16				1000	2				
1	18	118.0	1.0	1.0	11804	1	1	12			1	2000	2	1	0	0	2
1	18	118.0	1.0	1.0	11804	2	1	9	90		1	1550	2	1	0	0	2
1	18	118.0	1.0	1.0	11804	3	2	13			1	850	2	1	0	0	2
1	18	118.0	1.0	1.0	11805	1	1	9	2	4	1	1.5	1	1	0	0	2
1	18	118.0	1.0	1.0	11805	2	1	9	90		1	2500	2	0		0	2
1	18	118.0	1.0	1.0	11806	1	1	9			4	5000	2	0		0	2
1	18	118.0	1.0	1.0	11806	2	12	9			4	3000	2	0		0	2
1	18	118.0	1.0	1.0	11806	3	13	14			4	1000	2	0		0	2
1	18	118.0	1.0	1.0	11807	1	1	9	13		4	2500	2	0		0	2
1	18	118.0	1.0	1.0	11807	2	1	9			4	2000	2	0		0	2
1	18	118.0	1.0	1.0	11808	1	1	9	13		1	4000	2	0		0	1
1	18	118.0	1.0	1.0	11808	2	2				1	1500	2	1	1	0	1
1	18	118.0	1.0	1.0	11811	1	1	9			1	3600	2	0		0	1
1	18	118.0	1.0	1.0	11811	2	1	9			1	2400	2	0		0	1
1	18	118.0	1.0	1.0	11811	3	1	9			1	1850	2	0		0	2
1	18	118.0	1.0	1.0	11811	4	13				1	730	2	0		0	2
1	18	118.0	1.0	1.0	11812	1	1				4	3500	2	0		0	2
1	18	118.0	1.0	1.0	11812	2	1	12	9		4	2000	2	0		0	2
1	18	118.0	1.0	1.0	11812	3	13				4	400	2	1	1	0	2
1	18	118.0	1.0	1.0	11813	1	1	9			1	6900	2	0		0	2
1	18	118.0	1.0	1.0	11813	2	1				1	5120	2	0		0	2
1	18	118.0	1.0	1.0	11813	3	1	9			1	4380	2	0		0	2
1	18	118.0	1.0	1.0	11813	4	2				1	2000	2	1	1	0	1
1	18	118.0	1.0	1.0	11813	5	13					900	2				
1	18	118.0	1.0	1.0	11814	1	1	9			1	5000	2	0		0	1
1	18	118.0	1.0	1.0	11814	2	1	12			1	3800	2	0		0	1
1	18	118.0	1.0	1.0	11814	3	2				1	2000	2	1	1	0	1
1	18	118.0	1.0	1.0	11815	1	1	9	4		1	4950	2	0		0	1
1	18	118.0	1.0	1.0	11815	2	1	9			2	1875	2	0		0	2
1	18	118.0	1.0	1.0	11815	3	1	9			1	1500	2	0		0	1
1	18	118.0	1.0	1.0	11815	4	16	12			1	1420	2	0		0	2
1	18	118.0	1.0	1.0	11815	5	2					1150	2				
1	18	118.0	1.0	1.0	11816	1	1	9			1	4500	2	1	1	0	1
1	18	118.0	1.0	1.0	11816	2	1	9	13		1	3400	2	1	0	0	2
1	18	118.0	1.0	1.0	11816	3	1	12	9	3	1	1450	2	1	1	0	2
1	18	118.0	1.0	1.0	11817	1	1	9			4	6000	2	0		0	2
1	18	118.0	1.0	1.0	11817	2	1	9	14		4	3800	2	0		0	2
2	1	201.0	2.0	3.0	20101	1	1	9	9		4	1	1	0		0	1
2	1	201.0	2.0	3.0	20101	2	3	9			4	5000	2	0		0	1
2	1	201.0	2.0	3.0	20101	3	11				4	2000	2	0		0	1
2	1	201.0	2.0	3.0	20101	4	40				4	160	2	1	1	0	1
2	1	201.0	2.0	3.0	20102	1	1	9	24		2	2250	2	0		0	1
2	1	201.0	2.0	3.0	20102	2	3	12	9		2	240	2	0		0	1
2	1	201.0	2.0	3.0	20102	3	24	3			2	225	2	0		0	1
2	1	201.0	2.0	3.0	20103	1	1	9	24		5	40000	2	0		0	1
2	1	201.0	2.0	3.0	20103	2	3				5	12000	2	0		0	1
2	1	201.0	2.0	3.0	20103	3	14				5	40	2	0		0	1
2	1	201.0	2.0	3.0	20104	1	1	9	24		4	1400	2	0		0	1
2	1	201.0	2.0	3.0	20104	2	3				4	1250	2	0		0	1
2	1	201.0	2.0	3.0	20104	3	2				3	800	2	1	1	0	1
2	1	201.0	2.0	3.0	20104	4	90				5	120	2	0		1	1
2	1	201.0	2.0	3.0	20105	1	3	9			4	1450	2	0		0	1
2	1	201.0	2.0	3.0	20105	2	1	9	24		4	945	2	0		0	1
2	1	201.0	2.0	3.0	20105	3	12				4	650	2	0		0	1
2	1	201.0	2.0	3.0	20106	1	1	9	3	9	2	4	1	1	0	0	1
2	1	201.0	2.0	3.0	20106	2	90	60			1	3200	2	1	1	0	1
2	1	201.0	2.0	3.0	20106	3	90	90	90		1	2250	1	1	1	1	1
2	1	201.0	2.0	3.0	20107	1	9	1	40	90	3	1	1	0		1	1
2	1	201.0	2.0	3.0	20107	2	12	24	3		4	0.5	1	0		0	1
2	1	201.0	2.0	3.0	20108	1	11	24			1	5000	2	0		0	1
2	1	201.0	2.0	3.0	20108	2	1	9			1	3000	2	0		0	1
2	1	201.0	2.0	3.0	20108	3	40				1	600	2	1	1	0	1
2	1	201.0	2.0	3.0	20109	1	1	11	14		2	5000	2	0		0	1
2	1	201.0	2.0	3.0	20109	2	9				2	2000	2	0		0	1
2	1	201.0	2.0	3.0	20109	3	3	24			2	1000	2	0		0	1
2	1	201.0	2.0	3.0	20110	1	1	24			4	3850	2	0		0	1
2	1	201.0	2.0	3.0	20110	2	11	9			1	2000	2	0		0	1
