district	village	villno	strno	group	hhid	n1	n2	n3	n4	n5	n6	n7	n8	n9	n10	n11	n12	n13	n14	n15	n16	n17	n18	n19	n20	n21	n22	n23	n24	n25	n26	n27	n28	n29	n30	n31	n32	n33	n34	n35	n36	n37	n38
1	17	117.0	1.0	2.0	11708	1	1	0	0	0	0	0	3	1	0	0	0	1	0	0	1	0	1	0	1	0	4	2	1	0	0	1	0	0	0	5.0	5.0	1	3	1	1	2	0
1	17	117.0	1.0	2.0	11709	1	1	0	1	1	1	1	3	4	0	1	2	0	0	0	2	1	1	0	1	0	4	1	1	0	0	0	0	0	0	4.0	5.5	1	3	4	1	2	1
1	17	117.0	1.0	2.0	11710	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	1	0	4	1	1	0	0	1	0	0	0	4.0	5.0	1	2	6	1	3	1
1	17	117.0	1.0	2.0	11711	3	1	0	2	2	0	1	4	4	0	0	4	1	0	0	6	2	1	0	0	0	6	2	1	1	0	0	0	0	0	5.0	6.0	1	3	4	1	3	1
1	17	117.0	1.0	2.0	11712	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	0	0	1	1	1	0	0	1	0	0	0	4.0	5.0	1	2	1	1	2	0
1	17	117.0	1.0	2.0	11713	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	1	0	0	1	0	0	0	4.0	5.0	1	3	1	1	2	0
1	17	117.0	1.0	2.0	11714	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	1	0	0	0	1	1	1	0	0	0	0	0	0	3.0	4.0	1	3	1	1	1	1
1	17	117.0	1.0	2.0	11715	1	1	0	1	0	0	1	4	1	0	0	0	0	0	0	2	1	2	0	0	0	4	1	2	0	0	0	0	0	0	4.0	5.0	1	3	4	1	2	0
1	17	117.0	1.0	2.0	11716	1	1	0	0	0	0	1	3	0	0	0	0	1	0	0	2	1	1	0	0	0	4	0	1	0	0	1	0	0	0	4.0	5.0	1	2	1	1	2	0
1	17	117.0	1.0	2.0	11717	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	4	1	1	0	0	1	0	0	0	5.0	5.5	1	2	4	1	2	0
1	17	117.0	1.0	2.0	11718	1	3	0	0	0	0	0	3	6	0	0	0	0	0	0	2	1	1	0	1	0	4	1	1	1	0	1	0	0	0	4.0	6.0	3	3	4	1	3	1
1	17	117.0	1.0	2.0	11719	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	1	0	4	1	1	0	0	1	0	0	0	4.0	6.0	1	2	1	1	2	0
1	18	118.0	1.0	1.0	11801	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	1	0	0	0	4	0	1	0	0	1	0	0	0	4.0	5.0	1	2	1	1	1	1
1	18	118.0	1.0	1.0	11803	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	2	0	1	0	0	0	2	0	0	0	0	2	0	0	0	3.0	4.0	1	3	1	1	1	0
1	18	118.0	1.0	1.0	11804	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	4.0	5.0	1	2	1	1	2	0
1	18	118.0	1.0	1.0	11805	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	1	1	1	0	0	0	0	0	0	5.5	5.5	1	3	1	1	1	0
1	18	118.0	1.0	1.0	11806	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	1	0	0	0	2	0	1	0	0	0	0	0	0	3.0	3.5	1	2	1	1	1	1
1	18	118.0	1.0	1.0	11807	1	1	0	0	0	0	0	3	1	0	0	1	0	0	0	1	0	1	0	0	0	2	0	1	0	0	0	0	0	0	3.0	4.5	1	3	1	1	1	1
1	18	118.0	1.0	1.0	11808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3.0	3.5	1	2	1	1	1	0
1	18	118.0	1.0	1.0	11811	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	4	0	1	0	0	0	6	1	1	0	0	1	0	0	0	4.0	5.0	1	2	4	1	2	0
1	18	118.0	1.0	1.0	11812	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	2	1	1	0	0	0	0	0	0	5.0	4.5	1	2	1	1	1	1
1	18	118.0	1.0	1.0	11813	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0	2	1	1	0	0	1	0	0	0	5.0	6.0	1	2	4	1	2	0
1	18	118.0	1.0	1.0	11814	1	1	0	1	0	0	0	1	4	0	0	1	0	0	0	3	1	1	0	0	0	3	1	1	0	0	0	0	0	0	5.0	6.0	1	2	4	1	2	0
1	18	118.0	1.0	1.0	11815	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	3	1	1	0	0	1	0	0	0	3.0	4.0	1	2	4	1	2	0
1	18	118.0	1.0	1.0	11816	1	2	0	0	0	0	0	7	0	0	0	2	1	0	0	3	1	2	0	0	0	2	1	1	0	0	1	0	0	0	5.5	6.5	1	3	4	1	2	1
1	18	118.0	1.0	1.0	11817	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	3.0	4.0	1	2	1	1	1	1
2	1	201.0	2.0	3.0	20101	1	3	0	1	0	1	2	3	4	0	1	1	1	1	0	3	0	2	0	2	0	4	1	1	0	0	0	0	0	0	4.0	5.0	1	2	1	1	2	1
2	1	201.0	2.0	3.0	20102	1	2	1	0	1	0	1	2	4	0	0	0	0	0	0	1	0	2	0	1	0	3	0	1	0	0	0	0	0	0	5.0	6.0	1	3	1	1	2	0
2	1	201.0	2.0	3.0	20103	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	5	1	1	0	0	0	0	0	0	4.0	3.0	1	2	1	1	1	0
2	1	201.0	2.0	3.0	20104	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	3	0	2	0	5	1	1	0	0	1	0	0	0	4.0	6.0	1	3	1	1	2	0
2	1	201.0	2.0	3.0	20105	1	3	0	0	1	0	0	2	1	0	0	0	0	0	0	1	0	1	0	2	0	4	1	2	0	0	0	0	0	0	4.0	5.0	1	2	1	1	2	0
2	1	201.0	2.0	3.0	20106	0	1	0	0	0	0	1	1	4	0	0	0	0	1	0	5	0	1	0	1	0	4	1	1	1	0	0	0	0	0	4.5	6.0	1	3	5	1	2	0
2	1	201.0	2.0	3.0	20107	2	2	1	2	1	2	1	1	6	1	0	0	1	0	0	3	1	3	0	2	0	9	1	1	1	2	3	0	1	0	5.0	7.0	3	3	5	2	2	0
2	1	201.0	2.0	3.0	20108	1	3	0	0	1	0	0	3	0	0	0	1	0	0	0	1	0	3	0	0	0	3	1	1	0	0	0	0	0	0	4.0	5.0	3	3	1	1	3	0
2	1	201.0	2.0	3.0	20109	1	2	0	0	0	0	0	3	0	0	0	0	1	0	0	2	0	1	0	2	0	2	1	1	0	0	1	0	0	0	5.0	6.0	3	3	5	2	3	1
2	1	201.0	2.0	3.0	20110	1	2	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0	2	1	1	3	2	2	0	0	0	0	0	0	0	2.5	3.0	1	2	1	1	2	1
2	1	201.0	2.0	3.0	20111	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	2	0	1	0	0	0	0	0	0	3.0	3.0	1	1	1	1	2	0
2	1	201.0	2.0	3.0	20112	2	1	0	0	1	0	0	3	3	0	0	1	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	4.0	3.5	1	3	1	1	2	0
2	1	201.0	2.0	3.0	20113	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	4	1	1	0	0	0	0	0	0	2.0	3.0	1	2	1	1	1	0
2	1	201.0	2.0	3.0	20114	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	4	1	1	0	0	1	0	0	0	2.5	6.0	1	2	1	1	2	0
2	1	201.0	2.0	3.0	20115	0	1	0	1	1	0	0	3	0	0	0	0	1	0	0	2	0	1	0	1	0	2	1	1	0	0	1	0	0	0	3.0	4.0	1	2	2	1	2	1
2	1	201.0	2.0	3.0	20116	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2.5	3.0	1	2	2	1	1	0
2	1	201.0	2.0	3.0	20117	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	0	3	1	1	0	0	0	0	0	0	5.0	4.0	1	2	4	1	2	0
2	1	201.0	2.0	3.0	20118	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	2	0	1	0	0	0	0	0	0	3.0	2.0	1	2	4	1	2	0
2	1	201.0	2.0	3.0	20119	0	2	0	0	1	0	0	5	2	0	0	0	0	0	0	1	1	2	0	2	0	6	1	2	0	0	2	0	0	0	4.0	4.0	1	3	5	1	2	1
2	1	201.0	2.0	3.0	20120	1	1	0	0	1	2	1	1	2	0	0	0	1	0	0	2	0	3	0	2	0	4	1	1	0	0	1	0	0	0	6.0	6.5	1	2	5	1	2	1
2	2	202.0	2.0	3.0	20201	0	2	0	1	1	0	0	3	1	0	1	1	0	0	0	2	0	2	0	1	0	2	1	1	0	0	1	0	0	0	4.0	3.0	3	4	5	2	2	0
2	2	202.0	2.0	3.0	20202	0	1	0	0	1	0	0	4	0	0	0	1	0	0	0	1	0	2	1	1	0	4	1	2	0	0	1	0	0	0	3.0	5.0	1	2	1	1	2	0
2	2	202.0	2.0	3.0	20203	1	3	0	1	0	0	0	7	2	0	0	0	1	0	0	2	0	1	0	1	0	5	1	1	1	0	0	0	0	0	4.0	3.0	1	2	1	1	2	1
2	2	202.0	2.0	3.0	20204	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	3	1	1	0	0	1	0	0	0	4.0	4.0	1	3	1	1	2	1
2	2	202.0	2.0	3.0	20205	2	3	0	2	0	1	0	1	1	0	0	0	1	1	0	2	0	1	0	1	0	6	2	2	0	0	1	0	0	0	5.0	3.0	1	3	1	1	2	1
2	2	202.0	2.0	3.0	20206	1	2	1	0	0	0	1	3	0	0	0	0	1	0	0	2	0	1	0	1	0	3	0	1	0	0	1	0	0	0	5.0	5.0	3	3	5	1	3	1
2	2	202.0	2.0	3.0	20207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	3	1	1	0	0	1	0	0	0	4.0	5.0	1	2	1	1	2	0
2	2	202.0	2.0	3.0	20208	2	1	0	0	1	0	0	2	0	0	0	0	0	0	0	5	0	2	0	1	0	6	1	0	0	0	0	0	0	0	6.0	4.0	3	3	5	2	2	1
2	2	202.0	2.0	3.0	20209	1	1	0	0	0	0	1	1	4	0	0	1	0	0	0	1	0	2	0	1	0	1	1	1	0	0	1	0	0	0	5.0	6.0	1	3	4	1	2	0
2	2	202.0	2.0	3.0	20210	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	2	1	1	1	0	1	0	0	0	4.0	5.0	1	3	1	1	2	0
2	2	202.0	2.0	3.0	20211	1	0	0	0	0	0	0	2	4	0	0	1	0	0	0	1	0	1	0	1	0	4	1	1	1	0	1	0	0	0	3.0	2.0	1	3	2	1	2	0
2	2	202.0	2.0	3.0	20212	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	3	1	0	0	0	0	0	0	0	3.0	4.0	1	2	1	1	1	0
2	2	202.0	2.0	3.0	20213	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	2	0	1	0	4	0	1	0	0	1	0	0	0	3.0	4.0	1	5	1	1	1	0
2	2	202.0	2.0	3.0	20214	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	2	1	0	0	0	1	0	0	0	5.0	6.0	1	2	1	1	2	0
2	2	202.0	2.0	3.0	20215	1	2	0	0	2	0	0	4	0	0	0	1	1	0	0	3	0	2	0	1	0	5	1	1	0	0	0	0	0	0	5.0	4.0	1	3	2	1	2	0
2	2	202.0	2.0	3.0	20216	1	1	0	0	0	0	1	4	1	0	0	1	0	0	0	2	0	1	0	1	0	4	1	1	0	0	0	0	0	0	3.0	4.0	1	3	5	1	2	0
2	2	202.0	2.0	3.0	20217	1	1	0	0	0	0	1	2	0	0	0	1	0	0	0	1	0	2	0	2	0	1	1	1	0	0	1	0	0	0	4.0	5.0	1	3	1	1	2	1
2	2	202.0	2.0	3.0	20218	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	1	0	3	1	1	0	0	1	0	0	0	6.0	5.0	1	3	1	1	2	1
2	2	202.0	2.0	3.0	20219	1	1	0	1	0	0	0	2	0	0	0	1	0	0	0	1	0	3	0	1	0	12	2	2	0	0	1	1	0	0	3.0	6.0	1	1	1	1	2	0
2	2	202.0	2.0	3.0	20220	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	3.5	4.5	1	3	1	1	2	0
2	3	203.0	2.0	2.0	20301	2	2	0	1	0	0	0	4	3	0	0	1	1	0	0	2	0	0	0	1	0	5	1	1	0	0	0	0	0	0	3.0	5.0	1	3	5	1	2	1
2	3	203.0	2.0	2.0	20302	1	0	0	0	0	1	0	7	6	2	0	2	1	0	1	3	0	2	0	1	0	8	1	1	0	0	0	0	0	0	8.0	7.0	3	3	5	2	3	1
2	3	203.0	2.0	2.0	20303	1	1	0	0	0	0	0	2	3	0	0	0	1	0	0	2	0	3	0	1	0	4	1	1	0	0	0	0	0	0	4.0	6.0	3	3	4	1	3	0
2	3	203.0	2.0	2.0	20304	1	1	0	0	0	0	0	3	2	0	0	1	0	0	0	3	0	1	0	1	0	4	2	2	0	0	1	0	0	0	5.0	3.0	3	3	4	1	2	1
2	3	203.0	2.0	2.0	20305	1	1	0	0	1	0	1	4	4	0	0	1	0	0	0	0	0	2	0	2	0	3	1	1	0	0	1	0	0	0	6.0	6.0	3	3	5	1	2	1
2	3	203.0	2.0	2.0	20306	1	0	0	1	1	0	0	4	0	0	0	1	0	0	0	3	0	1	0	1	0	7	1	1	0	0	1	0	0	0	3.0	4.0	1	2	1	1	1	0
2	3	203.0	2.0	2.0	20307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2.0	4.0	1	2	1	1	1	0
2	3	203.0	2.0	2.0	20308	1	0	0	0	0	0	0	0	6	0	0	1	0	0	0	2	0	3	0	1	0	5	0	1	0	0	0	0	0	0	7.0	4.0	3	3	1	1	3	1
2	3	203.0	2.0	2.0	20309	1	3	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	3	0	1	0	6	1	1	0	0	0	0	0	0	4.0	5.0	1	3	1	1	2	0
2	3	203.0	2.0	2.0	20310	1	1	0	1	1	0	0	4	0	0	0	0	0	0	0	2	0	1	0	2	0	7	1	2	0	0	1	0	0	0	4.0	5.0	1	2	1	1	2	0
2	3	203.0	2.0	2.0	20311	1	0	0	1	1	0	0	6	0	0	0	2	1	0	0	3	0	2	0	1	0	3	2	1	0	0	0	0	0	0	4.0	3.0	1	3	4	1	2	0
2	3	203.0	2.0	2.0	20312	1	1	0	1	0	0	0	2	2	0	0	1	0	0	0	3	0	2	0	1	0	4	2	1	0	0	1	0	0	0	4.0	5.0	1	3	5	1	1	0
2	3	203.0	2.0	2.0	20313	1	2	0	0	1	0	2	3	2	0	0	1	0	0	0	3	0	2	0	1	0	8	2	3	1	0	0	0	0	0	5.0	4.0	3	3	5	2	3	0
2	3	203.0	2.0	2.0	20314	0	2	0	0	1	0	0	5	0	0	0	1	0	0	0	2	0	4	0	1	0	4	3	2	0	0	0	0	0	0	4.0	5.0	3	3	5	1	2	1
2	3	203.0	2.0	2.0	20315	0	2	0	0	0	0	0	0	2	3	0	0	2	0	0	1	0	2	0	1	0	3	2	2	0	0	1	0	0	0	4.0	5.0	1	3	1	1	2	1
2	3	203.0	2.0	2.0	20316	2	1	0	1	1	0	1	4	2	0	0	2	0	0	0	1	1	1	0	1	0	5	0	1	0	0	0	0	0	0	3.0	4.0	3	3	5	1	2	1
2	3	203.0	2.0	2.0	20317	0	1	0	0	1	0	1	4	6	0	1	1	1	1	1	4	0	2	0	3	0	5	2	2	0	0	1	0	0	0	6.0	7.0	3	3	5	2	2	1
2	3	203.0	2.0	2.0	20318	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	3	1	1	0	0	1	0	0	0	2.0	3.0	1	2	1	1	2	0
2	3	203.0	2.0	2.0	20319	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	1	0	2	1	1	0	0	0	0	0	0	3.0	2.0	1	2	1	1	1	0
2	3	203.0	2.0	2.0	20320	1	1	0	1	1	1	0	3	2	0	0	2	0	0	0	2	0	2	0	1	0	4	1	1	0	0	1	0	0	0	3.0	4.0	1	3	5	1	2	1
2	4	204.0	2.0	2.0	20401	1	1	0	2	0	0	0	2	0	0	0	0	2	0	0	2	0	2	0	1	0	4	0	1	0	0	0	0	0	0	5.0	6.0	1	2	1	1	2	1
2	4	204.0	2.0	2.0	20402	0	1	0	0	0	0	1	4	3	0	0	1	0	0	1	1	0	3	0	1	0	5	1	1	0	0	1	0	0	0	5.0	6.5	1	3	2	1	2	0
2	4	204.0	2.0	2.0	20403	1	2	0	1	0	0	0	2	0	0	0	1	1	0	0	3	0	2	0	1	0	3	2	2	0	0	1	0	0	0	4.0	5.0	1	2	1	1	2	0
2	4	204.0	2.0	2.0	20404	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	1	0	1	0	2	1	1	0	0	0	0	0	0	3.0	4.0	1	2	4	1	2	0
2	4	204.0	2.0	2.0	20405	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	3.5	2.0	1	3	1	1	2	0
2	4	204.0	2.0	2.0	20407	1	1	0	0	0	0	1	3	2	0	0	1	1	0	0	2	0	1	0	1	0	2	2	1	0	0	1	0	0	0	6.0	7.0	1	2	4	1	2	0
2	4	204.0	2.0	2.0	20408	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	3	0	1	0	2	0	1	0	0	0	0	0	0	4.0	4.0	1	3	5	1	2	0
2	4	204.0	2.0	2.0	20409	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	3	0	2	0	2	0	4	1	1	0	0	1	0	0	0	5.0	6.0	1	2	5	1	2	0
2	4	204.0	2.0	2.0	20410	1	2	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	2	1	1	0	0	1	0	0	0	4.0	6.0	1	3	1	1	3	0
2	4	204.0	2.0	2.0	20411	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	1	0	3	1	1	0	3	2	1	0	0	1	0	0	0	2.0	3.0	1	2	1	1	2	0
2	4	204.0	2.0	2.0	20412	1	2	0	0	1	0	0	3	4	0	0	0	2	0	0	0	0	1	0	1	0	2	2	1	0	0	0	0	0	0	4.0	3.5	1	3	4	1	2	0
2	4	204.0	2.0	2.0	20413	0	2	0	0	1	0	0	8	0	0	0	0	1	0	0	3	0	3	0	1	0	4	1	1	0	0	0	0	0	0	3.0	4.0	1	2	1	1	1	1
2	4	204.0	2.0	2.0	20414	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	2	0	1	0	3	0	1	0	0	0	0	0	0	5.0	6.0	1	2	1	1	2	0
2	4	204.0	2.0	2.0	20415	1	1	0	0	1	0	0	4	0	0	0	0	0	0	0	2	0	1	0	1	0	2	0	1	0	0	0	0	0	0	4.0	2.5	1	3	4	1	2	0
2	4	204.0	2.0	2.0	20416	1	2	0	0	1	0	0	0	4	0	0	0	1	0	0	2	0	2	0	1	0	4	0	0	0	0	0	0	0	0	4.0	5.0	1	3	5	1	2	1
2	4	204.0	2.0	2.0	20417	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	4.0	4.0	1	3	1	1	1	0
2	4	204.0	2.0	2.0	20418	0	1	0	0	0	0	2	0	6	0	0	1	1	0	0	2	1	2	0	1	0	3	1	1	0	0	1	0	0	0	6.0	7.0	1	3	4	1	2	0
2	4	204.0	2.0	2.0	20419	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	3	1	1	0	0	1	0	0	0	2.5	3.0	1	3	1	1	2	0
2	5	205.0	2.0	1.0	20501	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	1	0	3	1	1	0	0	0	0	0	0	3.0	4.0	1	3	3	1	2	0
2	5	205.0	2.0	1.0	20502	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	3	0	1	0	2	1	1	0	0	0	0	0	0	3.0	2.0	1	1	1	1	1	0
2	5	205.0	2.0	1.0	20503	1	2	0	2	1	0	2	5	6	0	0	1	1	0	0	1	0	1	0	1	0	3	1	2	0	0	0	0	0	0	6.0	5.0	1	3	4	1	2	0
2	5	205.0	2.0	1.0	20504	0	1	0	1	1	0	0	2	0	0	0	1	0	0	0	1	0	1	1	1	0	4	1	0	0	0	1	0	0	0	5.0	6.0	1	3	5	1	2	1
2	5	205.0	2.0	1.0	20505	1	1	0	0	0	0	0	4	0	0	0	1	0	0	0	2	0	1	0	1	0	3	1	1	0	0	1	0	0	0	4.5	5.5	1	2	4	1	2	1
2	5	205.0	2.0	1.0	20506	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	3.0	4.0	1	3	1	1	2	0
2	5	205.0	2.0	1.0	20507	1	1	0	1	0	0	1	4	3	0	0	1	1	0	0	2	0	2	0	0	0	4	1	1	0	0	0	0	0	0	4.0	5.0	1	2	1	1	1	1
2	5	205.0	2.0	1.0	20509	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	4.0	6.0	1	2	1	1	2	0
2	5	205.0	2.0	1.0	20510	1	2	0	1	1	0	1	2	5	1	0	1	0	1	0	1	0	2	1	2	0	4	1	1	0	0	1	0	0	0	5.0	7.0	3	3	5	1	3	1
2	5	205.0	2.0	1.0	20511	2	2	0	0	1	0	1	3	0	0	0	1	1	1	0	3	0	2	0	1	0	4	1	1	0	0	1	0	0	0	5.0	6.0	3	3	5	1	2	1
2	5	205.0	2.0	1.0	20512	1	1	0	0	0	0	1	3	1	0	0	0	1	0	0	1	0	3	0	0	0	2	1	1	0	0	0	0	0	0	3.0	4.0	1	2	1	1	1	0
2	5	205.0	2.0	1.0	20515	1	2	0	0	1	0	1	5	3	0	0	0	0	0	0	2	0	2	0	1	0	4	1	1	0	0	0	0	0	0	4.0	4.0	1	2	1	1	1	0
2	5	205.0	2.0	1.0	20516	1	1	0	0	0	1	0	0	3	0	0	1	1	0	0	1	2	1	0	1	0	2	2	1	0	0	0	0	0	0	6.0	7.0	1	3	5	1	2	0
2	5	205.0	2.0	1.0	20517	1	1	0	0	0	0	0	4	1	0	0	0	1	0	0	2	0	1	0	1	0	4	0	2	0	0	1	1	0	0	3.0	5.0	1	3	1	1	2	0
2	5	205.0	2.0	1.0	20518	1	2	1	1	1	0	1	4	4	0	0	0	1	0	0	3	0	2	0	1	0	4	1	1	0	0	1	1	0	0	5.0	6.0	1	3	1	1	2	1
2	5	205.0	2.0	1.0	20519	2	1	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	1	0	1	0	3	3	0	0	0	0	0	0	0	3.0	4.0	1	3	1	1	2	0
2	5	205.0	2.0	1.0	20520	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	2	0	1	0	2	0	1	0	0	0	0	0	0	5.5	6.0	1	2	4	1	2	0
2	6	206.0	2.0	1.0	20601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	3.5	4.0	1	2	1	1	2	0
2	6	206.0	2.0	1.0	20602	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	2	0	1	0	2	0	3	1	0	0	0	0	0	0	0	3.0	5.0	1	3	4	1	2	0
2	6	206.0	2.0	1.0	20603	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	2	0	2	0	5	3	1	0	0	0	0	0	0	3.0	3.0	1	2	1	1	1	0
2	6	206.0	2.0	1.0	20604	1	2	0	0	0	0	0	3	0	0	0	1	0	0	1	2	0	3	0	1	0	13	1	1	0	0	1	0	0	0	5.0	6.0	3	3	5	1	2	0
2	6	206.0	2.0	1.0	20607	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	1	0	1	0	2	1	1	0	0	0	0	0	0	4.0	5.0	1	2	4	1	2	1
2	6	206.0	2.0	1.0	20609	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	3	1	0	0	0	0	0	0	0	3.0	4.0	1	1	1	1	1	1
2	6	206.0	2.0	1.0	20610	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	1	0	0	1	0	0	0	5.0	6.0	1	2	1	1	1	0
2	6	206.0	2.0	1.0	20611	1	1	0	0	0	1	0	3	1	0	0	1	0	0	2	2	0	2	0	1	0	3	0	1	0	0	0	0	0	0	4.0	5.0	3	3	5	2	3	0
2	6	206.0	2.0	1.0	20612	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	1	0	0	0	0	0	0	0	3.0	4.0	1	3	1	1	2	0
2	6	206.0	2.0	1.0	20615	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	1	0	1	0	1	0	3	2	1	0	0	0	0	0	0	3.0	4.0	1	2	2	1	1	0
2	6	206.0	2.0	1.0	20616	2	1	0	0	0	0	0	5	2	0	0	1	0	0	0	1	0	3	0	2	0	3	1	1	0	0	1	0	0	0	6.0	7.0	1	2	1	1	2	0
2	6	206.0	2.0	1.0	20617	1	2	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	1	0	1	0	2	1	1	0	0	0	0	0	0	2.0	4.0	1	3	1	1	2	0
2	6	206.0	2.0	1.0	20618	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	1	0	2	0	3	0	0	0	0	0	0	0	0	3.0	3.0	1	2	1	1	2	0
2	6	206.0	2.0	1.0	20619	1	0	0	0	1	0	0	6	0	0	0	0	0	0	0	2	0	2	0	1	0	3	2	1	0	0	1	0	0	0	4.0	6.0	1	1	1	1	1	0
2	6	206.0	2.0	1.0	20620	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	3.0	4.0	1	3	1	1	2	0
2	7	207.0	2.0	2.0	20701	1	1	0	0	0	0	0	5	1	0	0	1	0	0	0	1	0	1	0	1	0	6	1	1	0	0	1	0	0	0	3.0	5.0	1	3	5	1	2	1
2	7	207.0	2.0	2.0	20702	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	3.0	4.0	1	3	1	1	2	0
2	7	207.0	2.0	2.0	20703	2	1	0	2	1	0	2	1	3	0	0	0	1	1	0	2	0	1	0	2	0	5	2	2	0	0	1	0	0	0	6.0	7.5	3	3	5	1	2	1
2	7	207.0	2.0	2.0	20704	1	1	0	0	1	0	0	4	0	0	0	0	0	0	0	3	0	1	0	1	0	5	0	1	0	0	0	0	0	0	5.0	3.0	1	3	1	1	2	0
