hhid	line	district	village	villno	strno	group	h06	crop
10850	2	1	8	108.0	1.0	2.0	0	"BANANEIRAS"
10860	1	1	8	108.0	1.0	2.0	0	"ABACATE"
10860	2	1	8	108.0	1.0	2.0	0	"MASSUCO"
10861	1	1	8	108.0	1.0	2.0	1	"MASSUCO"
10862	1	1	8	108.0	1.0	2.0	1	"BANANEIRA"
10862	2	1	8	108.0	1.0	2.0	0	"MASSUCU"
10863	1	1	8	108.0	1.0	2.0	1	"BANANEIRA"
10864	1	1	8	108.0	1.0	2.0	1	"BANANEIRAS"
10865	1	1	8	108.0	1.0	2.0	1	"BANANEIRA"
10866	1	1	8	108.0	1.0	2.0	0	"MASSUCO"
10867	1	1	8	108.0	1.0	2.0	0	"LIMOEIRO"
10868	1	1	8	108.0	1.0	2.0	1	"BANANEIRAS"
10869	1	1	8	108.0	1.0	2.0	0	"ABACATEIRA"
10950	1	1	9	109.0	1.0	1.0	0	"BANANEIRAS"
10950	2	1	9	109.0	1.0	1.0	0	"GOIABEIRAS"
10950	3	1	9	109.0	1.0	1.0	0	"ANANAZEIRO"
10951	1	1	9	109.0	1.0	1.0	0	"BANANEIRA"
10953	1	1	9	109.0	1.0	1.0	0	"BANANEIRA"
10960	1	1	9	109.0	1.0	1.0	0	"BANANEIRA"
10963	1	1	9	109.0	1.0	1.0	1	"BANANEIRAS"
10964	1	1	9	109.0	1.0	1.0	0	"ANANAS"
10964	2	1	9	109.0	1.0	1.0	0	"BANANEIRA"
10965	1	1	9	109.0	1.0	1.0	0	"BANANEIRAS"
10966	1	1	9	109.0	1.0	1.0	0	"BANANEIRAS"
10968	1	1	9	109.0	1.0	1.0	0	"ANANAZEIRO"
11050	1	1	10	110.0	1.0	1.0	0	"BANANEIRAS"
11051	1	1	10	110.0	1.0	1.0	1	"ANANASEIROS"
11052	1	1	10	110.0	1.0	1.0	0	"TANJARINEIRAS"
11052	2	1	10	110.0	1.0	1.0	0	"LARANJEIRAS"
11053	1	1	10	110.0	1.0	1.0	1	"LARANJEIRAS"
11053	2	1	10	110.0	1.0	1.0	1	"BANANEIRAS"
11053	3	1	10	110.0	1.0	1.0	1	"CANA DE ACUCAR"
11060	1	1	10	110.0	1.0	1.0	0	"LARANJEIRAS"
11060	2	1	10	110.0	1.0	1.0	0	"BANANEIRAS"
11062	1	1	10	110.0	1.0	1.0	1	"BANANEIRAS"
11063	1	1	10	110.0	1.0	1.0	0	"BANANEIRAS"
11064	1	1	10	110.0	1.0	1.0	1	"BANANEIRAS"
11065	1	1	10	110.0	1.0	1.0	1	"LARANJEIRAS"
11065	2	1	10	110.0	1.0	1.0	0	"ATEIRAS"
11068	1	1	10	110.0	1.0	1.0	1	"BANANEIRAS"
11069	1	1	10	110.0	1.0	1.0	0	"LARANJEIRAS"
11070	1	1	10	110.0	1.0	1.0	1	"BANANEIRAS"
11070	2	1	10	110.0	1.0	1.0	1	"CANA DE ACUCAR"
11071	1	1	10	110.0	1.0	1.0	1	"BANANEIRAS"
11072	1	1	10	110.0	1.0	1.0	1	"BANANEIRA"
11151	1	1	11	111.0	1.0	1.0	1	"LARANJEIRA"
11153	1	1	11	111.0	1.0	1.0	0	"CANA DE ACUCAR"
11154	1	1	11	111.0	1.0	1.0	1	"CANA DE ACUCAR"
11162	1	1	11	111.0	1.0	1.0	1	"BANANEIRAS"
11164	1	1	11	111.0	1.0	1.0	0	"BANANEIRA"
11166	1	1	11	111.0	1.0	1.0	1	"ABACATEIRA"
11167	1	1	11	111.0	1.0	1.0	0	"BANANEIRAS"
11168	1	1	11	111.0	1.0	1.0	1	"BANANEIRA"
11250	1	1	12	112.0	1.0	2.0	1	"BANANEIRAS"
11252	1	1	12	112.0	1.0	2.0	1	"BANANEIRA"
11252	2	1	12	112.0	1.0	2.0	0	"LARANJEIRA"
11252	3	1	12	112.0	1.0	2.0	0	"MASSUCO"
11252	4	1	12	112.0	1.0	2.0	0	"ABACATEIRA"
11260	1	1	12	112.0	1.0	2.0	1	"BANANEIRAS"
11260	2	1	12	112.0	1.0	2.0	1	"ABACATEIRAS"
11262	1	1	12	112.0	1.0	2.0	1	"BANANEIRAS"
11263	1	1	12	112.0	1.0	2.0	1	"BANANEIRAS"
11267	1	1	12	112.0	1.0	2.0	0	"BANANEIRAS"
11269	1	1	12	112.0	1.0	2.0	0	"BANANEIRAS"
11269	2	1	12	112.0	1.0	2.0	0	"MASSUCO"
11351	1	1	13	113.0	1.0	3.0	1	"BANANEIRA"
11351	2	1	13	113.0	1.0	3.0	1	"LARANJEIRA"
11352	1	1	13	113.0	1.0	3.0	1	"BANANEIRA"
11352	2	1	13	113.0	1.0	3.0	1	"LARANJEIRA"
11352	3	1	13	113.0	1.0	3.0	1	"PERABACATEIRA"
11451	1	1	14	114.0	1.0	2.0	0	"BANANEIRAS"
11451	2	1	14	114.0	1.0	2.0	1	"ANANAZEIROS"
11452	1	1	14	114.0	1.0	2.0	1	"BANANEIRAS"
11460	1	1	14	114.0	1.0	2.0	1	"BANANEIRAS"
11460	2	1	14	114.0	1.0	2.0	1	"LARANJEIRAS"
11460	3	1	14	114.0	1.0	2.0	1	"GOIABEIRAS"
11462	1	1	14	114.0	1.0	2.0	0	"BANANEIRAS"
11463	1	1	14	114.0	1.0	2.0	0	"BANANEIRAS"
11464	1	1	14	114.0	1.0	2.0	0	"ABACATEIRA"
11465	1	1	14	114.0	1.0	2.0	1	"BANANEIRAS"
11465	2	1	14	114.0	1.0	2.0	1	"LARANJEIRAS"
11466	1	1	14	114.0	1.0	2.0	1	"BANANEIRAS"
11469	1	1	14	114.0	1.0	2.0	0	"ANANAZEIROS"
11551	1	1	15	115.0	1.0	1.0	0	"LARANJEIRAS"
11551	2	1	15	115.0	1.0	1.0	0	"GOAIBEIRAS"
11552	1	1	15	115.0	1.0	1.0	0	"ABATEIRAS"
11553	1	1	15	115.0	1.0	1.0	1	"BANANEIRAS"
11560	1	1	15	115.0	1.0	1.0	1	"BANANEIRAS"
11561	1	1	15	115.0	1.0	1.0	0	"BANANEIRAS"
11562	1	1	15	115.0	1.0	1.0	0	"BANANEIRAS"
11564	1	1	15	115.0	1.0	1.0	1	"BANANEIRAS"
11564	2	1	15	115.0	1.0	1.0	1	"ANANAZEIROS"
11567	1	1	15	115.0	1.0	1.0	1	"LARANGEIRAS"
11650	1	1	16	116.0	1.0	1.0	1	"BANANEIRAS"
11650	2	1	16	116.0	1.0	1.0	1	"CANA DE ACUCAR"
11652	1	1	16	116.0	1.0	1.0	0	"BANANEIRAS"
11653	1	1	16	116.0	1.0	1.0	1	"BANANEIRAS"
11660	1	1	16	116.0	1.0	1.0	1	"BANANEIRAS"
11661	1	1	16	116.0	1.0	1.0	1	"BANANEIRAS"
11662	1	1	16	116.0	1.0	1.0	0	"BANANEIRAS"
11663	1	1	16	116.0	1.0	1.0	1	"BANANEIRAS"
11667	1	1	16	116.0	1.0	1.0	0	"BANANEIRAS"
11750	1	1	17	117.0	1.0	2.0	1	"BANANEIRAS"
11750	2	1	17	117.0	1.0	2.0	1	"CANA DOCE"
11751	1	1	17	117.0	1.0	2.0	1	"BANANEIRA"
11751	2	1	17	117.0	1.0	2.0	1	"CANA DE ACUCAR"
11752	1	1	17	117.0	1.0	2.0	1	"BANANEIRA"
11760	1	1	17	117.0	1.0	2.0	1	"BANANEIRA"
11762	1	1	17	117.0	1.0	2.0	0	"LARANJEIRAS"
11762	2	1	17	117.0	1.0	2.0	0	"PERABACATEIRA"
11762	3	1	17	117.0	1.0	2.0	1	"BANANEIRA"
11763	1	1	17	117.0	1.0	2.0	1	"BANANEIRA"
11764	1	1	17	117.0	1.0	2.0	1	"BANANEIRAS"
11766	1	1	17	117.0	1.0	2.0	1	"BANANA"
11767	1	1	17	117.0	1.0	2.0	0	"LARANJEIRAS"
11767	2	1	17	117.0	1.0	2.0	0	"ABACATEIRAS"
11767	3	1	17	117.0	1.0	2.0	0	"MASSUCOS"
11768	1	1	17	117.0	1.0	2.0	1	"BANANEIRA"
11768	2	1	17	117.0	1.0	2.0	1	"LIMOEIRO"
11768	3	1	17	117.0	1.0	2.0	1	"CANA DE ACUCAR"
11769	1	1	17	117.0	1.0	2.0	1	"BANANEIRA"
11851	1	1	18	118.0	1.0	1.0	0	"BANANEIRAS"
11852	1	1	18	118.0	1.0	1.0	0	"BANANEIRAS"
11852	2	1	18	118.0	1.0	1.0	0	"MASSUCO"
11853	1	1	18	118.0	1.0	1.0	1	"BANANEIRAS"
11860	1	1	18	118.0	1.0	1.0	0	"MASSUCO"
11861	1	1	18	118.0	1.0	1.0	0	"MASSUCO"
11861	2	1	18	118.0	1.0	1.0	1	"BANANEIRAS"
11862	1	1	18	118.0	1.0	1.0	0	"AMENDOA"
11862	2	1	18	118.0	1.0	1.0	0	"MASSUCO"
11862	3	1	18	118.0	1.0	1.0	1	"BANANEIRAS"
11863	1	1	18	118.0	1.0	1.0	1	"BANANEIRAS"
11864	1	1	18	118.0	1.0	1.0	1	"BANANEIRAS"
11865	1	1	18	118.0	1.0	1.0	0	"MASSUCO"
11865	2	1	18	118.0	1.0	1.0	0	"PERA ABACATEIRAS"
11867	1	1	18	118.0	1.0	1.0	0	"BANANEIRAS"
11868	1	1	18	118.0	1.0	1.0	0	"MASSUCO"
11870	1	1	18	118.0	1.0	1.0	0	"MARACUGEIRAS"
11870	2	1	18	118.0	1.0	1.0	0	"MASSUCO"
11871	1	1	18	118.0	1.0	1.0	0	"MASSUCO"
20150	1	2	1	201.0	2.0	3.0	0	"BANANEIRAS"
20153	1	2	1	201.0	2.0	3.0	1	"BANANEIRA"
20250	1	2	2	202.0	2.0	3.0	0	"LIMOEIRO"
20251	1	2	2	202.0	2.0	3.0	0	"ABACATEIRAS"
20251	2	2	2	202.0	2.0	3.0	0	"PESSEGUEIROS"
20251	3	2	2	202.0	2.0	3.0	0	"LARANJEIRAS"
20251	4	2	2	202.0	2.0	3.0	1	"BANANEIRAS"
20350	1	2	3	203.0	2.0	2.0	0	"BANANEIRAS"
20352	1	2	3	203.0	2.0	2.0	1	"BANANEIRA"
20360	1	2	3	203.0	2.0	2.0	1	"ABACATEIRA"
20360	2	2	3	203.0	2.0	2.0	1	"BANANEIRA"
20361	1	2	3	203.0	2.0	2.0	0	"BANANEIRA"
20362	1	2	3	203.0	2.0	2.0	0	"BANANEIRAS"
20362	2	2	3	203.0	2.0	2.0	0	"LARANJEIRAS"
20362	3	2	3	203.0	2.0	2.0	0	"ABACATEIRA"
20363	1	2	3	203.0	2.0	2.0	1	"PERA ABACATEIRA"
20364	1	2	3	203.0	2.0	2.0	1	"BANANEIRAS"
20364	2	2	3	203.0	2.0	2.0	1	"ABACATEIRAS"
20366	1	2	3	203.0	2.0	2.0	1	"ABACATEIRA"
20367	1	2	3	203.0	2.0	2.0	1	"BANANEIRA"
20367	2	2	3	203.0	2.0	2.0	0	"ABACATEIRA"
20369	1	2	3	203.0	2.0	2.0	1	"BANANEIRA"
20450	1	2	4	204.0	2.0	2.0	1	"BANANEIRAS"
20450	2	2	4	204.0	2.0	2.0	0	"MARACUJEIRA"
20460	1	2	4	204.0	2.0	2.0	0	"BANANEIRAS"
20460	2	2	4	204.0	2.0	2.0	0	"CANA DE ACUCAR"
20462	1	2	4	204.0	2.0	2.0	0	"MARACUJEIRA"
20467	1	2	4	204.0	2.0	2.0	1	"BANANEIRAS"
20468	1	2	4	204.0	2.0	2.0	0	"LARANJA"
20468	2	2	4	204.0	2.0	2.0	0	"BANANA"
20550	1	2	5	205.0	2.0	1.0	0	"BANANAS"
20552	1	2	5	205.0	2.0	1.0	0	"BANANEIRAS"
20560	1	2	5	205.0	2.0	1.0	0	"BANANEIRAS"
20563	1	2	5	205.0	2.0	1.0	1	"BANANEIRA"
20564	1	2	5	205.0	2.0	1.0	0	"BANANEIRAS"
20565	1	2	5	205.0	2.0	1.0	1	"BANANEIRA"
20566	1	2	5	205.0	2.0	1.0	0	"BANANEIRAS"
20567	1	2	5	205.0	2.0	1.0	0	"BANANEIRAS"
20567	2	2	5	205.0	2.0	1.0	0	"MARACUJEIRA"
20568	1	2	5	205.0	2.0	1.0	1	"BANANEIRAS"
20568	2	2	5	205.0	2.0	1.0	0	"LARANJEIRAS"
20569	1	2	5	205.0	2.0	1.0	1	"BANANEIRAS"
20569	2	2	5	205.0	2.0	1.0	0	"PERA ABACATE"
20650	1	2	6	206.0	2.0	1.0	0	"ABACATEIRA"
20650	2	2	6	206.0	2.0	1.0	0	"LARANJEIRAS"
20651	1	2	6	206.0	2.0	1.0	0	"BANANEIRAS"
20660	1	2	6	206.0	2.0	1.0	0	"BANANEIRAS"
20660	2	2	6	206.0	2.0	1.0	0	"ABACATEIRAS"
20661	1	2	6	206.0	2.0	1.0	0	"BANANEIRAS"
20661	2	2	6	206.0	2.0	1.0	0	"ABACATEIRAS"
20663	1	2	6	206.0	2.0	1.0	1	"BANANEIRAS"
20665	1	2	6	206.0	2.0	1.0	0	"ANANASEIROS"
20665	2	2	6	206.0	2.0	1.0	0	"ABACATEIRAS"
20666	1	2	6	206.0	2.0	1.0	0	"BANANEIRAS"
20668	1	2	6	206.0	2.0	1.0	0	"BANANEIRAS"
20669	1	2	6	206.0	2.0	1.0	1	"BANANEIRAS"
20669	2	2	6	206.0	2.0	1.0	0	"LARANJEIRAS"
20669	3	2	6	206.0	2.0	1.0	0	"GOIABEIRAS"
20669	4	2	6	206.0	2.0	1.0	0	"ABACATEIRAS"
20750	1	2	7	207.0	2.0	2.0	1	"BANANEIRAS"
20752	1	2	7	207.0	2.0	2.0	1	"BANANEIRAS"
20752	2	2	7	207.0	2.0	2.0	0	"ABACATEIRAS"
20753	1	2	7	207.0	2.0	2.0	1	"BANANEIRAS"
20760	1	2	7	207.0	2.0	2.0	0	"BANANEIRAS"
20761	1	2	7	207.0	2.0	2.0	0	"PESSEGUEIRO"
20761	2	2	7	207.0	2.0	2.0	0	"ABACATEIRA"
20761	3	2	7	207.0	2.0	2.0	1	"BANANEIRAS"
20762	1	2	7	207.0	2.0	2.0	1	"BANANEIRAS"
20763	1	2	7	207.0	2.0	2.0	0	"LARANJEIRAS"
20763	2	2	7	207.0	2.0	2.0	0	"BANANEIRAS"
20764	1	2	7	207.0	2.0	2.0	0	"BANANEIRAS"
20764	2	2	7	207.0	2.0	2.0	0	"MARACUJEIRA"
20766	1	2	7	207.0	2.0	2.0	1	"BANANEIRAS"
20766	2	2	7	207.0	2.0	2.0	1	"ABACATEIRAS"
20767	1	2	7	207.0	2.0	2.0	0	"BANANEIRAS"
20768	1	2	7	207.0	2.0	2.0	1	"BANANEIRAS"
20768	2	2	7	207.0	2.0	2.0	0	"ABACATEIRAS"
20769	1	2	7	207.0	2.0	2.0	1	"BANANEIRAS"
20769	2	2	7	207.0	2.0	2.0	1	"ABACATEIRAS"
20850	1	2	8	208.0	2.0	1.0	1	"LIMOEIRO"
20850	2	2	8	208.0	2.0	1.0	0	"ABACATEIRA"
20850	3	2	8	208.0	2.0	1.0	1	"BANANEIRA"
20852	1	2	8	208.0	2.0	1.0	0	"BANANEIRAS"
20852	2	2	8	208.0	2.0	1.0	1	"ABACATEIRAS"
20853	1	2	8	208.0	2.0	1.0	0	"ABACATEIRA"
20853	2	2	8	208.0	2.0	1.0	0	"BANANEIRA"
20853	3	2	8	208.0	2.0	1.0	0	
20860	1	2	8	208.0	2.0	1.0	1	"BANANEIRAS"
20860	2	2	8	208.0	2.0	1.0	0	"ABACATEIRAS"
20861	1	2	8	208.0	2.0	1.0	1	"ABCATEIRA"
20861	2	2	8	208.0	2.0	1.0	1	"BANANEIRA"
20862	1	2	8	208.0	2.0	1.0	0	"BANANEIRA"
20864	1	2	8	208.0	2.0	1.0	0	"ABACATEIRA"
20865	1	2	8	208.0	2.0	1.0	0	"ABACATEIRA"
20865	2	2	8	208.0	2.0	1.0	1	"BANANEIRA"
20867	1	2	8	208.0	2.0	1.0	0	"MARACUJEIRA"
20867	2	2	8	208.0	2.0	1.0	0	"BANANEIRA"
20867	3	2	8	208.0	2.0	1.0	0	"ABACATEIRA"
20868	1	2	8	208.0	2.0	1.0	0	"BANANEIRA"
20868	2	2	8	208.0	2.0	1.0	0	"ABACATEIRA"
20869	1	2	8	208.0	2.0	1.0	0	"BANANEIRAS"
20950	1	2	9	209.0	2.0	3.0	0	"BANANEIRA"
30151	1	3	1	301.0	3.0	2.0	0	"LARANGEIRAS"
30151	2	3	1	301.0	3.0	2.0	0	"BANANEIRAS"
30160	1	3	1	301.0	3.0	2.0	1	"BANANEIRAS"
30160	2	3	1	301.0	3.0	2.0	1	"LARANGEIRAS"
30160	3	3	1	301.0	3.0	2.0	0	"GOIABEIRAS."
30161	1	3	1	301.0	3.0	2.0	0	"LARANGEIRAS"
30161	2	3	1	301.0	3.0	2.0	0	"ABACATAIRAS"
30161	3	3	1	301.0	3.0	2.0	0	"TANGERINEIRAS"
30161	4	3	1	301.0	3.0	2.0	0	"LIMOEIROS"
30161	5	3	1	301.0	3.0	2.0	0	"ATEIRAS"
30161	6	3	1	301.0	3.0	2.0	0	"BANANEIRAS"
30162	1	3	1	301.0	3.0	2.0	1	"BANANEIRAS"
30163	1	3	1	301.0	3.0	2.0	0	"ABACATEIRA"
30163	2	3	1	301.0	3.0	2.0	0	"BANANEIRAS"
30165	1	3	1	301.0	3.0	2.0	0	"ATEIRAS"
30165	2	3	1	301.0	3.0	2.0	0	"ABACATEIRAS"
30165	3	3	1	301.0	3.0	2.0	0	"TANGERINEIRAS"
30165	4	3	1	301.0	3.0	2.0	0	"BANANEIRAS"
30165	5	3	1	301.0	3.0	2.0	0	"LIMOEIROS"
30169	1	3	1	103.0	1.0	2.0	1	"BANANEIRAS"
30250	1	3	2	302.0	3.0	2.0	1	"CANA DE ACUCAR"
30250	2	3	2	302.0	3.0	2.0	1	"BANANEIRA"
30251	1	3	2	302.0	3.0	2.0	1	"BANANEIRAS"
30261	1	3	2	302.0	3.0	2.0	0	"BANANEIRAS"
30262	1	3	2	302.0	3.0	2.0	0	"LIMOEIRO"
30269	1	3	2	302.0	3.0	2.0	0	"BANANEIRA"
30350	1	3	3	303.0	3.0	1.0	0	"LARANJEIRAS"
30350	2	3	3	303.0	3.0	1.0	0	"BANANEIRAS"
30352	1	3	3	303.0	3.0	1.0	0	"GOIABEIRAS"
30352	2	3	3	303.0	3.0	1.0	0	"ABACATEIRAS"
30352	3	3	3	303.0	3.0	1.0	0	"LARANJEIRAS"
30352	4	3	3	303.0	3.0	1.0	1	"BANANEIRAS"
30361	1	3	3	303.0	3.0	1.0	1	"BANANEIRAS"
30361	2	3	3	303.0	3.0	1.0	0	"LIMOEIROS"
30363	1	3	3	303.0	3.0	1.0	0	"LARANJEIRAS"
30363	2	3	3	303.0	3.0	1.0	0	"TANJARINEIRAS"
30364	1	3	3	303.0	3.0	1.0	0	"LARANJEIRAS"
30366	1	3	3	303.0	3.0	1.0	1	"BANANEIRAS"
30366	2	3	3	303.0	3.0	1.0	1	"LARANJEIRAS"
30367	1	3	3	303.0	3.0	1.0	1	"ATEIRAS"
30367	2	3	3	303.0	3.0	1.0	1	"LARANJEIRAS"
30367	3	3	3	303.0	3.0	1.0	1	"BANANEIRAS"
30368	1	3	3	303.0	3.0	1.0	1	"LARANJEIRAS"
30368	2	3	3	303.0	3.0	1.0	1	"BANANEIRAS"
30368	3	3	3	303.0	3.0	1.0	0	"TANJARINEIRAS"
30368	4	3	3	303.0	3.0	1.0	0	"ATEIRAS"
30369	1	3	3	303.0	3.0	1.0	1	"BANANEIRAS"
30453	1	3	4	304.0	3.0	3.0	0	"BANANEIRAS"
30454	1	3	4	304.0	3.0	3.0	0	"BANANEIRAS"
40150	1	4	1	401.0	3.0	3.0	1	"BANANEIRAS"
40150	2	4	1	401.0	3.0	3.0	0	"LARANJEIRAS"
40150	3	4	1	401.0	3.0	3.0	0	"GOIABEIRAS"
40151	1	4	1	401.0	3.0	3.0	0	"ANANAZEIRO"
40152	1	4	1	401.0	3.0	3.0	1	"BANANEIRAS"
40251	1	4	2	402.0	3.0	1.0	0	"LARANGEIRAS"
40251	2	4	2	402.0	3.0	1.0	0	"BANANEIRAS"
40251	3	4	2	402.0	3.0	1.0	0	"ANANAZEIROS"
40252	1	4	2	402.0	3.0	1.0	1	"BANANEIRAS"
40260	1	4	2	402.0	3.0	1.0	1	"BANANEIRAS"
40262	1	4	2	402.0	3.0	1.0	1	"BANANEIRAS"
40263	1	4	2	402.0	3.0	1.0	0	"BANANEIRAS"
40263	2	4	2	402.0	3.0	1.0	0	"LARANGEIRAS"
40263	3	4	2	402.0	3.0	1.0	0	"LIMOEIROS"
40264	1	4	2	402.0	3.0	1.0	0	"BANANEIRAS"
40265	1	4	2	402.0	3.0	1.0	0	"GOIABEIRA"
40265	2	4	2	402.0	3.0	1.0	0	"LARANGEIAS"
40267	1	4	2	402.0	3.0	1.0	0	"BANANEIRAS"
40268	1	4	2	402.0	3.0	1.0	1	"BANANEIRAS"
40268	2	4	2	402.0	3.0	1.0	0	"ATEIRAS"
40268	3	4	2	402.0	3.0	1.0	0	"GOIABEIRAS"
40350	1	4	3	403.0	3.0	1.0	0	"BANANEIRA"
40351	1	4	3	403.0	3.0	1.0	0	"BANANEIRA"
40353	1	4	3	403.0	3.0	1.0	1	"BANANEIRAS"
40354	1	4	3	403.0	3.0	1.0	1	"BANANEIRAS"
40360	1	4	3	403.0	3.0	1.0	0	"BANANEIRAS"
40361	1	4	3	403.0	3.0	1.0	1	"BANANEIRAS"
40362	1	4	3	403.0	3.0	1.0	1	"BANANEIRAS"
40362	2	4	3	403.0	3.0	1.0	1	"LARANJEIRAS"
40365	1	4	3	403.0	3.0	1.0	1	"BANANEIRAS"
40367	1	4	3	403.0	3.0	1.0	0	"LARANJEIRAS"
40367	2	4	3	403.0	3.0	1.0	1	"BANANEIRAS"
40450	1	4	4	404.0	3.0	2.0	1	"BANANEIRAS"
40451	1	4	4	404.0	3.0	2.0	0	"BANANEIRA"
40460	1	4	4	404.0	3.0	2.0	1	"BANANEIRAS"
40461	1	4	4	404.0	3.0	2.0	1	"BANANEIRAS"
40461	2	4	4	404.0	3.0	2.0	0	"TANJERINEIRAS"
40463	1	4	4	404.0	3.0	2.0	0	"LARANJEIRAS"
40464	1	4	4	404.0	3.0	2.0	1	"CANA DE ACUCAR"
40466	1	4	4	404.0	3.0	2.0	0	"LIMOEIRO"
40467	1	4	4	404.0	3.0	2.0	1	"BANANEIRA"
40468	1	4	4	404.0	3.0	2.0	0	"GOIABEIRA3"
