district	village	villno	strno	group	hhid	g31a	g31b	g31c	g31d	g31e	g31f	g32a	g32b	g32c	g33a	g33b	g33c	g33d	g33e	g33f	g33g	g33h	g33i	g33j	g33k	g33l	g34	g35	g35u	g36a	g36b	g36u	g37	g38a	g38b	g38c	g38d	g38e	g39a	g39b	g39c	g39d	g39e	g39f	g39g	g39h	g39i	g39j	g39k	g39l
3	1	301.0	3.0	2.0	30117	2.0	2.0	1.0	0.0	0.0	0.0	1	9		0	0	0	0	0	0	1	0	0	0	0	0	1	1.0	21	0			1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
3	1	301.0	3.0	2.0	30118	0.0	0.0	6.0	0.0	2.0	0.0	1	9		0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	14	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
3	1	301.0	3.0	2.0	30119	0.0	2.0	0.0	0.0	0.0	0.0	1			0	0	0	0	0	1	0	0	0	0	0	0	1	3.0	22	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
3	1	301.0	3.0	2.0	30120	0.0	2.0	0.0	0.0	0.0	0.0	9			0	0	0	0	0	1	0	0	0	0	0	0	1	1.0	22	0			1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
3	2	302.0	3.0	2.0	30201	2.0	2.0	3.0	0.0	0.0	0.0	1			0	0	0	0	0	0	1	0	0	0	0	0	1	1.0	22	1	1	23	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
3	2	302.0	3.0	2.0	30203	3.0	3.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	23	0			1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
3	2	302.0	3.0	2.0	30205	2.0	2.0	8.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	15	0			1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
3	2	302.0	3.0	2.0	30206	0.0	2.0	3.0	0.0	0.0	0.0	2			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	22	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
3	2	302.0	3.0	2.0	30207	1.0	1.0	1.0	0.0	0.0	0.0	1	9		0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	21	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
3	2	302.0	3.0	2.0	30208	2.0	2.0	10.0	0.0	25.0	0.0	1	9		0	0	0	0	0	0	1	0	0	0	0	0	1	4.0	15	1	2	15	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
3	2	302.0	3.0	2.0	30209	0.0	3.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	22	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
3	2	302.0	3.0	2.0	30210	0.0	2.0	0.0	0.0	0.0	0.0	9			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	21	0			0																	
3	2	302.0	3.0	2.0	30212	2.0	2.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	22	1	1	23	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
3	2	302.0	3.0	2.0	30213	0.0	2.0	0.0	0.0	0.0	0.0	1			0	0	0	0	0	1	0	0	0	0	0	0	1	1.0	23	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
3	2	302.0	3.0	2.0	30214	2.0	2.0	0.0	0.0	50.0	0.0	5			0	0	0	0	0	1	0	0	0	0	0	0	1	8.0	15	1	4	15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3	2	302.0	3.0	2.0	30215	0.0	2.0	0.0	0.0	0.0	0.0	6			0	0	0	0	0	1	0	0	0	0	0	0	1	2.0	22	0			0																	
3	2	302.0	3.0	2.0	30216	3.0	3.0	2.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	0						0																	
3	2	302.0	3.0	2.0	30217	0.0	2.0	0.0	0.0	0.0	0.0	9			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
3	2	302.0	3.0	2.0	30218	0.0	3.0	0.0	0.0	0.0	0.0	5			0	0	0	0	1	0	0	0	0	0	0	0	1	3.0	24	0			0																	
3	2	302.0	3.0	2.0	30220	0.0	2.0	1.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	22	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
3	3	303.0	3.0	1.0	30301	3.0	3.0	45.0	0.0	80.0	0.0	1	9		0	0	0	1	0	0	0	0	0	0	0	0	1	8.0	15	1	6	15	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
3	3	303.0	3.0	1.0	30302	0.0	3.0	2.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	3.5	15	1	1.5	15	0																	
3	3	303.0	3.0	1.0	30303	0.0	3.0	4.0	0.0	5.0	0.0	9	1		0	0	0	0	1	0	0	0	0	0	0	0	1	5.0	15	1	2	21	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
3	3	303.0	3.0	1.0	30304	4.0	0.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	22	1	1	23	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
3	3	303.0	3.0	1.0	30305	5.0	5.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	3.0	15	1	1	15	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
3	3	303.0	3.0	1.0	30307	0.0	6.0	2.0	0.0	0.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	21	0			1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
3	3	303.0	3.0	1.0	30308	3.0	3.0	0.0	0.0	10.0	0.0	5	1		0	0	0	0	1	0	0	0	0	0	0	0	1	8.5	15	1	5	15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
3	3	303.0	3.0	1.0	30309	0.0	2.0	0.0	0.0	0.0	0.0	1		1	0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	22	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3	3	303.0	3.0	1.0	30310	2.0	0.0	4.0	0.0	0.0	0.0	1	9		0	0	0	1	0	0	0	0	0	0	0	0	1	3.0	22	1	1	22	0																	
3	3	303.0	3.0	1.0	30311	2.0	0.0	6.0	0.0	8.0	0.0	1			0	0	0	0	1	1	0	0	0	0	0	0	1	4.0	15	1	1	15	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
3	3	303.0	3.0	1.0	30312	0.0	1.0	3.0	0.0	5.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	3.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
3	3	303.0	3.0	1.0	30313	0.0	2.0	10.0	0.0	0.0	0.0	1	5		0	0	1	0	0	0	0	0	0	0	0	0	1	4.0	15	1	15	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
3	3	303.0	3.0	1.0	30315	0.0	2.0	1.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.5	15	1	0.5	15	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
3	3	303.0	3.0	1.0	30316	0.0	1.0	1.0	0.0	0.0	0.0	1	2		0	0	0	0	0	1	0	0	0	0	0	0	1	1.0	21	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
3	3	303.0	3.0	1.0	30317	2.0	2.0	6.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	15	1	1	23	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
3	3	303.0	3.0	1.0	30318	0.0	2.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	22	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
3	3	303.0	3.0	1.0	30319	2.0	2.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	22	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
3	4	304.0	3.0	3.0	30407	0.0	0.0	0.0	0.0	2.0	0.0	2			0	0	0	0	0	0	0	0	1	0	0	0	1	1.5	15	0			1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
3	5	305.0	3.0	3.0	30518	0.0	0.0	0.0	0.0	0.0	3.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	21	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4	1	401.0	3.0	3.0	40101	0.0	0.0	0.0	0.0	30.0	0.0	5			0	0	0	0	0	0	1	1	0	0	0	0	1	3.0	15	0			1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1
4	1	401.0	3.0	3.0	40106	0.0	0.0	0.0	0.0	0.0	4.0	4	1		0	0	0	0	0	1	0	0	0	0	0	0	1	2.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4	1	401.0	3.0	3.0	40111	0.0	0.0	0.0	0.0	2.0	0.0	4			0	0	0	0	0	0	1	0	0	0	0	0	1	2.0	22	0			1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4	1	401.0	3.0	3.0	40113	0.0	0.0	0.0	0.0	10.0	0.0	5	1		0	1	0	0	0	0	1	0	0	0	0	0	1	35.0	15	0			1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0
4	1	401.0	3.0	3.0	40116	0.0	0.0	0.0	0.0	11.0	0.0	1			0	0	0	0	0	0	1	0	0	0	0	0	1	3.0	22	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
4	2	402.0	3.0	1.0	40201	2.0	0.0	65.0	0.0	0.0	0.0	1	5	9	0	0	0	0	0	1	0	0	0	0	0	0	1	3.0	15	1	1	24	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4	2	402.0	3.0	1.0	40202	2.0	2.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	15	0			1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
4	2	402.0	3.0	1.0	40203	0.0	1.0	3.0	0.0	0.0	0.0	9			0	0	0	0	0	0	1	0	0	0	0	0	1	2.0	22	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
4	2	402.0	3.0	1.0	40204	2.0	0.0	3.0	0.0	0.0	0.0	1	9		0	0	0	0	1	0	0	0	0	0	0	0	1	1.5	15	1	1	22	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
4	2	402.0	3.0	1.0	40205	3.0	3.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	3.0	15	0			1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
4	2	402.0	3.0	1.0	40206	2.0	2.0	15.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	20.0	15	1	12	15	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
4	2	402.0	3.0	1.0	40207	0.0	0.0	0.0	0.0	8.0	0.0	1			0	0	0	0	0	1	0	0	0	0	0	0	1	1.0	15	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
4	2	402.0	3.0	1.0	40208	2.0	2.0	0.0	0.0	3.0	0.0	2	5		0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	22	0			1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
4	2	402.0	3.0	1.0	40209	3.0	3.0	0.0	0.0	0.0	0.0	1			0	0	0	0	0	1	0	0	0	0	0	0	1	2.0	15	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
4	2	402.0	3.0	1.0	40210	1.0	0.0	5.0	0.0	0.0	0.0	9	1		0	0	0	0	0	1	0	0	0	0	0	0	1	2.0	15	1	1	15	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
4	2	402.0	3.0	1.0	40212	2.0	2.0	0.0	0.0	50.0	0.0	1	9		0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
4	2	402.0	3.0	1.0	40213	0.0	0.0	0.0	0.0	0.0	2.0	9			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	16	0			1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
4	2	402.0	3.0	1.0	40215	1.0	0.0	2.0	0.0	0.0	0.0	1			0	0	0	0	0	0	1	0	0	0	0	0	1	1.0	15	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
4	2	402.0	3.0	1.0	40216	2.0	0.0	2.0	0.0	0.0	0.0	9	1		0	0	0	0	0	1	0	0	0	0	0	0	1	2.0	22	0			0																	
4	2	402.0	3.0	1.0	40217	0.0	0.0	3.0	0.0	0.0	0.0	1			0	0	0	0	0	1	0	0	0	0	0	0	1	3.0	22	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
4	2	402.0	3.0	1.0	40218	2.0	0.0	2.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	21	0			0																	
4	3	403.0	3.0	1.0	40301	2.0	2.0	5.0	0.0	0.0	0.0	1		1	0	0	0	0	0	1	0	0	0	0	0	0	1	2.0	22	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
4	3	403.0	3.0	1.0	40302	2.0	2.0	6.0	0.0	7.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.5	13	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4	3	403.0	3.0	1.0	40303	0.0	2.0	3.0	0.0	3.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
4	3	403.0	3.0	1.0	40304	3.0	0.0	6.0	0.0	0.0	0.0	4	6		0	0	0	0	1	0	0	0	0	0	0	0	0						0																	
4	3	403.0	3.0	1.0	40305	3.0	3.0	0.0	0.0	0.0	0.0	1			0	0	0	0	0	1	0	0	0	0	0	0	1	1.0	21	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
4	3	403.0	3.0	1.0	40306	2.0	0.0	0.0	0.0	0.0	0.0	1	9		0	0	0	0	0	1	0	0	0	0	0	0	1	3.0	22	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4	3	403.0	3.0	1.0	40307	1.0	1.0	2.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	22	0			0																	
4	3	403.0	3.0	1.0	40308	2.0	2.0	6.0	0.0	0.0	0.0	1	9		0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	21	0			1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
4	3	403.0	3.0	1.0	40309	2.0	0.0	2.0	0.0	0.0	0.0	1			0	0	0	0	0	1	0	0	0	0	0	0	1	1.0	15	1	1	25	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4	3	403.0	3.0	1.0	40310	3.0	3.0	3.0	0.0	0.0	0.0	1		1	0	0	0	1	0	0	0	0	0	0	0	0	1	3.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
4	3	403.0	3.0	1.0	40311	2.0	2.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	15	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
4	3	403.0	3.0	1.0	40312	2.0	2.0	0.0	0.0	0.0	0.0	1	5		0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	21	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
4	3	403.0	3.0	1.0	40313	2.0	0.0	6.0	0.0	0.0	0.0	1			0	0	0	0	0	0	0	1	0	0	0	0	1	2.0	15	0			0																	
4	3	403.0	3.0	1.0	40314	0.0	0.0	4.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	3.0	21	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
4	3	403.0	3.0	1.0	40315	1.0	1.0	0.0	0.0	0.0	0.0	1	4		0	0	0	0	1	0	0	0	0	0	0	0	0						0																	
4	3	403.0	3.0	1.0	40316	2.0	2.0	2.0	0.0	0.0	0.0	2			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	22	0			0																	
4	3	403.0	3.0	1.0	40318	3.0	0.0	12.0	0.0	0.0	0.0	9			0	0	0	0	0	0	1	0	0	0	0	0	1	8.0	21	1	3	21	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
4	3	403.0	3.0	1.0	40319	2.0	2.0	0.0	0.0	0.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	25	0			1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4	3	403.0	3.0	1.0	40320	2.0	2.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	23	0			1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
4	4	404.0	3.0	2.0	40401	0.0	2.0	0.0	0.0	0.0	30.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	13.0	15	1	7	15	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
4	4	404.0	3.0	2.0	40402	0.0	2.0	0.0	0.0	0.0	0.0	2			0	0	0	0	0	1	0	0	0	0	0	0	1	2.0	23	0			1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
4	4	404.0	3.0	2.0	40403	2.0	2.0	10.0	0.0	0.0	0.0	9	1		0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	13	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
4	4	404.0	3.0	2.0	40405	0.0	2.0	12.0	0.0	20.0	0.0	2	5		0	0	0	0	0	0	1	0	0	0	0	0	1	7.0	15	0			0																	
4	4	404.0	3.0	2.0	40406	2.0	0.0	2.0	0.0	0.0	0.0	1	5		0	0	0	0	1	0	0	0	0	0	0	0	1	3.0	15	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
4	4	404.0	3.0	2.0	40408	0.0	3.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	22	0			0																	
4	4	404.0	3.0	2.0	40409	3.0	0.0	2.0	0.0	2.0	0.0	1			0	0	0	0	0	1	0	0	0	0	0	0	1	2.0	15	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
4	4	404.0	3.0	2.0	40410	0.0	0.0	4.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	15	0			1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
4	4	404.0	3.0	2.0	40411	0.0	4.0	10.0	0.0	0.0	0.0	1	9		0	0	0	0	0	0	0	1	0	0	0	0	1	4.0	15	0			1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	4	404.0	3.0	2.0	40413	0.0	0.0	0.0	0.0	20.0	0.0	5			0	0	0	0	0	0	0	0	1	0	0	0	1	3.0	15	1	1	15	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4	4	404.0	3.0	2.0	40414	0.0	0.0	3.0	0.0	0.0	0.0	99			0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	22	0			1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
4	4	404.0	3.0	2.0	40415	0.0	0.0	60.0	60.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	22.0	15	1	20	15	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
4	4	404.0	3.0	2.0	40416	2.0	0.0	2.0	0.0	0.0	0.0	1	6		0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
4	4	404.0	3.0	2.0	40417	0.0	0.0	0.0	0.0	0.0	6.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	4.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
4	4	404.0	3.0	2.0	40419	0.0	0.0	0.0	0.0	8.0	3.0	1	9		0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	22	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
1	2	102.0	1.0	2.0	10250	0.0	0.0	7.0	0.0	0.0	0.0	5	2		0	0	1	0	0	0	0	0	0	0	0	0	1	0.5	15	0			0																	
1	2	102.0	1.0	2.0	10251	0.0	3.0	0.0	0.0	10.0	0.0	4	5		0	0	0	0	0	1	0	0	0	0	0	0	1	5.0	21	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
1	2	102.0	1.0	2.0	10260	2.0	2.0	0.0	0.0	0.0	0.0	1	4		0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	21	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1	2	102.0	1.0	2.0	10262	0.0	0.0	0.0	0.0	6.0	0.0	1	2		0	0	1	0	0	0	0	0	0	0	0	0	1	1.5	15	1	0.5	15	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1	2	102.0	1.0	2.0	10263	2.0	2.0	0.0	0.0	10.0	0.0	1	4		0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	21	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
1	2	102.0	1.0	2.0	10266	2.0	0.0	0.0	0.0	0.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	15	0			1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
1	2	102.0	1.0	2.0	10268	2.0	2.0	4.0	0.0	0.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	15	0			0																	
1	2	102.0	1.0	2.0	10269	2.0	2.0	0.0	0.0	0.0	0.0	4			0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	22	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1	3	103.0	1.0	2.0	10350	2.0	0.0	0.0	0.0	0.0	0.0	4			0	0	0	1	0	0	0	0	0	0	0	0	1	0.5	15	0			0																	
1	3	103.0	1.0	2.0	10352	4.0	0.0	0.0	0.0	0.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	3.0	15	0			1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1	3	103.0	1.0	2.0	10363	0.0	0.0	50.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	0						0																	
1	3	103.0	1.0	2.0	10364	2.0	2.0	3.0	0.0	0.0	0.0	2	5		0	0	0	1	0	0	0	0	0	0	0	0	1	4.0	15	0			1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1	3	103.0	1.0	2.0	10366	0.0	0.0	0.0	0.0	10.0	0.0	2	5		0	1	1	0	0	0	0	0	0	0	0	0	1	3.0	15	0			1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1	3	103.0	1.0	2.0	10367	1.0	1.0	2.0	0.0	7.0	0.0	2	5		0	0	1	0	0	0	0	0	0	0	0	0	1	1.0	12	1	2	15	0																	
1	3	103.0	1.0	2.0	10368	0.0	0.0	0.0	0.0	70.0	0.0	2	5		0	0	0	1	1	0	0	0	0	1	1	0	1	4.0	17	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
1	3	103.0	1.0	2.0	10369	1.0	1.0	4.0	0.0	0.0	0.0	4			0	0	0	1	0	0	0	0	0	0	0	0	1	3.0	15	1	1	15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1	8	108.0	1.0	2.0	10850	2.0	2.0	0.0	0.0	0.0	0.0	5	2		0	0	0	1	0	0	0	0	0	0	0	0	1	0.5	15	0			0																	
1	8	108.0	1.0	2.0	10861	0.0	0.0	3.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	15	0			0																	
1	8	108.0	1.0	2.0	10862	2.0	2.0	0.0	0.0	0.0	0.0	1			0	0	0	0	0	1	0	0	0	0	0	0	0						0																	
1	8	108.0	1.0	2.0	10863	2.0	2.0	0.0	0.0	0.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	15	0			1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1	8	108.0	1.0	2.0	10864	2.0	2.0	0.0	0.0	0.0	0.0	1	2		0	0	0	0	1	0	0	0	0	0	0	0	1	1.5	15	1	1	15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1	8	108.0	1.0	2.0	10866	4.0	4.0	0.0	0.0	0.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	0						0																	
1	9	109.0	1.0	1.0	10960	3.0	3.0	0.0	0.0	0.0	0.0	2			0	0	0	0	1	0	0	0	0	0	0	0	0						1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1	9	109.0	1.0	1.0	10966	2.0	0.0	6.0	0.0	7.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	16	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1	9	109.0	1.0	1.0	10968	0.0	2.0	0.0	0.0	0.0	0.0	1	5		0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	22	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
1	10	110.0	1.0	1.0	11060	2.0	2.0	0.0	0.0	10.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	3.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
1	10	110.0	1.0	1.0	11061	2.0	0.0	2.0	0.0	0.0	0.0	6			0	0	0	1	0	0	0	0	0	0	0	0	1	3.0	15	1	2	15	0																	
1	10	110.0	1.0	1.0	11063	2.0	0.0	2.0	0.0	0.0	0.0	5	4		0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	17	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
1	10	110.0	1.0	1.0	11064	2.0	2.0	0.0	0.0	0.0	0.0	4			0	0	0	0	1	0	0	0	0	0	0	0	1	1.5	22	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1	10	110.0	1.0	1.0	11065	2.0	2.0	0.0	0.0	0.0	2.0	1	2		0	0	0	0	1	0	0	0	0	0	0	0	1	1.5	15	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1	10	110.0	1.0	1.0	11066	7.0	0.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	3.0	15	0			0																	
1	10	110.0	1.0	1.0	11071	2.0	2.0	0.0	0.0	0.0	0.0	5			0	0	0	0	1	0	0	0	0	0	0	0	0						0																	
